instance_id,seed,n_robots,n_tasks,task_ratio,method,feasible,deficit,excess,social_cost,optimum_cost,regret,regret_per_task,social_welfare,welfare_efficiency,iterations,evaluations,runtime_s,converged,epsilon_cs_violation
N004_K002_S20660715,20660715,4,2,0.5,hungarian,True,0,0,0.2762061757928612,0.2762061757928612,0.0,0.0,1.8237938242071388,1.0,1,8,1.6000005416572094e-05,True,
N004_K002_S20660715,20660715,4,2,0.5,auction_eps,True,0,0,0.2762061757928612,0.2762061757928612,0.0,0.0,1.8237938242071388,1.0,147,588,0.0009397999965585768,True,0.0010000000000000009
N004_K002_S20660715,20660715,4,2,0.5,greedy,True,0,0,0.2762061757928612,0.2762061757928612,0.0,0.0,1.8237938242071388,1.0,2,8,1.920000067912042e-05,True,
N004_K002_S20660715,20660715,4,2,0.5,potential_br,True,0,0,0.5991286072063012,0.2762061757928612,0.32292243141344,0.16146121570672,1.500871392793699,0.8229391792387364,2,24,0.0006267999997362494,True,
N004_K002_S20660715,20660715,4,2,0.5,potential_exchange,True,0,0,0.2762061757928612,0.2762061757928612,0.0,0.0,1.8237938242071388,1.0,3,34,0.0006602000066777691,True,
N004_K002_S20660715,20660715,4,2,0.5,no_exclusion,False,2,0,0.0,0.2762061757928612,,,0.722363815610924,0.3960775642635804,0,12,0.00032080001255963,True,
N004_K002_S20660716,20660716,4,2,0.5,hungarian,True,0,0,0.5197946067837529,0.5197946067837529,0.0,0.0,1.5802053932162472,1.0,1,8,9.2999980552122e-06,True,
N004_K002_S20660716,20660716,4,2,0.5,auction_eps,True,0,0,0.5197946067837529,0.5197946067837529,0.0,0.0,1.5802053932162472,1.0,447,1788,0.0035789999965345487,True,0.0010000000000000009
N004_K002_S20660716,20660716,4,2,0.5,greedy,True,0,0,0.5197946067837529,0.5197946067837529,0.0,0.0,1.5802053932162472,1.0,2,8,2.1100000594742596e-05,True,
N004_K002_S20660716,20660716,4,2,0.5,potential_br,True,0,0,0.9174108130303349,0.5197946067837529,0.397616206246582,0.198808103123291,1.1825891869696652,0.7483768831864952,2,24,0.0008200000011129305,True,
N004_K002_S20660716,20660716,4,2,0.5,potential_exchange,True,0,0,0.5197946067837529,0.5197946067837529,0.0,0.0,1.5802053932162472,1.0,3,34,0.0008529999904567376,True,
N004_K002_S20660716,20660716,4,2,0.5,no_exclusion,False,2,0,0.0,0.5197946067837529,,,0.5112319075023413,0.3235224418908058,0,12,0.00033650000113993883,True,
N004_K002_S20660717,20660717,4,2,0.5,hungarian,True,0,0,0.3567404328622541,0.3567404328622541,0.0,0.0,1.743259567137746,1.0,1,8,1.030000566970557e-05,True,
N004_K002_S20660717,20660717,4,2,0.5,auction_eps,True,0,0,0.3567404328622541,0.3567404328622541,0.0,0.0,1.743259567137746,1.0,247,988,0.0016241999983321875,True,0.0010000000000000009
N004_K002_S20660717,20660717,4,2,0.5,greedy,True,0,0,0.3567404328622541,0.3567404328622541,0.0,0.0,1.743259567137746,1.0,2,8,1.3299999409355223e-05,True,
N004_K002_S20660717,20660717,4,2,0.5,potential_br,True,0,0,0.7499500740154321,0.3567404328622541,0.393209641153178,0.196604820576589,1.350049925984568,0.7744399924339506,2,24,0.0006135999865364283,True,
N004_K002_S20660717,20660717,4,2,0.5,potential_exchange,True,0,0,0.3567404328622541,0.3567404328622541,0.0,0.0,1.743259567137746,1.0,4,39,0.0006513999833259732,True,
N004_K002_S20660717,20660717,4,2,0.5,no_exclusion,False,2,0,0.0,0.3567404328622541,,,0.7204368200026212,0.41326996483117245,0,12,0.00031599999056197703,True,
N004_K002_S20660718,20660718,4,2,0.5,hungarian,True,0,0,0.5714985941824354,0.5714985941824354,0.0,0.0,1.5285014058175648,1.0,1,8,8.400005754083395e-06,True,
N004_K002_S20660718,20660718,4,2,0.5,auction_eps,True,0,0,0.5714985941824354,0.5714985941824354,0.0,0.0,1.5285014058175648,1.0,400,1600,0.0027629999967757612,True,0.0010000000000000009
N004_K002_S20660718,20660718,4,2,0.5,greedy,True,0,0,0.7306531409072556,0.5714985941824354,0.1591545467248202,0.0795772733624101,1.3693468590927445,0.8958754332059696,2,8,1.7699989257380366e-05,True,
N004_K002_S20660718,20660718,4,2,0.5,potential_br,True,0,0,0.9692316892292181,0.5714985941824354,0.39773309504678267,0.19886654752339133,1.130768310770782,0.7397888588567942,2,24,0.0006437999982153997,True,
N004_K002_S20660718,20660718,4,2,0.5,potential_exchange,True,0,0,0.5714985941824354,0.5714985941824354,0.0,0.0,1.5285014058175648,1.0,3,34,0.0006792000058339909,True,
N004_K002_S20660718,20660718,4,2,0.5,no_exclusion,False,2,0,0.0,0.5714985941824354,,,0.4890925852692938,0.3199817699923462,0,12,0.00033939999411813915,True,
N004_K002_S20660719,20660719,4,2,0.5,hungarian,True,0,0,0.25296047276859956,0.25296047276859956,0.0,0.0,1.8470395272314004,1.0,1,8,8.799994247965515e-06,True,
N004_K002_S20660719,20660719,4,2,0.5,auction_eps,True,0,0,0.25296047276859956,0.25296047276859956,0.0,0.0,1.8470395272314004,1.0,174,696,0.0012797000090358779,True,0.0010000000000000009
N004_K002_S20660719,20660719,4,2,0.5,greedy,True,0,0,0.25296047276859956,0.25296047276859956,0.0,0.0,1.8470395272314004,1.0,2,8,1.410000550094992e-05,True,
N004_K002_S20660719,20660719,4,2,0.5,potential_br,True,0,0,0.25296047276859956,0.25296047276859956,0.0,0.0,1.8470395272314004,1.0,2,24,0.0006898999999975786,True,
N004_K002_S20660719,20660719,4,2,0.5,potential_exchange,True,0,0,0.25296047276859956,0.25296047276859956,0.0,0.0,1.8470395272314004,1.0,2,29,0.0007062999939080328,True,
N004_K002_S20660719,20660719,4,2,0.5,no_exclusion,False,2,0,0.0,0.25296047276859956,,,1.0261124960686911,0.5555444163161852,0,12,0.0003721999964909628,True,
N004_K002_S20660720,20660720,4,2,0.5,hungarian,True,0,0,0.3894972325043362,0.3894972325043362,0.0,0.0,1.7105027674956639,1.0,1,8,7.999988156370819e-06,True,
N004_K002_S20660720,20660720,4,2,0.5,auction_eps,True,0,0,0.3894972325043362,0.3894972325043362,0.0,0.0,1.7105027674956639,1.0,238,952,0.001522799997474067,True,0.0010000000000000009
N004_K002_S20660720,20660720,4,2,0.5,greedy,True,0,0,0.3894972325043362,0.3894972325043362,0.0,0.0,1.7105027674956639,1.0,2,8,2.6399997295811772e-05,True,
N004_K002_S20660720,20660720,4,2,0.5,potential_br,True,0,0,0.3894972325043362,0.3894972325043362,0.0,0.0,1.7105027674956639,1.0,2,24,0.0011584000021684915,True,
N004_K002_S20660720,20660720,4,2,0.5,potential_exchange,True,0,0,0.3894972325043362,0.3894972325043362,0.0,0.0,1.7105027674956639,1.0,2,29,0.0011760999914258718,True,
N004_K002_S20660720,20660720,4,2,0.5,no_exclusion,False,2,0,0.0,0.3894972325043362,,,1.0233850903255302,0.5982949047336893,0,12,0.0003406000032555312,True,
N004_K002_S20660721,20660721,4,2,0.5,hungarian,True,0,0,0.33251326824697175,0.33251326824697175,0.0,0.0,1.7674867317530283,1.0,1,8,1.09999964479357e-05,True,
N004_K002_S20660721,20660721,4,2,0.5,auction_eps,True,0,0,0.33251326824697175,0.33251326824697175,0.0,0.0,1.7674867317530283,1.0,202,808,0.0013253999932203442,True,0.0010000000000000009
N004_K002_S20660721,20660721,4,2,0.5,greedy,True,0,0,0.33251326824697175,0.33251326824697175,0.0,0.0,1.7674867317530283,1.0,2,8,1.7400001524947584e-05,True,
N004_K002_S20660721,20660721,4,2,0.5,potential_br,True,0,0,0.49326660385402643,0.33251326824697175,0.16075333560705468,0.08037666780352734,1.6067333961459735,0.9090497638714287,2,24,0.0006743999983882532,True,
N004_K002_S20660721,20660721,4,2,0.5,potential_exchange,True,0,0,0.33251326824697175,0.33251326824697175,0.0,0.0,1.7674867317530283,1.0,3,34,0.0007039000047370791,True,
N004_K002_S20660721,20660721,4,2,0.5,no_exclusion,False,2,0,0.0,0.33251326824697175,,,0.811931531505665,0.45937065151282647,0,12,0.00029769999673590064,True,
N004_K002_S20660722,20660722,4,2,0.5,hungarian,True,0,0,0.32435048804196587,0.32435048804196587,0.0,0.0,1.7756495119580342,1.0,1,8,9.100011084228754e-06,True,
N004_K002_S20660722,20660722,4,2,0.5,auction_eps,True,0,0,0.32435048804196587,0.32435048804196587,0.0,0.0,1.7756495119580342,1.0,246,984,0.0016597999929217622,True,0.0010000000000000009
N004_K002_S20660722,20660722,4,2,0.5,greedy,True,0,0,0.32435048804196587,0.32435048804196587,0.0,0.0,1.7756495119580342,1.0,2,8,1.4399993233382702e-05,True,
