t_s,load,mode,x_m,y_m,speed_m_s,progress
5.799999999999997,A,Cargo,-8.0,-4.5,0.0,0.0
5.799999999999997,B,Caging,8.0,-3.8,0.0,0.0
5.799999999999997,C,Cargo,-8.1,4.8,0.0,0.0
5.919999999999997,A,Cargo,-7.998051122170439,-4.498899349519592,0.03715188123071035,0.00012135597706863915
5.919999999999997,B,Caging,7.999906662373669,-3.799959057193476,0.0016976203926851374,5.798813149031218e-06
5.919999999999997,C,Cargo,-8.099977701352621,4.800018635304387,0.00048422595875642827,1.4860120974312147e-06
6.039999999999997,A,Cargo,-7.992267814871816,-4.495633162250165,0.0733946693046634,0.0004814806073903335
6.039999999999997,B,Caging,7.999627128794125,-3.7998364390199257,0.0033886984789171675,2.3165475023501724e-05
6.039999999999997,C,Cargo,-8.099910847138542,4.800074506344805,0.0009677721497266191,5.941267575404309e-06
6.1599999999999975,A,Cargo,-7.982745078525911,-4.49025506473062,0.10872836421888729,0.0010744589396387485
6.1599999999999975,B,Caging,7.99916211821054,-3.799632460848382,0.005073234258690023,5.2055319264476796e-05
6.1599999999999975,C,Cargo,-8.099799499949848,4.800167560812134,0.0014506385729073147,1.336159521243846e-05
6.279999999999998,A,Cargo,-7.969578004449094,-4.482818522560525,0.14315296596331958,0.001894376022487549
6.279999999999998,B,Caging,7.998512349572089,-3.7993474380478767,0.006751227731998288,9.242367951302169e-05
6.279999999999998,C,Cargo,-8.099643722378627,4.8002977463972565,0.0019328252282953564,2.374282378705284e-05
6.399999999999998,A,Cargo,-7.952861789274403,-4.473376814892622,0.17666847450939732,0.002935316904610401
6.399999999999998,B,Caging,7.997678541827945,-3.798981685987443,0.008422678898837466,0.00014422588941020168
6.399999999999998,C,Cargo,-8.099443577016961,4.800465010791055,0.002414332115887727,3.708078207776663e-05
6.519999999999998,A,Cargo,-7.932691910545377,-4.461982723666702,0.2092748897805253,0.004191366634680969
6.519999999999998,B,Caging,7.996661413927281,-3.7985355200361117,0.01008758775920425,0.00020741728259708212
6.519999999999998,C,Cargo,-8.09919912645694,4.800669301684412,0.0028951592356815875,5.3371298863099e-05
6.639999999999998,A,Cargo,-7.9091640581738485,-4.448688655254406,0.24097221170857192,0.005656610261372919
6.639999999999998,B,Caging,7.99546168481927,-3.798009255562917,0.011745954313096775,0.00028195319271472817
6.639999999999998,C,Cargo,-8.098910433290648,4.800910566768209,0.003375306587674325,7.261020292156911e-05
