id,method_a,method_b,metric,scenarios,n_pairs,n_independent_instances,effect_a_minus_b,ci95_low,ci95_high,effect_size,effect_size_type,p_raw,test,favorable_discordances,adverse_discordances,p_holm,reject_holm
E2E-H1,distributed_full,decoupled_local,mission_time_s,degraded_network,90,90,-0.08555555555555551,-0.1777777777777777,0.013333333333333367,-0.24210526315789474,biserial por rangos,0.03409221041710632,Wilcoxon por instancia,0,0,0.06818442083421264,0
E2E-H2,distributed_full,no_physical_guard,mission_success,static_obstacle;degraded_network;failure_during_transport,270,90,0.9962962962962963,0.9888888888888889,1.0,0.9962962962962963,diferencia de riesgos,1.931606175609595e-21,Wilcoxon sobre medias por instancia,269,0,5.7948185268287845e-21,1
E2E-H3,distributed_full,no_repair,mission_success,failure_during_transport,90,90,0.9888888888888889,0.9666666666666667,1.0,0.9888888888888889,diferencia de riesgos,1.6155871338926322e-27,McNemar exacto,89,0,6.462348535570529e-27,1
E2E-H4,distributed_full,perfect_information,mission_success,degraded_network,90,90,0.0,0.0,0.0,0.0,diferencia de riesgos,1.0,McNemar exacto,0,0,1.0,0
