id,metric,test,n_pairs,p_value,p_value_raw,p_value_holm,effect,effect_name,ci95_low,ci95_high,effect_size,effect_size_name,rank_biserial,alpha,reject_raw,reject_holm,reject,status,methods
H6.1_ours_reduces_lost_load_rate_vs_classic_greedy,lost_load_rate,wilcoxon_signed_rank,2000,1.2759865687708061e-05,1.2759865687708061e-05,2.5519731375416123e-05,-0.022666666666666665,mean_paired_difference,-0.030001041666666662,-0.015457291666666671,-0.13594873135627425,cohens_dz,-0.407754846779237,0.05,True,True,True,ok,ours_guarded_wrench_market_recovery vs classic_decentralized_greedy_recovery
H6.2_ours_improves_completion_vs_smith_qr,task_completion_rate,wilcoxon_signed_rank,2000,0.1961756749881633,0.1961756749881633,0.1961756749881633,0.004416666666666667,mean_paired_difference,-0.0019999999999999996,0.010666666666666666,0.030765764574230445,cohens_dz,0.09695841092489137,0.05,False,False,False,ok,ours_guarded_wrench_market_recovery vs smith_qr_recovery
H6.3_ours_reduces_reference_gap_vs_cbba,performance_gap_vs_reference,wilcoxon_signed_rank,2000,6.855432071330068e-93,6.855432071330068e-93,2.0566296213990205e-92,-0.0657734214922973,mean_paired_difference,-0.0748430464641183,-0.05678343068393748,-0.30840684761522075,cohens_dz,-0.765725684926592,0.05,True,True,True,ok,ours_guarded_wrench_market_recovery vs cbba_recovery
H6.4_recovery_family_differs_on_reference_gap,performance_gap_vs_reference,friedman_chi_square,2000,1.7986192124324968e-160,1.7986192124324968e-160,7.194476849729987e-160,0.07528840818130479,kendall_w,nan,nan,0.07528840818130479,kendall_w,nan,0.05,True,True,True,ok,"classic_decentralized_greedy_recovery,cbba_recovery,smith_qr_recovery,primal_dual_recovery,tensor_flow_recovery,ours_guarded_wrench_market_recovery"
