scenario_generator,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,method_allocator,transport_mode,n,selected_task_load_mean,pickup_success_mean,target_reached_mean,transport_success_mean,final_position_error_m_mean,final_orientation_error_rad_mean,final_orientation_error_deg_mean,mean_position_error_m_mean,formation_integrity_rate_mean,formation_broken_rate_mean,max_formation_error_m_mean,mean_formation_error_m_mean,mean_wrench_residual_norm_mean,max_wrench_residual_norm_mean,collision_count_mean,collision_rate_mean,safety_violation_count_mean,min_robot_clearance_m_mean,min_obstacle_clearance_m_mean,min_mobile_group_clearance_m_mean,min_load_clearance_m_mean,travel_distance_m_mean,load_travel_distance_m_mean,path_efficiency_ratio_mean,energy_proxy_wh_mean,mean_speed_mps_mean,max_speed_mps_mean,max_speed_violation_mps_mean,pickup_complete_time_s_mean,completion_time_s_mean,assigned_robots_mean,idle_robots_mean,communication_messages_mean,runtime_ms_mean,score_value_mean,reference_score_value_mean,signed_score_delta_vs_reference_mean,performance_gap_vs_reference_mean,optimality_gap_vs_reference_mean
formation_corridor_push,sota_decentralized_vo_push,SOTA decentralized VO push,sota,decentralized,baseline,velocity_obstacle_push_drag,baseline_sota_decentralized_push_drag,none,distributed_velocity_obstacle_payload_tracking,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,push_drag,50,1.0,1.0,0.0,0.0,2.8084875560528695,0.02648692753690777,1.517589160133656,7.31994855079543,0.9588886107386113,0.04111138926138854,4.66524463451043,0.45935494996662835,0.5392413482933038,1.0005071217875718,0.0,0.0,0.0,0.11575977208275759,0.259366839759624,0.10208771450519714,0.08180715965841114,92.86793096909632,19.031628209592327,0.8193467144972213,874.3999692580414,0.20123032332546875,0.7284608926120458,0.0,5.278,76.0,4.0,2.0,16290.0,1080.287310006097,-43.86776188550591,298.41905379027247,-342.28681567577826,1.0,1.0
monte_carlo,classic_centralized_shortest_push,Classic centralized shortest push,classic,centralized,baseline,shortest_path_push_drag,baseline_classic_centralized_push_drag,none,centralized_slot_assignment_plus_direct_payload_tracking,global_robot_slot_cost,0,2,False,False,hungarian_slots,push_drag,50,1.0,1.0,0.0,0.0,4.779964799017278,0.015392420219305966,0.8819207150580649,7.251584178835597,0.9855839521104308,0.014416047889569229,3.002086799216519,0.19232937629125624,0.40308160466833337,1.0,0.0,0.0,0.0,0.11988991935034642,0.3897471208602809,0.20906643852335766,0.2926336684110702,95.77091006921644,20.25897199737881,0.7887606701291667,905.9414542590866,0.2104215075176999,0.760868580084262,0.0,3.3636,77.34518568044348,4.0,2.58,23057.2,1026.8918400048278,-60.78522182851268,301.06814334622123,-361.853365174734,1.0,1.0
monte_carlo,classic_decentralized_apf_push,Classic decentralized APF push,classic,decentralized,baseline,apf_push_drag,baseline_classic_decentralized_push_drag,none,distributed_apf_payload_tracking,local_obstacle_and_slot_state,0,3,False,False,greedy_capacity,push_drag,50,1.0,1.0,0.0,0.0,5.447846580098206,0.8180645583462937,46.87164656247631,8.308819389442863,0.8083932395425911,0.19160676045740882,5.226042201031132,0.8167187129637914,0.5679003294451863,1.015881365095113,0.0,0.0,0.0,0.14188431819343106,0.7217694583358525,0.2172055508088016,0.5654309962737787,51.71770362697196,18.292230423118912,0.7939269155677634,543.173203349959,0.11122411591383184,0.6915140026654943,0.0,3.958799999999999,77.34518568044348,2.08,4.5,11400.0,775.1553380000405,-85.79457786795805,301.06814334622123,-386.86272121417926,1.0,1.0
monte_carlo,ours_hamiltonian_cargo,Ours Hamiltonian cargo,model_based,decentralized,proposed,hamiltonian_tensor_cargo,proposed_model_based_decentralized_cargo,model_based_tuning_optional,distributed_hamiltonian_cargo_transport,local_energy_wrench_formation_game,0,9,False,False,support_dual_wrench_market_guarded,cargo,50,1.0,1.0,1.0,0.98,0.0011787845103998964,2.309223932073223e-09,1.323087852584004e-07,5.264652795769719,0.9468600709315271,0.053139929068472806,6.708699727219714,0.7003604791677261,0.13443824018214323,1.004000009997311,0.0,0.0,0.0,0.12296343660668509,0.681651509290087,0.1419837532519567,0.22854812718059558,73.91684315160818,20.60189815637867,0.7814900903816553,741.1587382574409,0.15742950943452366,0.7562686296751998,0.0,5.296800000000001,42.796800000000005,3.0,3.58,11385.48,502.38543999381363,296.44456100995666,301.06814334622123,-4.623582336264559,0.02616587624980731,0.02616587624980731
monte_carlo,ours_primal_dual_wrench_push,Ours primal-dual wrench push,model_based,decentralized,proposed,primal_dual_wrench_formation_push,proposed_model_based_decentralized_push_drag,model_based_tuning_optional,distributed_primal_dual_wrench_formation_transport,local_wrench_residual_dual_prices,0,8,False,False,support_dual_wrench_market_guarded,push_drag,50,1.0,1.0,0.0,0.0,5.882732444839128,0.07393827445569658,4.2363510707913585,8.536502797716633,0.9331018994604849,0.06689810053951499,6.708699727219714,0.7444734424747772,0.5700735286690545,1.004502337477301,0.0,0.0,0.0,0.11776330389837975,0.6734207820572244,0.15566553595213886,0.32860496915768067,78.53602915190996,21.160755125575232,0.748301285674262,782.8261060608753,0.16854430106616697,0.7409480765767339,0.0,5.316,77.34518568044348,3.0,3.58,10478.4,1058.4365540044382,-72.17008827541551,301.06814334622123,-373.2382316216367,1.0,1.0
monte_carlo,ours_tensor_game_push,Ours tensor-game push,model_based,decentralized,proposed,smooth_tensor_game_wrench_push,proposed_model_based_decentralized_push_drag,model_based_tuning_optional,distributed_tensor_game_wrench_transport,local_tensor_field_and_wrench_residual,0,9,False,False,smith_wrench_pairs_guarded,push_drag,50,1.0,1.0,0.0,0.0,6.331114060364854,0.010171800727795874,0.5828012517508028,8.477408690051178,0.9799346563422064,0.02006534365779367,4.066607454310296,0.3220710932135594,0.5757304087130976,1.00020566622453,0.0,0.0,0.0,0.12447494942572945,0.5996508635597836,0.13248902535683577,0.37146834940259493,95.26106435858179,19.227323947823734,0.8013251794119968,888.0748228304358,0.20690081304794578,0.758272207431981,0.0,4.7268,76.76965243724936,4.0,2.58,13090.88,1337.0339479879476,-74.45045539032137,301.06814334622123,-375.5185987365426,1.0,1.0
monte_carlo,reference_centralized_mpc_cbf_cargo,Reference centralized MPC-CBF cargo,model_based_reference,centralized,reference,time_expanded_mpc_cbf_cargo,reference_model_based_reference_centralized_cargo,none,centralized_reference_mpc_cbf_cargo,global_state_and_time_expanded_constraints,0,10,False,False,wrench_oracle,cargo,50,1.0,1.0,1.0,1.0,0.0002554049085262697,1.3359864325934724e-10,7.6546384074345e-09,4.495606348152061,0.989742537981469,0.010257462018531022,3.0860517586002003,0.2109232882493068,0.07747798616690375,1.0,0.0,0.0,0.0,0.14249390460888336,0.5278759950166172,0.10491546598908023,0.19364000291140562,93.98992407182627,21.54503870828296,0.7435117413255119,899.0427318756718,0.19647890829564912,0.7924546876270735,0.0,3.2876000000000003,40.3312,3.86,2.72,23057.2,2973.401097988244,301.06814334622123,301.06814334622123,0.0,0.0,0.0
monte_carlo,sota_centralized_cbf_cargo,SOTA centralized CBF cargo,sota,centralized,baseline,cbf_overhead_cargo,baseline_sota_centralized_cargo,none,centralized_cbf_cargo_transport,global_payload_robot_traffic_state,0,6,False,False,wrench_greedy,cargo,50,1.0,1.0,1.0,0.98,0.0013172855270579516,9.157712544194396e-07,5.246982787763502e-05,5.108460496819714,0.9679365726228036,0.032063427377196335,5.125799252050154,0.46354567700708826,0.12447571631469884,1.0009193267099563,0.0,0.0,0.0,0.1155780767919439,0.48373663224253843,0.09829215525759866,0.18353374725225746,93.21710024574276,21.588655721419443,0.7440098064221741,898.804278880364,0.1913630182094901,0.7715197229973806,0.0,5.239199999999999,43.530800000000006,3.72,2.86,23057.2,499.4875860004686,292.52927295474217,301.06814334622123,-8.53887039147906,0.031637217700951695,0.031637217700951695
monte_carlo,sota_centralized_cbf_push,SOTA centralized CBF push,sota,centralized,baseline,cbf_payload_push_drag,baseline_sota_centralized_push_drag,none,centralized_cbf_payload_velocity_projection,global_payload_robot_traffic_state,0,6,False,False,wrench_greedy,push_drag,50,1.0,1.0,0.0,0.0,6.033742213607391,0.3846447612737063,22.038521432800465,8.756249927459786,0.8731073796681842,0.12689262033181584,5.125799252050154,0.6255714538173713,0.5825779826353764,1.017000389152341,0.0,0.0,0.0,0.11630424726829298,0.6401844335948931,0.16470830388513777,0.4134625079493528,93.42174223005046,20.179384065885177,0.7816056760644539,895.4389692290148,0.2006676043822957,0.7551044097421172,0.0,5.325200000000001,77.34518568044348,3.72,2.86,23057.2,1099.8444459959865,-88.85215504940557,301.06814334622123,-389.9202983956268,1.0,1.0
monte_carlo,sota_decentralized_vo_cargo,SOTA decentralized VO cargo,sota,decentralized,baseline,velocity_obstacle_cargo,baseline_sota_decentralized_cargo,none,distributed_velocity_obstacle_cargo_transport,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,cargo,50,1.0,1.0,1.0,0.98,0.0015923162554775491,2.4220156229670664e-06,0.00013877127311076178,5.104988285256049,0.9561997295335697,0.04380027046643026,5.113960811633757,0.5043166496918977,0.12960166085382022,1.0008147057472663,0.0,0.0,0.0,0.11592927342284359,0.38691836612229585,0.09378419774684905,0.11735398984972434,92.25428385316599,21.411191715473674,0.7506403111845843,888.8787097042335,0.189534463015829,0.7401812251340067,0.0,5.366000000000001,43.443200000000004,3.72,2.86,13832.96,507.66457597957924,291.7698842530879,301.06814334622123,-9.298259093133318,0.0350360721849498,0.0350360721849498
monte_carlo,sota_decentralized_vo_push,SOTA decentralized VO push,sota,decentralized,baseline,velocity_obstacle_push_drag,baseline_sota_decentralized_push_drag,none,distributed_velocity_obstacle_payload_tracking,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,push_drag,50,1.0,1.0,0.0,0.0,5.632750807231832,0.3498463186296165,20.044717535666052,8.567242223076788,0.8525791745852045,0.14742082541479548,5.113960811633757,0.6793977764207493,0.5604858686879239,1.0157319024867015,0.0,0.0,0.0,0.11627408377676547,0.5684196083346454,0.13209486038548673,0.3382253710572891,97.51421499780534,21.292837362548838,0.7564466778505037,934.3946404034896,0.21021331763127118,0.7237327534643622,0.0,5.4392000000000005,77.34518568044348,3.72,2.86,12580.6,1096.5330000175163,-87.7711530596046,301.06814334622123,-388.8392964058258,1.0,1.0
