scenario_generator,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,method_allocator,transport_mode,n,selected_task_load_mean,pickup_success_mean,target_reached_mean,transport_success_mean,final_position_error_m_mean,final_orientation_error_rad_mean,final_orientation_error_deg_mean,mean_position_error_m_mean,formation_integrity_rate_mean,formation_broken_rate_mean,max_formation_error_m_mean,mean_formation_error_m_mean,mean_wrench_residual_norm_mean,max_wrench_residual_norm_mean,collision_count_mean,collision_rate_mean,safety_violation_count_mean,min_robot_clearance_m_mean,min_obstacle_clearance_m_mean,min_mobile_group_clearance_m_mean,min_load_clearance_m_mean,travel_distance_m_mean,load_travel_distance_m_mean,path_efficiency_ratio_mean,energy_proxy_wh_mean,mean_speed_mps_mean,max_speed_mps_mean,max_speed_violation_mps_mean,pickup_complete_time_s_mean,completion_time_s_mean,assigned_robots_mean,idle_robots_mean,communication_messages_mean,runtime_ms_mean,score_value_mean,reference_score_value_mean,signed_score_delta_vs_reference_mean,performance_gap_vs_reference_mean,optimality_gap_vs_reference_mean
cargo_overhead_delivery,classic_centralized_shortest_push,Classic centralized shortest push,classic,centralized,baseline,shortest_path_push_drag,baseline_classic_centralized_push_drag,none,centralized_slot_assignment_plus_direct_payload_tracking,global_robot_slot_cost,0,2,False,False,hungarian_slots,push_drag,50,1.0,1.0,0.0,0.0,5.63865907818614,0.01080334845456135,0.6189862710555457,7.752503771545365,0.9806492602506506,0.019350739749349453,3.1645250096156508,0.21245874728428724,0.41936686956741265,1.0,0.0,0.0,0.0,0.11967248306291502,0.4482970268573559,nan,0.27784929663495633,96.53022522083047,20.807473300095406,0.7726493090340408,899.2858195983197,0.26055454380522286,0.7613059284361873,0.0,3.5784000000000002,74.0,4.0,1.0,10580.0,910.8763799956068,-66.44758262697488,306.14248580648353,-372.5900684334585,1.0,1.0
cargo_overhead_delivery,classic_decentralized_apf_push,Classic decentralized APF push,classic,decentralized,baseline,apf_push_drag,baseline_classic_decentralized_push_drag,none,distributed_apf_payload_tracking,local_obstacle_and_slot_state,0,3,False,False,greedy_capacity,push_drag,50,1.0,1.0,0.0,0.0,4.613396865828124,0.5383611206880413,30.845820069357913,7.444357162463166,0.8288065670863694,0.1711934329136307,3.909955665536531,0.615935466004472,0.478446682561443,1.016003117596664,0.0,0.0,0.0,0.16183636588080139,0.8841385924214813,nan,0.12811704713535207,49.50985996843361,19.951576345558692,0.7712797831355312,520.2253324275517,0.13347535038256525,0.6989059430799872,0.0,3.2900000000000005,74.0,2.0,3.0,10580.0,523.9844800112769,-68.12892687508142,306.14248580648353,-374.271412681565,1.0,1.0
cargo_overhead_delivery,ours_hamiltonian_cargo,Ours Hamiltonian cargo,model_based,decentralized,proposed,hamiltonian_tensor_cargo,proposed_model_based_decentralized_cargo,model_based_tuning_optional,distributed_hamiltonian_cargo_transport,local_energy_wrench_formation_game,0,9,False,False,support_dual_wrench_market_guarded,cargo,50,1.0,1.0,1.0,0.98,0.0007925022401873476,1.1558563883795614e-10,6.622569277738298e-09,5.15306994754789,0.9644706168193506,0.03552938318064926,5.715969872229193,0.5564077489629126,0.12389117726676059,1.0025097584428426,0.0,0.0,0.0,0.1331799028567771,0.7365451576082143,nan,0.23339662216771526,67.81049518060428,19.49111840202318,0.8246682231817541,661.4044677369434,0.1833141061948682,0.7645627127827224,0.0,5.2136000000000005,39.2476,3.0,2.0,10580.0,326.75849000224844,302.839133330244,306.14248580648353,-3.3033524762395508,0.025549829874013583,0.025549829874013583
cargo_overhead_delivery,ours_primal_dual_wrench_push,Ours primal-dual wrench push,model_based,decentralized,proposed,primal_dual_wrench_formation_push,proposed_model_based_decentralized_push_drag,model_based_tuning_optional,distributed_primal_dual_wrench_formation_transport,local_wrench_residual_dual_prices,0,8,False,False,support_dual_wrench_market_guarded,push_drag,50,1.0,1.0,0.0,0.0,6.023723896156566,0.003691068654587699,0.21148265580090622,8.73865991169797,0.9577432477122284,0.04225675228777165,5.715969872229193,0.5954292885967226,0.5473323877084448,1.0022044825271739,0.0,0.0,0.0,0.12241432572104678,0.6948644274117245,nan,0.34986187621591014,77.97684116506076,21.461357626376238,0.7491867698341791,753.9027762110404,0.21065372554971298,0.750830366440304,0.0,5.236000000000001,74.0,3.0,2.0,10580.0,956.7133860033937,-66.87701049277342,306.14248580648353,-373.01949629925696,1.0,1.0
cargo_overhead_delivery,ours_tensor_game_push,Ours tensor-game push,model_based,decentralized,proposed,smooth_tensor_game_wrench_push,proposed_model_based_decentralized_push_drag,model_based_tuning_optional,distributed_tensor_game_wrench_transport,local_tensor_field_and_wrench_residual,0,9,False,False,smith_wrench_pairs_guarded,push_drag,50,1.0,1.0,0.0,0.0,5.946371477429337,0.0040631490084575535,0.23280128971738306,8.388674104999055,0.9783816904997096,0.02161830950029047,3.6694631153049055,0.28597688345215727,0.5346053192390081,1.0,0.0,0.0,0.0,0.136101094767756,0.6296940067266696,nan,0.31487258848316374,101.38846461240725,21.336841301891432,0.7536472064881309,943.5052551791756,0.273352107422944,0.7615664002206499,0.0,4.3904000000000005,74.0,4.0,1.0,10580.0,1059.3753540003672,-70.71620607392725,306.14248580648353,-376.85869188041084,1.0,1.0
cargo_overhead_delivery,reference_centralized_mpc_cbf_cargo,Reference centralized MPC-CBF cargo,model_based_reference,centralized,reference,time_expanded_mpc_cbf_cargo,reference_model_based_reference_centralized_cargo,none,centralized_reference_mpc_cbf_cargo,global_state_and_time_expanded_constraints,0,10,False,False,wrench_oracle,cargo,50,1.0,1.0,1.0,1.0,0.00010881403525085927,1.8710366589402838e-13,1.072025038715367e-11,4.454976405882134,0.9888062209205476,0.011193779079452437,3.113532379826875,0.21216500016131457,0.07710252912923095,1.0,0.0,0.0,0.0,0.16364515283783784,0.6347668010182054,nan,0.26440163292444174,87.48340003060808,19.496704624689016,0.8244176897295757,821.2761540948658,0.23578667045469778,0.7942561034484741,0.0,3.3487999999999998,36.254400000000004,4.0,1.0,10580.0,341.81397401262075,306.14248580648353,306.14248580648353,0.0,0.0,0.0
cargo_overhead_delivery,sota_centralized_cbf_cargo,SOTA centralized CBF cargo,sota,centralized,baseline,cbf_overhead_cargo,baseline_sota_centralized_cargo,none,centralized_cbf_cargo_transport,global_payload_robot_traffic_state,0,6,False,False,wrench_greedy,cargo,50,1.0,1.0,1.0,0.98,0.0022418760157043157,2.066871545025606e-09,1.184230163256509e-07,5.492222808858662,0.936626877529025,0.06337312247097493,6.528157089171835,0.7489882692703869,0.14243156639034704,1.0022698896840634,0.0,0.0,0.0,0.11826254599078549,0.5728914801860886,nan,0.24820211774684567,91.57794647678016,19.605768513510885,0.8198376071878417,866.3913769435617,0.2475025459390461,0.7727322102960186,0.0,5.317200000000001,41.056400000000004,4.0,1.0,10580.0,264.35260399710387,292.0863495547692,306.14248580648353,-14.056136251714364,0.04613712583657734,0.04613712583657734
cargo_overhead_delivery,sota_centralized_cbf_push,SOTA centralized CBF push,sota,centralized,baseline,cbf_payload_push_drag,baseline_sota_centralized_push_drag,none,centralized_cbf_payload_velocity_projection,global_payload_robot_traffic_state,0,6,False,False,wrench_greedy,push_drag,50,1.0,1.0,0.0,0.0,6.139405331476791,0.02285183924730388,1.3093139429819243,9.141255248338394,0.9268579132605242,0.07314208673947589,6.528157089171835,0.8011534866779205,0.5455587830990788,1.0018881897437906,0.0,0.0,0.0,0.11624956151410488,0.623346853875777,nan,0.41035666342865496,104.88403771611702,21.39526851169054,0.7519930368887104,985.1369182451458,0.2832544678260482,0.7582612242494933,0.0,5.381600000000001,74.0,4.0,1.0,10580.0,1002.7267480012961,-78.8152491378356,306.14248580648353,-384.9577349443191,1.0,1.0
cargo_overhead_delivery,sota_decentralized_vo_cargo,SOTA decentralized VO cargo,sota,decentralized,baseline,velocity_obstacle_cargo,baseline_sota_decentralized_cargo,none,distributed_velocity_obstacle_cargo_transport,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,cargo,50,1.0,1.0,1.0,0.96,0.002433074089390226,4.753108182597998e-09,2.723330384319623e-07,5.485543325689423,0.9254843169124817,0.07451568308751828,6.404612734818711,0.7824166223095109,0.14731267526953576,1.0018774568751554,0.0,0.0,0.0,0.11878090044105159,0.47129499630910693,nan,0.12254052738021201,90.73086751127194,19.397782262987356,0.8286280287413744,854.8678570067402,0.24517913179567952,0.7375620146063164,0.0,5.4124,40.86600000000001,4.0,1.0,10580.0,269.39946800936013,287.25964191821544,306.14248580648353,-18.882843888268077,0.0622345091879881,0.0622345091879881
cargo_overhead_delivery,sota_decentralized_vo_push,SOTA decentralized VO push,sota,decentralized,baseline,velocity_obstacle_push_drag,baseline_sota_decentralized_push_drag,none,distributed_velocity_obstacle_payload_tracking,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,push_drag,50,1.0,1.0,0.0,0.0,6.135383791868706,0.023226551670140774,1.3307833833415998,9.149155969139715,0.9133498250647398,0.08665017493526016,6.404612734818711,0.8393798564570675,0.5274953921328163,1.0016507745656702,0.0,0.0,0.0,0.11647882543782545,0.5506515687828424,nan,0.3121987447986261,104.6634042962749,21.37189139605609,0.7529275802522362,979.5820441406395,0.282643407051673,0.7229556242208598,0.0,5.4796,74.0,4.0,1.0,10580.0,987.6641979953274,-79.96269597874776,306.14248580648353,-386.1051817852313,1.0,1.0
formation_corridor_push,classic_centralized_shortest_push,Classic centralized shortest push,classic,centralized,baseline,shortest_path_push_drag,baseline_classic_centralized_push_drag,none,centralized_slot_assignment_plus_direct_payload_tracking,global_robot_slot_cost,0,2,False,False,hungarian_slots,push_drag,50,1.0,1.0,0.02,0.02,2.7527742901343935,0.04999311506322316,2.864394497834589,6.558313326627491,0.9719040006547186,0.028095999345281376,2.9318162343167855,0.22049979219762658,0.3866307863896099,1.0,0.0,0.0,0.0,0.121548438041029,0.15118442576666358,0.12281035016823669,0.08004102709519428,106.04199214731932,21.720620576852426,0.7236244718455338,1000.7136340211791,0.22985446848273436,0.7614544554111815,0.0,3.2004,74.4788,4.0,2.0,16290.0,1029.1122259991243,-39.49918681492091,298.41905379027247,-337.9182406051934,0.9825998427384498,0.9825998427384498
formation_corridor_push,classic_decentralized_apf_push,Classic decentralized APF push,classic,decentralized,baseline,apf_push_drag,baseline_classic_decentralized_push_drag,none,distributed_apf_payload_tracking,local_obstacle_and_slot_state,0,3,False,False,greedy_capacity,push_drag,50,1.0,1.0,0.0,0.0,4.642641681098343,0.587645271301859,33.66959389641676,7.298133405283635,0.7978366411234913,0.20216335887650877,4.4958116804336274,0.7801796677119495,0.4891651856486194,1.0169511519557843,0.0,0.0,0.0,0.13565263877743694,0.714314706004916,0.37864192331447205,0.5353070307719489,55.80096798396971,21.73834592300297,0.7011856016685766,594.7541267768398,0.12066226573578497,0.7058038824997277,0.0,3.1976000000000004,71.5872,2.0,4.0,16290.0,759.1268339985982,-72.43853286502352,298.41905379027247,-370.8575866552959,1.0,1.0
formation_corridor_push,ours_hamiltonian_cargo,Ours Hamiltonian cargo,model_based,decentralized,proposed,hamiltonian_tensor_cargo,proposed_model_based_decentralized_cargo,model_based_tuning_optional,distributed_hamiltonian_cargo_transport,local_energy_wrench_formation_game,0,9,False,False,support_dual_wrench_market_guarded,cargo,50,1.0,1.0,1.0,1.0,0.00045599643741041633,1.7294451470917237e-09,9.908990782773765e-08,5.050193589992878,0.9515783749454342,0.04842162505456573,5.862798742278141,0.609472009678449,0.12137917244097679,1.0035974084123738,0.0,0.0,0.0,0.12453461122108571,0.4753843285549081,0.13620659207314545,0.17797457645673784,73.4378875153237,20.726212029964767,0.7668757899928126,727.5622537441483,0.1594469590194357,0.7782331560559862,0.0,4.5024,42.2884,3.0,3.0,16290.0,580.8290919917636,301.72997482306147,298.41905379027247,3.3109210327890857,0.005071157160998414,0.005071157160998414
formation_corridor_push,ours_primal_dual_wrench_push,Ours primal-dual wrench push,model_based,decentralized,proposed,primal_dual_wrench_formation_push,proposed_model_based_decentralized_push_drag,model_based_tuning_optional,distributed_primal_dual_wrench_formation_transport,local_wrench_residual_dual_prices,0,8,False,False,support_dual_wrench_market_guarded,push_drag,50,1.0,1.0,0.0,0.0,4.401339099459326,0.03962279660761148,2.2702190181214137,7.522509080565933,0.9360488426218307,0.06395115737816924,5.862798742278141,0.648638564172507,0.5859256389872631,1.0030935717946163,0.0,0.0,0.0,0.12183309096378485,0.5424641723664543,0.12731622558545325,0.08427242912150891,74.80475395233672,20.660609114238465,0.7574764126776826,736.8086701562996,0.16232157050985177,0.761675003799476,0.0,4.550000000000001,76.0,3.0,3.0,16290.0,1022.2834099992178,-55.707181938293225,298.41905379027247,-354.1262357285657,1.0,1.0
formation_corridor_push,ours_tensor_game_push,Ours tensor-game push,model_based,decentralized,proposed,smooth_tensor_game_wrench_push,proposed_model_based_decentralized_push_drag,model_based_tuning_optional,distributed_tensor_game_wrench_transport,local_tensor_field_and_wrench_residual,0,9,False,False,smith_wrench_pairs_guarded,push_drag,50,1.0,1.0,0.0,0.0,2.1912289856312395,0.005417408840899256,0.31039466248038666,6.940013198905389,0.9917569930117435,0.008243006988256515,3.7243638608859806,0.29063619369400506,0.5364926863653181,1.0000067154618262,0.0,0.0,0.0,0.11729227280644505,0.31115892944107615,0.12696831960577507,0.09063272882307467,95.64884259251886,19.37156224939188,0.8025098921070605,895.4774846446711,0.2071964743608983,0.7629200418672873,0.0,4.4184,76.0,4.0,2.0,16290.0,1269.912989998702,-35.564181376091156,298.41905379027247,-333.9832351663636,1.0,1.0
formation_corridor_push,reference_centralized_mpc_cbf_cargo,Reference centralized MPC-CBF cargo,model_based_reference,centralized,reference,time_expanded_mpc_cbf_cargo,reference_model_based_reference_centralized_cargo,none,centralized_reference_mpc_cbf_cargo,global_state_and_time_expanded_constraints,0,10,False,False,wrench_oracle,cargo,50,1.0,1.0,1.0,1.0,0.0002516814873042246,5.423110849278601e-12,3.1072136349527127e-10,4.659088092174979,0.9971702835843214,0.0028297164156786845,2.8877197766261844,0.19883479187905226,0.07633591564748993,1.0,0.0,0.0,0.0,0.1753701712948655,0.428604763352999,0.08248191231407599,0.08300457197662786,100.19360276250133,21.883782922729228,0.7193335454132446,957.2757932920425,0.21699862464360578,0.7950823750120918,0.0,2.9792000000000005,42.38360000000001,4.0,2.0,16290.0,1474.8052319977432,298.41905379027247,298.41905379027247,0.0,0.0,0.0
formation_corridor_push,sota_centralized_cbf_cargo,SOTA centralized CBF cargo,sota,centralized,baseline,cbf_overhead_cargo,baseline_sota_centralized_cargo,none,centralized_cbf_cargo_transport,global_payload_robot_traffic_state,0,6,False,False,wrench_greedy,cargo,50,1.0,1.0,1.0,1.0,0.0008845448218142898,1.439959262938828e-09,8.250358843716361e-08,4.929806605582592,0.9890970568052333,0.01090294319476669,4.625553720104988,0.3622764953509037,0.10731614130128281,1.0006507872610737,0.0,0.0,0.0,0.13003032348155963,0.5022112315687113,0.11037552192334718,0.11037552192334718,97.07416189748595,20.822582096891438,0.7561372945591629,922.6778854971697,0.21023878802820056,0.7783568521346749,0.0,4.928,42.2324,4.0,2.0,16290.0,499.72388201393187,298.7364756996681,298.41905379027247,0.31742190939564013,0.00268530048889352,0.00268530048889352
formation_corridor_push,sota_centralized_cbf_push,SOTA centralized CBF push,sota,centralized,baseline,cbf_payload_push_drag,baseline_sota_centralized_push_drag,none,centralized_cbf_payload_velocity_projection,global_payload_robot_traffic_state,0,6,False,False,wrench_greedy,push_drag,50,1.0,1.0,0.0,0.0,3.627021352983347,0.001966202812314863,0.11265512281239479,8.599779520011175,0.9748910069086838,0.025108993091316093,4.625553720104988,0.436189762884969,0.6498948702255531,1.000541377832465,0.0,0.0,0.0,0.1167161721284757,0.3239657165280637,0.21535081064057043,0.09060945147656416,90.75489955828314,18.377072476885193,0.8218134820162765,853.5264495087187,0.19660215851096477,0.7617960680467032,0.0,5.0204,76.0,4.0,2.0,16290.0,1084.7749059996568,-48.642137485742424,298.41905379027247,-347.06119127601494,1.0,1.0
formation_corridor_push,sota_decentralized_vo_cargo,SOTA decentralized VO cargo,sota,decentralized,baseline,velocity_obstacle_cargo,baseline_sota_decentralized_cargo,none,distributed_velocity_obstacle_cargo_transport,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,cargo,50,1.0,1.0,1.0,1.0,0.0011528110179162443,1.4984390528383073e-09,8.585423358521557e-08,4.910934724267692,0.9857972968042151,0.014202703195784958,4.66524463451043,0.3995185925146657,0.11297167093038255,1.000576741738843,0.0,0.0,0.0,0.120876088322659,0.33316397205513987,0.11921212721027029,0.11921212721027029,96.10108635481674,20.73987124271709,0.7586253925759411,913.8735981979835,0.208160264642686,0.7450168219895921,0.0,5.1772,41.753600000000006,4.0,2.0,16290.0,507.4743300094269,299.0604891480245,298.41905379027247,0.641435357752041,0.0034313336215945726,0.0034313336215945726
