experiment_id,scenario_generator,scenario_variant_id,seed,method,method_family,method_scope,method_ownership,robot_id,robot_index,assigned_to_selected_load,assigned_load_label,assigned_slot_label,start_x,start_y,final_x,final_y,path_length_m,battery_fraction,max_speed_mps,force_limit_n,payload_kg,method_variant,method_comparison_group
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,classic_centralized_shortest_push,classic,centralized,baseline,amr-01,1,True,1,3,-10.56,-5.819754339016752,3.1770281317165785,8.067499684545698,25.89294662979492,0.8007043867533864,0.8375752451710072,94.51840611305325,34.930715302650114,shortest_path_push_drag,baseline_classic_centralized_push_drag
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,classic_centralized_shortest_push,classic,centralized,baseline,amr-02,2,True,1,2,-10.595502148388501,-4.462334195326068,0.5051485974558207,7.426672286254696,24.930840062492212,0.829255587597224,0.8280493139019386,89.48996536610109,33.072378504863444,shortest_path_push_drag,baseline_classic_centralized_push_drag
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,classic_centralized_shortest_push,classic,centralized,baseline,amr-03,3,True,1,1,-9.945456960839872,-4.760102988427137,1.145438362658767,6.607142532934764,23.948905342967564,0.7974119030932709,0.7904907245842626,98.57927426383281,36.43147092359039,shortest_path_push_drag,baseline_classic_centralized_push_drag
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,classic_centralized_shortest_push,classic,centralized,baseline,amr-04,4,True,1,4,-9.153223458462664,-3.6662058814853324,2.951673627446204,9.249284498886032,25.605611627473973,0.7195488071209808,0.8154218344313109,91.47233652208995,33.80499393207672,shortest_path_push_drag,baseline_classic_centralized_push_drag
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,classic_centralized_shortest_push,classic,centralized,baseline,amr-05,5,False,0,0,7.193994325797073,2.830678609307177,7.193994325797073,2.830678609307177,0.0,0.9439753149567511,0.8086548795738555,92.22692745749406,34.083864495160846,shortest_path_push_drag,baseline_classic_centralized_push_drag
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,classic_centralized_shortest_push,classic,centralized,baseline,amr-06,6,False,2,1,3.6003676179519752,-3.991765867013239,3.318678282860037,-6.1929195966469495,2.3305319001011293,0.7027353447398215,0.7583498773467768,93.09092975601277,34.403169692439505,shortest_path_push_drag,baseline_classic_centralized_push_drag
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,classic_decentralized_apf_push,classic,decentralized,baseline,amr-01,1,True,1,2,-10.56,-5.819754339016752,6.378631162398376,7.067342127809502,27.29684919604821,0.8007043867533864,0.8375752451710072,94.51840611305325,34.930715302650114,apf_push_drag,baseline_classic_decentralized_push_drag
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,classic_decentralized_apf_push,classic,decentralized,baseline,amr-02,2,False,0,0,-10.595502148388501,-4.462334195326068,-10.712236996780103,-4.404803720901257,0.13241118881761074,0.829255587597224,0.8280493139019386,89.48996536610109,33.072378504863444,apf_push_drag,baseline_classic_decentralized_push_drag
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,classic_decentralized_apf_push,classic,decentralized,baseline,amr-03,3,True,1,1,-9.945456960839872,-4.760102988427137,6.998636398674578,6.099238209596147,26.467839066014438,0.7974119030932709,0.7904907245842626,98.57927426383281,36.43147092359039,apf_push_drag,baseline_classic_decentralized_push_drag
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,classic_decentralized_apf_push,classic,decentralized,baseline,amr-04,4,False,0,0,-9.153223458462664,-3.6662058814853324,-8.82696495297802,-3.4001610363675527,0.4318500848999958,0.7195488071209808,0.8154218344313109,91.47233652208995,33.80499393207672,apf_push_drag,baseline_classic_decentralized_push_drag
