experiment_id,scenario_generator,scenario_variant_id,seed,method,passed,rates_valid,finite_metrics,shape_valid,speed_valid,hard_clearance_valid,safety_margin_valid,target_consistency_valid,message
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,classic_centralized_shortest_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,classic_decentralized_apf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,sota_centralized_cbf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,sota_decentralized_vo_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,sota_centralized_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,sota_decentralized_vo_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,ours_primal_dual_wrench_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,ours_tensor_game_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,ours_hamiltonian_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6100,reference_centralized_mpc_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6101,classic_centralized_shortest_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6101,classic_decentralized_apf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6101,sota_centralized_cbf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6101,sota_decentralized_vo_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6101,sota_centralized_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6101,sota_decentralized_vo_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6101,ours_primal_dual_wrench_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6101,ours_tensor_game_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6101,ours_hamiltonian_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6101,reference_centralized_mpc_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6102,classic_centralized_shortest_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6102,classic_decentralized_apf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6102,sota_centralized_cbf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6102,sota_decentralized_vo_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6102,sota_centralized_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6102,sota_decentralized_vo_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6102,ours_primal_dual_wrench_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6102,ours_tensor_game_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6102,ours_hamiltonian_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6102,reference_centralized_mpc_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6103,classic_centralized_shortest_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6103,classic_decentralized_apf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6103,sota_centralized_cbf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6103,sota_decentralized_vo_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6103,sota_centralized_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6103,sota_decentralized_vo_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6103,ours_primal_dual_wrench_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6103,ours_tensor_game_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6103,ours_hamiltonian_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6103,reference_centralized_mpc_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6104,classic_centralized_shortest_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6104,classic_decentralized_apf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6104,sota_centralized_cbf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6104,sota_decentralized_vo_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6104,sota_centralized_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6104,sota_decentralized_vo_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6104,ours_primal_dual_wrench_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6104,ours_tensor_game_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6104,ours_hamiltonian_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6104,reference_centralized_mpc_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6105,classic_centralized_shortest_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6105,classic_decentralized_apf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6105,sota_centralized_cbf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6105,sota_decentralized_vo_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6105,sota_centralized_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6105,sota_decentralized_vo_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6105,ours_primal_dual_wrench_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6105,ours_tensor_game_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6105,ours_hamiltonian_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6105,reference_centralized_mpc_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6106,classic_centralized_shortest_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6106,classic_decentralized_apf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6106,sota_centralized_cbf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6106,sota_decentralized_vo_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6106,sota_centralized_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6106,sota_decentralized_vo_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6106,ours_primal_dual_wrench_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6106,ours_tensor_game_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6106,ours_hamiltonian_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6106,reference_centralized_mpc_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6107,classic_centralized_shortest_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6107,classic_decentralized_apf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6107,sota_centralized_cbf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6107,sota_decentralized_vo_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6107,sota_centralized_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6107,sota_decentralized_vo_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6107,ours_primal_dual_wrench_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6107,ours_tensor_game_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6107,ours_hamiltonian_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6107,reference_centralized_mpc_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6108,classic_centralized_shortest_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6108,classic_decentralized_apf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6108,sota_centralized_cbf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6108,sota_decentralized_vo_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6108,sota_centralized_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6108,sota_decentralized_vo_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6108,ours_primal_dual_wrench_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6108,ours_tensor_game_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6108,ours_hamiltonian_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6108,reference_centralized_mpc_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6109,classic_centralized_shortest_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6109,classic_decentralized_apf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6109,sota_centralized_cbf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6109,sota_decentralized_vo_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6109,sota_centralized_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6109,sota_decentralized_vo_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6109,ours_primal_dual_wrench_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6109,ours_tensor_game_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6109,ours_hamiltonian_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6109,reference_centralized_mpc_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6110,classic_centralized_shortest_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6110,classic_decentralized_apf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6110,sota_centralized_cbf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6110,sota_decentralized_vo_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6110,sota_centralized_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6110,sota_decentralized_vo_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6110,ours_primal_dual_wrench_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6110,ours_tensor_game_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6110,ours_hamiltonian_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6110,reference_centralized_mpc_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6111,classic_centralized_shortest_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6111,classic_decentralized_apf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6111,sota_centralized_cbf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6111,sota_decentralized_vo_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6111,sota_centralized_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6111,sota_decentralized_vo_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6111,ours_primal_dual_wrench_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6111,ours_tensor_game_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6111,ours_hamiltonian_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6111,reference_centralized_mpc_cbf_cargo,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6112,classic_centralized_shortest_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6112,classic_decentralized_apf_push,True,True,True,True,True,True,True,True,
SP5_MC_cooperative_transport,formation_corridor_push,formation_corridor_push_v00,6112,sota_centralized_cbf_push,True,True,True,True,True,True,True,True,
