block,method_family,method,architecture,dynamic_id,fitness_id,rounding_id,bytes_mean,bytes_std,convergence_time_mean,convergence_time_std,cost_gap_mean,cost_gap_std,coverage_mean,coverage_std,epsilon_ne_1_mean,epsilon_ne_1_std,epsilon_ne_2_mean,epsilon_ne_2_std,fractionality_mean,fractionality_std,makespan_proxy_mean,makespan_proxy_std,matching_valid_mean,matching_valid_std,memory_peak_mean,memory_peak_std,messages_mean,messages_std,n,normalized_regret_mean,normalized_regret_std,observed_poa_ratio_mean,observed_poa_ratio_std,occupancy_error_mean,occupancy_error_std,p95_individual_cost_mean,p95_individual_cost_std,potential_violations_mean,potential_violations_std,price_of_integrality_mean,price_of_integrality_std,runtime_wall_mean,runtime_wall_std,social_cost_mean,social_cost_std,social_regret_mean,social_regret_std,success_mean,success_std,switches_mean,switches_std,timeout_mean,timeout_std
ALL_BLOCKS,population,BNN,distributed_global,BNN,MC,QR1,110304.0,33845.02584504277,8.0,0.0,0.10457684080114682,0.13540723489729195,1.0,0.0,0.0,0.0,0.06700631086444477,0.08111982137993139,0.574488590273282,0.03373948534987586,0.42388344466142025,0.18818406491758183,1.0,0.0,0.0013885498046875,0.0004367045101098593,3447.0,1057.6570576575866,32,0.001666971385243296,0.001991548016380128,1.0490863588190042,0.05983802150167595,0.0,0.0,0.37152789731264363,0.15526771842511444,76.1875,5.044559509527199,0.08805241057728755,0.015140638084168895,17.459021873946767,2.9117441470523957,1.1864660624295538,0.39314970865987253,0.10457684080114682,0.13540723489729195,1.0,0.0,0.8125,0.5350610456580119,1.0,0.0
ALL_BLOCKS,classic,DA,distributed_global,,,POLICY,1600.0,455.1684551686827,0.0,0.0,0.12078208058032217,0.1112187601478275,1.0,0.0,0.0,0.0,0.06620533358579227,0.06826551947492954,0.0,0.0,0.4166499318622802,0.15298267534692575,1.0,0.0,0.000858306884765625,0.0002640909763191852,50.0,14.224014224021335,32,0.0019868733453844946,0.0021023599344054825,1.0585521243511091,0.05441093941790145,0.0,0.0,0.3720608102502224,0.13286841377725878,0.0,0.0,1.0585521243511091,0.05441093941790145,0.13430001490633003,0.056039836205959995,1.2026713022087292,0.3664190770094534,0.12078208058032217,0.1112187601478275,1.0,0.0,0.0,0.0,0.0,0.0
ALL_BLOCKS,classic,GRD,distributed_global,,,POLICY,224.0,32.51203251204877,0.0,0.0,0.14600939574991015,0.14991311409567276,1.0,0.0,0.0,0.0,0.07294201449600538,0.11682093132059797,0.0,0.0,0.3825775556429939,0.15605253932534965,1.0,0.0,0.000858306884765625,0.0002640909763191852,7.0,1.016001016001524,32,0.002369053703298319,0.00262952131559637,1.0665333482189303,0.06365206299052774,0.0,0.0,0.3484092650748094,0.13600888957265045,0.0,0.0,1.0665333482189303,0.06365206299052774,0.06781875708838925,0.03271508097150112,1.227898617378317,0.4300931086349006,0.14600939574991015,0.14991311409567276,1.0,0.0,0.0,0.0,0.0,0.0
ALL_BLOCKS,classic,HUN,centralized,,,EXACT,2000.0,708.3968270087953,0.0,0.0,1.3877787807814457e-17,5.460847072735361e-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3102755874709531,0.13073647843064273,1.0,0.0,0.000858306884765625,0.0002640909763191852,62.5,22.137400844024853,32,1.7347234759768072e-19,6.826058840919201e-19,1.0,5.63993860503722e-17,0.0,0.0,0.2823961545305423,0.11132026774205193,0.0,0.0,1.0,5.63993860503722e-17,0.002284381480421871,0.0006496298052816815,1.081889221628407,0.3406908862237802,1.3877787807814457e-17,5.460847072735361e-17,1.0,0.0,0.0,0.0,0.0,0.0
ALL_BLOCKS,population,HYB,distributed_global,HYB,ASYM,QR2,110528.0,33877.537877554816,8.0,0.0,0.0020578522923725556,0.008097556197390872,1.0,0.0,0.0,0.0,0.0,0.0,0.603409036618628,0.04011546006239276,0.3133694128420232,0.12998486930453568,1.0,0.0,0.0013885498046875,0.0004367045101098593,3454.0,1058.673058673588,32,2.5723153654656945e-05,0.00010121945246738589,1.0009253696663734,0.0036412880091502616,0.0,0.0,0.28440714102173786,0.11077951948492462,0.875,3.443085637865753,0.34337589038373584,0.20222335171937944,19.123003126878757,4.11824626032891,1.0839470739207795,0.34167063652731433,0.0020578522923725556,0.008097556197390872,1.0,0.0,8.9375,3.1411678535014596,1.0,0.0
ALL_BLOCKS,population,LOG,distributed_global,LOG,SIG,REPAIR,110304.0,33845.02584504277,8.0,0.0,0.03330027518578664,0.04226905319730138,1.0,0.0,0.011676584192495912,0.020179718726468104,0.018760016202175697,0.03997770839375574,0.7404155149460344,0.04743540443318747,0.33649203685879026,0.1530769954014687,1.0,0.0,0.0013885498046875,0.0004367045101098593,3447.0,1057.6570576575866,32,0.0004927961764049178,0.0006016956162027865,1.015605282277441,0.018026317888700363,0.0,0.0,0.30281132256961335,0.12235411279579883,0.0,0.0,0.3820799375253752,0.14987727211445914,19.966940628364682,2.744292121370237,1.1151894968141935,0.3543244380000015,0.03330027518578664,0.04226905319730138,1.0,0.0,8.5,2.032002032003048,1.0,0.0
ALL_BLOCKS,population,PROJ,distributed_global,PROJ,QUAD,QR1,110304.0,33845.02584504277,8.0,0.0,0.047559578785515436,0.08330499972616477,1.0,0.0,0.0,0.0,0.0344753805881511,0.06239655815719398,0.6034838143056811,0.042364173304451885,0.36789796355757454,0.177486807005688,1.0,0.0,0.0013885498046875,0.0004367045101098593,3447.0,1057.6570576575866,32,0.0007111587917378789,0.0013513942721712225,1.0208016199745282,0.03721504059273026,0.0,0.0,0.3259029442635706,0.14568607037767656,0.0,0.0,0.4238243372696028,0.3022435980113573,20.01863436817075,5.3307897858323186,1.1294488004139225,0.3821409782225344,0.047559578785515436,0.08330499972616477,1.0,0.0,9.375,3.108261623895364,1.0,0.0
ALL_BLOCKS,population,REP,distributed_global,REP,LIN,QR1,110304.0,33845.02584504277,8.0,0.0,0.03662499427789151,0.06386310841932248,1.0,0.0,0.0,0.0,0.0263603416262657,0.04722364576691949,0.7685214321919306,0.04260829666042092,0.3576340509218586,0.16557762074118723,1.0,0.0,0.0013885498046875,0.0004367045101098593,3447.0,1057.6570576575866,32,0.0005485434202968122,0.0009179501780789621,1.016449752729903,0.02766158750383029,0.0,0.0,0.31909523455829525,0.13519721845464838,0.0,0.0,0.22583615470622773,0.06454871445553932,12.578643745655427,2.321839608437838,1.1185142159062984,0.36366790710988167,0.03662499427789151,0.06386310841932248,1.0,0.0,6.6875,1.8567661794532155,1.0,0.0
ALL_BLOCKS,population,SMI,distributed_global,SMI,ASYM,QR1,110304.0,33845.02584504277,8.0,0.0,0.04553976418432672,0.07067637568024761,1.0,0.0,0.0,0.0,0.03616208637902869,0.05584626044198728,0.5871687230995384,0.038659430281411694,0.3641804953505161,0.17081116767955812,1.0,0.0,0.0013885498046875,0.0004367045101098593,3447.0,1057.6570576575866,32,0.0006690793208797806,0.0009787605485928996,1.0195749499267097,0.02950566698851725,0.0,0.0,0.32323675914527594,0.14345422716820505,0.9375,3.6890203262847354,0.37010200645309815,0.22760220618176064,15.373643745988375,3.1231728302223956,1.1274289858127338,0.3826003751966629,0.04553976418432672,0.07067637568024761,1.0,0.0,9.25,2.5778210353557482,1.0,0.0
debug_nominal,population,BNN,distributed_global,BNN,MC,QR1,110304.0,33845.02584504277,8.0,0.0,0.10457684080114682,0.13540723489729195,1.0,0.0,0.0,0.0,0.06700631086444477,0.08111982137993139,0.574488590273282,0.03373948534987586,0.42388344466142025,0.18818406491758183,1.0,0.0,0.0013885498046875,0.0004367045101098593,3447.0,1057.6570576575866,32,0.001666971385243296,0.001991548016380128,1.0490863588190042,0.05983802150167595,0.0,0.0,0.37152789731264363,0.15526771842511444,76.1875,5.044559509527199,0.08805241057728755,0.015140638084168895,17.459021873946767,2.9117441470523957,1.1864660624295538,0.39314970865987253,0.10457684080114682,0.13540723489729195,1.0,0.0,0.8125,0.5350610456580119,1.0,0.0
