alpha,alternative,ci95_high,ci95_low,class,effect,effect_name,effect_size,effect_size_name,id,methods,metric,n_pairs,p_value,p_value_holm,p_value_raw,rank_biserial,reject,reject_holm,reject_raw
0.05,greater,0.0032984597693991014,0.0014853002531645283,PairedSignedRank,0.002369053703298319,GRD-HUN normalized_regret,0.9009448561024587,cohens_dz,H0-SP0-debug-GRD-vs-HUN-regret,GRD vs HUN,normalized_regret,32,1.0417012762895577e-06,2.0834025525791153e-06,1.0417012762895577e-06,1.0,True,True,True
0.05,less,0.00048758950584134176,-0.0014177360203775854,PairedSignedRank,-0.0003821803579138253,DA-GRD normalized_regret,-0.13506807297339166,cohens_dz,H0-SP0-debug-DA-vs-GRD-regret,DA vs GRD,normalized_regret,32,0.2235565575027209,0.2235565575027209,0.2235565575027209,-0.08300395256916997,False,False,False
