network,paired_runs,independent_seed_blocks,leader_rmse_position_m,virtual_rmse_position_m,difference_virtual_minus_leader_rmse_position_m,difference_ci95_low_rmse_position_m,difference_ci95_high_rmse_position_m,leader_rmse_yaw_rad,virtual_rmse_yaw_rad,difference_virtual_minus_leader_rmse_yaw_rad,difference_ci95_low_rmse_yaw_rad,difference_ci95_high_rmse_yaw_rad,leader_bytes,virtual_bytes,difference_virtual_minus_leader_bytes,difference_ci95_low_bytes,difference_ci95_high_bytes,leader_delivered_bytes,virtual_delivered_bytes,difference_virtual_minus_leader_delivered_bytes,difference_ci95_low_delivered_bytes,difference_ci95_high_delivered_bytes,leader_delivery_ratio,virtual_delivery_ratio,difference_virtual_minus_leader_delivery_ratio,difference_ci95_low_delivery_ratio,difference_ci95_high_delivery_ratio,leader_mean_age_s,virtual_mean_age_s,difference_virtual_minus_leader_mean_age_s,difference_ci95_low_mean_age_s,difference_ci95_high_mean_age_s
degraded,30,30,0.05003910440242179,0.18223385594788394,0.13219475154546215,0.13085505424774996,0.13363840366077234,0.010802054817916342,0.02628388265059581,0.015481827832679474,0.014910129755914539,0.01599222476127314,50477.9,192876.13333333333,142398.23333333334,142385.33333333334,142411.43416666664,47232.166666666664,180642.13333333333,133409.96666666667,132929.16666666666,133845.37583333332,0.9355555555555557,0.9366145833333334,0.0010590277777777768,-0.0031597222222222313,0.00552126736111112,0.10511683541773037,1.9713868700112678,1.8662700345935375,1.8509015069729216,1.8806418218632308
delayed,30,30,0.32522238032902095,0.16137778169819283,-0.16384459863082815,-0.16592495934732096,-0.16174653688291882,0.043346475468312474,0.035555214013132795,-0.00779126145517968,-0.008378539286748294,-0.007182017344332002,50477.9,192876.13333333333,142398.23333333334,142385.56666666668,142411.5675,50477.9,192876.13333333333,142398.23333333334,142385.36583333334,142410.9675,1.0,1.0,0.0,0.0,0.0,1.6646563070281983,3.003125047518731,1.3384687404905333,1.3317046253501938,1.3461954457834788
ideal,30,30,0.04742606319629781,0.02180814496400536,-0.025617918232292442,-0.026129752228466387,-0.02509890854208829,0.010563456296745707,0.006775167076740993,-0.003788289220004712,-0.004070932758968108,-0.003498571800211238,50477.9,192876.13333333333,142398.23333333334,142384.96583333335,142411.33500000002,50477.9,192876.13333333333,142398.23333333334,142385.66666666666,142411.93416666664,1.0,1.0,0.0,0.0,0.0,0.10000000000000003,0.10000000000000003,0.0,0.0,0.0
limited,30,30,0.30606054621835066,0.15346829558722921,-0.15259225063112147,-0.15528889997863474,-0.14993767961871537,0.09486637768437636,0.033856270504370435,-0.06101010718000597,-0.06131367406972928,-0.060704340332239565,50477.9,192876.13333333333,142398.23333333334,142385.09916666668,142411.1,30195.066666666666,173673.73333333334,143478.66666666666,142748.0675,144239.76,0.5980555555555556,0.9005208333333334,0.3024652777777778,0.2975347222222222,0.3072747395833333,1.4256471535323612,3.0079744834501865,1.5823273299178255,1.562602048795037,1.6027853055295163
all_channels,120,30,0.18218702353652283,0.12972201954932785,-0.05246500398719497,-0.05356602682769836,-0.05133765418546782,0.03989459106683772,0.025617633561210006,-0.01427695750562772,-0.014606102707440508,-0.013958801132009492,50477.9,192876.13333333333,142398.23333333334,142385.33333333334,142411.63416666666,44595.75833333333,185017.03333333333,140421.275,140181.508125,140664.54375,0.8834027777777778,0.9592838541666667,0.0758810763888889,0.07388878038194446,0.07783865017361111,0.8238550739945725,2.020621600245047,1.196766526250474,1.1917018906300485,1.202238406455193
