world_key,oracle_status,oracle_objective,oracle_bound,oracle_gap,oracle_runtime_s,oracle_feasible,oracle_certified
E2:clustered:p0.7:cv0.65:r18,OPTIMAL,307.7088997348376,307.7088997348376,0.0,0.19868040003348142,True,True
E2:clustered:p0.7:cv0.65:r19,OPTIMAL,312.0180806718449,312.018080671845,0.0,0.03442209999775514,True,True
E2:clustered:p0.7:cv0.65:r20,OPTIMAL,227.7633758045733,227.7633758045733,0.0,0.01575239998055622,True,True
E2:clustered:p0.7:cv0.65:r21,OPTIMAL,237.79331703047723,237.79331703047723,0.0,0.02919959998689592,True,True
E2:clustered:p0.7:cv0.65:r22,OPTIMAL,281.42662939930193,281.42662939930193,0.0,0.012782500009052455,True,True
E2:clustered:p0.7:cv0.65:r23,OPTIMAL,285.834604801802,285.83460480180196,0.0,0.03888319997349754,True,True
E2:clustered:p0.7:cv0.65:r24,OPTIMAL,250.40907198130355,250.40907198130355,0.0,0.007518699974752963,True,True
E2:clustered:p0.7:cv0.65:r25,OPTIMAL,256.53267573597327,256.5326757359733,0.0,0.00881999998819083,True,True
E2:clustered:p0.7:cv0.65:r26,OPTIMAL,395.14767229722213,395.14767229722213,0.0,0.5148305999464355,True,True
E2:clustered:p0.7:cv0.65:r27,OPTIMAL,353.69728007200854,353.69728007200854,0.0,0.028705600008834153,True,True
E2:clustered:p0.7:cv0.65:r28,OPTIMAL,207.41275345576457,207.41275345576457,0.0,0.018515999952796847,True,True
E2:clustered:p0.7:cv0.65:r29,OPTIMAL,216.33295693174733,216.33295693174733,0.0,0.011773800011724234,True,True
E2:clustered:p0.85:cv0.65:r0,OPTIMAL,389.35733040531795,389.35733040531795,0.0,0.6663340000086464,True,True
E2:clustered:p0.85:cv0.65:r1,OPTIMAL,360.2133571214967,360.2133571214967,0.0,0.035031599982175976,True,True
E2:clustered:p0.85:cv0.65:r2,OPTIMAL,455.40238675556236,455.4023867555624,0.0,0.6612705999868922,True,True
E2:clustered:p0.85:cv0.65:r3,OPTIMAL,451.36983896623326,451.36983896623326,0.0,0.4658785999636166,True,True
E2:clustered:p0.85:cv0.65:r4,OPTIMAL,321.1692173138882,321.16921731388817,0.0,0.0465633999556303,True,True
E2:clustered:p0.85:cv0.65:r5,OPTIMAL,295.51925805668714,295.51925805668714,0.0,0.030102099990472198,True,True
E2:clustered:p0.85:cv0.65:r6,OPTIMAL,417.8497345031602,417.8497345031602,0.0,0.06996160000562668,True,True
E2:clustered:p0.85:cv0.65:r7,OPTIMAL,369.7027714225843,369.7027714225843,0.0,0.14763889997266233,True,True
E2:clustered:p0.85:cv0.65:r8,OPTIMAL,422.1966041494724,422.19660414947236,0.0,0.14683370001148432,True,True
E2:clustered:p0.85:cv0.65:r9,OPTIMAL,294.4757882457634,294.47578824576345,0.0,0.02884530002484098,True,True
E2:clustered:p0.85:cv0.65:r10,OPTIMAL,391.2523302128965,391.2523302128965,0.0,0.20101750001776963,True,True
E2:clustered:p0.85:cv0.65:r11,OPTIMAL,299.7363949448443,299.7363949448443,0.0,0.09480069996789098,True,True
E2:clustered:p0.85:cv0.65:r12,OPTIMAL,270.14290024601087,270.1429002460108,0.0,0.21833310002693906,True,True
E2:clustered:p0.85:cv0.65:r13,OPTIMAL,358.85078355821014,358.85078355821014,0.0,0.07768360001500696,True,True
E2:clustered:p0.85:cv0.65:r14,OPTIMAL,279.9836234985993,279.9836234985993,0.0,0.2451170000131242,True,True
E2:clustered:p0.85:cv0.65:r15,OPTIMAL,435.1392698787164,435.1392698787164,0.0,0.6998366999905556,True,True
E2:clustered:p0.85:cv0.65:r16,OPTIMAL,392.85209509392325,392.85209509392325,0.0,0.04138690000399947,True,True
E2:clustered:p0.85:cv0.65:r17,OPTIMAL,412.2716860278813,412.27168602788123,0.0,0.15072449995204806,True,True
E2:clustered:p0.85:cv0.65:r18,OPTIMAL,277.5197580363101,277.5197580363101,0.0,0.18266280001262203,True,True
E2:clustered:p0.85:cv0.65:r19,OPTIMAL,419.3849592227421,419.3849592227421,0.0,0.1034260000451468,True,True
E2:clustered:p0.85:cv0.65:r20,OPTIMAL,381.5045723135704,381.50457231357046,0.0,0.1991474999813363,True,True
E2:clustered:p0.85:cv0.65:r21,OPTIMAL,325.3037536503868,325.3037536503868,0.0,0.05110250000143424,True,True
E2:clustered:p0.85:cv0.65:r22,OPTIMAL,447.0137117246886,447.0137117246887,0.0,0.5677804999868385,True,True
E2:clustered:p0.85:cv0.65:r23,OPTIMAL,371.7588218518833,371.7588218518833,0.0,0.13844079995760694,True,True
E2:clustered:p0.85:cv0.65:r24,OPTIMAL,357.7014212241648,357.7014212241648,0.0,0.07799180003348738,True,True
E2:clustered:p0.85:cv0.65:r25,OPTIMAL,392.64776536574857,392.64776536574857,0.0,0.12572260003071278,True,True
E2:clustered:p0.85:cv0.65:r26,OPTIMAL,365.95182631127136,365.9518263112713,0.0,0.09993919997941703,True,True
E2:clustered:p0.85:cv0.65:r27,OPTIMAL,432.2841223933956,432.28412239339553,0.0,0.28055620001396164,True,True
E2:clustered:p0.85:cv0.65:r28,OPTIMAL,483.7239868621143,483.7239868621143,0.0,0.43512769998051226,True,True
E2:clustered:p0.85:cv0.65:r29,OPTIMAL,332.579004956202,332.5790049562021,0.0,0.06028340000193566,True,True
E2:clustered:p0.7:cv1.0:r0,OPTIMAL,191.9897950426876,191.98979504268766,0.0,0.004545699979644269,True,True
E2:clustered:p0.7:cv1.0:r1,OPTIMAL,301.0947643801344,301.0947643801344,0.0,0.026765799964778125,True,True
E2:clustered:p0.7:cv1.0:r2,OPTIMAL,298.9111776664579,298.9111776664579,0.0,0.039990599965676665,True,True
