campaign_id,experiment,world_key,world_id,world_seed,scenario,N,K,capacity_cv,pressure,implementation_version,graph_regime,radius,radius_over_rc,graph_seed,graph_n_edges,graph_mean_degree,graph_min_degree,graph_diameter,graph_components,graph_lambda_2,graph_connected,method,algorithm_status,cycle_observed,consistent,raw_certificate,distance_cost,capacity_deficit,robot_conflict,excess_capacity,assigned_robots,max_coalition_size,unserved_loads,rounds,messages,bytes,messages_per_agent,bytes_per_agent,runtime_ms,oracle_status,oracle_objective,oracle_bound,oracle_gap,oracle_runtime_s,oracle_feasible,oracle_certified,optimality_gap
SP1_N3_DISTRIBUTED_BASELINES_v2,E3,E3:uniform:p0.85:cv0.35:r0,uniform-p0.85-r0,1795442362,uniform,16,5,0.35,0.85,sp1-n3-1.1,complete,,,1795442362,120,15.0,15,1,1,15.999999999999972,True,capacity_cbba_rb,QUIESCENT_OBSERVED,True,True,CAPACITY_DEFICIT,699.870507114061,1.0469812133048748,0,13.046981213304868,16,5,1,22,1425,297015,89.0625,18563.4375,54.56150003010407,OPTIMAL,392.7514503149972,392.75145031499727,0.0,0.4695523000555113,True,True,
SP1_N3_DISTRIBUTED_BASELINES_v2,E3,E3:uniform:p0.85:cv0.35:r0,uniform-p0.85-r0,1795442362,uniform,16,5,0.35,0.85,sp1-n3-1.1,complete,,,1795442362,120,15.0,15,1,1,15.999999999999972,True,weighted_grape,CONVERGED,False,True,FEASIBLE,572.5454196198052,0.0,0,5.44540136532246,14,4,0,241,15630,655740,976.875,40983.75,205.10710001690313,OPTIMAL,392.7514503149972,392.75145031499727,0.0,0.4695523000555113,True,True,0.45778053565584137
SP1_N3_DISTRIBUTED_BASELINES_v2,E3,E3:uniform:p0.85:cv0.35:r0,uniform-p0.85-r0,1795442362,uniform,16,5,0.35,0.85,sp1-n3-1.1,complete,,,1795442362,120,15.0,15,1,1,15.999999999999972,True,weighted_pair_grape,CONVERGED,False,True,FEASIBLE,418.7796085604326,0.0,0,4.033741934208849,14,4,0,369,23040,966960,1440.0,60435.0,1038.8384999823757,OPTIMAL,392.7514503149972,392.75145031499727,0.0,0.4695523000555113,True,True,0.06627132305828565
SP1_N3_DISTRIBUTED_BASELINES_v2,E3,E3:uniform:p0.85:cv0.35:r0,uniform-p0.85-r0,1795442362,uniform,16,5,0.35,0.85,sp1-n3-1.1,dense,109.8004410731075,2.0,1795442362,120,15.0,15,1,1,15.999999999999972,True,capacity_cbba_rb,QUIESCENT_OBSERVED,True,True,CAPACITY_DEFICIT,699.870507114061,1.0469812133048748,0,13.046981213304868,16,5,1,22,1425,297015,89.0625,18563.4375,49.89560000831261,OPTIMAL,392.7514503149972,392.75145031499727,0.0,0.4695523000555113,True,True,
SP1_N3_DISTRIBUTED_BASELINES_v2,E3,E3:uniform:p0.85:cv0.35:r0,uniform-p0.85-r0,1795442362,uniform,16,5,0.35,0.85,sp1-n3-1.1,dense,109.8004410731075,2.0,1795442362,120,15.0,15,1,1,15.999999999999972,True,weighted_grape,CONVERGED,False,True,FEASIBLE,572.5454196198052,0.0,0,5.44540136532246,14,4,0,241,15630,655740,976.875,40983.75,208.19269999628887,OPTIMAL,392.7514503149972,392.75145031499727,0.0,0.4695523000555113,True,True,0.45778053565584137
SP1_N3_DISTRIBUTED_BASELINES_v2,E3,E3:uniform:p0.85:cv0.35:r0,uniform-p0.85-r0,1795442362,uniform,16,5,0.35,0.85,sp1-n3-1.1,dense,109.8004410731075,2.0,1795442362,120,15.0,15,1,1,15.999999999999972,True,weighted_pair_grape,CONVERGED,False,True,FEASIBLE,418.7796085604326,0.0,0,4.033741934208849,14,4,0,369,23040,966960,1440.0,60435.0,1079.3758999789134,OPTIMAL,392.7514503149972,392.75145031499727,0.0,0.4695523000555113,True,True,0.06627132305828565
SP1_N3_DISTRIBUTED_BASELINES_v2,E3,E3:uniform:p0.85:cv0.35:r0,uniform-p0.85-r0,1795442362,uniform,16,5,0.35,0.85,sp1-n3-1.1,medium,82.35033080483063,1.5,1795442362,107,13.375,7,2,1,6.8579766624666405,True,capacity_cbba_rb,QUIESCENT_OBSERVED,True,True,CAPACITY_DEFICIT,699.870507114061,1.0469812133048748,0,13.046981213304868,16,5,1,24,1395,265709,87.1875,16606.8125,45.2048999723047,OPTIMAL,392.7514503149972,392.75145031499727,0.0,0.4695523000555113,True,True,
SP1_N3_DISTRIBUTED_BASELINES_v2,E3,E3:uniform:p0.85:cv0.35:r0,uniform-p0.85-r0,1795442362,uniform,16,5,0.35,0.85,sp1-n3-1.1,medium,82.35033080483063,1.5,1795442362,107,13.375,7,2,1,6.8579766624666405,True,weighted_grape,CONVERGED,False,True,FEASIBLE,572.5454196198052,0.0,0,5.44540136532246,14,4,0,241,14178,594834,886.125,37177.125,207.31780002824962,OPTIMAL,392.7514503149972,392.75145031499727,0.0,0.4695523000555113,True,True,0.45778053565584137
SP1_N3_DISTRIBUTED_BASELINES_v2,E3,E3:uniform:p0.85:cv0.35:r0,uniform-p0.85-r0,1795442362,uniform,16,5,0.35,0.85,sp1-n3-1.1,medium,82.35033080483063,1.5,1795442362,107,13.375,7,2,1,6.8579766624666405,True,weighted_pair_grape,CONVERGED,False,True,FEASIBLE,418.7796085604326,0.0,0,4.033741934208849,14,4,0,369,20798,872874,1299.875,54554.625,953.102300001774,OPTIMAL,392.7514503149972,392.75145031499727,0.0,0.4695523000555113,True,True,0.06627132305828565
SP1_N3_DISTRIBUTED_BASELINES_v2,E3,E3:uniform:p0.85:cv0.35:r0,uniform-p0.85-r0,1795442362,uniform,16,5,0.35,0.85,sp1-n3-1.1,threshold,57.645231563381444,1.05,1795442362,92,11.5,1,3,1,0.9835617983340709,True,capacity_cbba_rb,QUIESCENT_OBSERVED,True,True,CAPACITY_DEFICIT,699.870507114061,1.0469812133048748,0,13.046981213304868,16,5,1,24,1249,228807,78.0625,14300.4375,45.09560001315549,OPTIMAL,392.7514503149972,392.75145031499727,0.0,0.4695523000555113,True,True,
