world_key,world_id,world_seed,world_digest,scenario,scenario_label,capacity_cv,realized_cv,pressure,N,K,total_capacity,total_demand,critical_radius_m
E2:clustered:p0.7:cv0.0:r17,clustered-p0.7-r17,1124631472,cdedf42ae310b01efa4f80971fee0b79722c4dfd2593498a211133eccad8a360,clustered,Agrupado,0.0,0.0,0.7,16,5,80.0,55.99999999999999,42.77401921001005
E2:clustered:p0.7:cv0.0:r18,clustered-p0.7-r18,2834890402,43cd467ba8b1c8520ee702913c5ff0635028a41135ff2996a532f0384d3a979c,clustered,Agrupado,0.0,0.0,0.7,16,5,80.0,56.00000000000001,30.022268350598292
E2:clustered:p0.7:cv0.0:r19,clustered-p0.7-r19,2238541663,a0071965f95f152e500982d53271b22f3fe6396a6181bc4cb66b88f2bc29d939,clustered,Agrupado,0.0,0.0,0.7,16,5,80.0,56.0,41.6863291141065
E2:clustered:p0.7:cv0.0:r20,clustered-p0.7-r20,1617106054,5c1335c2f07272893796b2e44629a37797a34beedaf571e2893f460e40461f96,clustered,Agrupado,0.0,0.0,0.7,16,5,80.0,56.0,40.17504082041247
E2:clustered:p0.7:cv0.0:r21,clustered-p0.7-r21,1865343852,9b977ada601410bc6b3c963328b144935d3bbeafe5363bd4881a1a025cd33238,clustered,Agrupado,0.0,0.0,0.7,16,5,80.0,56.0,35.03356090435922
E2:clustered:p0.7:cv0.0:r22,clustered-p0.7-r22,613194856,1e69e439d5c6d5e75cf6727acf73b92bbf52e838c5e49f909137b77589e1d087,clustered,Agrupado,0.0,0.0,0.7,16,5,80.0,56.0,39.218380642343426
E2:clustered:p0.7:cv0.0:r23,clustered-p0.7-r23,880704103,8d54ff410fc50503d94d97f9b154151f83e7ee2a868db8b9d67e6b16ed0ce2b6,clustered,Agrupado,0.0,0.0,0.7,16,5,80.0,56.0,40.83012677982608
E2:clustered:p0.7:cv0.0:r24,clustered-p0.7-r24,4074609315,1a87bed9ff2a41ec2d357402bad1c5b23dff248f2919c39f6f88d6b11d5ffc8a,clustered,Agrupado,0.0,0.0,0.7,16,5,80.0,56.0,40.15080349315471
E2:clustered:p0.7:cv0.0:r25,clustered-p0.7-r25,886553675,cbea236e023ca39796b689ac7f6c95ca59d9ed50c980ae1bb68f2908ad3e1b39,clustered,Agrupado,0.0,0.0,0.7,16,5,80.0,56.00000000000001,50.15317897310185
E2:clustered:p0.7:cv0.0:r26,clustered-p0.7-r26,1862306177,3a7b7859f969923173dacb1fb79d34b6cda77a0580e675c64d69b47d331116ab,clustered,Agrupado,0.0,0.0,0.7,16,5,80.0,56.0,30.90121716843987
E2:clustered:p0.7:cv0.0:r27,clustered-p0.7-r27,1027831908,e65477619ad2b162495a6c96038316c51782c8daa3257780b39e3c9c73a12b3b,clustered,Agrupado,0.0,0.0,0.7,16,5,80.0,56.0,47.80908599932897
E2:clustered:p0.7:cv0.0:r28,clustered-p0.7-r28,1966783969,5ed5633c8d50357cfae615182f501784c81d6c2ba8dfbf73d9b79c31d4d60bb1,clustered,Agrupado,0.0,0.0,0.7,16,5,80.0,56.0,36.421855892853586
E2:clustered:p0.7:cv0.0:r29,clustered-p0.7-r29,639022983,a46f68b224efeab5fdd25b8345e0cde5b0fa87a20c42ce8329fa469d2c629d59,clustered,Agrupado,0.0,0.0,0.7,16,5,80.0,55.99999999999999,39.63881266878559
E2:clustered:p0.85:cv0.0:r0,clustered-p0.85-r0,1708056767,6746b233a748cbe6d3224276dd686fe490becdd0b233e37be8c5c3d74276932d,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,44.39440255816518
E2:clustered:p0.85:cv0.0:r1,clustered-p0.85-r1,3046247743,94f1934f9dbed285185ea151a10d6ccaa68767d2329cacacdc0c9b8b1ee6efb4,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,46.656230182261595
E2:clustered:p0.85:cv0.0:r2,clustered-p0.85-r2,4237065425,805e2fd75342653eb58e2fe68187649b4a05a72ee0048ae58858c62231869436,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,33.14885440842574
E2:clustered:p0.85:cv0.0:r3,clustered-p0.85-r3,2874920762,5b0f9d7293381d884c18fcab03a7d36c22e332a6cdf0b647f9a01af23de17ee7,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,32.55000581383242
E2:clustered:p0.85:cv0.0:r4,clustered-p0.85-r4,460816035,ab52f83ad8c3035192678bbea9d19852a988cce4b4317b0fed1a75a9a9bd83f8,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,33.07063437529481
E2:clustered:p0.85:cv0.0:r5,clustered-p0.85-r5,2877685010,b5482ed5b8bd9ce712c0f45ad5f2fec6bc0028939adf64110e3fd7969192bd12,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,34.21164968812971
E2:clustered:p0.85:cv0.0:r6,clustered-p0.85-r6,3894063958,fa0fc3807361e21f557e256ac695f6d0c08e7984491e57635ce0b23ea3ac06a2,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,38.88945137620648
E2:clustered:p0.85:cv0.0:r7,clustered-p0.85-r7,3350191733,d91d75d34f5553138d117ea275e253d4b860347937e0fa23d50c4e0dbf3db9de,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.00000000000001,41.61430584246326
E2:clustered:p0.85:cv0.0:r8,clustered-p0.85-r8,2123425745,087d05e790cd8e109961b37ff4ff1abdf42465a43afa3df16712e49898e5bd6d,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,41.23994230384798
E2:clustered:p0.85:cv0.0:r9,clustered-p0.85-r9,2181231110,466f75b92f58f976089911914e28b0c4785471c8844a0c1b39f73e74f10930f3,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,34.86714783175237
E2:clustered:p0.85:cv0.0:r10,clustered-p0.85-r10,49872980,344f5cbcc80986aa814b85569ce27967818523249265d5a4494364c48983b7a9,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,38.81282705328874
E2:clustered:p0.85:cv0.0:r11,clustered-p0.85-r11,1054249863,ee2dcd592812c6080cd648e0a18554188aab663ed522a563b1bb0eaffe3ee2e0,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,36.23399258736241
E2:clustered:p0.85:cv0.0:r12,clustered-p0.85-r12,3989389446,854fa4aef2f5b8ae1b70e14b3174118ee95171c9b88bfa9f3b0d7a71a0a3fe94,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,28.611777781769558
E2:clustered:p0.85:cv0.0:r13,clustered-p0.85-r13,2517406790,59c79d3f5f0b76e8b15763427ace2c5d63e4eb4037c98fea4a87e8b4cbc4d591,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,67.99999999999999,42.386372116701565
E2:clustered:p0.85:cv0.0:r14,clustered-p0.85-r14,1473296038,5100823654835a4429f31aab77eb1511cf29c4b0f4ff82e12afa64aca1d31c85,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,29.915731435342195
E2:clustered:p0.85:cv0.0:r15,clustered-p0.85-r15,991378985,faf1e35b0a4667829ae2a28619b9439fe1c271054660d1a80dc0649d1f436364,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,33.55579367133674
E2:clustered:p0.85:cv0.0:r16,clustered-p0.85-r16,122627100,7aa63b6575dd59d37e40087c21570a2246af1bc702b1a61c75311e09a1b38395,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,41.56942378510391
E2:clustered:p0.85:cv0.0:r17,clustered-p0.85-r17,419346527,dce3c06b05cc56808a45f122ec758dd6ece35c1fb374c01d62fb0d4852240830,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,34.42503987277772
E2:clustered:p0.85:cv0.0:r18,clustered-p0.85-r18,643306922,8983d4e80e595748abf427458933873ae3ba5b3297876d4971f43719a902f8fd,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,67.99999999999999,44.12463554377685
E2:clustered:p0.85:cv0.0:r19,clustered-p0.85-r19,1814269040,18698763175a390f7a4e106a5a0eca7d2d62b1e243f75e88bd8eb29c83ad3f0d,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,38.050563683255696
E2:clustered:p0.85:cv0.0:r20,clustered-p0.85-r20,822089535,ce56391a1bac72587d7e1f80e6bf529b81cccf10807135e3f2ff8f577740dac1,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,52.14929324497053
E2:clustered:p0.85:cv0.0:r21,clustered-p0.85-r21,2860317078,82f02f59ad86f7782765ab1daa67e110e96b6435000312665e66ba00a5615049,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,32.162003809070484
E2:clustered:p0.85:cv0.0:r22,clustered-p0.85-r22,1169894677,bc137ba4cb0c675fc044f859a8c9119fe0795e6e435f549cbc932a035bda6a65,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,40.114097275668364
E2:clustered:p0.85:cv0.0:r23,clustered-p0.85-r23,2951683540,2dcea067ddc168a8f679d0ec6d422eb043a3dc6275e15b5bda103e2360bafcd3,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,33.85740651004025
E2:clustered:p0.85:cv0.0:r24,clustered-p0.85-r24,3253976482,50ab5302c8e155ae06c2f444c9b7a7fe916a1f79dd50ef54aa2a8231f3d789bb,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,34.47895715932857
E2:clustered:p0.85:cv0.0:r25,clustered-p0.85-r25,1562516801,b552423dc284b7db335c83fe100801fe4580ba4bd64974acdd87c6fba53b4686,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.00000000000001,33.37494387147015
E2:clustered:p0.85:cv0.0:r26,clustered-p0.85-r26,960130038,f8def89c7a7dfdf464d6617030009fb9dcf2f1e79f80cdd01139ab03c9b332d6,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,33.9254578063763
E2:clustered:p0.85:cv0.0:r27,clustered-p0.85-r27,2542041755,a980a89008429e549de2fdba5e8bc11c6c7efc3055616de4bd9b8a285dd0e18a,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,30.2599030314365
E2:clustered:p0.85:cv0.0:r28,clustered-p0.85-r28,3123421836,fe29e39680ad91c153b1356589829aaed289139d69132f1e61910152e494a661,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,32.17740020221511
E2:clustered:p0.85:cv0.0:r29,clustered-p0.85-r29,1037737993,e3d8cf4bd57f0d8f834480b38f549c16f20d37ff9284b865bc963dc89439d6f9,clustered,Agrupado,0.0,0.0,0.85,16,5,80.0,68.0,32.79908666084982
E2:clustered:p0.7:cv0.35:r0,clustered-p0.7-r0,1256145772,f6362dc84eb4dbee341861b8113de519da5ef97aa37e8fe47e7a94b035a10648,clustered,Agrupado,0.35,0.3644118720599121,0.7,16,5,80.0,56.0,25.254333886915507
E2:clustered:p0.7:cv0.35:r1,clustered-p0.7-r1,3773594120,4074d909b79617515bacfe1c7de619e1a944e343623006f3a9b1e343fc358141,clustered,Agrupado,0.35,0.38274355911637625,0.7,16,5,80.0,55.99999999999999,38.19773681910679
E2:clustered:p0.7:cv0.35:r2,clustered-p0.7-r2,2947113664,b37221d162fd04e80bc671c34e0c122c18214955fbf27c86951e01aa26abac3f,clustered,Agrupado,0.35,0.23775838440311214,0.7,16,5,80.0,56.0,36.56129785610019
E2:clustered:p0.7:cv0.35:r3,clustered-p0.7-r3,1254714329,de2f788ddae9cb658ddf5ba6070cb36d78fd1f16623a3112c156c9e80a661f3b,clustered,Agrupado,0.35,0.2884523527173296,0.7,16,5,80.0,56.0,30.88784554263611
E2:clustered:p0.7:cv0.35:r4,clustered-p0.7-r4,2972087177,9f536841be3042adc2628dd1ee07762f21c1f162b4bb898116478937068b4a81,clustered,Agrupado,0.35,0.4138040644910127,0.7,16,5,80.0,56.0,33.86541893021449
E2:clustered:p0.7:cv0.35:r5,clustered-p0.7-r5,1522463948,2eb8aed7df216b928958ee417634966d957f6fa640cb8b6a474c453800658c23,clustered,Agrupado,0.35,0.25179903889965666,0.7,16,5,80.0,55.999999999999986,39.25009021659659
E2:clustered:p0.7:cv0.35:r6,clustered-p0.7-r6,1022133965,9606c26cbd52683d22d9d566668ccb299a6fcc66053b31050d40311649da5110,clustered,Agrupado,0.35,0.3136730699592014,0.7,16,5,80.00000000000001,55.99999999999999,28.60473748830684
E2:clustered:p0.7:cv0.35:r7,clustered-p0.7-r7,277741776,1ff88a6b24790c7a6b611545b2aaf3c538a59066887f58ce485eb3738c97b5b7,clustered,Agrupado,0.35,0.3473243239505157,0.7,16,5,79.99999999999999,56.000000000000014,36.89547896251094
E2:clustered:p0.7:cv0.35:r8,clustered-p0.7-r8,943851320,cb514a2f764fd6a58746ed2c85e3729eb75e41bd89f87414ebb00d80781f858f,clustered,Agrupado,0.35,0.43368078476941474,0.7,16,5,80.0,56.000000000000014,31.227974851199043
E2:clustered:p0.7:cv0.35:r9,clustered-p0.7-r9,666686024,e9400e5c3fac6172d6b220231b70ffab2ae4dfebc1bc27e8ee9319bd7df744aa,clustered,Agrupado,0.35,0.2949098565911149,0.7,16,5,80.0,55.99999999999999,31.187222298277224
E2:clustered:p0.7:cv0.35:r10,clustered-p0.7-r10,1141785421,de1ec1fe24ccde30abab48e82b97697f5e59e52f914e6b7404e8636a26d0eda2,clustered,Agrupado,0.35,0.36952487958125463,0.7,16,5,80.00000000000001,55.99999999999999,51.94442894967111
E2:clustered:p0.7:cv0.35:r11,clustered-p0.7-r11,4137729937,1a0aa0c993168e0ae519e38c164052a8191645a7183e7a8024f8bc4d32bd32ba,clustered,Agrupado,0.35,0.24299448973234297,0.7,16,5,80.00000000000001,55.99999999999999,37.763344684891315
E2:clustered:p0.7:cv0.35:r12,clustered-p0.7-r12,1407961764,37804e196c300fe3d6fe62d60491453e0024b8600e05eda967c2b627a1e56b97,clustered,Agrupado,0.35,0.37951514726938085,0.7,16,5,80.0,56.00000000000001,39.46068384141669
E2:clustered:p0.7:cv0.35:r13,clustered-p0.7-r13,3766880706,877ad7f0fbf9b6a9b2ffd295f62139226003e238078374390fed8e4ab0d77606,clustered,Agrupado,0.35,0.2550290899745655,0.7,16,5,80.00000000000001,56.0,32.71063865932203
E2:clustered:p0.7:cv0.35:r14,clustered-p0.7-r14,4258076826,b6179c5a0443734f6bb9d5bcd99a59c5d7cafb39e2b8fb84db8cf9dddca5a732,clustered,Agrupado,0.35,0.37708239786544306,0.7,16,5,80.0,56.00000000000001,31.374147718901916
E2:clustered:p0.7:cv0.35:r15,clustered-p0.7-r15,3712262661,6d0e555dd3ada2895cf6f2b73890aa9a77ec5dbc8d393abb41cb1f3bfb0770af,clustered,Agrupado,0.35,0.263363668003222,0.7,16,5,80.00000000000003,55.99999999999999,35.28193770174158
E2:clustered:p0.7:cv0.35:r16,clustered-p0.7-r16,234319453,c9f4332f0cb5325dd7266bec105bb166974263f398b93d0630126cee3a3a37f2,clustered,Agrupado,0.35,0.3174044837871498,0.7,16,5,80.0,55.99999999999999,30.891070229574883
E2:clustered:p0.7:cv0.35:r17,clustered-p0.7-r17,1124631472,488510d329c5897d8bc194ef7d9d30e716d5c5581ade68a3e0337b493c363a16,clustered,Agrupado,0.35,0.4798327133655492,0.7,16,5,79.99999999999999,55.99999999999999,42.77401921001005
E2:clustered:p0.7:cv0.35:r18,clustered-p0.7-r18,2834890402,c4f6e083c642cc00cf16a8a8f9523b124096bca51e845e43bb7af79c97f1a2a4,clustered,Agrupado,0.35,0.3088009566761908,0.7,16,5,80.0,56.00000000000001,30.022268350598292
E2:clustered:p0.7:cv0.35:r19,clustered-p0.7-r19,2238541663,844e1668106b9b39a97492c70ac2b6ec347ed0f76dbefe1dcc3579a61344c933,clustered,Agrupado,0.35,0.4099332577879829,0.7,16,5,80.0,56.0,41.6863291141065
E2:clustered:p0.7:cv0.35:r20,clustered-p0.7-r20,1617106054,f8a3a933ae3c6a072bf871b1ad1c2ca8ef2af0f6e416a084bef94853188c9fcb,clustered,Agrupado,0.35,0.32847340017303184,0.7,16,5,80.0,56.0,40.17504082041247
E2:clustered:p0.7:cv0.35:r21,clustered-p0.7-r21,1865343852,b132a605c14c53d1f4b843cda26cb9c8289672723fd641659ef83fa45d916dd6,clustered,Agrupado,0.35,0.2508505689915391,0.7,16,5,80.0,56.0,35.03356090435922
E2:clustered:p0.7:cv0.35:r22,clustered-p0.7-r22,613194856,7f7a1107d26b37f0a26d0ada407f7eb915e49352483eb9819688b4fa21b6b558,clustered,Agrupado,0.35,0.2666976917010643,0.7,16,5,80.0,56.0,39.218380642343426
E2:clustered:p0.7:cv0.35:r23,clustered-p0.7-r23,880704103,84032b92cad8d17f5b93e140f00419f104d204a54bd01406154c7a0c739c1624,clustered,Agrupado,0.35,0.4375565073397153,0.7,16,5,79.99999999999999,56.0,40.83012677982608
E2:clustered:p0.7:cv0.35:r24,clustered-p0.7-r24,4074609315,e938060a59507ce8d5e6a6ad553ff5535101fc2463d1130bdfc4b67151b8a9e2,clustered,Agrupado,0.35,0.28359816045465536,0.7,16,5,80.0,56.0,40.15080349315471
E2:clustered:p0.7:cv0.35:r25,clustered-p0.7-r25,886553675,a08069466066e819b027c7cd574f5722c44bc0b3a8e5e0c65886b8013ba77342,clustered,Agrupado,0.35,0.3991684837217099,0.7,16,5,80.0,56.00000000000001,50.15317897310185
E2:clustered:p0.7:cv0.35:r26,clustered-p0.7-r26,1862306177,78a633bf27530992d8b0acb586a332402926ed1c9d89b514967b4973aab71592,clustered,Agrupado,0.35,0.326878044028204,0.7,16,5,79.99999999999999,56.0,30.90121716843987
E2:clustered:p0.7:cv0.35:r27,clustered-p0.7-r27,1027831908,0c418848a8ca21e74a1892726d6c2b797935668605ce010373f984c6a4d965f4,clustered,Agrupado,0.35,0.2742812815612356,0.7,16,5,79.99999999999999,56.0,47.80908599932897
E2:clustered:p0.7:cv0.35:r28,clustered-p0.7-r28,1966783969,c1a552ab318caf29aca02f98a109e33758f8db3bb6a738f96184dccbcdc5b870,clustered,Agrupado,0.35,0.2722481117252243,0.7,16,5,80.0,56.0,36.421855892853586
E2:clustered:p0.7:cv0.35:r29,clustered-p0.7-r29,639022983,e3a1dc0a01795af53495b54daa9d1ac7eb92837d8b92ca517463e609560ecc8c,clustered,Agrupado,0.35,0.24413635653547897,0.7,16,5,80.0,55.99999999999999,39.63881266878559
E2:clustered:p0.85:cv0.35:r0,clustered-p0.85-r0,1708056767,b19671e26e3da605366bc8354e9421982b4af502f40ffcbc323105b5c6741bad,clustered,Agrupado,0.35,0.3873238786000112,0.85,16,5,80.0,68.0,44.39440255816518
E2:clustered:p0.85:cv0.35:r1,clustered-p0.85-r1,3046247743,6af8b2521a5c9927abb2741e5a9fca49bdc74cca80bc3be9bd37c3a417582186,clustered,Agrupado,0.35,0.3201373482005705,0.85,16,5,80.0,68.0,46.656230182261595
E2:clustered:p0.85:cv0.35:r2,clustered-p0.85-r2,4237065425,f1e1109bbab92c5576cfe8ad0c973afaa0851029d11def58e25a2bfd6fa24726,clustered,Agrupado,0.35,0.30592027238345904,0.85,16,5,80.00000000000001,68.0,33.14885440842574
E2:clustered:p0.85:cv0.35:r3,clustered-p0.85-r3,2874920762,2b5442ad25059d02f95c9d3543a2246037a963828b809b7dc5c7a2a60bf2c027,clustered,Agrupado,0.35,0.36849712525773376,0.85,16,5,79.99999999999999,68.0,32.55000581383242
E2:clustered:p0.85:cv0.35:r4,clustered-p0.85-r4,460816035,c81a4aed7073ca01a010cae8b860fbec5f06ae8772ac53ed31ac614c732f526c,clustered,Agrupado,0.35,0.2854994901043188,0.85,16,5,79.99999999999999,68.0,33.07063437529481
E2:clustered:p0.85:cv0.35:r5,clustered-p0.85-r5,2877685010,23083ff54adc2ac18b6d486665c3335a4b0da2f68b3e87f64e196c98592111c6,clustered,Agrupado,0.35,0.2591568313233914,0.85,16,5,80.0,68.0,34.21164968812971
E2:clustered:p0.85:cv0.35:r6,clustered-p0.85-r6,3894063958,e9ca2b11977ecf5148712c96770a5e7666ae3beb6934497aad7f1eb3dcff602c,clustered,Agrupado,0.35,0.36491993451107213,0.85,16,5,80.0,68.0,38.88945137620648
E2:clustered:p0.85:cv0.35:r7,clustered-p0.85-r7,3350191733,65bc27eccac93b99f4b196af3c03250457e31dbafd361dd402d4b81eff8e868c,clustered,Agrupado,0.35,0.32502591815346576,0.85,16,5,80.0,68.00000000000001,41.61430584246326
E2:clustered:p0.85:cv0.35:r8,clustered-p0.85-r8,2123425745,1c5e10ad3c4116dd1996681cb7081a774f3e7f8c57f331504e6a87c2fd02a7ed,clustered,Agrupado,0.35,0.2761731290560436,0.85,16,5,80.0,68.0,41.23994230384798
E2:clustered:p0.85:cv0.35:r9,clustered-p0.85-r9,2181231110,89d089a3a9ad82ad4d629842b3227ef695acec87fd6e98d50d3910cbedd67fc1,clustered,Agrupado,0.35,0.3101406038021312,0.85,16,5,80.00000000000001,68.0,34.86714783175237
E2:clustered:p0.85:cv0.35:r10,clustered-p0.85-r10,49872980,0658a13f345351da38ff8d65638c7cbe9047d48fb1172758b8a27ac1a8bb222c,clustered,Agrupado,0.35,0.26304769223260227,0.85,16,5,80.0,68.0,38.81282705328874
E2:clustered:p0.85:cv0.35:r11,clustered-p0.85-r11,1054249863,a5897a703ad1e1b39489318165b7f88239a3dd4246898281c73a6e0c09cc3c3f,clustered,Agrupado,0.35,0.2841658072539995,0.85,16,5,80.0,68.0,36.23399258736241
E2:clustered:p0.85:cv0.35:r12,clustered-p0.85-r12,3989389446,84e45822b949475fd4342b48728597c25108ae01f674567602dc78ce7516fcce,clustered,Agrupado,0.35,0.3826451152328406,0.85,16,5,80.0,68.0,28.611777781769558
E2:clustered:p0.85:cv0.35:r13,clustered-p0.85-r13,2517406790,8f31497c37a942aec17e0e44f97e303e5368e8998e9dd59ca1047713b42161e4,clustered,Agrupado,0.35,0.4235575819000961,0.85,16,5,80.00000000000001,67.99999999999999,42.386372116701565
E2:clustered:p0.85:cv0.35:r14,clustered-p0.85-r14,1473296038,7d39d4839d9666e281e14c553e9af04b0a23a95b9a46c86ba6bfa50973762d7c,clustered,Agrupado,0.35,0.38158487857294143,0.85,16,5,80.00000000000001,68.0,29.915731435342195
E2:clustered:p0.85:cv0.35:r15,clustered-p0.85-r15,991378985,55b7b6f2ed1ce0d646a56c2d953dc5584dc4119969a01b0e5525c16417ce9b2a,clustered,Agrupado,0.35,0.34900653368133217,0.85,16,5,80.00000000000001,68.0,33.55579367133674
E2:clustered:p0.85:cv0.35:r16,clustered-p0.85-r16,122627100,d532b527997d358521c795affc97e64962c6c90686240218757cac9792b7049a,clustered,Agrupado,0.35,0.3294713487845702,0.85,16,5,80.0,68.0,41.56942378510391
E2:clustered:p0.85:cv0.35:r17,clustered-p0.85-r17,419346527,cf87539df4a1a64872f8c5b92d8e72509eecb9b6d443b40b72cae4171f70bb60,clustered,Agrupado,0.35,0.37054775392039685,0.85,16,5,79.99999999999999,68.0,34.42503987277772
E2:clustered:p0.85:cv0.35:r18,clustered-p0.85-r18,643306922,25057fd72242fd0a4dc5a63ca3ab82da6c27f40c8640f58b3d897714136cbb4a,clustered,Agrupado,0.35,0.31798182943063164,0.85,16,5,80.0,67.99999999999999,44.12463554377685
E2:clustered:p0.85:cv0.35:r19,clustered-p0.85-r19,1814269040,cf70cc4934d0a494d4ce1047f65c867bc99a0d326d863055093f0ffc0acbe46a,clustered,Agrupado,0.35,0.27745813964482463,0.85,16,5,80.0,68.0,38.050563683255696
E2:clustered:p0.85:cv0.35:r20,clustered-p0.85-r20,822089535,06fa4bbe5e1aa8e6fb43b750c2340e108940a74f3205a4aee93b700770bd45d3,clustered,Agrupado,0.35,0.3343969543971445,0.85,16,5,80.0,68.0,52.14929324497053
E2:clustered:p0.85:cv0.35:r21,clustered-p0.85-r21,2860317078,22ac5b53ac2499cefc56779b71cb9a856a285062c56dfc14480cdc1afa841c33,clustered,Agrupado,0.35,0.33828869932524847,0.85,16,5,79.99999999999997,68.0,32.162003809070484
E2:clustered:p0.85:cv0.35:r22,clustered-p0.85-r22,1169894677,2f512d0fd9dffb48546e359ae5fdb88819cb1ca640b8389a273507c0d910d364,clustered,Agrupado,0.35,0.3734983611890213,0.85,16,5,80.0,68.0,40.114097275668364
E2:clustered:p0.85:cv0.35:r23,clustered-p0.85-r23,2951683540,30ad4d627e7e207e67082fc0feb9aa027b7930fe5016bc89d0c0dc5101d80ecd,clustered,Agrupado,0.35,0.4728574234721895,0.85,16,5,80.0,68.0,33.85740651004025
E2:clustered:p0.85:cv0.35:r24,clustered-p0.85-r24,3253976482,2d026b9ff813af76dbf8c1caafc05ea7535cf8a8a79c839e62ce360cda58160d,clustered,Agrupado,0.35,0.35221371314829425,0.85,16,5,80.0,68.0,34.47895715932857
E2:clustered:p0.85:cv0.35:r25,clustered-p0.85-r25,1562516801,77142970b6ea3b973058991b3c81121d890ac039998fd8c6bea93e56ba76e9e9,clustered,Agrupado,0.35,0.24276411966411673,0.85,16,5,80.0,68.00000000000001,33.37494387147015
E2:clustered:p0.85:cv0.35:r26,clustered-p0.85-r26,960130038,665028c9f032786470ecaf62f439f30275f6bd0001782b0eb782e731eade45cd,clustered,Agrupado,0.35,0.2697664263883087,0.85,16,5,80.0,68.0,33.9254578063763
E2:clustered:p0.85:cv0.35:r27,clustered-p0.85-r27,2542041755,26d3b3bc85efa48800a4496a66c5749302562f724e120a7dca4f943959fa83a9,clustered,Agrupado,0.35,0.28388037056468196,0.85,16,5,80.0,68.0,30.2599030314365
E2:clustered:p0.85:cv0.35:r28,clustered-p0.85-r28,3123421836,3713978acde6246848fad000f925150341c0544fe1e7844832c87b4385f74d2c,clustered,Agrupado,0.35,0.34512750364482847,0.85,16,5,79.99999999999999,68.0,32.17740020221511
E2:clustered:p0.85:cv0.35:r29,clustered-p0.85-r29,1037737993,ec770ac7aad0b5c0a1e119cee71a147c590e074484cf49e540bfec516d939b33,clustered,Agrupado,0.35,0.2694169351221623,0.85,16,5,80.0,68.0,32.79908666084982
E2:clustered:p0.7:cv0.65:r0,clustered-p0.7-r0,1256145772,e2a039279852f678353b00e5fef32fa910e22cc25837f866d603406ab6783474,clustered,Agrupado,0.65,0.39527246265631816,0.7,16,5,80.0,56.0,25.254333886915507
E2:clustered:p0.7:cv0.65:r1,clustered-p0.7-r1,3773594120,8f987ed000a112c667da12f257f383db668c2d78d5a82f827fbd8f62bc500212,clustered,Agrupado,0.65,0.6591772333303348,0.7,16,5,80.0,55.99999999999999,38.19773681910679
E2:clustered:p0.7:cv0.65:r2,clustered-p0.7-r2,2947113664,b808a791a713bf1eea24bc6c2e3c4ecf7bf0b711bf589a973e0c81e561697d5a,clustered,Agrupado,0.65,0.6339374585202808,0.7,16,5,80.0,56.0,36.56129785610019
E2:clustered:p0.7:cv0.65:r3,clustered-p0.7-r3,1254714329,e6540c57812ba307af151b1e7259469880d61de7376e17cf8edee7779f6d6c03,clustered,Agrupado,0.65,0.7585074368526963,0.7,16,5,80.0,56.0,30.88784554263611
E2:clustered:p0.7:cv0.65:r4,clustered-p0.7-r4,2972087177,4bcbc7dd8ba527b4f94582ef034159979a23c9cf969904b9163412d73527ddd9,clustered,Agrupado,0.65,0.4158740760249338,0.7,16,5,80.0,56.0,33.86541893021449
E2:clustered:p0.7:cv0.65:r5,clustered-p0.7-r5,1522463948,05b24b7d652527c504ad7d0f9a0aa8f9841f9d155e56eba1c8f783c14aca1b8b,clustered,Agrupado,0.65,1.1639777347695692,0.7,16,5,80.0,55.999999999999986,39.25009021659659
