experiment_id,world_hash,seed,replicate,n_robots,n_loads,heterogeneity,demand_ratio,geometry,graph,lambda2,method,protocol,fitness_mode,raw_served_rate,raw_coverage_ratio,final_integer_valid,final_served_rate,final_coverage_ratio,under_capacity,over_capacity_ratio,distance_cost,objective_value,optimal_objective,normalized_regret,continuous_converged,iterations,equilibrium_residual,simplex_error,potential_initial,potential_final,potential_gain,potential_violations,messages,runtime_s
SP2_HETEROGENEOUS_GAME_v1_1,2245bcb0408d1064ef01,350000,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__plain_deficit,smith,plain_deficit,0.6666666666666666,0.6666666666666666,True,0.6666666666666666,0.9722925924308022,0.10381339970495307,0.43044723722336836,2.4364016666135493,3.6888732008947085,5.119711671590345,0.27947637728028,True,262,0.024573353906506883,1.1102230246251565e-16,,,,0,44016,0.03798339981585741
SP2_HETEROGENEOUS_GAME_v1_1,2245bcb0408d1064ef01,350000,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,0.6666666666666666,0.6666666666666666,True,0.6666666666666666,0.9931523595742338,0.025656562447442743,0.411933195811874,2.498630266854914,3.7091946562766327,5.119711671590345,0.2755071195006497,True,229,0.024273725808864364,2.220446049250313e-16,6.774426688819848,7.58484169742289,0.8104150086030417,0,38472,0.038734500063583255
SP2_HETEROGENEOUS_GAME_v1_1,2245bcb0408d1064ef01,350000,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_log,smith,marginal_log,1.0,1.0,True,1.0,1.0,0.0,0.31221598361497094,2.0879612980894966,5.09796309615284,5.119711671590345,0.004248007863057768,True,237,0.02422679212674906,2.220446049250313e-16,2.5601107969101804,7.490679258320264,4.9305684614100835,0,39816,0.04027089988812804
SP2_HETEROGENEOUS_GAME_v1_1,2245bcb0408d1064ef01,350000,0,8,3,low,0.7,uniform,complete,7.999999999999991,replicator__plain_deficit,replicator,plain_deficit,0.6666666666666666,0.6666666666666666,True,0.6666666666666666,0.9722925924308022,0.10381339970495307,0.43044723722336836,2.4364016666135493,3.6888732008947085,5.119711671590345,0.27947637728028,False,300,0.030695593536830414,1.1102230246251565e-16,,,,0,50400,0.04206599993631244
SP2_HETEROGENEOUS_GAME_v1_1,2245bcb0408d1064ef01,350000,0,8,3,low,0.7,uniform,complete,7.999999999999991,replicator__marginal_deficit,replicator,marginal_deficit,0.6666666666666666,0.6666666666666666,True,0.6666666666666666,0.9722925924308022,0.10381339970495307,0.43044723722336836,2.4364016666135493,3.6888732008947085,5.119711671590345,0.27947637728028,False,300,0.028929226430181483,2.220446049250313e-16,6.748820336215433,7.456804805679311,0.7079844694638782,0,50400,0.04871640005148947
SP2_HETEROGENEOUS_GAME_v1_1,2245bcb0408d1064ef01,350000,0,8,3,low,0.7,uniform,complete,7.999999999999991,replicator__marginal_log,replicator,marginal_log,1.0,1.0,True,1.0,1.0,0.0,0.31221598361497094,2.0879612980894966,5.09796309615284,5.119711671590345,0.004248007863057768,False,300,0.026146807780294285,0.0,2.486438976595155,7.453387949581362,4.9669489729862075,0,50400,0.04589159996248782
SP2_HETEROGENEOUS_GAME_v1_1,2245bcb0408d1064ef01,350000,0,8,3,low,0.7,uniform,complete,7.999999999999991,erv_bnn__plain_deficit,erv_bnn,plain_deficit,0.6666666666666666,0.6666666666666666,True,1.0,1.0,0.0,0.3827222371187257,2.7978707362197945,5.041170341102416,5.119711671590345,0.015340967524355051,True,195,0.024316147419282556,1.1102230246251565e-16,,,,0,32760,0.02730459999293089
SP2_HETEROGENEOUS_GAME_v1_1,2245bcb0408d1064ef01,350000,0,8,3,low,0.7,uniform,complete,7.999999999999991,erv_bnn__marginal_deficit,erv_bnn,marginal_deficit,0.6666666666666666,0.6666666666666666,True,0.6666666666666666,0.9931523595742338,0.025656562447442743,0.411933195811874,2.498630266854914,3.7091946562766327,5.119711671590345,0.2755071195006497,True,200,0.024357241761304528,0.0,6.785945523289085,7.348178493385192,0.5622329700961073,0,33600,0.03284380002878606
SP2_HETEROGENEOUS_GAME_v1_1,2245bcb0408d1064ef01,350000,0,8,3,low,0.7,uniform,complete,7.999999999999991,erv_bnn__marginal_log,erv_bnn,marginal_log,1.0,1.0,True,1.0,1.0,0.0,0.31221598361497094,2.0879612980894966,5.09796309615284,5.119711671590345,0.004248007863057768,True,229,0.024201411108140863,1.1102230246251565e-16,2.456009336180657,6.956142694783807,4.500133358603151,0,38472,0.0359487000387162
SP2_HETEROGENEOUS_GAME_v1_1,2245bcb0408d1064ef01,350000,0,8,3,low,0.7,uniform,complete,7.999999999999991,uniform_closure,none,none,0.0,0.0,True,1.0,1.0,0.0,0.10200108922787371,1.8418427282871457,5.117652581737028,5.119711671590345,0.0004021886358840988,True,0,0.0,0.0,,,,0,24,0.00031209993176162243
SP2_HETEROGENEOUS_GAME_v1_1,2245bcb0408d1064ef01,350000,0,8,3,low,0.7,uniform,complete,7.999999999999991,random_closure,none,none,0.6666666666666666,0.7660216393456478,True,1.0,1.0,0.0,0.2387306881038809,3.21132003338632,5.008094397329094,5.119711671590345,0.02180147661061136,True,0,0.0,0.0,,,,0,24,0.000416700029745698
SP2_HETEROGENEOUS_GAME_v1_1,2245bcb0408d1064ef01,350000,0,8,3,low,0.7,uniform,complete,7.999999999999991,greedy_capacity,none,none,0.6666666666666666,0.9207702497165638,True,0.6666666666666666,0.9207702497165638,0.4177439056897492,0.5267492038270647,2.0789611652521574,3.503329449942621,5.119711671590345,0.3157174320220311,True,0,0.0,0.0,,,,0,24,0.00045080017298460007
SP2_HETEROGENEOUS_GAME_v1_1,2245bcb0408d1064ef01,350000,0,8,3,low,0.7,uniform,complete,7.999999999999991,auction_capacity,none,none,1.0,1.0,True,1.0,1.0,0.0,0.10200108922787371,1.8418427282871457,5.117652581737028,5.119711671590345,0.0004021886358840988,True,0,0.0,0.0,,,,0,24,0.00023619993589818478
SP2_HETEROGENEOUS_GAME_v1_1,2245bcb0408d1064ef01,350000,0,8,3,low,0.7,uniform,complete,7.999999999999991,milp_exact,none,none,1.0,1.0,True,1.0,1.0,0.0,0.2609719803822819,1.8161041051206903,5.119711671590345,5.119711671590345,0.0,True,0,0.0,0.0,,,,0,24,8.050003089010715e-05
