candidate_id,title,title_original,title_norm,authors,authors_original,authors_norm,year,year_original,venue,venue_original,doi,doi_original,doi_norm,abstract,document_type,source_ids,provenance,provenance_sources,provenance_queries,verification_status,metadata_verification_status,evidence_status,screening_status,legacy_seed_id,wos_ut,citation_count,citation_count_source,retrieved_at_utc,duplicate_status,dedup_status,dedup_parent_candidate_id,notes,seed_raw,screening_decision,exclusion_reason,screening_reason,screening_basis,screening_protocol,screening_method,screening_relevant_axes,problem_family,method_family,coordination_architecture,robot_type,heterogeneity,coalition_or_team,physical_transport,contact_or_wrench,local_communication,robustness_or_failures,industrial_context,theoretical_guarantees_claimed,experimental_platform,manual_audit_status,manual_audit_decision,manual_audit_correction,manual_audit_reviewer,doi_recovery_status,doi_recovery_method,doi_recovery_candidates,snowball_anchor_ids,snowball_directions,doi_recovered,identity_resolution,version_relationship,alias_candidate_ids,alias_dois,alias_titles,alias_source_ids,fulltext_status,fulltext_source_url,fulltext_retrieved_at_utc,fulltext_sha256,fulltext_mime_type,fulltext_file_size,fulltext_access_note,fulltext_local_path,fulltext_identity_status,fulltext_identity_note,fulltext_attempted_urls,fulltext_error,fulltext_attempt_count
C0B7B4699C41A,Technical program,Technical program,technical program,,,,2016,2016,,,10.1109/icuas.2016.7502683,https://doi.org/10.1109/icuas.2016.7502683,10.1109/icuas.2016.7502683,,conference-paper,openalex:https://openalex.org/W4234812358,openalex,openalex,Q2_sharedload_distributed,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,0,openalex,2026-09-13T22:39:35.814171+00:00,unique,review_near_duplicate,,,,exclude,non_research_item,"Metadata identifies front matter, a withdrawn item, supplementary media, index, standard, or another non-research item.",title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,retain_distinct_work,distinct_work,,,,,,,,,,,,,,,,,
CA16DF834DDE7,Event-triggered and self-triggered control for networked control systems subject to delay and packet loss constraints,Event-triggered and self-triggered control for networked control systems subject to delay and packet loss constraints,event triggered and self triggered control for networked control systems subject to delay and packet loss constraints,Zhuoyu Li; Dan Ma,Zhuoyu Li; Dan Ma,zhuoyu li; dan ma,2017,2017,2017 Chinese Automation Congress (CAC),2017 Chinese Automation Congress (CAC),10.1109/cac.2017.8243471,10.1109/cac.2017.8243471,10.1109/cac.2017.8243471,,proceedings-article,crossref:10.1109/cac.2017.8243471,crossref,crossref,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,2,crossref,2026-09-13T22:39:35.905996+00:00,unique,unique,,,,exclude,wrong_robotic_problem,No robotic system or transferable coordination mechanism is explicit in the available metadata.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,robustness_or_communication,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,,,,,,,,,,,,,,
C85442ACFB9A4,Grasp quality evaluation done right: How assumed contact force bounds affect Wrench-based quality metrics,Grasp quality evaluation done right: How assumed contact force bounds affect Wrench-based quality metrics,grasp quality evaluation done right how assumed contact force bounds affect wrench based quality metrics,Robert Krug; Yasemin Bekiroglu; Maximo A. Roa,Robert Krug; Yasemin Bekiroglu; Maximo A. Roa,robert krug; yasemin bekiroglu; maximo a. roa,2017,2017,2017 IEEE International Conference on Robotics and Automation (ICRA),2017 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2017.7989189,10.1109/icra.2017.7989189,10.1109/icra.2017.7989189,,proceedings-article,crossref:10.1109/icra.2017.7989189,crossref,crossref,Q3_physical_certificate,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,15,crossref,2026-09-13T22:39:35.824160+00:00,unique,unique,,,,exclude,wrong_robotic_problem,No robotic system or transferable coordination mechanism is explicit in the available metadata.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,physical_feasibility,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,,,,,,,,,,,,,,
C579B64A45269,Minimizing event delay for traffic monitoring using mobile patrol charging robot in wireless rechargeable sensor networks,Minimizing event delay for traffic monitoring using mobile patrol charging robot in wireless rechargeable sensor networks,minimizing event delay for traffic monitoring using mobile patrol charging robot in wireless rechargeable sensor networks,Yinan Zhu,Yinan Zhu,yinan zhu,2017,2017,2017 IEEE 17th International Conference on Communication Technology (ICCT),2017 IEEE 17th International Conference on Communication Technology (ICCT),10.1109/icct.2017.8359770,10.1109/icct.2017.8359770,10.1109/icct.2017.8359770,,proceedings-article,crossref:10.1109/icct.2017.8359770,crossref,crossref,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,1,crossref,2026-09-13T22:39:35.906873+00:00,unique,unique,,,,exclude,no_multi_robot_component,The available metadata describes a single-robot problem without a relevant multi-robot component.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,,,,,,,,,,,,,,
C1CC9C84F2923,On Grasp Quality Measures: Grasp Robustness and Contact Force Distribution in Underactuated and Compliant Robotic Hands,On Grasp Quality Measures: Grasp Robustness and Contact Force Distribution in Underactuated and Compliant Robotic Hands,on grasp quality measures grasp robustness and contact force distribution in underactuated and compliant robotic hands,Maria Pozzi; Monica Malvezzi; Domenico Prattichizzo,Maria Pozzi; Monica Malvezzi; Domenico Prattichizzo,maria pozzi; monica malvezzi; domenico prattichizzo,2017,2017,IEEE Robotics and Automation Letters,IEEE Robotics and Automation Letters,10.1109/lra.2016.2612304,10.1109/lra.2016.2612304,10.1109/lra.2016.2612304,,journal-article,crossref:10.1109/lra.2016.2612304,crossref,crossref,Q3_physical_certificate,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,32,crossref,2026-09-13T22:39:35.823842+00:00,unique,unique,,,,exclude,no_multi_robot_component,The available metadata describes a single-robot problem without a relevant multi-robot component.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,physical_feasibility,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,,,,,,,,,,,,,,
CD3F5AE83E98C,Exploring Bounded Optimal Coordination for Heterogeneous Teams with Cross-Schedule Dependencies,Exploring Bounded Optimal Coordination for Heterogeneous Teams with Cross-Schedule Dependencies,exploring bounded optimal coordination for heterogeneous teams with cross schedule dependencies,G. Ayorkor Korsah,G. Ayorkor Korsah,g. ayorkor korsah,2018,2018,KiltHub Repository,KiltHub Repository,10.1184/r1/6716585,https://doi.org/10.1184/r1/6716585,10.1184/r1/6716585,,article,openalex:https://openalex.org/W2107469507,openalex,openalex,Q5_heterogeneous_local,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,32,openalex,2026-09-13T22:39:35.895423+00:00,unique,unique,,,,exclude,wrong_robotic_problem,No robotic system or transferable coordination mechanism is explicit in the available metadata.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,distributed_coordination;heterogeneous_capabilities,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,,,,,,,,,,,,,,
C2B6004D05A06,"Game theory for multi-access edge computing: survey, use cases, and future trends","Game theory for multi-access edge computing: survey, use cases, and future trends",game theory for multi access edge computing survey use cases and future trends,"Moura, J.; Hutchison, D.","Moura, J.; Hutchison, D.","moura, j.; hutchison, d.",2018,2018,Lancaster EPrints (Lancaster University),Lancaster EPrints (Lancaster University),10.1109/comst.2018.2863030,,10.1109/comst.2018.2863030,,article,openalex:https://openalex.org/W3099237798,openalex,openalex,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,98,openalex,2026-09-13T22:39:35.927415+00:00,unique,unique,,Stage1B DOI recovered via crossref;openalex,,exclude,out_of_domain,Metadata is dominated by a non-robotic or non-transferable application domain.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,game_or_distributed_optimization,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,recovered,crossref;openalex,"[{""accepted"": true, ""doi"": ""10.1109/comst.2018.2863030"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1016/j.adhoc.2022.103044"", ""reason"": ""title_below_threshold"", ""score"": 73.14285714285714, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1002/9781119551713.ch2"", ""reason"": ""title_below_threshold"", ""score"": 61.06870229007634, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.4018/978-1-6684-5700-9.ch012"", ""reason"": ""title_below_threshold"", ""score"": 63.23529411764706, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.36227/techrxiv.21777548"", ""reason"": ""title_below_threshold"", ""score"": 57.53424657534247, ""source"": ""crossref""}, {""accepted"": true, ""doi"": ""10.1109/comst.2018.2863030"", ""reason"": ""accepted_metadata_match"", ""score"": 100.0, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1109/comst.2017.2705720"", ""reason"": ""title_below_threshold"", ""score"": 56.98924731182795, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1186/s40537-019-0197-0"", ""reason"": ""title_below_threshold"", ""score"": 39.69465648854962, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1109/comst.2018.2849509"", ""reason"": ""title_below_threshold"", ""score"": 58.666666666666664, ""source"": ""openalex""}]",,,10.1109/comst.2018.2863030,,,,,,,,,,,,,,,,,,,
C4C075440B034,Multi-Robot Cyber Physical System for Sensing Environmental Variables of Transmission Line,,multi robot cyber physical system for sensing environmental variables of transmission line,"Fan, Fei; Wu, Gongping; Wang, Man; Cao, Qi; Yang, Song",,,2018,,SENSORS,,10.3390/s18093146,,10.3390/s18093146,"The normal operation of a power grid largely depends on the effective monitoring and maintenance of transmission lines, which is a process that has many challenges. The traditional method of the manual or remote inspection of transmission lines is time-consuming, laborious, and inefficient. To address this problem, a novel method has been proposed for the Multi-Robot Cyber Physical System (MRCPS) of a power grid based on inspection robots, a wireless sensor network (WSN), and multi-agent theory to achieve a low-cost, efficient, fault-tolerant, and remote monitoring of power grids. For the sake of an effective monitoring system for smart grids, the very research is conducted focusing on designing a methodology that will realize the efficient, fault-tolerant, and financial balance of a multi-robot team for monitoring transmission lines. Multiple testing scenarios are performed, in which various aspects are explored so as to determine the optimal parameters balancing team performance and financial cost. Furthermore, multi-robot team communication and navigation control in smart grid environments are introduced.",Article,wos:WOS:000446940600405,wos,wos:F01_primary_wos_plaintext_full_record_cited_references.txt,F01_primary,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,WOS:000446940600405,29,wos,2026-09-13T22:39:35.953691+00:00,unique,unique,,,,exclude,out_of_domain,Metadata is dominated by a non-robotic or non-transferable application domain.,title_abstract_metadata,screening_protocol_v1,deterministic_keyword_rules_v2,robustness_or_communication;safety_or_navigation,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,,,,,,,,,,,,,,
C2FCE20776220,Real-time contact force distribution using a polytope hierarchy in the grasp wrench set,Real-time contact force distribution using a polytope hierarchy in the grasp wrench set,real time contact force distribution using a polytope hierarchy in the grasp wrench set,Yu Zheng,Yu Zheng,yu zheng,2018,2018,Robotics and Autonomous Systems,Robotics and Autonomous Systems,10.1016/j.robot.2017.10.014,10.1016/j.robot.2017.10.014,10.1016/j.robot.2017.10.014,,journal-article,crossref:10.1016/j.robot.2017.10.014,crossref,crossref,Q3_physical_certificate,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,4,crossref,2026-09-13T22:39:35.823897+00:00,unique,unique,,,,exclude,wrong_robotic_problem,No robotic system or transferable coordination mechanism is explicit in the available metadata.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,physical_feasibility,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,,,,,,,,,,,,,,
C3A38B6F9A149,A Survey on Machine-Learning Techniques for UAV-Based Communications,A Survey on Machine-Learning Techniques for UAV-Based Communications,a survey on machine learning techniques for uav based communications,Petros S. Bithas; Emmanouel T. Michailidis; Νικόλαος Νομικός; Demosthenes Vouyioukas; Αthanasios G. Kanatas,Petros S. Bithas; Emmanouel T. Michailidis; Νικόλαος Νομικός; Demosthenes Vouyioukas; Αthanasios G. Kanatas,petros s. bithas; emmanouel t. michailidis; νικόλαος νομικός; demosthenes vouyioukas; αthanasios g. kanatas,2019,2019,Sensors,Sensors,10.3390/s19235170,https://doi.org/10.3390/s19235170,10.3390/s19235170,,article,openalex:https://openalex.org/W2990204812,openalex,openalex,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,357,openalex,2026-09-13T22:39:35.927287+00:00,unique,unique,,,,exclude,no_multi_robot_component,The available metadata describes a single-robot problem without a relevant multi-robot component.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,,,,,,,,,,,,,,
