candidate_id,title,title_original,title_norm,authors,authors_original,authors_norm,year,year_original,venue,venue_original,doi,doi_original,doi_norm,abstract,document_type,source_ids,provenance,provenance_sources,provenance_queries,verification_status,metadata_verification_status,evidence_status,screening_status,legacy_seed_id,wos_ut,citation_count,citation_count_source,retrieved_at_utc,duplicate_status,dedup_status,dedup_parent_candidate_id,notes,seed_raw,screening_decision,exclusion_reason,screening_reason,screening_basis,screening_protocol,screening_method,screening_relevant_axes,problem_family,method_family,coordination_architecture,robot_type,heterogeneity,coalition_or_team,physical_transport,contact_or_wrench,local_communication,robustness_or_failures,industrial_context,theoretical_guarantees_claimed,experimental_platform,manual_audit_status,manual_audit_decision,manual_audit_correction,manual_audit_reviewer,doi_recovery_status,doi_recovery_method,doi_recovery_candidates,snowball_anchor_ids,snowball_directions,doi_recovered,identity_resolution,version_relationship,alias_candidate_ids,alias_dois,alias_titles,alias_source_ids,fulltext_status,fulltext_source_url,fulltext_retrieved_at_utc,fulltext_sha256,fulltext_mime_type,fulltext_file_size,fulltext_access_note,fulltext_local_path,fulltext_identity_status,fulltext_identity_note,fulltext_attempted_urls,fulltext_error,fulltext_attempt_count
CCE5406D224AF,069 Work space dynamic control of a mobile robot using range and contact force sensing,069 Work space dynamic control of a mobile robot using range and contact force sensing,069 work space dynamic control of a mobile robot using range and contact force sensing,,,,1994,1994,Control Engineering Practice,Control Engineering Practice,10.1016/0967-0661(94)90651-3,10.1016/0967-0661(94)90651-3,10.1016/0967-0661(94)90651-3,,journal-article,crossref:10.1016/0967-0661(94)90651-3,crossref;stage1c_query_repair,crossref,Q3_physical_certificate;Q14_force_wrench,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,0,crossref,2026-09-13T22:39:35.824117+00:00,unique,unique,,stage1c_metadata_recontact,,exclude,no_multi_robot_component,The available metadata describes a single-robot problem without a relevant multi-robot component.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,physical_feasibility,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,,,,,,,,,,,,,,
C0AB47DB18435,RETRACTED: Large-scale Multi-robot Task Allocation Based on Ant Colony Algorithm (Retracted Article),,retracted large scale multi robot task allocation based on ant colony algorithm retracted article,"Zhang, Yu; Liu, Shuhua; Liu, Jie; Yu, Chenmu",,,2008,,"2008 CHINESE CONTROL AND DECISION CONFERENCE, VOLS 1-11",,10.1109/ccdc.2008.4597703,,10.1109/ccdc.2008.4597703,"This paper discusses robot coalition formation in the large-scale multi-robots system including loosely and tightly-coupled tasks. A task allocation mechanism based on Ant Colony Algorithm is proposed. This method adopts hierarchical architecture. In the high level, we employ Ant Colony Algorithm to find optimal allocations. Namely, each ant forms a task allocation so as to choose an undertaker for every task. hi the low level, each ant forms a task-oriented robot coalition to perform a tightly-coupled task. Simulation results show that the task allocation mechanism is feasible and valid.",Proceedings Paper; Retracted Publication,wos:WOS:000260562701146,wos,wos:F01_primary_wos_plaintext_full_record_cited_references.txt,F01_primary,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,WOS:000260562701146,0,wos,2026-09-13T22:39:35.953589+00:00,unique,unique,,,,exclude,non_research_item,"Metadata identifies front matter, a withdrawn item, supplementary media, index, standard, or another non-research item.",title_abstract_metadata,screening_protocol_v1,deterministic_keyword_rules_v2,allocation_or_coalition,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,,,,,,,,,,,,,,
C12FE7F5876C1,Analysis of Energy-Delay Performance in Multi-hop Wireless Sensor Networks,Analysis of Energy-Delay Performance in Multi-hop Wireless Sensor Networks,analysis of energy delay performance in multi hop wireless sensor networks,Ruifeng Zhang,Ruifeng Zhang,ruifeng zhang,2009,2009,OpenGrey (Institut de l'Information Scientifique et Technique),OpenGrey (Institut de l'Information Scientifique et Technique),,,,,dissertation,openalex:https://openalex.org/W2181935086,openalex,openalex,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,11,openalex,2026-09-13T22:39:35.927607+00:00,unique,unique,,,,exclude,out_of_domain,Metadata is dominated by a non-robotic or non-transferable application domain.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,not_recovered,,"[{""accepted"": false, ""doi"": ""10.3724/sp.j.1087.2010.00134"", ""reason"": ""title_below_threshold"", ""score"": 65.57377049180329, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.5772/13973"", ""reason"": ""title_below_threshold"", ""score"": 59.25925925925925, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.2139/ssrn.4852996"", ""reason"": ""title_below_threshold"", ""score"": 65.15151515151516, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1109/ewsn.2005.1461997"", ""reason"": ""title_below_threshold"", ""score"": 71.94244604316546, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1007/0-306-47311-9_5"", ""reason"": ""title_below_threshold"", ""score"": 56.73758865248226, ""source"": ""crossref""}, {""accepted"": false, ""doi"": ""10.1145/313451.313529"", ""reason"": ""title_below_threshold"", ""score"": 60.0, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1109/jsac.2022.3156632"", ""reason"": ""title_below_threshold"", ""score"": 45.88235294117647, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1145/356989.356998"", ""reason"": ""title_below_threshold"", ""score"": 41.269841269841265, ""source"": ""openalex""}, {""accepted"": false, ""doi"": ""10.1145/863955.863960"", ""reason"": ""title_below_threshold"", ""score"": 42.64705882352941, ""source"": ""openalex""}]",,,,,,,,,,,,,,,,,,,,,,
CC523C0D48FF2,Contact Force Modeling and Feasible Grasp Force Analysis of Power Grasp,Contact Force Modeling and Feasible Grasp Force Analysis of Power Grasp,contact force modeling and feasible grasp force analysis of power grasp,Wenyu YANG,Wenyu YANG,wenyu yang,2010,2010,Journal of Mechanical Engineering,Journal of Mechanical Engineering,10.3901/jme.2010.11.043,10.3901/jme.2010.11.043,10.3901/jme.2010.11.043,,journal-article,crossref:10.3901/jme.2010.11.043,crossref,crossref,Q3_physical_certificate,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,3,crossref,2026-09-13T22:39:35.824136+00:00,unique,unique,,,,exclude,wrong_robotic_problem,No robotic system or transferable coordination mechanism is explicit in the available metadata.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,physical_feasibility,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,,,,,,,,,,,,,,
CA969994974B8,Distributed parameter model and cooperative control of manipulators handling a flexible payload,Distributed parameter model and cooperative control of manipulators handling a flexible payload,distributed parameter model and cooperative control of manipulators handling a flexible payload,Zhiguo Tang; Yuanchun Li,Zhiguo Tang; Yuanchun Li,zhiguo tang; yuanchun li,2010,2010,2010 Sixth International Conference on Natural Computation,2010 Sixth International Conference on Natural Computation,10.1109/icnc.2010.5582901,10.1109/icnc.2010.5582901,10.1109/icnc.2010.5582901,,proceedings-article,crossref:10.1109/icnc.2010.5582901,crossref,crossref,Q7_counterexample_full_conjunction,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,0,crossref,2026-09-13T22:39:35.939069+00:00,unique,unique,,,,exclude,wrong_robotic_problem,No robotic system or transferable coordination mechanism is explicit in the available metadata.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,distributed_coordination,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,,,,,,,,,,,,,,
CB135DA8B0BB0,Joint Conditional Random Fields for Multi-object Tracking with a Mobile Robot,Joint Conditional Random Fields for Multi-object Tracking with a Mobile Robot,joint conditional random fields for multi object tracking with a mobile robot,Ronghua LUO; Huaqing MIN; Shengfeng LIN,Ronghua LUO; Huaqing MIN; Shengfeng LIN,ronghua luo; huaqing min; shengfeng lin,2011,2011,ROBOT,ROBOT,10.3724/sp.j.1218.2011.00279,10.3724/sp.j.1218.2011.00279,10.3724/sp.j.1218.2011.00279,,journal-article,crossref:10.3724/sp.j.1218.2011.00279,crossref,crossref,Q2_sharedload_distributed;Q3_physical_certificate,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,1,crossref,2026-09-13T22:39:35.792219+00:00,unique,unique,,,,exclude,no_multi_robot_component,The available metadata describes a single-robot problem without a relevant multi-robot component.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,selected_single_reviewer,exclude,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,,,,,,,,,,,,,,
CE38FD761C3AF,Technical program,Technical program,technical program,,,,2013,2013,,,10.1109/cdc.2013.6759846,https://doi.org/10.1109/cdc.2013.6759846,10.1109/cdc.2013.6759846,,conference-paper,openalex:https://openalex.org/W4232651333,openalex,openalex,Q2_sharedload_distributed,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,0,openalex,2026-09-13T22:39:35.814238+00:00,unique,review_near_duplicate,,,,exclude,non_research_item,"Metadata identifies front matter, a withdrawn item, supplementary media, index, standard, or another non-research item.",title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,retain_distinct_work,distinct_work,,,,,,,,,,,,,,,,,
C562661782980,Improving Human-Robot Object Exchange by Online Force Classification,Improving Human-Robot Object Exchange by Online Force Classification,improving human robot object exchange by online force classification,Wuwei He; Daniel Sidobre,Wuwei He; Daniel Sidobre,wuwei he; daniel sidobre,2015,2015,Journal of Human-Robot Interaction,Journal of Human-Robot Interaction,10.5898/jhri.4.1.he,10.5898/jhri.4.1.he,10.5898/jhri.4.1.he,,journal-article,crossref:10.5898/jhri.4.1.he,crossref,crossref,Q3_physical_certificate,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,7,crossref,2026-09-13T22:39:35.824038+00:00,unique,unique,,,,exclude,no_multi_robot_component,The available metadata describes a single-robot problem without a relevant multi-robot component.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,,,,,,,,,,,,,,
C1E92D88C2221,Object grasping by combining caging and force closure,Object grasping by combining caging and force closure,object grasping by combining caging and force closure,Qujiang Lei; Martijn Wisse,Qujiang Lei; Martijn Wisse,qujiang lei; martijn wisse,2016,2016,"2016 14th International Conference on Control, Automation, Robotics and Vision (ICARCV)","2016 14th International Conference on Control, Automation, Robotics and Vision (ICARCV)",10.1109/icarcv.2016.7838638,10.1109/icarcv.2016.7838638,10.1109/icarcv.2016.7838638,,proceedings-article,crossref:10.1109/icarcv.2016.7838638,crossref,crossref,Q3_physical_certificate,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,11,crossref,2026-09-13T22:39:35.823876+00:00,unique,unique,,,,exclude,wrong_robotic_problem,No robotic system or transferable coordination mechanism is explicit in the available metadata.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,physical_feasibility,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,,,,,,,,,,,,,,
CA9387FD7ED82,Shifting an Object by Robot Using Haptic Shared Control System,Shifting an Object by Robot Using Haptic Shared Control System,shifting an object by robot using haptic shared control system,,,,2016,2016,International Journal of Science and Research (IJSR),International Journal of Science and Research (IJSR),10.21275/v5i5.nov163159,10.21275/v5i5.nov163159,10.21275/v5i5.nov163159,,journal-article,crossref:10.21275/v5i5.nov163159,crossref;stage1c_query_repair,crossref,Q2_sharedload_distributed;Q13_collective_transport,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,0,crossref,2026-09-13T22:39:35.791982+00:00,unique,unique,,stage1c_metadata_recontact,,exclude,no_multi_robot_component,The available metadata describes a single-robot problem without a relevant multi-robot component.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,selected_single_reviewer,exclude,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,,,,,,,,,,,,,,
