method,method_label,n,safe_transport_success,safe_transport_success_ci95_low,safe_transport_success_ci95_high,target_reached,target_reached_ci95_low,target_reached_ci95_high,any_collision,any_collision_ci95_low,any_collision_ci95_high,timeout,timeout_ci95_low,timeout_ci95_high,time_to_target_s,time_to_target_s_ci95_low,time_to_target_s_ci95_high,final_position_error_m,final_position_error_m_ci95_low,final_position_error_m_ci95_high,min_clearance_m,min_clearance_m_ci95_low,min_clearance_m_ci95_high,exec_barrier_violation_rate,exec_barrier_violation_rate_ci95_low,exec_barrier_violation_rate_ci95_high,guard_intervention_norm,guard_intervention_norm_ci95_low,guard_intervention_norm_ci95_high,wrench_realization_rmse,wrench_realization_rmse_ci95_low,wrench_realization_rmse_ci95_high,saturation_fraction,saturation_fraction_ci95_low,saturation_fraction_ci95_high,positive_hamiltonian_delta_rate,positive_hamiltonian_delta_rate_ci95_low,positive_hamiltonian_delta_rate_ci95_high,mechanical_work_j,mechanical_work_j_ci95_low,mechanical_work_j_ci95_high,messages,messages_ci95_low,messages_ci95_high,runtime_wall_s,runtime_wall_s_ci95_low,runtime_wall_s_ci95_high
pose_pd_raw,Pose PD (RAW),36,0.2222222222222222,0.08333333333333333,0.3611111111111111,0.2222222222222222,0.08333333333333333,0.3611111111111111,0.7777777777777778,0.6388888888888888,0.8888888888888888,0.0,0.0,0.0,41.266666666666666,38.93333333333333,43.13333333333334,3.9995287455427087,2.5670093915618235,5.580250069009514,0.11235858737331826,-0.004812790359276244,0.2630381886175453,0.2677020714571097,0.20623037547929404,0.33421443672205303,0.0,0.0,0.0,1.1019061390220581e-15,9.71842479289756e-16,1.2404393181016197e-15,0.0,0.0,0.0,0.0,0.0,0.0,189.2320565145852,179.07233053435817,199.4534704310912,0.0,0.0,0.0,0.12055796944494229,0.09522367743146687,0.14529411055433833
apf_wrench_heuristic,APF wrench heuristic,36,0.3333333333333333,0.19444444444444445,0.5,0.3333333333333333,0.19444444444444445,0.4722222222222222,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.19444444444444445,0.5,41.0,38.86666666666667,42.93333333333333,6.586751363564168,5.04367131404453,8.013773412060642,0.39783536624521804,0.25229374446450337,0.5552850868406193,0.06868257020321632,0.04626867997115643,0.09400273793000843,0.0,0.0,0.0,1.051400179815969e-15,8.950235221112257e-16,1.2202095503720109e-15,0.0,0.0,0.0,0.14220899470899473,0.08424812610229276,0.2023317901234567,171.1171574583714,157.33057447720824,185.7498014846794,0.0,0.0,0.0,0.20468439722268764,0.15513205347314293,0.25719483145670285
velocity_obstacle_proxy,Velocity-obstacle proxy,36,0.6666666666666666,0.5,0.8333333333333334,0.6666666666666666,0.5,0.8055555555555556,0.3333333333333333,0.19444444444444445,0.5,0.0,0.0,0.0,34.42916666666667,31.886875000000003,37.05010416666667,3.634984047347832,2.2082631970070956,5.297016846945807,0.3604818639067123,0.21320700007802723,0.5121228436291893,0.12451114745522822,0.10249085676008846,0.14664166036559761,0.0,0.0,0.0,36.4690869071864,1.0801031819267764e-15,92.25837932630927,0.0002183465705941756,0.0,0.0005543955893992739,0.008470822263174043,0.005447007946434526,0.011474737586994249,206.48716382735495,187.03513260488228,225.37523161603187,0.0,0.0,0.0,0.14970715833381595,0.11356773472673215,0.1847189019449312
cbf_wrench_local,Local CBF wrench filter,36,0.6666666666666666,0.5,0.8055555555555556,0.6666666666666666,0.5,0.8055555555555556,0.0,0.0,0.0,0.3333333333333333,0.19444444444444445,0.4722222222222222,38.19583333333333,35.9040625,40.40875,2.947641099969511,1.8234703495410602,4.084386236324026,0.27365595030043527,0.168842841681761,0.41648930486271607,0.06441399008814738,0.016988139825218476,0.1225384935497295,3184.210527486554,2349.6005200881823,4102.096164477666,7.469366705116776e-16,6.890736634032559e-16,8.056216803062474e-16,0.0,0.0,0.0,0.04903217856639909,0.029111331150542177,0.07009710340092944,196.72686145379683,188.4503338968954,204.96006062044,4074.222222222222,3483.4944444444445,4686.516666666666,0.27338698055730976,0.23115763826303415,0.320093343823343
damped_hamiltonian_raw,Damped Hamiltonian (RAW),36,0.16666666666666666,0.05555555555555555,0.3055555555555556,0.16666666666666666,0.05555555555555555,0.3055555555555556,0.8333333333333334,0.6944444444444444,0.9444444444444444,0.0,0.0,0.0,42.925000000000004,41.19583333333333,44.30833333333333,4.361663713065085,2.996911438850502,5.869915760515221,0.09761144593456085,-0.022318484228698244,0.2540018404903491,0.2574585503319671,0.1964825411154036,0.32173503336145387,0.0,0.0,0.0,1.1039743670716309e-15,9.584435488084976e-16,1.260002313357669e-15,0.0,0.0,0.0,0.0,0.0,0.0,176.04859833760017,165.94199399558,184.90678692814984,0.0,0.0,0.0,0.11791864444482296,0.09583253048691,0.14076363173739484
damped_hamiltonian_cbf,Damped Hamiltonian + CBF,36,0.6111111111111112,0.4444444444444444,0.7777777777777778,0.6111111111111112,0.4444444444444444,0.7777777777777778,0.0,0.0,0.0,0.3888888888888889,0.2222222222222222,0.5555555555555556,40.599999999999994,38.808125000000004,42.3459375,2.9529964488897935,1.8293849279349421,4.289687838097891,0.26363165479965767,0.15895335511311104,0.394293639375983,0.06846939629439158,0.022569005594819176,0.12698435902978442,3381.636441643374,2414.200799788461,4301.136073408038,7.603778132246472e-16,6.963807550365638e-16,8.238986390096623e-16,0.0,0.0,0.0,0.04950899078666314,0.029447492622342405,0.07006346876879764,185.6411232060228,177.6547373846877,193.69656587972148,4330.666666666667,3729.472222222222,4970.233333333334,0.287249897222662,0.24958226486301607,0.3288755107622516
distributed_preview_cbf,Distributed preview-CBF,36,0.4166666666666667,0.25,0.5833333333333334,0.4166666666666667,0.25,0.5833333333333334,0.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.75,40.62083333333333,38.50354166666667,42.4709375,2.96688887171967,1.841379708700428,4.297281001301324,0.3124474486860649,0.1951204133883468,0.4487580236832809,0.06548254268950456,0.02069702072425255,0.12300386167898895,3230.3165352848014,2378.99499634962,4133.700789141339,7.916744118023951e-16,7.366114734699403e-16,8.495906130641312e-16,0.0,0.0,0.0,0.0521484212293025,0.03224899808170401,0.07409062374715158,182.75612730322942,174.05472161592104,191.18081194811094,4332.888888888889,3704.5666666666666,4927.377777777777,0.28762821666896343,0.24912310777902652,0.3293479693744909
centralized_preview_reference,Centralized preview reference,36,0.16666666666666666,0.05555555555555555,0.27847222222221846,0.16666666666666666,0.05555555555555555,0.2777777777777778,0.0,0.0,0.0,0.8333333333333334,0.6944444444444444,0.9444444444444444,43.375,42.020833333333336,44.458333333333336,3.860004748863851,2.686137559509701,5.0204483279518275,0.26976597392333973,0.1678470939772565,0.4075092637680175,0.0662962962962963,0.021849537037037035,0.1233449074074073,4125.348889230245,3274.193245841586,4958.528491791833,7.94416716414246e-16,7.097722524218938e-16,8.871811000631239e-16,0.0,0.0,0.0,0.1234259259259259,0.07517592592592592,0.17463194444444438,203.57416073530595,180.26646770198982,228.9462063646261,19277.777777777777,14712.319444444443,24039.694444444445,0.3234268305564506,0.2823295891642475,0.36686480680705746
