experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,assigned_robot_rate,collision_risk_rate,communication_messages,communication_radius_m,complexity_score,energy_proxy_wh,estimated_memory_mb,false_positive_rate,force_error_n_mean,loads_per_robot,mean_travel_distance_m,messages_per_robot,method_communication_pattern,method_comparison_group,method_execution_model,method_family,method_ownership,method_scope,method_trainable_parameters,method_training_type,method_tuned_parameters,method_uses_decoder,method_uses_neural_policy,method_variant,mobile_conflict_rate,mobile_obstacle_count,n_loads,n_robots,obstacle_count,obstacle_intersection_rate,performance_gap_vs_reference,reference_score_value,route_crossing_rate,runtime_ms,scalar_feasible_rate,score_value,solved,solved_rate,task_completion_rate,throughput_tasks_per_min,timeout,timeout_rate,torque_error_nm_mean,total_travel_distance_m,transport_success_rate,warehouse_archetype,world_size_m,wrench_feasible_rate,wrench_residual_norm_mean
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,centralized_hungarian_expanded,Centralized Hungarian expanded,0.4,0.0,5,15.108241808752197,125.0,0.916679057198569,24.00012,0.0,27.196057384872816,0.2,13.91395434628462,1.0,global_all_robot_load_slots,baseline_classic_centralized_scale,centralized_expanded_assignment,classic,baseline,centralized,0,none,1,False,False,expanded_slot_hungarian_polynomial_but_scalar,0.0,1,1,5,4,0.0,0.0,-0.17046708843089406,0.0,0.09099999442696571,0.0,-0.16905845214984241,True,1.0,0.0,0.0,False,0.0,13.691501778161125,13.91395434628462,0.0,fleet_ladder_extended,30.186917696247164,0.0,0.29081530740035555
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,centralized_coalition_oracle,Centralized coalition oracle,0.4,0.0,5,15.108241808752197,32.0,0.915147500420978,24.00012,0.0,12.931325027776506,0.2,13.890707375695733,1.0,global_all_subsets,reference_model_based_oracle_centralized_scale,centralized_subset_coalition_search,model_based_oracle,reference,centralized,0,none,2,False,False,exact_like_small_scale_coalition_search_timeout_large,0.0,1,1,5,4,0.0,0.0,-0.17046708843089406,0.0,1.7785999225452542,0.0,-0.17046708843089406,True,1.0,0.0,0.0,False,0.0,43.59462079831835,13.890707375695733,0.0,fleet_ladder_extended,30.186917696247164,0.0,0.5485488728126762
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,centralized_time_expanded_mpc,Centralized time-expanded MPC,0.4,0.0,5,15.108241808752197,1728.0,0.9056518483999144,0.002304,0.0,12.931325027776506,0.2,13.74657615804464,1.0,global_time_expanded_state,baseline_sota_centralized_scale,centralized_time_expanded_mpc,sota,baseline,centralized,0,none,8,False,False,time_expanded_mpc_timeout_large,0.0,1,1,5,4,0.0,0.0,-0.17046708843089406,0.0,0.16259995754808187,0.0,-0.16712151385408378,True,1.0,0.0,0.0,False,0.0,43.59462079831835,13.74657615804464,0.0,fleet_ladder_extended,30.186917696247164,0.0,0.5485488728126762
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,classic_local_greedy,Classic local greedy,0.4,0.0,14,15.108241808752197,5.0,0.9172916799096054,2.000048,0.0,27.196057384872816,0.2,13.923253134520174,2.8,local_distance_beacons,baseline_classic_decentralized_scale,distributed_nearest_greedy,classic,baseline,decentralized,0,none,2,False,False,nearest_local_greedy,0.0,1,1,5,4,0.0,0.0017523784891480152,-0.17046708843089406,0.0,0.1420000335201621,0.0,-0.17282103764776224,True,1.0,0.0,0.0,False,0.0,13.691501778161125,13.923253134520174,0.0,fleet_ladder_extended,30.186917696247164,0.0,0.29081530740035555
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,cbba_partitioned,CBBA partitioned,0.4,0.0,14,15.108241808752197,11.60964047443681,0.9125438538990736,2.000048,0.0,27.196057384872816,0.2,13.851187525694627,2.8,zone_auction_bids,baseline_sota_decentralized_scale,partitioned_cbba_auction,sota,baseline,decentralized,0,none,6,False,False,partitioned_cbba_like_auction,0.0,1,1,5,4,0.0,0.0011979225684847904,-0.17046708843089406,0.0,0.26110000908374786,0.0,-0.17207535031741927,True,1.0,0.0,0.0,False,0.0,13.691501778161125,13.851187525694627,0.0,fleet_ladder_extended,30.186917696247164,0.0,0.29081530740035555
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,auction_market_local,Auction market local,0.4,0.0,14,15.108241808752197,11.60964047443681,0.9130033209323508,2.000048,0.0,27.196057384872816,0.2,13.858161616871293,2.8,local_prices_and_bids,baseline_sota_decentralized_scale,local_market_auction,sota,baseline,decentralized,0,none,6,False,False,local_market_auction,0.0,1,1,5,4,0.0,0.0011572924112107504,-0.17046708843089406,0.0,0.12280000373721123,0.0,-0.17202073940619272,True,1.0,0.0,0.0,False,0.0,13.691501778161125,13.858161616871293,0.0,fleet_ladder_extended,30.186917696247164,0.0,0.29081530740035555
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,ours_primal_dual_spatial,Ours primal-dual spatial,0.4,0.0,14,15.108241808752197,5.0,0.909940207377169,2.000048,0.0,12.931325027776506,0.2,13.81166767569352,2.8,local_deficit_capacity_prices,proposed_model_based_decentralized_scale,distributed_primal_dual_prices,model_based,proposed,decentralized,0,model_based_tuning_optional,9,False,False,spatial_primal_dual_capacity_prices,0.0,1,1,5,4,0.0,0.0007465509613315276,-0.17046708843089406,0.0,0.12889993377029896,0.0,-0.17146891204209255,True,1.0,0.0,0.0,False,0.0,43.59462079831835,13.81166767569352,0.0,fleet_ladder_extended,30.186917696247164,0.0,0.5485488728126762
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,ours_tensor_quorum_flow,Ours tensor quorum flow,0.4,0.0,14,15.108241808752197,15.509775004326936,0.9074897165330235,2.000048,0.0,12.931325027776506,0.2,13.774472522751303,2.8,local_density_tensor_field,proposed_model_based_decentralized_scale,distributed_tensor_quorum_flow,model_based,proposed,decentralized,0,model_based_tuning_optional,11,False,False,tensor_quorum_flow_density_obstacle_aware,0.0,1,1,5,4,0.0,0.0004984200940066772,-0.17046708843089406,0.0,0.24209998082369566,0.0,-0.17113577025383933,True,1.0,0.0,0.0,False,0.0,43.59462079831835,13.774472522751303,0.0,fleet_ladder_extended,30.186917696247164,0.0,0.5485488728126762
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,ours_wrench_market_hierarchical,Ours wrench-market hierarchical,0.4,0.0,15,15.108241808752197,15.509775004326936,0.9084086505995781,2.000048,0.0,12.931325027776506,0.2,13.788420705104635,3.0,zone_summaries_plus_local_wrench_bids,proposed_model_based_hierarchical_scale,hierarchical_wrench_market,model_based,proposed,hierarchical,0,model_based_tuning_optional,13,False,False,zone_hierarchical_wrench_market,0.0,1,1,5,4,0.0,0.0008474659710179888,-0.17046708843089406,0.0,0.143399927765131,0.0,-0.17160444838902075,True,1.0,0.0,0.0,False,0.0,43.59462079831835,13.788420705104635,0.0,fleet_ladder_extended,30.186917696247164,0.0,0.5485488728126762
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,ours_mean_field_approximation,Ours mean-field approximation,0.4,0.0,6,15.108241808752197,5.0,0.91147176415476,2.000048,0.0,27.196057384872816,0.2,13.834914646282407,1.2,aggregate_density_broadcasts,proposed_model_based_decentralized_scale,mean_field_density_controller,model_based,proposed,decentralized,0,model_based_tuning_optional,7,False,False,mean_field_density_allocation,0.0,1,1,5,4,0.0,0.0,-0.17046708843089406,0.0,0.12509990483522415,0.0,-0.1685440756602241,True,1.0,0.0,0.0,False,0.0,13.691501778161125,13.834914646282407,0.0,fleet_ladder_extended,30.186917696247164,0.0,0.29081530740035555
