alpha,alternative,ci95_high,ci95_low,class,effect,effect_name,effect_size,effect_size_name,id,methods,metric,n_pairs,null_hypothesis,p_value,p_value_holm,p_value_raw,rank_biserial,reject,reject_holm,reject_raw,statistic
0.05,,nan,nan,SpearmanScalingHypothesis,0.6936879756192961,spearman_rho,0.6936879756192961,spearman_rho,H8.1_centralized_oracle_timeout_increases_with_scale,centralized_coalition_oracle,timeout_rate,2000,,4.9276781551115695e-287,4.9276781551115695e-287,4.9276781551115695e-287,nan,True,True,True,0.6936879756192961
0.05,ours_wrench_market_hierarchical > classic_local_greedy,0.10620556984822167,0.09489756965674111,PairedSuperiorityHypothesis,0.10080720974358974,ours_wrench_market_hierarchical-classic_local_greedy task_completion_rate,0.7790799276233265,cohens_dz,H8.2_ours_hierarchical_higher_completion_than_classic_local,ours_wrench_market_hierarchical vs classic_local_greedy,task_completion_rate,2000,,1.393640003550341e-300,4.180920010651023e-300,1.393640003550341e-300,0.9662615718933313,True,True,True,
0.05,ours_wrench_market_hierarchical > centralized_hungarian_expanded,0.16899341879487179,0.15637929355500413,PairedSuperiorityHypothesis,0.1628023440198511,ours_wrench_market_hierarchical-centralized_hungarian_expanded wrench_feasible_rate,1.1668016246700657,cohens_dz,H8.3_ours_hierarchical_higher_wrench_feasibility_than_hungarian,ours_wrench_market_hierarchical vs centralized_hungarian_expanded,wrench_feasible_rate,2000,,3.2226256717948233e-299,6.445251343589647e-299,3.2226256717948233e-299,0.962904870925608,True,True,True,
