step,time_s,x_m,y_m,theta_rad,theta_deg,vx_m_s,vy_m_s,omega_rad_s,desired_fx_n,desired_fy_n,desired_tau_nm,achieved_fx_n,achieved_fy_n,achieved_tau_nm,residual_norm,hamiltonian,kinetic_energy,potential_energy,lambda_sum_n,lambda_max_n,payoff_sum
0,0.0,0.059543048922493895,0.24569079637844676,-0.4886921905584123,-28.0,0.0,0.0,0.0,72.77553633663521,34.14651292313281,42.027528388023455,59.44491138967738,9.075253785813718,42.02752838802007,0.2988942866526226,126.57458602460952,0.0,126.57458602460952,111.07548138788786,35.92066893454872,35.702300347608144
1,0.04,0.06192084537808099,0.24605380652987932,-0.4871548909869703,-27.911919222709106,0.059444911389677384,0.009075253785813718,0.03843248928605379,71.38690320657236,33.9345149946962,39.678534642859866,58.52156282074324,9.648333716047032,39.678534642602344,0.2892986234947772,126.42929322799554,0.1046256051179085,126.32466762287764,104.95705588076301,35.92066892814976,35.718636871807206
2,0.08,0.06662167087308091,0.24680002745381802,-0.48425056219571383,-27.745513440651777,0.11752063737499804,0.018655523098467148,0.07260821978140677,69.94940916806529,33.698377558403905,37.54666960698351,57.62744198410216,10.273718919671765,37.54666960698347,0.27860863397935826,126.2345220000607,0.39848459310748874,125.83603740695321,99.84350790740106,35.920668928386206,35.7309220556962
3,0.12,0.07359233785623241,0.24795160047761403,-0.4801321899918727,-27.50954809490769,0.17426667457878772,0.02878932559490041,0.10295930509603346,68.46399367215477,33.43628042067331,35.610290066398356,56.751051164880806,10.945079081281952,35.61029006639835,0.2669302584313591,125.97545381178475,0.8557983433110373,125.11965546847371,95.35629539372445,35.920668928644524,35.74071112093998
4,0.16,0.08278076688360551,0.24953233986698284,-0.47493721567371594,-27.211897991798455,0.22971072568432763,0.03951848473422061,0.12987435795392152,66.93181796090221,33.14649378036973,33.849927614016664,55.88205233093389,11.656952872784203,33.849927614016664,0.2543576318175357,125.64174278664103,1.4554775381619707,124.18626524847906,91.18848084405815,35.920668928922616,35.74878285848174
5,0.2,0.09413556478651068,0.25156750182584275,-0.46878910104344973,-26.859636971521567,0.28386994757262907,0.050879048971498156,0.15370286575665548,65.35425195066081,32.82736586054839,32.24806993620517,55.0112221944881,12.404495325214281,32.24806993620517,0.24097491402641463,125.22653190465368,2.180105548822428,123.04642635583126,85.03549727415675,35.92066892921863,35.75524890129267
6,0.24,0.10760565059292358,0.25408357988301983,-0.46179873600086996,-26.459118557325958,0.3367521451603225,0.0629019514294262,0.1747591260644985,63.73286068631352,32.47731535252995,30.78896409654236,54.130397949219685,13.183291643741708,30.788964096542365,0.22685777000316698,124.7256729532808,3.0151249552645947,121.71054799801621,83.54679613755339,35.92066892953088,35.76079262684042
7,0.28,0.12313992667375717,0.2571081190205177,-0.4540657045505414,-26.0160484923802,0.3883569020208397,0.07561347843744722,0.1933257862582169,62.069390648633785,32.09482742767855,29.45843960431006,53.23241868652518,13.989222927062789,29.45843960431006,0.21207456687681853,124.13711023079415,3.9481889552487126,120.18892127554544,93.53026980549893,35.92066892985787,35.755173145973586
8,0.32,0.14068699243144553,0.26066954303156686,-0.4456794234628849,-25.535549980247104,0.4386766439422086,0.08903560027622914,0.20965702719140833,60.36575609060227,31.678452330849684,28.243749277864204,52.311065487811,14.81837205812197,28.243749277864204,0.19668734347025696,123.46039565529047,4.968646581336157,118.49174907395431,83.52588446849056,35.92066893019822,35.76985623129543
9,0.36,0.16019489781546364,0.26479699124485806,-0.43672016639730815,-25.02222236281679,0.48769763460045307,0.1031862053322794,0.22398142663942178,58.62402551306428,31.226805780364682,27.133426113147248,51.361001912279924,15.666960362135512,27.133426113147245,0.1807525975613593,122.69630914073682,6.0671364719297625,116.62917266880706,83.65839649029294,35.920668930550676,35.77302847578642
10,0.4,0.18161093398559283,0.26952016201103496,-0.42725998500731954,-24.48019389574224,0.5354009042532296,0.11807926915442282,0.2365045347497196,56.84640835091879,30.73857057022751,26.117154547609687,50.37771581355597,16.531307539440704,26.117154547609687,0.16432192778881377,121.84656313191489,7.235268671293725,114.61129446062117,75.35181803658443,35.920668930914104,35.77750235357748
