experiment_id,mode,scenario_generator,scenario_variant_id,seed,method,allocation_runtime_ms,n_robots,n_loads,frames,mass_kg,inertia_kg_m2,final_position_error_m,final_orientation_error_deg,initial_hamiltonian,final_hamiltonian,hamiltonian_drop,mean_residual_norm,max_torque_nm,slot_coverage_ratio,assigned_robots
SP3_POSE_euler_lagrange_transport,pose_transport,pose_transport_rotate,pose_transport_rotate_v00,5200,wrench_oracle,1242.1270998893306,6,1,321,40.0,43.74166666666667,0.3566072361257778,0.08100470599657282,126.57458602460952,2.2226621128552457,124.35192391175427,0.1713628342688072,42.02752838802007,1.0,4
