check_id,check_family,method_family,method_variant,fitness_id,rounding_id,world_seed,method_seed,N,K,expected_value,observed_value,absolute_error,relative_error,tolerance,passed,runtime_wall,config_hash,git_hash,timestamp_utc
G3_IBR_simplex,simplex,population,IBR,LIN,QR1,8205,,6,6,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0002220446049250313,1e-06,True,0.2294000005349517,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G3_IBR_nonnegative,non_negativity,population,IBR,LIN,QR1,8205,,6,6,0.0,0.0,0.0,0.0,1e-09,True,0.1965999836102128,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G3_IBR_mass,mass_conservation,population,IBR,LIN,QR1,8205,,6,6,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0002220446049250313,1e-06,True,0.19180006347596645,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G3_IBR_potential_recorded,potential_monotonicity,audit,IBR,,,8205,,6,6,True,15,14.0,14.0,0.0,True,0.0017998972907662392,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G3_GPC_simplex,simplex,population,GPC,LIN,QR1,8206,,6,6,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0002220446049250313,1e-06,True,0.29230001382529736,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G3_GPC_nonnegative,non_negativity,population,GPC,LIN,QR1,8206,,6,6,0.0,0.0,0.0,0.0,1e-09,True,0.175400055013597,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G3_GPC_mass,mass_conservation,population,GPC,LIN,QR1,8206,,6,6,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0002220446049250313,1e-06,True,0.16900000628083944,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G3_GPC_potential_recorded,potential_monotonicity,audit,GPC,,,8206,,6,6,True,0,1.0,1.0,0.0,True,0.00200001522898674,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G3_HYB_simplex,simplex,population,HYB,LIN,QR1,8207,,6,6,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0002220446049250313,1e-06,True,0.2902999985963106,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G3_HYB_nonnegative,non_negativity,population,HYB,LIN,QR1,8207,,6,6,0.0,0.0,0.0,0.0,1e-09,True,0.25429995730519295,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G3_HYB_mass,mass_conservation,population,HYB,LIN,QR1,8207,,6,6,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0002220446049250313,1e-06,True,0.24189997930079699,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G3_HYB_potential_recorded,potential_monotonicity,audit,HYB,,,8207,,6,6,True,0,1.0,1.0,0.0,True,0.002500019036233425,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G4_GRD_no_oracle_access,oracle_leakage,audit,GRD,,,8300,,6,6,True,,,,0.0,True,0.00609993003308773,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G4_DA_no_oracle_access,oracle_leakage,audit,DA,,,8300,,6,6,True,,,,0.0,True,0.003400025889277458,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G4_REP_no_oracle_access,oracle_leakage,audit,REP,,,8300,,6,6,True,,,,0.0,True,0.0037999125197529793,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G4_SMI_no_oracle_access,oracle_leakage,audit,SMI,,,8300,,6,6,True,,,,0.0,True,0.0035999109968543053,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G4_HYB_no_oracle_access,oracle_leakage,audit,HYB,,,8300,,6,6,True,,,,0.0,True,0.0033999094739556313,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G6_case_0_j,oracle_correctness,audit,HUN,,,8400,,2,3,0.3422528831623825,0.3422528831623825,0.0,0.0,1e-09,True,0.002300017513334751,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G6_case_0_coverage,oracle_correctness,audit,HUN,,,8400,,2,3,2,2,0.0,0.0,0.0,True,0.001300009898841381,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G6_case_0_nr,oracle_correctness,audit,HUN,,,8400,,2,3,0.0,0.0,0.0,0.0,1e-09,True,0.00100000761449337,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G6_case_1_j,oracle_correctness,audit,HUN,,,8401,,3,3,0.4657902324341179,0.4657902324341179,0.0,0.0,1e-09,True,0.002100015990436077,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G6_case_1_coverage,oracle_correctness,audit,HUN,,,8401,,3,3,3,3,0.0,0.0,0.0,True,0.001300009898841381,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G6_case_1_nr,oracle_correctness,audit,HUN,,,8401,,3,3,0.0,0.0,0.0,0.0,1e-09,True,0.000900006853044033,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G6_case_2_j,oracle_correctness,audit,HUN,,,8402,,4,2,0.39164141153671417,0.39164141153671417,0.0,0.0,1e-09,True,0.001900014467537403,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G6_case_2_coverage,oracle_correctness,audit,HUN,,,8402,,4,2,2,2,0.0,0.0,0.0,True,0.001100008375942707,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G6_case_2_nr,oracle_correctness,audit,HUN,,,8402,,4,2,0.0,0.0,0.0,0.0,1e-09,True,0.00100000761449337,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G6_case_3_j,oracle_correctness,audit,HUN,,,8403,,5,5,1.2169094217079153,1.2169094217079153,0.0,0.0,1e-09,True,0.002800021320581436,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G6_case_3_coverage,oracle_correctness,audit,HUN,,,8403,,5,5,5,5,0.0,0.0,0.0,True,0.0012998934835195541,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G6_case_3_nr,oracle_correctness,audit,HUN,,,8403,,5,5,0.0,0.0,0.0,0.0,1e-09,True,0.000900006853044033,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G6_case_4_j,oracle_correctness,audit,HUN,,,8404,,6,4,0.28620106304578113,0.28620106304578113,0.0,0.0,1e-09,True,0.002500019036233425,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G6_case_4_coverage,oracle_correctness,audit,HUN,,,8404,,6,4,4,4,0.0,0.0,0.0,True,0.0012998934835195541,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G6_case_4_nr,oracle_correctness,audit,HUN,,,8404,,6,4,0.0,0.0,0.0,0.0,1e-09,True,0.001100008375942707,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G5_HUN_runtime_not_lookup_N8,runtime_correctness,audit,HUN,,,8508,,8,8,True,"{""lookup"": 0.00012500095181167126, ""solve"": 0.004887493560090661}",,,0.0,True,0.008300063200294971,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G5_HUN_runtime_not_lookup_N16,runtime_correctness,audit,HUN,,,8516,,16,16,True,"{""lookup"": 0.00011248630471527576, ""solve"": 0.00693750916980207}",,,0.0,True,0.005600042641162872,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
G5_HUN_runtime_not_lookup_N32,runtime_correctness,audit,HUN,,,8532,,32,32,True,"{""lookup"": 0.00013750104699283838, ""solve"": 0.016575009794905782}",,,0.0,True,0.005800044164061546,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_000,b0_budget_execution,audit,REP,,,7000,,4,3,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005500041879713535,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_001,b0_budget_execution,audit,SMI,,,7001,,8,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005299923941493034,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_002,b0_budget_execution,audit,BNN,,,7002,,12,9,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005899928510189056,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_003,b0_budget_execution,audit,LOG,,,7003,,4,4,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005200039595365524,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_004,b0_budget_execution,audit,PROJ,,,7004,,8,8,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005999929271638393,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_005,b0_budget_execution,audit,IBR,,,7005,,12,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005500041879713535,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_006,b0_budget_execution,audit,GPC,,,7006,,4,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.0037999125197529793,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_007,b0_budget_execution,audit,HYB,,,7007,,8,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.0078000593930482864,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_008,b0_budget_execution,audit,REP,,,7008,,12,18,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005999929271638393,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_009,b0_budget_execution,audit,SMI,,,7009,,4,3,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005499925464391708,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_010,b0_budget_execution,audit,BNN,,,7010,,8,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.00500003807246685,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_011,b0_budget_execution,audit,LOG,,,7011,,12,9,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005800044164061546,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_012,b0_budget_execution,audit,PROJ,,,7012,,4,4,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.00509992241859436,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_013,b0_budget_execution,audit,IBR,,,7013,,8,8,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.004999921657145023,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_014,b0_budget_execution,audit,GPC,,,7014,,12,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.006499933078885078,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_015,b0_budget_execution,audit,HYB,,,7015,,4,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005100038833916187,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_016,b0_budget_execution,audit,REP,,,7016,,8,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.006199930794537067,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_017,b0_budget_execution,audit,SMI,,,7017,,12,18,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.0066999346017837524,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_018,b0_budget_execution,audit,BNN,,,7018,,4,3,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005100038833916187,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_019,b0_budget_execution,audit,LOG,,,7019,,8,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005900044925510883,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_020,b0_budget_execution,audit,PROJ,,,7020,,12,9,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005999929271638393,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_021,b0_budget_execution,audit,IBR,,,7021,,4,4,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005200039595365524,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_022,b0_budget_execution,audit,GPC,,,7022,,8,8,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005600042641162872,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_023,b0_budget_execution,audit,HYB,,,7023,,12,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.0073999399319291115,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_024,b0_budget_execution,audit,REP,,,7024,,4,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005200039595365524,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_025,b0_budget_execution,audit,SMI,,,7025,,8,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005799927748739719,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_026,b0_budget_execution,audit,BNN,,,7026,,12,18,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005700043402612209,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_027,b0_budget_execution,audit,LOG,,,7027,,4,3,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005100038833916187,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_028,b0_budget_execution,audit,PROJ,,,7028,,8,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005900044925510883,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_029,b0_budget_execution,audit,IBR,,,7029,,12,9,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.00600004568696022,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_030,b0_budget_execution,audit,GPC,,,7030,,4,4,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005299923941493034,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_031,b0_budget_execution,audit,HYB,,,7031,,8,8,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005399924702942371,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_032,b0_budget_execution,audit,REP,,,7032,,12,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005400041118264198,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
B0_budget_033,b0_budget_execution,audit,SMI,,,7033,,4,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005199923180043697,f3244aff263a5aae,72418e13f1be,2026-07-11T01:29:06.468321+00:00
