experiment_id,scenario_generator,scenario_variant_id,seed,method,method_family,method_scope,method_ownership,robot_id,robot_index,target_label,start_x,start_y,target_x,target_y,final_x,final_y,arrived,arrival_time_s,final_target_error_m,path_length_m,direct_distance_m,path_efficiency_ratio,battery_fraction,max_speed_mps,method_variant,method_comparison_group
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,direct_to_target,classic,decentralized,baseline,amr-01,1,target-01,-6.462166999929983,-5.785980699030207,6.489998737882469,-5.7361027016744375,6.167419792440667,-5.737344933445825,True,16.68,0.32258133731218713,12.629680438701437,12.952261776013602,1.0255415280598605,0.9595727958673327,0.7600552681925704,direct_single_integrator,sp4_motion_baseline
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,direct_to_target,classic,decentralized,baseline,amr-02,2,target-02,-6.413268262382764,-3.485420080654725,6.439347421975838,-3.5078874035890015,6.1256688150862075,-3.507339070181107,True,16.919999999999998,0.31367908615294315,12.538956235461823,12.852635321614809,1.0250163634247211,0.9499181546506399,0.7439373819014045,direct_single_integrator,sp4_motion_baseline
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,direct_to_target,classic,decentralized,baseline,amr-03,3,target-03,-6.4428203713694385,-1.2462244343903213,6.511888390086447,-1.1041321009049179,6.206686742939167,-1.1074796724347213,True,16.439999999999998,0.30522000533477484,12.650267994944377,12.955488000279155,1.0241275525116746,0.7219566777203216,0.7734347120049051,direct_single_integrator,sp4_motion_baseline
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,direct_to_target,classic,decentralized,baseline,amr-04,4,target-04,-6.537678908189757,1.2422415745592992,6.452113922825322,1.157450300904663,6.151973043201598,1.1594094797607228,True,15.959999999999999,0.3001472738558403,12.689922293039396,12.99006956689527,1.0236524122784036,0.838646999702241,0.8000020375840619,direct_single_integrator,sp4_motion_baseline
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,direct_to_target,classic,decentralized,baseline,amr-05,5,target-05,-6.490046670389529,3.525578410782364,6.5145330757290605,3.420495130079135,6.207960109291324,3.4229723876081843,True,17.759999999999998,0.30658297499257603,12.698421326007908,13.00500430100049,1.0241433928770864,0.7287120198683147,0.7174730107293642,direct_single_integrator,sp4_motion_baseline
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,direct_to_target,classic,decentralized,baseline,amr-06,6,target-06,-6.384637290763035,5.790709561187027,6.424569565343821,5.750799817383179,6.078542856508553,5.75187793544732,True,16.439999999999998,0.34602838838154243,12.463240641121493,12.809269029503023,1.0277639177759144,0.7179358249414729,0.7602791583584491,direct_single_integrator,sp4_motion_baseline
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,priority_yield,classic,centralized,baseline,amr-01,1,target-01,-6.462166999929983,-5.785980699030207,6.489998737882469,-5.7361027016744375,6.162324494583024,-5.737364555125953,True,18.12,0.32767667295063396,12.62458510306297,12.952261776013602,1.0259554409333524,0.9595727958673327,0.7600552681925704,priority_release_yield,sp4_motion_baseline
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,priority_yield,classic,centralized,baseline,amr-02,2,target-02,-6.413268262382764,-3.485420080654725,6.439347421975838,-3.5078874035890015,6.111999474810478,-3.507315175163174,True,18.599999999999998,0.32734844731378615,12.52528687430103,12.852635321614809,1.0261350059762242,0.9499181546506399,0.7439373819014045,priority_release_yield,sp4_motion_baseline
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,priority_yield,classic,centralized,baseline,amr-03,3,target-03,-6.4428203713694385,-1.2462244343903213,6.511888390086447,-1.1041321009049179,6.211625157365279,-1.1074255059657994,True,18.36,0.3002812938580444,12.655206706421131,12.955488000279155,1.0237278853537544,0.7219566777203216,0.7734347120049051,priority_release_yield,sp4_motion_baseline
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,priority_yield,classic,centralized,baseline,amr-04,4,target-04,-6.537678908189757,1.2422415745592992,6.452113922825322,1.157450300904663,6.122386273331197,1.1596026083142932,True,18.0,0.32973467404582385,12.660334892849413,12.99006956689527,1.0260447039384473,0.838646999702241,0.8000020375840619,priority_release_yield,sp4_motion_baseline
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,priority_yield,classic,centralized,baseline,amr-05,5,target-05,-6.490046670389529,3.525578410782364,6.5145330757290605,3.420495130079135,6.213634496378545,3.4229265358219094,True,20.279999999999998,0.3009084026560978,12.70409589834437,13.00500430100049,1.0236859360212587,0.7287120198683147,0.7174730107293642,priority_release_yield,sp4_motion_baseline
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,priority_yield,classic,centralized,baseline,amr-06,6,target-06,-6.384637290763035,5.790709561187027,6.424569565343821,5.750799817383179,6.083863608624996,5.751861357539245,True,19.08,0.34070761043920444,12.468561419063795,12.809269029503023,1.0273253344141453,0.7179358249414729,0.7602791583584491,priority_release_yield,sp4_motion_baseline
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,cbf_safety_filter,sota,centralized,baseline,amr-01,1,target-01,-6.462166999929983,-5.785980699030207,6.489998737882469,-5.7361027016744375,6.179554853328683,-5.737298202069223,True,17.759999999999998,0.31044618644466926,12.641815589568957,12.952261776013602,1.0245570886748896,0.9595727958673327,0.7600552681925704,cbf_velocity_projection_proxy,sp4_motion_sota_proxy
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,cbf_safety_filter,sota,centralized,baseline,amr-02,2,target-02,-6.413268262382764,-3.485420080654725,6.439347421975838,-3.5078874035890015,6.131187489030707,-3.507348717231382,True,18.0,0.30816040377657117,12.544474917838256,12.852635321614809,1.0245654286683892,0.9499181546506399,0.7439373819014045,cbf_velocity_projection_proxy,sp4_motion_sota_proxy
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,cbf_safety_filter,sota,centralized,baseline,amr-03,3,target-03,-6.4428203713694385,-1.2462244343903213,6.511888390086447,-1.1041321009049179,6.172158331321825,-1.1078583936139148,True,17.4,0.3397504938709679,12.615737506408212,12.955488000279155,1.0269306882533316,0.7219566777203216,0.7734347120049051,cbf_velocity_projection_proxy,sp4_motion_sota_proxy
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,cbf_safety_filter,sota,centralized,baseline,amr-04,4,target-04,-6.537678908189757,1.2422415745592992,6.452113922825322,1.157450300904663,6.132065442081404,1.1595394272415138,True,16.919999999999998,0.32005529908961206,12.670014267805659,12.99006956689527,1.0252608475669098,0.838646999702241,0.8000020375840619,cbf_velocity_projection_proxy,sp4_motion_sota_proxy
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,cbf_safety_filter,sota,centralized,baseline,amr-05,5,target-05,-6.490046670389529,3.525578410782364,6.5145330757290605,3.420495130079135,6.188229889182728,3.4231318173089886,True,18.84,0.32631383922512186,12.678690461775348,13.00500430100049,1.0257371879382131,0.7287120198683147,0.7174730107293642,cbf_velocity_projection_proxy,sp4_motion_sota_proxy
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,cbf_safety_filter,sota,centralized,baseline,amr-06,6,target-06,-6.384637290763035,5.790709561187027,6.424569565343821,5.750799817383179,6.098826473182444,5.751814737627661,True,17.52,0.3257446732549247,12.483524356248068,12.809269029503023,1.0260939670528153,0.7179358249414729,0.7602791583584491,cbf_velocity_projection_proxy,sp4_motion_sota_proxy
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,smith_motion_field,model_based,decentralized,proposed,amr-01,1,target-01,-6.462166999929983,-5.785980699030207,6.489998737882469,-5.7361027016744375,6.179554853328683,-5.737298202069223,True,17.759999999999998,0.31044618644466926,12.641815589568957,12.952261776013602,1.0245570886748896,0.9595727958673327,0.7600552681925704,smith_qr_congestion_field,sp4_motion_proposed
SP4_DEBUG_smoke,open_field_arrival,open_field_arrival_v00,5100,smith_motion_field,model_based,decentralized,proposed,amr-02,2,target-02,-6.413268262382764,-3.485420080654725,6.439347421975838,-3.5078874035890015,6.131187489030707,-3.507348717231382,True,18.0,0.30816040377657117,12.544474917838256,12.852635321614809,1.0245654286683892,0.9499181546506399,0.7439373819014045,smith_qr_congestion_field,sp4_motion_proposed
