id,metric,test,n_pairs,p_value,p_value_raw,p_value_holm,effect,effect_name,ci95_low,ci95_high,effect_size,effect_size_name,rank_biserial,alpha,reject_raw,reject_holm,reject,status,methods
H4_DEBUG_reference_collision_not_worse_than_direct,collision_rate,wilcoxon_signed_rank,6,0.0625,0.0625,0.0625,-0.03400847078937654,mean_paired_difference,-0.0688611062540071,-0.002631578947368421,-0.7244365137344986,cohens_dz,-1.0,0.05,False,False,False,ok,reference_time_expanded_cbf vs direct_to_target
