method,n_robots,n_loads,welfare_per_load_n,welfare_per_load_mean,welfare_per_load_median,welfare_per_load_p05,welfare_per_load_p95,served_load_rate_n,served_load_rate_mean,served_load_rate_median,served_load_rate_p05,served_load_rate_p95
geo_qpg_logit_physical,12,3,300,0.4682368504454634,0.0,0.0,1.7135341656086474,300,0.3055555555555555,0.0,0.0,1.0
geo_qpg_logit_physical,32,8,300,0.5459786329267684,0.29996095823751867,0.0,1.7377358456536067,300,0.335,0.125,0.0,1.0
geo_qpg_logit_physical,64,16,300,0.559435202614485,0.26346072095133977,0.0,1.7505122862221816,300,0.33770833333333333,0.125,0.0,1.0
geo_qpg_smith_physical,12,3,300,0.4682361203732603,0.0,0.0,1.7135341656086474,300,0.3055555555555555,0.0,0.0,1.0
geo_qpg_smith_physical,32,8,300,0.5445043082256997,0.29996095823751867,0.0,1.7377358456536067,300,0.33416666666666667,0.125,0.0,1.0
geo_qpg_smith_physical,64,16,300,0.5599103972352679,0.26346072095133977,0.0,1.7505122862221816,300,0.338125,0.125,0.0,1.0
pair_role_grape_s_physical,12,3,300,0.469347062132688,0.0,0.0,1.7346303392723221,300,0.3055555555555555,0.0,0.0,1.0
pair_role_grape_s_physical,32,8,300,0.5449722022246807,0.29996095823751867,0.0,1.7542634920802227,300,0.33708333333333335,0.125,0.0,1.0
pair_role_grape_s_physical,64,16,300,0.564064469835966,0.2647534628535127,0.0,1.7519336235510568,300,0.34291666666666665,0.1875,0.0,1.0
