world_key,method,iteration,potential,continuous_deficit,normalized_deficit,continuous_distance,fixed_point_residual,positive_correlation,consensus_residual,simplex_violation,objective,primal,dual,complementarity,stationarity,consensus,kkt
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,0,-3.6165753547960837,15.192244963657469,0.713895675399827,809.39030374028,0.1089409832898484,3.0650070898492445,2.216679096708653,1.1102230246251565e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,100,-1.1456318574622513,7.005927603274632,0.32752414682091213,813.2848037584088,0.10327358206359277,5.463167361315152,0.00804516452465555,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,200,-0.6011158120702982,3.1029853840534933,0.14529675054800706,813.8557127398983,0.04612171813857696,1.0758348273574185,0.0037951699251361336,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,300,-0.4945397034834263,1.3836873572256074,0.06495929808015144,813.1067983417042,0.020346395049853076,0.2128179850659609,0.0018226027693331406,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,400,-0.4729038487010025,0.6249621923252633,0.029396308858456788,811.7430223652659,0.009383652599844855,0.0462197635211765,0.0009754452002478628,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,500,-0.46775810251968464,0.2878689698382999,0.013563077467037221,810.0947113709472,0.00500440049900946,0.013539204792503388,0.0006265461736334224,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,600,-0.4658627448161327,0.13748929980564384,0.006492312073541617,808.3156316551949,0.00356281638277243,0.007054741148647344,0.0004895404893507227,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,700,-0.46461366472907284,0.07028941483208939,0.003331161567865726,806.4764038026625,0.0032050746766501383,0.005762957371136702,0.00043620226977595717,3.3306690738754696e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,800,-0.46349316109956445,0.04026362572665931,0.0019185236913961123,804.6091975258855,0.003132011959446907,0.005507472702628606,0.00041459006870065476,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,900,-0.46239778739306425,0.026878392033214737,0.001288837620159744,802.7286176680338,0.0031193876694289567,0.0054593531731372295,0.0004053649438917589,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,1000,-0.4613068444330408,0.020948623486695794,0.001009984917611284,800.8412944167408,0.003118532762649612,0.005452683238419128,0.0004012361703371614,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,1100,-0.4602162054181912,0.018360963064012026,0.000888410487176472,798.9502473879749,0.003119785664891879,0.0054542127465583845,0.000399287357909561,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,1200,-0.45912506447104856,0.0172721757585812,0.0008373729605074542,797.0568634054595,0.00312132830004601,0.005457282176851456,0.0003982897706874606,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,1300,-0.45803328024973683,0.016855966808304146,0.0008179861820812873,795.1617912523473,0.0031228518344977277,0.005460561790159154,0.00039770922238804,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,1400,-0.45694084379181915,0.016741814337905225,0.000812812896161974,793.2653461806376,0.003124319117480632,0.005463788064759173,0.0003973096867621404,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,1500,-0.45584777223669143,0.016763531235156393,0.0008140321185822197,791.367692746797,0.003125733612429829,0.005466909588613716,0.00039698605824835037,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,1600,-0.4547540877708682,0.016846562454645664,0.0008181352077072379,789.4689274512953,0.0031271007626757575,0.005469916577343829,0.0003966913585144039,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,1700,-0.45365981353653684,0.01695745387230474,0.0008235477853766326,787.569116093237,0.003128423673086299,0.005472807154827002,0.00039640455353619496,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,1800,-0.452564972872819,0.017081190871337526,0.0008295632547707932,785.6683106566709,0.003129703767155514,0.005475580829022907,0.00039611621866550314,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,1900,-0.4514695891914094,0.017211033276556265,0.0008358644190809006,783.7665569442715,0.003130941594590066,0.005478237297099385,0.0003958221309551908,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,2000,-0.4503736859634596,0.017343954712988108,0.0008423088534745826,781.863898027764,0.00313213729306768,0.005480776258443481,0.00039552040001473386,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,2100,-0.4492772867214113,0.01747859600244439,0.0008488325909048466,779.960375806702,0.0031332908138871174,0.005483197401267298,0.00039521018214312237,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,2200,-0.44818041506046513,0.01761434654755334,0.0008554068920113567,778.0560317116993,0.0031344020263070387,0.005485500410906369,0.00039489110373858405,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,2300,-0.4470830946384448,0.017750931923114166,0.0008620188373476001,776.1509070206342,0.003135470764746745,0.0054876849764973566,0.0003945630026593144,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,2400,-0.4459853491746387,0.017888228686430807,0.0008686626125337105,774.2450429997359,0.0031364968499593493,0.005489750794619092,0.00039422581216753407,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,2500,-0.44488720244811214,0.018026181200504254,0.0008753355940744889,772.3384809654087,0.003137480098513959,0.005491697571098856,0.0003938795088479217,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,2600,-0.44380389981035284,0.02676518252560811,0.001583330269445904,770.4484043737494,0.003101637768063524,0.005359191444832427,0.00039283128501929127,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,2700,-0.4427334261109962,0.03302237886098247,0.0019322495228399905,768.581516139364,0.0030964636947150765,0.0053479707643001835,0.00039491010639421776,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,2800,-0.4416642725734447,0.036364487664441114,0.0021069094808296995,766.7204625905557,0.00309444911923868,0.005344051854509994,0.00039589705448006687,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,2900,-0.44059569836898793,0.03823537909261887,0.0022049288406303935,764.8623777272021,0.0030932530960472945,0.005341808745645394,0.00039612294003191846,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_replicator_R,3000,-0.43952752586822896,0.0393426313766998,0.002263662405294853,763.0061192964918,0.0030923263115026547,0.005339933945715978,0.00039593413467512237,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,0,-3.6165753547960837,15.192244963657469,0.713895675399827,809.39030374028,0.6536458997390904,18.390042539095468,2.216679096708653,1.1102230246251565e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,100,-0.476202611548673,0.686923804209286,0.03204402574871712,815.3414082651909,0.037478125951217495,0.20006274655696757,0.0038286096556712345,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,200,-0.4643679590039969,0.08168829725138949,0.0038577059102776756,806.0089504865653,0.01678045443511888,0.030522713038295905,0.0020942648122449065,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,300,-0.45835801800600356,0.061938855480139665,0.002936432067260464,795.6422936456349,0.016653482061906928,0.029730714332567312,0.002049229976718165,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,400,-0.4524680613290085,0.06182637720392492,0.002931594633334922,785.4173539134088,0.01634075033019468,0.029165145169934906,0.0020130430297058376,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,500,-0.44681158357618855,0.07855476446414933,0.0040817818292594454,775.5543391364832,0.015731655246563732,0.027659467143356167,0.0020031176309973854,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,600,-0.44193697141308835,0.12109534517511023,0.007006729019403024,766.931426255137,0.014258083177299619,0.023275030960567815,0.0017225771950893048,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,700,-0.43732996355194376,0.1261530205844874,0.007291821797602682,758.9085208034271,0.013938622688863714,0.022796412305922845,0.001683728498928214,4.440892098500626e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,800,-0.4328165903390719,0.1273380940405957,0.007366060088933257,751.0670659252324,0.013658118557860146,0.022334351450864428,0.0016432476281691823,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,900,-0.4283946625230125,0.1282506454705139,0.0074254686839757555,743.3856963003748,0.013386685865707902,0.021882002794218165,0.001603411441789075,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,1000,-0.42477077260485546,0.19549878539918097,0.012110902292681636,736.7060269137653,0.011806461145829653,0.01662707196586517,0.0011519441519885379,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,1100,-0.42148298401295464,0.21441468041475886,0.013228018564703015,730.8533713076077,0.011499210138825398,0.016271263491383355,0.001134948855363759,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,1200,-0.41825370135763407,0.2177444364809471,0.013440529622316233,725.2201619136563,0.01128711951462915,0.01601239002518444,0.0011215661546933207,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,1300,-0.41507704823151254,0.21832469854105163,0.013481838057605167,719.70056777168,0.011099734717105972,0.015752354571608264,0.0011090264296282851,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,1400,-0.41195193466766944,0.2183709831168823,0.013491969062919495,714.274795161546,0.01091807303919488,0.015496983193189132,0.0010966525598176359,1.1102230246251565e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,1500,-0.40887744958628164,0.21830397918708044,0.013495463281669062,708.9378371999687,0.010740807117841096,0.01524609942196755,0.001084410950300461,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,1600,-0.405852703980793,0.21821267445988113,0.013497510394434808,703.6874243971054,0.010567581266933126,0.014999619088878719,0.0010722964411563527,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,1700,-0.40287682506622174,0.21811619636663337,0.013499226378100082,698.5218855087277,0.010398240417091233,0.01475746259134197,0.0010603071483001527,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,1800,-0.39994895585229634,0.21801870200485496,0.013500854102150295,693.4396988844073,0.01023267377909924,0.01451955158915818,0.0010484419832415335,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,1900,-0.39706825488779984,0.21792108659113474,0.013502446138060287,688.43939645919,0.010070782232896668,0.0142858090568397,0.001036700012614594,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,2000,-0.39423389647170537,0.21782562697845087,0.01350399579080963,683.5195287607588,0.00991247493581441,0.014056167763848399,0.0010250446452612935,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,2100,-0.3914450685575724,0.2177349127281616,0.013505635683109918,678.6786658171823,0.009757512638917751,0.013830684931691683,0.001013479501358921,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,2200,-0.3887009727557565,0.21764585278767967,0.013507389619733301,673.9154427660985,0.009606019534439023,0.013609086256610675,0.0010020488160490395,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r21,fii_smith_R,2300,-0.3860008261574529,0.21755669563464508,0.013509108706250328,669.2285156656714,0.00945784917346074,0.01339136096259079,0.000990745746233354,2.220446049250313e-16,,,,,,,
