experiment_id,scenario_generator,scenario_variant_id,seed,method,labels_ok,passed,rates_ok
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,centralized_hungarian_expanded,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,centralized_coalition_oracle,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,centralized_time_expanded_mpc,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,classic_local_greedy,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,cbba_partitioned,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,auction_market_local,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,ours_primal_dual_spatial,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,ours_tensor_quorum_flow,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,ours_wrench_market_hierarchical,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,ours_mean_field_approximation,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_10r_2l_seed10000,10000,centralized_hungarian_expanded,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_10r_2l_seed10000,10000,centralized_coalition_oracle,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_10r_2l_seed10000,10000,centralized_time_expanded_mpc,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_10r_2l_seed10000,10000,classic_local_greedy,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_10r_2l_seed10000,10000,cbba_partitioned,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_10r_2l_seed10000,10000,auction_market_local,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_10r_2l_seed10000,10000,ours_primal_dual_spatial,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_10r_2l_seed10000,10000,ours_tensor_quorum_flow,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_10r_2l_seed10000,10000,ours_wrench_market_hierarchical,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_10r_2l_seed10000,10000,ours_mean_field_approximation,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_25r_6l_seed10000,10000,centralized_hungarian_expanded,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_25r_6l_seed10000,10000,centralized_coalition_oracle,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_25r_6l_seed10000,10000,centralized_time_expanded_mpc,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_25r_6l_seed10000,10000,classic_local_greedy,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_25r_6l_seed10000,10000,cbba_partitioned,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_25r_6l_seed10000,10000,auction_market_local,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_25r_6l_seed10000,10000,ours_primal_dual_spatial,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_25r_6l_seed10000,10000,ours_tensor_quorum_flow,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_25r_6l_seed10000,10000,ours_wrench_market_hierarchical,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_25r_6l_seed10000,10000,ours_mean_field_approximation,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_50r_12l_seed10000,10000,centralized_hungarian_expanded,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_50r_12l_seed10000,10000,centralized_coalition_oracle,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_50r_12l_seed10000,10000,centralized_time_expanded_mpc,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_50r_12l_seed10000,10000,classic_local_greedy,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_50r_12l_seed10000,10000,cbba_partitioned,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_50r_12l_seed10000,10000,auction_market_local,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_50r_12l_seed10000,10000,ours_primal_dual_spatial,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_50r_12l_seed10000,10000,ours_tensor_quorum_flow,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_50r_12l_seed10000,10000,ours_wrench_market_hierarchical,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_50r_12l_seed10000,10000,ours_mean_field_approximation,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_100r_25l_seed10000,10000,centralized_hungarian_expanded,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_100r_25l_seed10000,10000,centralized_coalition_oracle,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_100r_25l_seed10000,10000,centralized_time_expanded_mpc,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_100r_25l_seed10000,10000,classic_local_greedy,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_100r_25l_seed10000,10000,cbba_partitioned,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_100r_25l_seed10000,10000,auction_market_local,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_100r_25l_seed10000,10000,ours_primal_dual_spatial,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_100r_25l_seed10000,10000,ours_tensor_quorum_flow,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_100r_25l_seed10000,10000,ours_wrench_market_hierarchical,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_100r_25l_seed10000,10000,ours_mean_field_approximation,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_250r_62l_seed10000,10000,centralized_hungarian_expanded,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_250r_62l_seed10000,10000,centralized_coalition_oracle,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_250r_62l_seed10000,10000,centralized_time_expanded_mpc,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_250r_62l_seed10000,10000,classic_local_greedy,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_250r_62l_seed10000,10000,cbba_partitioned,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_250r_62l_seed10000,10000,auction_market_local,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_250r_62l_seed10000,10000,ours_primal_dual_spatial,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_250r_62l_seed10000,10000,ours_tensor_quorum_flow,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_250r_62l_seed10000,10000,ours_wrench_market_hierarchical,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_250r_62l_seed10000,10000,ours_mean_field_approximation,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_500r_125l_seed10000,10000,centralized_hungarian_expanded,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_500r_125l_seed10000,10000,centralized_coalition_oracle,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_500r_125l_seed10000,10000,centralized_time_expanded_mpc,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_500r_125l_seed10000,10000,classic_local_greedy,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_500r_125l_seed10000,10000,cbba_partitioned,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_500r_125l_seed10000,10000,auction_market_local,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_500r_125l_seed10000,10000,ours_primal_dual_spatial,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_500r_125l_seed10000,10000,ours_tensor_quorum_flow,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_500r_125l_seed10000,10000,ours_wrench_market_hierarchical,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_500r_125l_seed10000,10000,ours_mean_field_approximation,True,True,True
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_1000r_250l_seed10000,10000,centralized_hungarian_expanded,True,True,True
