world_key,oracle_status,oracle_objective,oracle_bound,oracle_gap,oracle_runtime_s,oracle_feasible,oracle_certified
E3:uniform:p0.7:cv0.0:r0,OPTIMAL,264.73594923612126,264.73594923612126,0.0,0.0043046000064350665,True,True
E3:uniform:p0.7:cv0.0:r1,OPTIMAL,310.7245712787401,310.7245712787401,0.0,0.0026621000142768025,True,True
E3:uniform:p0.7:cv0.0:r2,OPTIMAL,316.90621989605927,316.9062198960593,0.0,0.0025726000021677464,True,True
E3:uniform:p0.7:cv0.0:r3,OPTIMAL,500.84830370978966,500.84830370978966,0.0,0.0036659000033978373,True,True
E3:uniform:p0.7:cv0.0:r4,OPTIMAL,416.1733628977676,416.17336289776756,0.0,0.0025797999987844378,True,True
E3:uniform:p0.7:cv0.0:r5,OPTIMAL,467.4363662230434,467.4363662230434,0.0,0.0016944999806582928,True,True
E3:uniform:p0.7:cv0.0:r6,OPTIMAL,409.2527748014669,409.2527748014669,0.0,0.0021533999824896455,True,True
E3:uniform:p0.7:cv0.0:r7,OPTIMAL,329.64793406370904,329.64793406370904,0.0,0.002470600011292845,True,True
E3:uniform:p0.7:cv0.0:r8,OPTIMAL,352.3852786990581,352.3852786990581,0.0,0.002789699996355921,True,True
E3:uniform:p0.7:cv0.0:r9,OPTIMAL,257.8402272383435,257.8402272383435,0.0,0.0018011000065598637,True,True
E3:uniform:p0.7:cv0.0:r10,OPTIMAL,269.803734814249,269.803734814249,0.0,0.00341209999169223,True,True
E3:uniform:p0.7:cv0.0:r11,OPTIMAL,352.81044115684125,352.81044115684125,0.0,0.002575599995907396,True,True
E3:uniform:p0.7:cv0.0:r12,OPTIMAL,397.11772803173596,397.1177280317359,0.0,0.001672399987000972,True,True
E3:uniform:p0.7:cv0.0:r13,OPTIMAL,372.7766690696519,372.7766690696519,0.0,0.0018617000023368746,True,True
E3:uniform:p0.7:cv0.0:r14,OPTIMAL,254.67301892360308,254.67301892360305,0.0,0.0018192999996244907,True,True
E3:uniform:p0.7:cv0.0:r15,OPTIMAL,249.9440123947179,249.94401239471793,0.0,0.0024757999926805496,True,True
E3:uniform:p0.7:cv0.0:r16,OPTIMAL,271.18695972182365,271.18695972182365,0.0,0.0028223000117577612,True,True
E3:uniform:p0.7:cv0.0:r17,OPTIMAL,470.13472688920535,470.13472688920535,0.0,0.002958199998829514,True,True
E3:uniform:p0.7:cv0.0:r18,OPTIMAL,315.19288260831803,315.19288260831803,0.0,0.0015949000080581754,True,True
E3:uniform:p0.7:cv0.0:r19,OPTIMAL,290.76221416233403,290.76221416233403,0.0,0.0017838999920058995,True,True
E3:uniform:p0.7:cv0.0:r20,OPTIMAL,400.32958532617334,400.32958532617334,0.0,0.002556499995989725,True,True
E3:uniform:p0.7:cv0.0:r21,OPTIMAL,238.64868501511305,238.64868501511305,0.0,0.0017275999998673797,True,True
E3:uniform:p0.7:cv0.0:r22,OPTIMAL,514.3216732541729,514.3216732541729,0.0,0.003624300006777048,True,True
E3:uniform:p0.7:cv0.0:r23,OPTIMAL,233.93365160566563,233.93365160566566,0.0,0.0029343000205699354,True,True
E3:uniform:p0.7:cv0.0:r24,OPTIMAL,387.2835649999082,387.2835649999082,0.0,0.002983199985465035,True,True
E3:uniform:p0.7:cv0.0:r25,OPTIMAL,256.79198899796324,256.79198899796324,0.0,0.002006700000492856,True,True
E3:uniform:p0.7:cv0.0:r26,OPTIMAL,555.2563901651337,555.2563901651337,0.0,0.0026141000271309167,True,True
E3:uniform:p0.7:cv0.0:r27,OPTIMAL,353.55180556823456,353.55180556823456,0.0,0.0018142999906558543,True,True
E3:uniform:p0.7:cv0.0:r28,OPTIMAL,319.71311002892594,319.71311002892594,0.0,0.002567899995483458,True,True
E3:uniform:p0.7:cv0.0:r29,OPTIMAL,352.2953047592763,352.29530475927623,0.0,0.0017144999874290079,True,True
E3:uniform:p0.85:cv0.0:r0,OPTIMAL,469.51428336386937,469.51428336386937,0.0,0.0021908999769948423,True,True
E3:uniform:p0.85:cv0.0:r1,OPTIMAL,633.244855683788,633.2448556837882,0.0,0.002804600022500381,True,True
E3:uniform:p0.85:cv0.0:r2,OPTIMAL,397.6721963002907,397.67219630029064,0.0,0.002857699990272522,True,True
E3:uniform:p0.85:cv0.0:r3,INFEASIBLE,,,0.0,0.0027021999994758517,False,False
E3:uniform:p0.85:cv0.0:r4,OPTIMAL,388.50500374977867,388.5050037497787,0.0,0.0024240000057034194,True,True
E3:uniform:p0.85:cv0.0:r5,OPTIMAL,396.7758467056467,396.77584670564664,0.0,0.0026633999950718135,True,True
E3:uniform:p0.85:cv0.0:r6,OPTIMAL,506.767671478533,506.767671478533,0.0,0.0029383999935816973,True,True
