experiment,world_id,world_seed,treatment_seed,replicate,N_original,N_active,K,M,reserve_delta,failure_fraction_nominal,failure_fraction_realized,failure_count,recovery_feasible,theoretical_recoverable,theory_agreement,assignment_churn,relative_cost_increase,solver_ms,total_ms
failure,907ab8e00c3ba8eef76e,3977651351,4256737999,0,12,12,4,12,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0047,0.2282
failure,907ab8e00c3ba8eef76e,3977651351,3413914178,0,12,11,4,12,0.0,0.1,0.08333333333333333,1,False,False,True,0.09090909090909091,,0.0048,0.2248
failure,87d2aeba89a8608882f1,498120538,1883659958,1,12,12,4,12,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0047,0.2295
failure,87d2aeba89a8608882f1,498120538,2362763530,1,12,11,4,12,0.0,0.1,0.08333333333333333,1,False,False,True,0.0,,0.0047,0.2158
failure,53f5b7296924dc3ff972,397541217,2721088329,0,18,18,4,12,0.2,0.0,0.0,0,True,True,True,0.0,0.0,0.0087,0.3814
failure,53f5b7296924dc3ff972,397541217,32214200,0,18,16,4,12,0.2,0.1,0.1111111111111111,2,True,True,True,0.125,0.14501494884339342,0.0092,0.3589
failure,8c58cbbd63c45b3ab0f0,1234020577,2983301587,1,18,18,4,12,0.2,0.0,0.0,0,True,True,True,0.0,0.0,0.0069,0.3459
failure,8c58cbbd63c45b3ab0f0,1234020577,3479818580,1,18,16,4,12,0.2,0.1,0.1111111111111111,2,True,True,True,0.0,0.0,0.0078,0.317
