experiment,world_id,world_seed,replicate,N,K,M,slot_to_robot_ratio,matrix_elements,matrix_bytes,expected_matrix_bytes,matrix_ms,solver_ms,post_ms,total_ms,mission_feasible
scaling,8769d139de7cfa3f5489,3032861946,0,16,3,8,0.5,128,1024,1024,0.0558,0.0127,0.1003,0.6926,True
scaling,44deed5e2564de504936,3200364202,1,16,3,8,0.5,128,1024,1024,0.0326,0.0076,0.0248,0.4251,True
scaling,83a0028816d7681c4fd4,4228338314,0,16,5,16,1.0,256,2048,2048,0.0362,0.0105,0.0352,0.3353,True
scaling,4ca87a384c17eacc6882,1125580339,1,16,5,16,1.0,256,2048,2048,0.025,0.0063,0.0267,0.2631,True
scaling,e5d61ca03e4def3c33a9,3681653573,0,32,5,16,0.5,512,4096,4096,0.0411,0.0155,0.0331,0.5688,True
scaling,4619df55d783f6aa60c2,2093630105,1,32,5,16,0.5,512,4096,4096,0.0414,0.0148,0.0381,0.5211,True
scaling,a94f62795e179f6132b6,2155343177,0,32,11,32,1.0,1024,8192,8192,0.0511,0.0268,0.0471,0.554,True
scaling,a9d393fa6586908384ed,3844597087,1,32,11,32,1.0,1024,8192,8192,0.0457,0.0216,0.0537,0.54,True
