study,seed,N,N_original,K,M,size_N_plus_M,matrix_elements,requested_delta,observed_delta,rho_M_over_N,quota_mode,spatial_mode,treatment,structurally_feasible,mission_feasible,coverage,assigned_slot_count,missing_slot_count,idle_robot_count,idle_fraction,quota_asymmetry_cv,cost_asymmetry_cv,total_cost,mean_cost_per_assigned_slot,normalized_cost_per_assigned_slot,assignment_cost_p50,assignment_cost_p95,assignment_cost_max,assignment_cost_std,assignment_cost_cv,assignment_cost_gini,assignment_cost_jain,normalized_assignment_cost_p95,normalized_assignment_cost_max,load_mean_cost_cv,served_load_fraction,robot_utilization,greedy_total_cost,greedy_to_hungarian_ratio,hungarian_saving_vs_greedy,assignment_cost_lower_bound,relative_gap_to_lower_bound,slots_wall_ns,matrix_wall_ns,solver_wall_ns,post_wall_ns,total_wall_ns,total_cpu_ns,matrix_bytes,solver_ns_per_matrix_element,matrix_build_ns_per_element,failure_count,failure_rate,failed_robot_was_assigned,recovery_feasible,base_total_cost,relative_cost_increase,assignment_churn,logical_messages,communication_bytes,logical_messages_per_assigned_slot,communication_bytes_per_assigned_slot,communication_rounds,retry_messages,nonresponding_count,metrics_wall_ns
scaling,612757153,4,4,3,10,14,40,-0.4,-0.42857142857142855,2.5,symmetric,uniform,none,False,False,0.4,4,6,0,0.0,0.1414213562373095,0.3604160516370093,169.1106379327761,42.27765948319402,0.2989481971326224,41.002546716759355,65.40619302767607,67.96574102572266,18.671445865047566,0.441638588637333,0.24581081454492337,0.8367888228106235,0.4624916262146603,0.4805903636765723,0.3368463547769388,0.6666666666666666,1.0,169.1106379327761,1.0,0.0,169.1106379327761,0.0,25100,34900,5400,17900,169900,0,320,135.0,872.5,0,0.0,False,False,nan,nan,nan,8,846,2.0,211.5,2,0,0,404500
scaling,2569144697,4,4,3,10,14,40,-0.4,-0.42857142857142855,2.5,symmetric,uniform,none,False,False,0.4,4,6,0,0.0,0.1414213562373095,0.399813571737825,80.72548826868172,20.18137206717043,0.14270385042344982,21.25749639404259,25.509947994099488,25.892458008732607,5.1346419981935325,0.2544248221133681,0.13902997762653735,0.9392034890386938,0.1803825721434391,0.18308732639562758,0.2586369729526857,1.0,1.0,80.72548826868172,1.0,0.0,80.72548826868172,0.0,16500,19500,3200,13900,113900,0,320,80.0,487.5,0,0.0,False,False,nan,nan,nan,8,851,2.0,212.75,2,0,0,278700
scaling,2409520928,4,4,3,10,14,40,-0.4,-0.42857142857142855,2.5,symmetric,uniform,none,False,False,0.4,4,6,0,0.0,0.1414213562373095,0.38617312523016234,109.21663976918396,27.30415994229599,0.19306956649799586,27.047611350061473,44.273776657244824,45.36747594864878,14.812852631524887,0.5425126670379181,0.2950504537027838,0.7726064688141494,0.3130628770307649,0.3207964988860715,0.5453574361074486,0.6666666666666666,1.0,109.21663976918396,1.0,0.0,109.21663976918396,0.0,43700,26800,3500,16100,157400,0,320,87.5,670.0,0,0.0,False,False,nan,nan,nan,8,851,2.0,212.75,2,0,0,290700
scaling,155533046,4,4,3,10,14,40,-0.4,-0.42857142857142855,2.5,symmetric,uniform,none,False,False,0.4,4,6,0,0.0,0.1414213562373095,0.47582741950672564,109.07987154539278,27.269967886348194,0.1928277921517619,30.56549399018155,37.61327438870717,38.51612657170136,10.883766106387933,0.3991118050357709,0.20882254329033878,0.8625967610217474,0.2659660138288513,0.272350142838894,0.27136258352241954,1.0,1.0,109.07987154539278,1.0,0.0,109.07987154539278,0.0,18000,20300,3200,14600,122500,0,320,80.0,507.5,0,0.0,False,False,nan,nan,nan,8,850,2.0,212.5,2,0,0,273600
scaling,3990538031,4,4,3,10,14,40,-0.4,-0.42857142857142855,2.5,symmetric,uniform,none,False,False,0.4,4,6,0,0.0,0.1414213562373095,0.46814287661026893,100.53069534412455,25.132673836031138,0.17771484098807339,28.707525386868664,31.573380101272093,32.00024475796004,8.209844185083828,0.326660196947047,0.15803244124943805,0.903581620584281,0.223257511745899,0.22627590067982814,0.1012796588119226,0.6666666666666666,1.0,100.53069534412455,1.0,0.0,100.53069534412455,0.0,17700,19400,3300,14500,121000,0,320,82.5,485.0,0,0.0,False,False,nan,nan,nan,8,850,2.0,212.5,2,0,0,282600
scaling,1020075116,4,4,3,10,14,40,-0.4,-0.42857142857142855,2.5,symmetric,uniform,none,False,False,0.4,4,6,0,0.0,0.1414213562373095,0.3051519543805457,165.98735000506107,41.49683750126527,0.293426951949409,41.263230221441056,54.20109152862475,54.80131520273081,11.443413389380115,0.2757659156322743,0.14684614545632635,0.9293275744310162,0.38325959367603296,0.38750381597792394,0.2567569150845844,1.0,1.0,165.98735000506107,1.0,0.0,165.98735000506107,0.0,17200,18700,3400,14400,117300,0,320,85.0,467.5,0,0.0,False,False,nan,nan,nan,8,847,2.0,211.75,2,0,0,299900
scaling,523148818,4,4,3,10,14,40,-0.4,-0.42857142857142855,2.5,symmetric,uniform,none,False,False,0.4,4,6,0,0.0,0.1414213562373095,0.46847224132361603,99.12820893550001,24.782052233875003,0.17523557186292243,23.08130752907357,30.634728001748403,31.936929655518053,4.21681168272633,0.17015587098804913,0.08341054527306646,0.9718616692338838,0.21662023909841707,0.22582819529694564,0.06862808167584497,0.6666666666666666,1.0,99.12820893550001,1.0,0.0,99.12820893550001,0.0,17800,19200,3600,14400,120600,0,320,90.0,480.0,0,0.0,False,False,nan,nan,nan,8,850,2.0,212.5,2,0,0,267800
scaling,3652199492,4,4,3,10,14,40,-0.4,-0.42857142857142855,2.5,symmetric,uniform,none,False,False,0.4,4,6,0,0.0,0.1414213562373095,0.41472283712826796,122.52512330407286,30.631280826018216,0.21659586388506952,30.82334100688093,35.92667629477365,36.04775090966028,5.051803957145467,0.16492304013792541,0.08668767687885026,0.9735206196287812,0.25403996433528436,0.2548960911474432,0.0963898792162926,0.6666666666666666,1.0,122.52512330407286,1.0,0.0,122.52512330407286,0.0,17300,18900,3000,14400,120100,0,320,75.0,472.5,0,0.0,False,False,nan,nan,nan,8,850,2.0,212.5,2,0,0,268400
scaling,447399933,4,4,3,10,14,40,-0.4,-0.42857142857142855,2.5,symmetric,uniform,none,False,False,0.4,4,6,0,0.0,0.1414213562373095,0.16944874030497334,251.4111676839118,62.85279192097795,0.44443635383830554,62.58729625711122,67.06866841531175,67.66178395973415,3.3196080849284173,0.05281560267206609,0.029336153468636272,0.9972182717117475,0.47424710241618956,0.47844106265107184,0.0,0.3333333333333333,1.0,251.4111676839118,1.0,0.0,251.4111676839118,0.0,16700,18100,2900,14000,115600,0,320,72.5,452.5,0,0.0,False,False,nan,nan,nan,8,850,2.0,212.5,2,0,0,262200
scaling,1647039047,4,4,3,10,14,40,-0.4,-0.42857142857142855,2.5,symmetric,uniform,none,False,False,0.4,4,6,0,0.0,0.1414213562373095,0.5330835074334278,94.75242888246878,23.688107220617194,0.1675002124917244,22.369156836790367,30.248334718865244,31.254600488902515,4.860576298110991,0.2051905731784487,0.11039101627949477,0.9595978858140152,0.21388802599310094,0.2210033994897935,0.10347906190956284,0.6666666666666666,1.0,94.75242888246878,1.0,0.0,94.75242888246878,0.0,25500,20300,3300,14700,128300,0,320,82.5,507.5,0,0.0,False,False,nan,nan,nan,8,848,2.0,212.0,2,0,0,266600
scaling,3144316549,4,4,3,10,14,40,-0.4,-0.42857142857142855,2.5,symmetric,uniform,none,False,False,0.4,4,6,0,0.0,0.1414213562373095,0.37243844868491643,109.33659547763415,27.334148869408537,0.19328162023521378,23.305927645426735,43.499081028706335,46.94602573372884,11.741798666846542,0.4295651832052312,0.21681411166766873,0.8442193685886247,0.3075849517078135,0.33195853146077825,0.40310431091551174,1.0,1.0,109.33659547763415,1.0,0.0,109.33659547763415,0.0,16900,19500,3100,13600,118200,0,320,77.5,487.5,0,0.0,False,False,nan,nan,nan,8,847,2.0,211.75,2,0,0,271300
scaling,4025563143,4,4,3,10,14,40,-0.4,-0.42857142857142855,2.5,symmetric,uniform,none,False,False,0.4,4,6,0,0.0,0.1414213562373095,0.3951606268796762,109.29354254323057,27.323385635807643,0.1932055126805469,30.427178329866464,36.6625614759609,36.89991468627082,10.098847709492542,0.3696045520895432,0.1964038581583607,0.8798111732242063,0.2592434583532063,0.2609217989986717,0.0,0.3333333333333333,1.0,109.29354254323057,1.0,0.0,109.29354254323057,0.0,17100,18400,3100,13800,115600,0,320,77.5,460.0,0,0.0,False,False,nan,nan,nan,8,846,2.0,211.5,2,0,0,266500
scaling,3169443755,4,4,3,10,14,40,-0.4,-0.42857142857142855,2.5,symmetric,uniform,none,False,False,0.4,4,6,0,0.0,0.1414213562373095,0.5598216689403183,78.53326836746801,19.633317091867003,0.13882851652844905,20.682085410041978,27.211136413796567,27.569175952416344,7.182436846257702,0.36582900447489786,0.20025934533823486,0.8819657629937007,0.19241179081987744,0.19494351267678692,0.4106446765897217,0.6666666666666666,1.0,78.53326836746801,1.0,0.0,78.53326836746801,0.0,16500,17800,3200,13700,115700,0,320,80.0,445.0,0,0.0,False,False,nan,nan,nan,8,847,2.0,211.75,2,0,0,271700
