M,quota_mode,spatial_mode,replicates,feasibility_rate,mean_coverage,quota_asymmetry_cv_mean,quota_asymmetry_cv_median,quota_asymmetry_cv_p05,quota_asymmetry_cv_p95,cost_asymmetry_cv_mean,cost_asymmetry_cv_median,cost_asymmetry_cv_p05,cost_asymmetry_cv_p95,normalized_cost_per_assigned_slot_mean,normalized_cost_per_assigned_slot_median,normalized_cost_per_assigned_slot_p05,normalized_cost_per_assigned_slot_p95,normalized_assignment_cost_p95_mean,normalized_assignment_cost_p95_median,normalized_assignment_cost_p95_p05,normalized_assignment_cost_p95_p95,assignment_cost_gini_mean,assignment_cost_gini_median,assignment_cost_gini_p05,assignment_cost_gini_p95,assignment_cost_jain_mean,assignment_cost_jain_median,assignment_cost_jain_p05,assignment_cost_jain_p95,load_mean_cost_cv_mean,load_mean_cost_cv_median,load_mean_cost_cv_p05,load_mean_cost_cv_p95,solver_wall_ns_mean,solver_wall_ns_median,solver_wall_ns_p05,solver_wall_ns_p95,total_wall_ns_mean,total_wall_ns_median,total_wall_ns_p05,total_wall_ns_p95
160,extreme,clustered,60,1.0,1.0,2.141361655614689,2.0726445387466095,1.5334256132218504,2.8858071831988465,0.46509509884048544,0.46500715600306103,0.4428625416246089,0.48540972737753263,0.12552926861296917,0.12290234466577565,0.106137042262114,0.1504021180383864,0.2532314923376926,0.2580591872579945,0.19943438167484046,0.31807084391334534,0.3247048850973255,0.32474308287406295,0.26898982618612716,0.3719992558308887,0.7537981575794027,0.7514052576785488,0.6972753234094353,0.8184333762797735,0.5886203463717795,0.5885037738297167,0.45138247327714165,0.7514866513178255,2613501.6666666665,2635150.0,1586950.0,3507904.999999999,8878680.0,9735550.0,5463230.0,11709034.999999998
160,extreme,corridor,60,1.0,1.0,2.090201475369769,2.0816427552765253,1.4838184548563724,2.667549340216943,0.6348390427789196,0.6371534548304703,0.6082167886370726,0.6566919958792605,0.04956873388648967,0.04808468008159508,0.033758538618951235,0.07394612650923167,0.1258363908048355,0.11912870431974545,0.07607269125093982,0.21472676074951358,0.40591998603894086,0.3986754686602515,0.35225363463005915,0.4845023757675618,0.6424351378492048,0.6510787220026693,0.5455125224588461,0.7249417033596824,0.8729912471716806,0.8593591190819847,0.7098706721355814,1.0947063147213445,1207685.0,1037300.0,638440.0,2179134.9999999995,5725145.0,4925700.0,4374220.0,9073970.0
160,extreme,ring,60,1.0,1.0,2.200683865032682,2.1291503795622053,1.5382038665780937,3.0901139138950833,0.24065627914242335,0.23805042989358804,0.20799426502882917,0.2737729646586856,0.20076104046968365,0.20074367091922884,0.17907871186910737,0.21848796405158638,0.26622575940466037,0.26553424000797643,0.24286676000402474,0.29547661440613127,0.11573375005345005,0.11391917912852689,0.09895890439715685,0.1387992549768725,0.9600628643769531,0.9616184739782547,0.9427178277392098,0.9706574553248872,0.209626367733548,0.2072402985629399,0.1822024968631899,0.23965508522174667,2297553.3333333335,2093050.0,1495910.0,3272404.999999998,7450820.0,6690700.0,5081365.0,10827295.0
160,extreme,separated,60,1.0,1.0,2.01284343143863,1.9612697413113882,1.5462373954913846,2.704736308382193,0.2207160352279825,0.22308364060593733,0.19965735405574256,0.24212768614938557,0.4267286906670352,0.42747743487182877,0.3936856782406703,0.4614022441875867,0.5584880606781683,0.5582041779050784,0.522315370000849,0.5988593712892533,0.10878731398203237,0.10947403046816917,0.08930435552625555,0.12662122097355158,0.9644251512578141,0.9646438932477251,0.9536353156396205,0.9761062553113535,0.19438861905101082,0.19619451841314806,0.1558465725663784,0.2240397552555117,3975466.6666666665,4047800.0,2832205.0,5096835.0,9940798.333333334,10916050.0,6661035.0,13216660.0
160,extreme,uniform,60,1.0,1.0,2.1609065906895366,2.0726368364231966,1.5187129061819442,3.0908082904649667,0.4729057422203736,0.4744318933396018,0.4576409936560043,0.4825879564212721,0.08668631175788184,0.07977574237688459,0.06561746838009012,0.12304736985617243,0.2105522151720871,0.1892503069037394,0.13984730295030798,0.32641566113923615,0.3955583850498496,0.39121172167753204,0.34499378092649996,0.45944932902416885,0.6596126293601584,0.6656628623295866,0.5783395782738439,0.7271866824983514,0.7540476570496686,0.7422699993166632,0.6115484463019022,0.9682203179158275,1351786.6666666667,1262750.0,863070.0,2419074.9999999995,7289815.0,8092750.0,4671150.0,10028675.0
160,high,clustered,60,1.0,1.0,1.2711338712589608,1.229330842067316,0.9521150002738102,1.751862825850781,0.4672061574892938,0.46552738665451054,0.45482821562572245,0.48831287664988227,0.11087379563454275,0.11041499995492407,0.09597829554882432,0.12933277913965446,0.2176738256681298,0.2133713373620413,0.18594420402459857,0.26158276632251987,0.3163989559088244,0.31631829351740726,0.28187939696596886,0.3566291874016285,0.7645171481115501,0.7655970384710661,0.71769043392778,0.8057269958220145,0.5230691960476311,0.5166938974683541,0.43856055554807427,0.6380650540660687,2175616.6666666665,2011300.0,1541685.0,3194774.9999999995,7842791.666666667,7537550.0,5053520.0,11225304.999999998
160,high,corridor,60,1.0,1.0,1.2519056020107693,1.2427442893361782,1.019991254624542,1.5270293463747886,0.6372309934901658,0.6369220398659629,0.6099270611004959,0.6562798429414333,0.0377306357781878,0.03732251656386598,0.029489432602437245,0.049688195042179126,0.09264842359220068,0.09051275755639651,0.06661438758433989,0.11876243013317213,0.39518614415843145,0.3993852477541524,0.3398366872130308,0.4458234480607413,0.6510628670112802,0.6549867101543878,0.5659563024238046,0.7256851586912956,0.8270675047551759,0.8204189996251259,0.6944586719139495,1.0113036917597056,894610.0,828550.0,519580.0,1488899.9999999998,7437708.333333333,7818600.0,4547535.0,9670349.999999998
160,high,ring,60,1.0,1.0,1.2369971001252502,1.2183481080763676,0.985151051946253,1.5711081207590558,0.23839045083940497,0.23720309798995073,0.2177944670954329,0.2642797059140218,0.1959292577108568,0.19642397425269467,0.1832817823095503,0.20681590953678802,0.25701427724630155,0.2582609559978897,0.24471914955378185,0.2707226850205464,0.11294580725382988,0.11390198340059177,0.09662937789501695,0.12749901833575794,0.9620648012176899,0.9614252773707037,0.9531799530569148,0.971652472900073,0.19726413896354522,0.19716018215489828,0.16924295501059783,0.2215487550073677,1868315.0,1786900.0,1413420.0,2568415.0,7064781.666666667,5887000.0,5065955.0,11288594.999999998
160,high,separated,60,1.0,1.0,1.234050348932621,1.19169383431182,0.9669970591695661,1.64494965728438,0.22556385891662206,0.2255098149200854,0.1999095468754585,0.2506613072240636,0.42280489984583114,0.42256872662522216,0.3882884049058714,0.4526022677476953,0.5592581946918792,0.5613482721616265,0.5145193829315516,0.5968535783689235,0.11337696567302773,0.11325403387236133,0.09775954764465472,0.12703693132944852,0.9618143717001482,0.9621536516684912,0.9532396493474481,0.9711213141315658,0.1911465420250927,0.1899894893994537,0.1694716613902301,0.2133653680758516,4103901.6666666665,4200850.0,2967280.0,5470940.0,10376716.666666666,11294400.0,6824555.0,12466595.0
160,high,uniform,60,1.0,1.0,1.2697690280812848,1.2166476397774195,0.9849395875197268,1.6011305564367788,0.4734300827797189,0.4738557822133218,0.46105100187953757,0.481275021213097,0.06507556204478246,0.06280830797056841,0.05259804335884348,0.08272503143883604,0.15467536347380093,0.1472244364038396,0.11233510201478371,0.21843239257006625,0.3701355998045153,0.3635326982284397,0.31981527350703465,0.4393642581949865,0.6849707436632106,0.6909095459859439,0.6021591867675262,0.750363606236259,0.6396118073107558,0.6312818657076753,0.5019494756211631,0.8292953433016932,821396.6666666666,714850.0,546990.0,1335295.0,5938698.333333333,4916550.0,4172410.0,8685909.999999998
