study,seed,N,N_original,K,M,size_N_plus_M,matrix_elements,requested_delta,observed_delta,rho_M_over_N,quota_mode,spatial_mode,treatment,structurally_feasible,mission_feasible,coverage,assigned_slot_count,missing_slot_count,idle_robot_count,idle_fraction,quota_asymmetry_cv,cost_asymmetry_cv,total_cost,mean_cost_per_assigned_slot,normalized_cost_per_assigned_slot,assignment_cost_p50,assignment_cost_p95,assignment_cost_max,assignment_cost_std,assignment_cost_cv,assignment_cost_gini,assignment_cost_jain,normalized_assignment_cost_p95,normalized_assignment_cost_max,load_mean_cost_cv,served_load_fraction,robot_utilization,greedy_total_cost,greedy_to_hungarian_ratio,hungarian_saving_vs_greedy,assignment_cost_lower_bound,relative_gap_to_lower_bound,slots_wall_ns,matrix_wall_ns,solver_wall_ns,post_wall_ns,total_wall_ns,total_cpu_ns,matrix_bytes,solver_ns_per_matrix_element,matrix_build_ns_per_element,failure_count,failure_rate,failed_robot_was_assigned,recovery_feasible,base_total_cost,relative_cost_increase,assignment_churn,logical_messages,communication_bytes,logical_messages_per_assigned_slot,communication_bytes_per_assigned_slot,communication_rounds,retry_messages,nonresponding_count,metrics_wall_ns
failures,4196349819,40,40,13,40,80,1600,0.0,0.0,1.0,moderate,uniform,no_failure,True,True,1.0,40,0,0,0.0,0.5623610939600996,0.4705852830602398,924.9790144004971,23.12447536001243,0.16351473338446018,17.622255611759766,62.539303758105426,73.71949101040326,17.256794031512946,0.746256672328832,0.39527328753521385,0.6423024142957681,0.44221965778041683,0.5212755199907687,0.37983205273720055,1.0,1.0,1075.3436464417155,1.1625600469851454,0.13982937690548602,304.578580857137,0.6707183880765746,48900,49900,24600,52900,580900,0,12800,15.375,31.1875,0,0.0,False,True,924.9790144004971,0.0,0.0,80,8515,2.0,212.875,2,0,0,434000
failures,4132709278,39,40,13,40,79,1560,0.0,-0.012658227848101266,1.0256410256410255,moderate,uniform,random_assigned_failure,False,False,0.975,39,1,0,0.0,0.5623610939600996,0.46601377086524415,922.0016247665018,23.641067301705174,0.16716759003523282,17.93834941816108,62.9811321773867,73.71949101040326,17.16851973403222,0.7262159324250939,0.3842051686633119,0.6547118120757212,0.44534385649436403,0.5212755199907687,0.42145248648594413,1.0,1.0,1042.5255942530673,1.1307199100837684,0.11560768402325575,519.2382151015172,0.43683590011783874,59600,61400,30600,58700,631000,0,12480,19.615384615384617,39.35897435897436,1,0.025,True,False,924.9790144004971,nan,0.0,81,8481,2.076923076923077,217.46153846153845,5,3,1,446800
failures,2193675012,39,40,13,40,79,1560,0.0,-0.012658227848101266,1.0256410256410255,moderate,uniform,critical_assigned_failure,False,False,0.975,39,1,0,0.0,0.5623610939600996,0.46962987367231224,908.6131899118974,23.297774100305062,0.16474014052878025,17.93834941816108,56.3706221026925,73.71949101040326,16.177050570148143,0.6943603496411411,0.37284151479099625,0.6747017823325436,0.39860049148518145,0.5212755199907687,0.44098455080361654,1.0,1.0,1028.198420693016,1.131612915274446,0.11630559663816348,521.0495188949059,0.42654418328944926,58300,57100,30800,60100,658500,0,12480,19.743589743589745,36.6025641025641,1,0.025,True,False,924.9790144004971,nan,0.02564102564102564,81,8482,2.076923076923077,217.48717948717947,5,3,1,461200
failures,1243636951,38,40,13,40,78,1520,0.0,-0.02564102564102564,1.0526315789473684,moderate,uniform,random_5_percent,False,False,0.95,38,2,0,0.0,0.5623610939600996,0.4746283364510535,838.2210248760662,22.05844802305437,0.15597678179552737,16.977598357837405,63.42296059666791,73.71949101040326,17.37282773308363,0.7875815975324479,0.40814071784449846,0.6171754600207322,0.44846805520831085,0.5212755199907687,0.40478588627044637,1.0,1.0,950.4894423180849,1.1339365323825157,0.11811642764617651,489.167328076885,0.4164220252656988,62100,66100,30800,62100,709900,0,12160,20.263157894736842,43.48684210526316,2,0.05,True,False,924.9790144004971,nan,0.05263157894736842,82,8408,2.1578947368421053,221.26315789473685,5,6,2,446700
failures,53323842,36,40,13,40,76,1440,0.0,-0.05263157894736842,1.1111111111111112,moderate,uniform,random_10_percent,False,False,0.9,36,4,0,0.0,0.5623610939600996,0.4713576452219629,793.2429766411406,22.034527128920573,0.15580763553098684,17.22996687575504,59.19039672973385,70.93404372444893,16.734563798377977,0.7594700671571784,0.40504767424191557,0.6341979380195082,0.41853930908716847,0.501579433345409,0.3675059206801884,1.0,1.0,887.7115619548786,1.119091612652847,0.10641810849652958,463.98909283729785,0.415073178710028,188500,241100,63300,140900,1324000,0,11520,43.958333333333336,167.43055555555554,4,0.1,True,False,924.9790144004971,nan,0.08333333333333333,84,8258,2.3333333333333335,229.38888888888889,5,12,4,687100
failures,1292412212,32,40,13,40,72,1280,0.0,-0.1111111111111111,1.25,moderate,uniform,random_20_percent,False,False,0.8,32,8,0,0.0,0.5623610939600996,0.4770869723893452,588.1148110500401,18.378587845313753,0.12995624094054012,15.664042708260958,38.92075090962176,62.09747533882422,12.50985629473562,0.6806755992368279,0.35053082341626896,0.6833778653415267,0.27521126897066034,0.4390954590664701,0.3392006074977536,1.0,1.0,721.7509172860678,1.2272279217002362,0.1851554366408386,419.3094858504655,0.28702784223064176,59900,58600,25300,52100,715700,15625000,10240,19.765625,45.78125,8,0.2,True,False,924.9790144004971,nan,0.125,88,7965,2.75,248.90625,5,24,8,406800
failures,3268288054,28,40,13,40,68,1120,0.0,-0.17647058823529413,1.4285714285714286,moderate,uniform,random_30_percent,False,False,0.7,28,12,0,0.0,0.5623610939600996,0.46706923771704023,482.03925844462293,17.215687801593678,0.12173329587297416,15.6543343575464,37.021978358971324,50.91464416588726,10.772207000043561,0.6257203966632322,0.3303926230575085,0.7186355047364635,0.2617849195057023,0.3600209015139897,0.422189176133894,1.0,1.0,526.1828378738975,1.0915767308490825,0.0838939932127809,372.7432521067505,0.22673673237846548,52500,47700,15800,42600,461700,0,8960,14.107142857142858,42.589285714285715,12,0.3,True,False,924.9790144004971,nan,0.42857142857142855,92,7674,3.2857142857142856,274.07142857142856,5,36,12,385900
failures,2067522412,40,40,13,40,80,1600,0.0,0.0,1.0,moderate,uniform,no_failure,True,True,1.0,40,0,0,0.0,0.532681893816563,0.4703320013140557,815.489412853292,20.3872353213323,0.14415952345359972,16.604667900555974,51.42897860484865,59.49990623284026,14.547427195456397,0.7135556619702432,0.3785488588169259,0.662619526750233,0.36365779520986347,0.42072787177205073,0.4686004821051425,1.0,1.0,966.6868276642446,1.1854069622828485,0.1564078566957233,298.7182110396749,0.6336945565062598,59500,58300,32100,62100,690500,0,12800,20.0625,36.4375,0,0.0,False,True,815.489412853292,0.0,0.0,80,8518,2.0,212.95,2,0,0,470500
failures,4048670322,39,40,13,40,79,1560,0.0,-0.012658227848101266,1.0256410256410255,moderate,uniform,random_assigned_failure,False,False,0.975,39,1,0,0.0,0.532681893816563,0.4709025917362411,772.1774807960368,19.799422584513763,0.1400030597308776,15.763099061279352,51.60384309194879,59.49990623284026,14.492577487996856,0.7319697039716858,0.3825935849942985,0.6511350776179008,0.3648942738560356,0.42072787177205073,0.4405736704240943,1.0,1.0,994.0823654420637,1.2873754935423207,0.22322585367194087,552.1150541164966,0.2849894385066476,61000,62400,34900,62600,700700,0,12480,22.371794871794872,40.0,1,0.025,True,False,815.489412853292,nan,0.05128205128205128,81,8484,2.076923076923077,217.53846153846155,5,3,1,468100
failures,1175217722,39,40,13,40,79,1560,0.0,-0.012658227848101266,1.0256410256410255,moderate,uniform,critical_assigned_failure,False,False,0.975,39,1,0,0.0,0.532681893816563,0.4692182412744074,793.8929429594854,20.35622930665347,0.14394027782123,16.421407737049776,51.60384309194879,59.49990623284026,14.136073121960688,0.6944347555242112,0.3609089821861644,0.6746547454111107,0.3648942738560356,0.42072787177205073,0.40890455628619765,1.0,1.0,1016.0101997556123,1.2797823796847407,0.21861715251436878,573.4906552683707,0.27762217770760866,61300,61000,35200,63400,713500,0,12480,22.564102564102566,39.1025641025641,1,0.025,True,False,815.489412853292,nan,0.07692307692307693,81,8485,2.076923076923077,217.56410256410257,5,3,1,486400
failures,1362345549,38,40,13,40,78,1520,0.0,-0.02564102564102564,1.0526315789473684,moderate,uniform,random_5_percent,False,False,0.95,38,2,0,0.0,0.532681893816563,0.4673270763547976,740.6146129373118,19.489858235192415,0.13781410922469034,16.857040821991024,51.740188184822486,54.751403859751036,12.585744916327819,0.645758669172976,0.3377044446994635,0.7057141810133662,0.36585837925356063,0.38715088948713267,0.3583340098768215,1.0,1.0,899.3941528006518,1.214388883354074,0.17654055162457016,556.97304384469,0.2479583387698642,63100,64400,33200,63600,772200,0,12160,21.842105263157894,42.36842105263158,2,0.05,True,False,815.489412853292,nan,0.21052631578947367,82,8410,2.1578947368421053,221.31578947368422,5,6,2,466700
failures,2981228767,36,40,13,40,76,1440,0.0,-0.05263157894736842,1.1111111111111112,moderate,uniform,random_10_percent,False,False,0.9,36,4,0,0.0,0.532681893816563,0.47651441391261207,614.1352444375877,17.05931234548855,0.1206275544187434,15.208561269547477,34.31820378038659,54.494607898241554,11.27155914225302,0.660727637432224,0.34275843980132503,0.6961068777695956,0.24266634611253168,0.38533506782948596,0.45434749297152294,1.0,1.0,760.3322304335521,1.238053404881279,0.1922804007829588,479.8270767608099,0.2186947726795495,61000,60800,26900,60600,662300,0,11520,18.680555555555557,42.22222222222222,4,0.1,True,False,815.489412853292,nan,0.2222222222222222,84,8262,2.3333333333333335,229.5,5,12,4,447000
