M,requested_delta,replicates,feasibility_rate,mean_coverage,coverage_mean,coverage_median,coverage_p05,coverage_p95,normalized_cost_per_assigned_slot_mean,normalized_cost_per_assigned_slot_median,normalized_cost_per_assigned_slot_p05,normalized_cost_per_assigned_slot_p95,normalized_assignment_cost_p95_mean,normalized_assignment_cost_p95_median,normalized_assignment_cost_p95_p05,normalized_assignment_cost_p95_p95,assignment_cost_max_mean,assignment_cost_max_median,assignment_cost_max_p05,assignment_cost_max_p95,greedy_to_hungarian_ratio_mean,greedy_to_hungarian_ratio_median,greedy_to_hungarian_ratio_p05,greedy_to_hungarian_ratio_p95,robot_utilization_mean,robot_utilization_median,robot_utilization_p05,robot_utilization_p95,solver_wall_ns_mean,solver_wall_ns_median,solver_wall_ns_p05,solver_wall_ns_p95,matrix_bytes_mean,matrix_bytes_median,matrix_bytes_p05,matrix_bytes_p95
160,-0.55,60,0.0,0.28750000000000014,0.28750000000000014,0.2875,0.2875,0.2875,0.05088297235564586,0.050276690748144164,0.04404757777570058,0.05841771719592917,0.0995039447477741,0.09771726756081861,0.08357648159482632,0.12138149186575839,18.136399396940313,17.396848555084826,14.085744849750752,25.585654420174894,1.0168395671366617,1.0104777502560809,1.0,1.0566519413561763,1.0,1.0,1.0,1.0,41998.333333333336,40800.0,33575.0,49589.99999999999,58880.0,58880.0,58880.0,58880.0
160,-0.6,60,0.0,0.25,0.25,0.25,0.25,0.25,0.05004610088480945,0.049136694330892516,0.04079337370670307,0.060500679635165186,0.09977104852093602,0.09605855415229231,0.0749721237914779,0.13587841158245365,17.780910523659518,16.99806966955552,12.641599675005331,27.088466046708717,1.0118495133040653,1.0,1.0,1.0488123827320417,1.0,1.0,1.0,1.0,32800.0,32550.0,22935.0,41784.99999999999,51200.0,51200.0,51200.0,51200.0
160,-0.65,60,0.0,0.2125,0.2125,0.2125,0.2125,0.2125,0.05054572885024303,0.050298681809475915,0.043366533420490946,0.05871320383396928,0.09666818623167611,0.09407980829509949,0.0789433393923503,0.12637381691171581,17.070054394234784,16.638750345886326,13.141919217704242,22.816796392135064,1.0034670967556487,1.0,1.0,1.0342788244704981,1.0,1.0,1.0,1.0,30426.666666666668,30000.0,18390.0,36369.99999999999,43520.0,43520.0,43520.0,43520.0
160,-0.7,60,0.0,0.17500000000000007,0.17500000000000007,0.175,0.175,0.175,0.05155960375431793,0.05117445047246466,0.04310156384889794,0.06352286178539367,0.10183140279337392,0.09863798654273631,0.07967724696648557,0.12792965970320047,17.855277589145338,17.379824886453115,13.173500662109761,24.894578916368026,1.0024750595982028,1.0,1.0,1.0190608361588154,1.0,1.0,1.0,1.0,24181.666666666668,23450.0,20800.0,30620.0,35840.0,35840.0,35840.0,35840.0
160,-0.75,60,0.0,0.14375000000000007,0.14375000000000007,0.14375,0.14375,0.14375,0.05317938431777415,0.05240357200883479,0.04336821173502048,0.06384542577590016,0.10218453819515129,0.09859060380001085,0.07871790600819845,0.1399338733989308,17.05890497104036,16.390587204568313,12.999634811882906,25.036544405007056,1.0019129895012202,1.0,1.0,1.013027127479952,1.0,1.0,1.0,1.0,26830.0,21250.0,18165.0,27674.999999999996,29440.0,29440.0,29440.0,29440.0
160,-0.8,60,0.0,0.1125,0.1125,0.1125,0.1125,0.1125,0.05054571169679791,0.05000909261897939,0.041016593115155785,0.06397321356892578,0.09468764333268921,0.09139950805619781,0.07187589942225285,0.1407532382016491,15.236771530971032,14.719643417891746,11.052487827658798,22.30243247094024,1.001332766722239,1.0,1.0,1.0003456987338404,1.0,1.0,1.0,1.0,17956.666666666668,16600.0,14900.0,24679.999999999996,23040.0,23040.0,23040.0,23040.0
160,-0.85,60,0.0,0.08124999999999999,0.08124999999999999,0.08125,0.08125,0.08125,0.05297927849387149,0.052386797570093194,0.0397326709478258,0.06708857763462756,0.09826968177724013,0.09898560231949169,0.06646933510821174,0.1340010770572874,16.068990096375774,15.863594201330509,10.263413797144668,22.969164915528246,1.0007003320829584,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12681.666666666666,12400.0,8190.0,16244.999999999998,16640.0,16640.0,16640.0,16640.0
160,-0.9,60,0.0,0.04999999999999998,0.04999999999999998,0.05,0.05,0.05,0.0515483259620141,0.05128692184071446,0.036429908236336954,0.06960869903209435,0.09026329496575845,0.08796965678997976,0.061011540639510135,0.1250801322978045,13.85220177971434,13.132212952775301,8.763613842854886,19.691975247168216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10246.666666666666,9000.0,6395.0,12559.99999999999,10240.0,10240.0,10240.0,10240.0
160,-0.95,60,0.0,0.02499999999999999,0.02499999999999999,0.025,0.025,0.025,0.04987663142505887,0.04791400275763756,0.02820848552416985,0.07327803699520481,0.07751853217849235,0.07300389944648147,0.042714300639518324,0.12173693964497356,11.56714813027025,10.619046837599516,6.503815250413135,18.249591055865434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5551.666666666667,5000.0,4195.0,6809.999999999999,5120.0,5120.0,5120.0,5120.0
160,0.0,60,1.0,1.0,1.0,1.0,1.0,1.0,0.07752279911207348,0.07432041362776118,0.0638035031999685,0.09669357079181762,0.1810390387208166,0.1752853010099173,0.1350730610504758,0.25774528377387196,38.99438113062387,36.478086642872825,27.136129970601978,58.37248204676624,1.3571105238267898,1.3394548615815998,1.2421352375777348,1.5037626912362856,1.0,1.0,1.0,1.0,799973.3333333334,777850.0,510295.0,1115405.0,204800.0,204800.0,204800.0,204800.0
160,0.05,60,1.0,1.0,1.0,1.0,1.0,1.0,0.0629993347143572,0.06267634099128089,0.05176686452850996,0.07558686930428224,0.13965988978214103,0.13867603902976236,0.10726235593946838,0.17558232624994213,29.679426678944658,28.451306582577445,20.99496803565621,42.442142743881064,1.2843370868875958,1.270516556696311,1.1795500346855208,1.4373806018770963,0.9039548022598871,0.903954802259887,0.903954802259887,0.903954802259887,775490.0,749250.0,413075.0,1158509.9999999998,226560.0,226560.0,226560.0,226560.0
160,0.1,60,1.0,1.0,1.0,1.0,1.0,1.0,0.05502455696183301,0.05225073924002812,0.04619267589559129,0.06934780499484137,0.11936575295380039,0.11231554655682163,0.0909971121820477,0.16400730202257263,25.117664900724424,23.154661496787075,17.343955730458095,39.46468598518316,1.2269911126063713,1.2120788612184192,1.1313646018307653,1.3549928201057375,0.8163265306122448,0.8163265306122449,0.8163265306122449,0.8163265306122449,693180.0,623750.0,438935.0,1056444.9999999998,250880.0,250880.0,250880.0,250880.0
160,0.15,60,1.0,1.0,1.0,1.0,1.0,1.0,0.04996150266318418,0.04844389453065681,0.043321624533770677,0.06031669696325282,0.10648975417147394,0.10301450987853995,0.08295337874465579,0.13894058044234553,22.70919048037049,20.69994727316849,16.372856652760493,33.332869532332865,1.1821524835770316,1.172669339560025,1.1124556406839081,1.2741921135784433,0.7407407407407406,0.7407407407407407,0.7407407407407407,0.7407407407407407,635505.0,574600.0,377235.0,1198930.0,276480.0,276480.0,276480.0,276480.0
160,0.2,60,1.0,1.0,1.0,1.0,1.0,1.0,0.04440018397652165,0.043445667217128975,0.03973753424395937,0.05120732577686023,0.09418892151911831,0.09015678663986484,0.0782110803864628,0.12095159677847739,19.456545621263455,18.81763344400335,13.645824433942641,28.909148055777205,1.154452553986274,1.1485563807234898,1.0868453216753322,1.2354209119348716,0.6666666666666664,0.6666666666666666,0.6666666666666666,0.6666666666666666,580373.3333333334,534450.0,395195.0,838864.9999999999,307200.0,307200.0,307200.0,307200.0
160,0.25,60,1.0,1.0,1.0,1.0,1.0,1.0,0.03992916572501486,0.03927468932591652,0.03696021828949884,0.04409707168447241,0.08082519476214119,0.07926569456433673,0.0680629160692125,0.09574636182536682,16.66402519162782,16.550679272218154,12.722758141727015,21.47616386102703,1.123019268383396,1.116348682204251,1.068375397654146,1.1867981639268974,0.5992509363295881,0.599250936329588,0.599250936329588,0.599250936329588,530373.3333333334,506950.0,373140.0,761305.0,341760.0,341760.0,341760.0,341760.0
160,0.3,60,1.0,1.0,1.0,1.0,1.0,1.0,0.037479596802451595,0.03713810176232642,0.03411998582946058,0.04121990570570973,0.07593952006256494,0.07371877068895968,0.06287473412234068,0.09941648759689255,15.598997570670056,14.629755969960005,11.390036149411475,22.094822115564977,1.109573272472298,1.1049459392195562,1.0676085420211414,1.1626914011755938,0.5387205387205388,0.5387205387205387,0.5387205387205387,0.5387205387205387,552421.6666666666,514350.0,368985.0,859754.9999999993,380160.0,380160.0,380160.0,380160.0
160,0.35,60,1.0,1.0,1.0,1.0,1.0,1.0,0.033716182412851105,0.03303723542530437,0.030824572012210515,0.037674167071069874,0.06742844056895284,0.06429417997018752,0.05631685882377858,0.0878456931834667,14.112805445366867,13.637962300655849,10.549065596956957,20.17063965987904,1.0899742612079246,1.0886695180553043,1.0548609827618247,1.1281324325063602,0.4819277108433733,0.4819277108433735,0.4819277108433735,0.4819277108433735,523243.3333333333,509600.0,377375.0,695005.0,424960.0,424960.0,424960.0,424960.0
160,0.4,60,1.0,1.0,1.0,1.0,1.0,1.0,0.03125394002616229,0.030992479394090694,0.028865096839275087,0.03410350208013885,0.06135370075858889,0.0601740555589844,0.05326351824741293,0.07131509588762287,12.294829340132061,11.911177284307044,9.42989050791597,16.62650390162563,1.0775649091754722,1.0733722795154952,1.0390272934887137,1.1377703840097932,0.4289544235924933,0.4289544235924933,0.4289544235924933,0.4289544235924933,573826.6666666666,546900.0,381110.0,829409.9999999998,477440.0,477440.0,477440.0,477440.0
160,0.45,60,1.0,1.0,1.0,1.0,1.0,1.0,0.028966748640904906,0.02865674028692773,0.0269711603330212,0.03159241716555779,0.055429308110819316,0.05446865969668609,0.04821616667399723,0.06348855638830853,11.045060803303654,10.680137685710173,8.406213084605472,15.351808398284376,1.0692857016242958,1.0638627896967483,1.036736047495915,1.1086343261474632,0.3791469194312795,0.3791469194312796,0.3791469194312796,0.3791469194312796,664516.6666666666,652500.0,432385.0,944364.9999999999,540160.0,540160.0,540160.0,540160.0
160,0.5,60,1.0,1.0,1.0,1.0,1.0,1.0,0.02661916965286879,0.026604100943822755,0.024013458635258136,0.02913924558420837,0.05051324894281446,0.04978543483778805,0.044833494943723164,0.056338591425833535,10.040400143943344,9.752025656875002,7.8168958179862,12.730287396177077,1.056529283170342,1.0533647588787378,1.0290970793986027,1.0905787743585076,0.3333333333333332,0.3333333333333333,0.3333333333333333,0.3333333333333333,699580.0,648500.0,427970.0,1014149.9999999995,614400.0,614400.0,614400.0,614400.0
160,0.55,60,1.0,1.0,1.0,1.0,1.0,1.0,0.024534558613325055,0.02430013225329363,0.022428290360845354,0.026967199591056788,0.046013003641854344,0.046120627078132664,0.04031868543144127,0.05383352236054918,9.445343761598965,8.86094450256495,6.992074721064673,12.761054491054347,1.0506484009579906,1.052676408282778,1.016197158635391,1.0808583157002323,0.2903811252268603,0.29038112522686027,0.29038112522686027,0.29038112522686027,699978.3333333334,667050.0,474260.0,907384.9999999998,705280.0,705280.0,705280.0,705280.0
160,0.6,60,1.0,1.0,1.0,1.0,1.0,1.0,0.022228958593498844,0.0220986787777012,0.020533855854782925,0.024126084542177323,0.04202013135629468,0.04113938284508745,0.03644622669953668,0.05032140429080762,8.276810928637039,7.905713718425529,6.723131589530639,11.184280085937285,1.0406239815946934,1.0401343301228674,1.0181110611975925,1.0683821359825978,0.25,0.25,0.25,0.25,1023828.3333333334,880350.0,637800.0,2000389.9999999995,819200.0,819200.0,819200.0,819200.0
160,0.65,60,1.0,1.0,1.0,1.0,1.0,1.0,0.020128962045907996,0.02011091430064805,0.01878635221102386,0.021936928343583503,0.037398652999222966,0.03725423281652164,0.033324404109832825,0.04224983185965445,7.098276710119978,6.994124415348082,5.754604361207834,9.081155011415039,1.0328962991365611,1.0312411940099477,1.0102075516624967,1.0598475356301913,0.21220159151193638,0.21220159151193635,0.21220159151193635,0.21220159151193635,864878.3333333334,805350.0,581575.0,1356439.9999999998,965120.0,965120.0,965120.0,965120.0
160,0.7,60,1.0,1.0,1.0,1.0,1.0,1.0,0.018227628809797797,0.01811465296881283,0.016827598409774207,0.019723335940122554,0.03334501858929049,0.03331894117172922,0.030052191212191156,0.03836248550199305,6.4905604797180425,6.354401490411962,5.140439312197638,7.860118024428023,1.0292812945889604,1.0276906759715208,1.0070148431238202,1.053524588373946,0.17640573318632852,0.17640573318632854,0.17640573318632854,0.17640573318632854,1273298.3333333333,1027750.0,922390.0,1755279.9999999995,1160960.0,1160960.0,1160960.0,1160960.0
160,0.75,60,1.0,1.0,1.0,1.0,1.0,1.0,0.016410358881943192,0.016314576886457835,0.014994516071960234,0.01803370630142278,0.0295268974636454,0.029285285841088825,0.026798459940825702,0.03258809773967838,5.615101083594953,5.35439415272206,4.658709916543874,6.826903961282599,1.019371112261274,1.0176971699351296,1.0055356174072967,1.034954613927802,0.1428571428571428,0.14285714285714285,0.14285714285714285,0.14285714285714285,1432391.6666666667,1291000.0,1114230.0,2154374.9999999995,1433600.0,1433600.0,1433600.0,1433600.0
160,0.8,60,1.0,1.0,1.0,1.0,1.0,1.0,0.014095990022072813,0.014073004837342857,0.012929155347183332,0.015258712916394147,0.025070702762511148,0.0249603500901055,0.022582749903280394,0.02836771192538048,4.656525518606949,4.570179743592555,3.986284117262919,5.603841155474649,1.0167298493605081,1.0167939849573733,1.0041855604053689,1.031339659748483,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1967066.6666666667,1664250.0,1429200.0,2635239.9999999995,1843200.0,1843200.0,1843200.0,1843200.0
160,0.85,60,1.0,1.0,1.0,1.0,1.0,1.0,0.012148067482731124,0.012223725112665321,0.011147336844768251,0.012968320397703792,0.02166976713660577,0.021479283897677864,0.019628008655059426,0.02410722494394295,4.0137408831937496,4.00950245250354,3.2820853894630724,4.670663569875829,1.0098946128208912,1.0088097181491347,1.0000687925254035,1.024293702074156,0.08109477952356818,0.08109477952356817,0.08109477952356817,0.08109477952356817,2212196.6666666665,2024700.0,1780020.0,2948639.999999998,2525440.0,2525440.0,2525440.0,2525440.0
160,0.9,60,1.0,1.0,1.0,1.0,1.0,1.0,0.00967278415629798,0.009611987379185831,0.008959025470225592,0.010369050193527572,0.017106611652837268,0.017021855725649127,0.015638039846562684,0.018469703711684014,3.2374156263740548,3.137287343774188,2.77377416829715,4.00129067293958,1.0076474260625992,1.0055085559660217,1.000000000000001,1.0218530963082448,0.05263157894736843,0.05263157894736842,0.05263157894736842,0.05263157894736842,3303276.6666666665,2986050.0,2781115.0,4630859.999999999,3891200.0,3891200.0,3891200.0,3891200.0
160,0.95,60,1.0,1.0,1.0,1.0,1.0,1.0,0.006702013048816862,0.006693656544061048,0.00620921456637641,0.00721021219966988,0.011813404937116238,0.011773243845322485,0.01064859577666784,0.013139993869345796,2.130206953373762,2.1459376126208607,1.8647861268814352,2.4826049644785857,1.003403128197814,1.001181700472158,0.9999999999999994,1.0129641077415534,0.02564102564102563,0.02564102564102564,0.02564102564102564,0.02564102564102564,7902770.0,7244750.0,5945370.0,10913650.0,7987200.0,7987200.0,7987200.0,7987200.0
20,-0.05,60,0.0,0.9,0.9,0.9,0.9,0.9,0.17618896259685934,0.17076633701734995,0.11964475386177911,0.23983827762918816,0.33490733520015936,0.3261712419443277,0.21800054408118152,0.4747600918135995,54.68005022036112,52.11614826602048,36.39564174836643,79.78917014595591,1.128988654304076,1.1146529336058042,1.0233617799683181,1.3143337717409176,1.0,1.0,1.0,1.0,11561.666666666666,10500.0,6595.0,17564.99999999999,2880.0,2880.0,2880.0,2880.0
20,-0.1,60,0.0,0.7999999999999997,0.7999999999999997,0.8,0.8,0.8,0.1733938641620908,0.16513368006460075,0.1334614563490354,0.2346964102492811,0.33025359253836417,0.31270724113960624,0.23655298826549367,0.4589437194835475,53.72404630751771,51.243560193863786,39.00450240797629,75.52605041303345,1.1157852977821832,1.0871361619753426,1.0158960488167343,1.2775025021843989,1.0,1.0,1.0,1.0,9585.0,9550.0,6595.0,12019.999999999998,2560.0,2560.0,2560.0,2560.0
20,-0.15,60,0.0,0.75,0.75,0.75,0.75,0.75,0.16549214751296712,0.1574783866163231,0.12141082481591313,0.2503215113278135,0.31180694566241207,0.3022848033869496,0.2192563372287216,0.4686478519338224,50.05647918076148,47.831717202611486,33.73333528067635,74.96854844070069,1.0723992649968201,1.0546744321261434,1.0,1.1789647105339451,1.0,1.0,1.0,1.0,9505.0,9400.0,7190.0,12915.0,2400.0,2400.0,2400.0,2400.0
20,-0.2,60,0.0,0.6499999999999999,0.6499999999999999,0.65,0.65,0.65,0.1496756969316621,0.14877282965071614,0.11228620903619758,0.19804196797805984,0.2793204964970295,0.2732500784503059,0.18993691103337743,0.3923468301222466,43.90932102010492,42.605843810881204,28.18636005237212,65.81794173443014,1.0680223003109244,1.0460945872109657,1.0,1.1898514770279829,1.0,1.0,1.0,1.0,7366.666666666667,6900.0,4500.0,11069.999999999996,2080.0,2080.0,2080.0,2080.0
20,-0.25,60,0.0,0.6000000000000001,0.6000000000000001,0.6,0.6,0.6,0.16354927961175741,0.16135660413703007,0.11173072830566014,0.2300751090822497,0.31144804492775396,0.3016209827526629,0.20606133246348657,0.4529962989172116,49.45570384505384,50.16772796039437,31.164779532240644,71.24137542653861,1.042157760482385,1.0306985623889071,1.0,1.1243607613890563,1.0,1.0,1.0,1.0,8085.0,7300.0,5795.0,10205.0,1920.0,1920.0,1920.0,1920.0
20,-0.3,60,0.0,0.5499999999999999,0.5499999999999999,0.55,0.55,0.55,0.15707413158058617,0.15180491395161594,0.10131654483936947,0.21145798857901493,0.2875473439522767,0.2714283983589638,0.19249710213592275,0.4231668150217588,44.13192664284504,42.185425497495,29.10454200089093,68.25239246647465,1.0576268135841966,1.0239119358195459,1.0,1.2244861428645215,1.0,1.0,1.0,1.0,7426.666666666667,7050.0,5695.0,9910.0,1760.0,1760.0,1760.0,1760.0
20,-0.35,60,0.0,0.5,0.5,0.5,0.5,0.5,0.1563717044862841,0.15339658148412572,0.11197799951627051,0.22079393842492193,0.27581769922115335,0.27100817436159574,0.17821277017194984,0.4097093304221171,42.17885107753643,41.22088688305264,25.72309892575214,66.12546691478204,1.0349724646047649,1.0,1.0,1.1696348528625964,1.0,1.0,1.0,1.0,7281.666666666667,7000.0,5800.0,9919.999999999998,1600.0,1600.0,1600.0,1600.0
20,-0.4,60,0.0,0.45,0.45,0.45,0.45,0.45,0.1546745593216747,0.14718238476216633,0.1043452552570728,0.23536464343424604,0.2818327346320096,0.26637849581096984,0.1635032379012066,0.4597366319212978,43.46234311844858,41.30638067345461,25.855294925667742,69.6438012563951,1.0253476789196632,1.0,1.0,1.120235149248137,1.0,1.0,1.0,1.0,7308.333333333333,7100.0,5800.0,9119.999999999998,1440.0,1440.0,1440.0,1440.0
20,-0.45,60,0.0,0.39999999999999986,0.39999999999999986,0.4,0.4,0.4,0.14789202525113235,0.14088927985019653,0.10263519870281866,0.20479273547423057,0.2512717535919243,0.23360278676105978,0.16143546998947608,0.37568524180954427,37.49786758249931,35.04886853505329,23.887947303110067,57.13215688212065,1.0140505644308193,1.0,1.0,1.0818699775719027,1.0,1.0,1.0,1.0,6095.0,5950.0,4900.0,8505.0,1280.0,1280.0,1280.0,1280.0
20,-0.5,60,0.0,0.35000000000000014,0.35000000000000014,0.35,0.35,0.35,0.15209452826742048,0.14863224000780667,0.10182711788445101,0.24271806861576928,0.25046636237110964,0.2399805000569739,0.14940296982665438,0.4135426103700796,37.88937693899593,36.27666994520666,22.3335575046102,61.40813213616506,1.0119214397821163,1.0,1.0,1.0722938464030696,1.0,1.0,1.0,1.0,6076.666666666667,5800.0,4800.0,7754.999999999997,1120.0,1120.0,1120.0,1120.0
20,-0.55,60,0.0,0.30000000000000004,0.30000000000000004,0.3,0.3,0.3,0.1444113810274535,0.13435452632569755,0.09549554846767198,0.22230492623250778,0.2357219852434289,0.22443943073725092,0.15302873676391426,0.3839268789702076,35.320650869661804,33.34705860944192,22.23601843710567,58.30191887983224,1.0064310854472571,1.0,1.0,1.0013063055926053,1.0,1.0,1.0,1.0,5385.0,5350.0,3695.0,7209.999999999999,960.0,960.0,960.0,960.0
20,-0.6,60,0.0,0.25,0.25,0.25,0.25,0.25,0.15652945727737677,0.15130413665312198,0.09661481785049542,0.2376851443982001,0.2516663538637086,0.2354335332080971,0.14507092700310228,0.3838108160355344,37.47017806310692,34.496978718892606,20.81104549649838,58.27056138231294,1.0029322262993936,1.0,1.0,1.0010283261418171,1.0,1.0,1.0,1.0,4788.333333333333,4800.0,3300.0,6700.0,800.0,800.0,800.0,800.0
20,-0.65,60,0.0,0.19999999999999993,0.19999999999999993,0.2,0.2,0.2,0.14496917959153352,0.1423219686246981,0.07476720641441188,0.22031909050889595,0.217780781510468,0.2058283089188459,0.11642725280056924,0.34428065924912393,31.99059953564801,29.528338289528776,16.842067712261937,53.077096333602576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3978.3333333333335,3950.0,3095.0,5400.0,640.0,640.0,640.0,640.0
20,-0.7,60,0.0,0.19999999999999993,0.19999999999999993,0.2,0.2,0.2,0.13757055808680424,0.14422338832210777,0.07555751488270561,0.1869652628823456,0.2141113382831607,0.21984378782982922,0.11785826317569698,0.2977659924654572,31.745618828118165,31.887600130382673,16.909439016100272,46.10454148818599,1.0041612241861937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4720.0,4400.0,4000.0,6905.0,640.0,640.0,640.0,640.0
20,-0.75,60,0.0,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.15539628367371092,0.1442845165276207,0.07846619361612178,0.24559523926546514,0.21682497591679664,0.20461001085098185,0.11517868097445795,0.3549479895785909,31.625087590002877,29.253198693854813,16.314831813424863,51.311250051205164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4235.0,4200.0,3900.0,4805.0,480.0,480.0,480.0,480.0
