M,requested_delta,replicates,feasibility_rate,mean_coverage,coverage_mean,coverage_median,coverage_p05,coverage_p95,normalized_cost_per_assigned_slot_mean,normalized_cost_per_assigned_slot_median,normalized_cost_per_assigned_slot_p05,normalized_cost_per_assigned_slot_p95,normalized_assignment_cost_p95_mean,normalized_assignment_cost_p95_median,normalized_assignment_cost_p95_p05,normalized_assignment_cost_p95_p95,assignment_cost_max_mean,assignment_cost_max_median,assignment_cost_max_p05,assignment_cost_max_p95,greedy_to_hungarian_ratio_mean,greedy_to_hungarian_ratio_median,greedy_to_hungarian_ratio_p05,greedy_to_hungarian_ratio_p95,robot_utilization_mean,robot_utilization_median,robot_utilization_p05,robot_utilization_p95,solver_wall_ns_mean,solver_wall_ns_median,solver_wall_ns_p05,solver_wall_ns_p95,matrix_bytes_mean,matrix_bytes_median,matrix_bytes_p05,matrix_bytes_p95
20,-0.8,60,0.0,0.09999999999999996,0.09999999999999996,0.1,0.1,0.1,0.14655349080366056,0.14473671807290905,0.06869695082262327,0.2258570686114563,0.18768356561120744,0.18414827586662602,0.09119892078056671,0.27616638461743254,27.188761165682717,26.605047730368305,13.249850644588317,39.74538073905722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4288.333333333333,4100.0,3800.0,5349.999999999997,320.0,320.0,320.0,320.0
20,-0.85,60,0.0,0.09999999999999996,0.09999999999999996,0.1,0.1,0.1,0.15023923919885165,0.15099463303721616,0.061362241294288467,0.27312169122186036,0.19979719860625517,0.18850867534452137,0.06958380108878234,0.35257477019296635,29.034319002839307,27.375688843695666,9.96982487062538,51.08697428421778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4201.666666666667,4100.0,3600.0,5200.0,320.0,320.0,320.0,320.0
20,-0.9,60,0.0,0.04999999999999998,0.04999999999999998,0.05,0.05,0.05,0.14873183963986783,0.13634080915563326,0.0596407227524643,0.29762347941113926,0.14873183963986783,0.13634080915563326,0.0596407227524643,0.29762347941113926,21.033858477540136,19.28150214128184,8.434471898626864,42.090316106390276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4271.666666666667,4100.0,3495.0,5505.0,160.0,160.0,160.0,160.0
20,-0.95,60,0.0,0.04999999999999998,0.04999999999999998,0.05,0.05,0.05,0.15416325937217648,0.13474279281170298,0.030509643526863067,0.3512974518300506,0.15416325937217648,0.13474279281170298,0.030509643526863067,0.3512974518300506,21.801977222377314,19.055508502633835,4.314715165885826,49.68096208051667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4165.0,3800.0,3195.0,6509.999999999999,160.0,160.0,160.0,160.0
20,0.0,60,1.0,1.0,1.0,1.0,1.0,1.0,0.18677135743075166,0.19480785419300636,0.13482325836385203,0.2398601142010189,0.3684484577885521,0.3607800380074519,0.2555646623976478,0.48799873757937917,60.3131881455589,57.47602116954765,38.36459669463332,87.64485726815244,1.2046892346177172,1.1859421470278373,1.0555069521176024,1.4262216268025079,1.0,1.0,1.0,1.0,16033.333333333334,15550.0,10385.0,20654.999999999993,3200.0,3200.0,3200.0,3200.0
20,0.05,60,1.0,1.0,1.0,1.0,1.0,1.0,0.17990304707045082,0.17217865304313168,0.13021806336469371,0.24952835729534228,0.35567843517312736,0.348810402769859,0.2200733630843451,0.5092474669290177,57.76927844002913,56.041870359492734,34.155419591764556,81.71519621336472,1.1625328302288087,1.1415617328670926,1.0518279772049697,1.3011795317307135,0.9090909090909088,0.9090909090909091,0.9090909090909091,0.9090909090909091,35651.666666666664,20300.0,13890.0,29330.0,3520.0,3520.0,3520.0,3520.0
20,0.1,60,1.0,1.0,1.0,1.0,1.0,1.0,0.15638716719098855,0.15616561537346518,0.11408962481534762,0.21265420836561233,0.2959661373030896,0.28123816664156087,0.20302373363809395,0.44967530839911085,47.908277242900446,46.649859966970205,31.035241625050677,70.29890818084458,1.121564364980911,1.1021002505629833,1.0258400512105328,1.2953721336223862,0.8333333333333335,0.8333333333333334,0.8333333333333334,0.8333333333333334,19803.333333333332,19050.0,14990.0,23989.999999999996,3840.0,3840.0,3840.0,3840.0
20,0.15,60,1.0,1.0,1.0,1.0,1.0,1.0,0.13678891127203313,0.13143637238044636,0.10326423411105336,0.18166767915465992,0.2644921430501425,0.25314145701043483,0.17957484293922904,0.37898451423646046,43.3368573307192,41.681609464758665,28.189615439457736,61.974593252119966,1.1250122619198253,1.1066304598974221,1.0237207821141605,1.2602597846416936,0.7407407407407406,0.7407407407407407,0.7407407407407407,0.7407407407407407,18345.0,17200.0,13575.0,24789.99999999999,4320.0,4320.0,4320.0,4320.0
20,0.2,60,1.0,1.0,1.0,1.0,1.0,1.0,0.12842759499172154,0.12483667235610975,0.09833678238992719,0.1748423302351417,0.2441288146048727,0.23415053232071473,0.16019296175772738,0.37789207024334365,39.55895072746686,37.24234852162341,26.564879490509593,57.34105948591701,1.1005248085433412,1.0755391950384106,1.0107856865498546,1.268758564010864,0.6666666666666664,0.6666666666666666,0.6666666666666666,0.6666666666666666,18550.0,18000.0,11675.0,24415.0,4800.0,4800.0,4800.0,4800.0
20,0.25,60,1.0,1.0,1.0,1.0,1.0,1.0,0.11100113028974437,0.10708184692226112,0.08584286245400088,0.14079989420679936,0.20858865610756167,0.2112832699795461,0.1422529046930091,0.3032020820217434,32.74276984436692,32.199301269586485,22.21929468226946,46.025130445401736,1.0903990985996896,1.0714435280851864,1.0020069118878394,1.2109076055680592,0.6060606060606062,0.6060606060606061,0.6060606060606061,0.6060606060606061,17593.333333333332,16400.0,11580.0,25464.999999999996,5280.0,5280.0,5280.0,5280.0
20,0.3,60,1.0,1.0,1.0,1.0,1.0,1.0,0.10424858556814814,0.10012720379247035,0.08254225598589732,0.1405179048834843,0.18829459608954535,0.17762915191650103,0.13244210852249208,0.26807616516526767,30.551036197761775,28.817112306418863,20.754787082099796,45.467591961405574,1.0625263476718922,1.0580577206757895,1.0000000000000002,1.1400217208568124,0.5405405405405405,0.5405405405405406,0.5405405405405406,0.5405405405405406,18681.666666666668,17350.0,14360.0,24349.999999999996,5920.0,5920.0,5920.0,5920.0
20,0.35,60,1.0,1.0,1.0,1.0,1.0,1.0,0.09779439991187565,0.0972314051904212,0.07521172925165057,0.1278536630218302,0.18399170975654305,0.17213240364423382,0.1303043124868837,0.2703311156443122,29.235094204614608,28.126022965658898,19.827202262159496,43.08925565138838,1.079804590960798,1.0725083417553676,1.0000000000000002,1.186316748452472,0.4761904761904761,0.47619047619047616,0.47619047619047616,0.47619047619047616,19561.666666666668,19550.0,13810.0,25530.0,6720.0,6720.0,6720.0,6720.0
20,0.4,60,1.0,1.0,1.0,1.0,1.0,1.0,0.08968590927150603,0.08770108560288414,0.06388217102572771,0.11695352733303085,0.161304826185433,0.1539613290891686,0.11113898719881227,0.2391895555113343,26.08467240686124,24.844623378648777,17.35145018116197,38.19805002621842,1.0620385813270814,1.0532100848709036,1.0,1.1607406759732897,0.42553191489361714,0.425531914893617,0.425531914893617,0.425531914893617,22705.0,22100.0,16360.0,33784.99999999999,7520.0,7520.0,7520.0,7520.0
20,0.45,60,1.0,1.0,1.0,1.0,1.0,1.0,0.08134131239669885,0.08118414745423103,0.06179599552806001,0.09844443641054647,0.14653175301458912,0.1461795903040561,0.1024669702597198,0.1906992864522007,23.181838404856688,22.01928422555988,16.282721772951486,31.87242682578669,1.0480587781434783,1.0312295110900158,1.0,1.1462710050883913,0.37735849056603776,0.37735849056603776,0.37735849056603776,0.37735849056603776,17681.666666666668,17450.0,11770.0,24679.999999999996,8480.0,8480.0,8480.0,8480.0
20,0.5,60,1.0,1.0,1.0,1.0,1.0,1.0,0.07502201416028835,0.07284006395477619,0.060985579771394585,0.09704221335256394,0.1358138200145246,0.12680776937042626,0.09895955656464851,0.1991142929817757,21.760325199238572,20.681409179847954,16.022101900787533,30.877478976102587,1.0485325214965755,1.0320267977324018,0.9999999999999999,1.1515006395393375,0.3333333333333332,0.3333333333333333,0.3333333333333333,0.3333333333333333,21441.666666666668,20550.0,16185.0,30354.999999999996,9600.0,9600.0,9600.0,9600.0
20,0.55,60,1.0,1.0,1.0,1.0,1.0,1.0,0.07073935045974131,0.07123779212206327,0.05233207315028843,0.085862650981107,0.1270228653203961,0.12504358546344535,0.09016671403411496,0.16612641170565837,20.834146204711818,20.257037421427334,14.586171448301569,28.54678677082041,1.0410520192974126,1.0239635756527528,0.9999999999999998,1.1526273237600926,0.28985507246376824,0.2898550724637681,0.2898550724637681,0.2898550724637681,20455.0,20550.0,12995.0,27920.0,11040.0,11040.0,11040.0,11040.0
20,0.6,60,1.0,1.0,1.0,1.0,1.0,1.0,0.06445253356575077,0.06356521922016728,0.051230818474386444,0.0815231372277183,0.11481383751690476,0.10519383485336223,0.08287629468637021,0.17655145742149086,18.614442961615627,17.624846191180993,12.90595804425296,28.682425110278032,1.0436412498590906,1.0313519460956448,1.0,1.1327605674066394,0.25,0.25,0.25,0.25,23960.0,23400.0,19405.0,31714.999999999993,12800.0,12800.0,12800.0,12800.0
20,0.65,60,1.0,1.0,1.0,1.0,1.0,1.0,0.05887911734309519,0.057122484643135706,0.045973441239646286,0.079564002075856,0.10316357501936556,0.09746590654083816,0.07625138511101387,0.1577767632882723,16.1486828804689,15.224750013007107,11.67213442211987,25.252185833219222,1.019040538756925,1.000727204777355,0.9999999999999998,1.0724237737831055,0.21276595744680857,0.2127659574468085,0.2127659574468085,0.2127659574468085,22858.333333333332,21850.0,17000.0,30130.0,15040.0,15040.0,15040.0,15040.0
20,0.7,60,1.0,1.0,1.0,1.0,1.0,1.0,0.05546930970800486,0.05289934201042372,0.039971997166691364,0.07680346878350304,0.1001317750405173,0.09462206657734284,0.06781102350111262,0.1668405166655222,16.217183117463694,14.907346984079494,11.030631132436632,26.39947706792524,1.024360311664218,1.0143984457374162,0.9999999999999998,1.0992589411526035,0.17699115044247785,0.17699115044247787,0.17699115044247787,0.17699115044247787,24485.0,23850.0,15680.0,34130.0,18080.0,18080.0,18080.0,18080.0
20,0.75,60,1.0,1.0,1.0,1.0,1.0,1.0,0.04671968819148759,0.046021341614769354,0.03882462104705832,0.059981175915864264,0.0819034529215342,0.07945256367272018,0.061545189454570555,0.11807513512776706,13.01406051647104,12.547289704462333,9.744437711579668,17.878335371389426,1.0168560060230478,1.0000000000000002,0.9999999999999998,1.08229911068901,0.1428571428571428,0.14285714285714285,0.14285714285714285,0.14285714285714285,30383.333333333332,30950.0,19890.0,39240.0,22400.0,22400.0,22400.0,22400.0
20,0.8,60,1.0,1.0,1.0,1.0,1.0,1.0,0.04009156374232474,0.03908872137606768,0.03288595078018861,0.04960467252721132,0.06812140994323984,0.06586261705920181,0.05271789536446735,0.09137629928860547,10.718149858665575,10.428171674037603,7.838029753304084,13.969532858812633,1.0115994776458674,1.0,0.9999999999999998,1.0395831794025763,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,30710.0,31850.0,22585.0,37835.0,28800.0,28800.0,28800.0,28800.0
20,0.85,60,1.0,1.0,1.0,1.0,1.0,1.0,0.03256634393070773,0.03228077033502684,0.025340287954918866,0.04024055175783536,0.05701849509398551,0.05495684530681702,0.0441412489156674,0.07491634264616603,9.100293653251518,8.995068942782764,7.005491318787154,12.427150343121676,1.0081211124816867,1.0,0.9999999999999998,1.0681854917679197,0.08097165991902837,0.08097165991902834,0.08097165991902834,0.08097165991902834,45290.0,45100.0,31010.0,56260.0,39520.0,39520.0,39520.0,39520.0
20,0.9,60,1.0,1.0,1.0,1.0,1.0,1.0,0.027707343875092487,0.027654578196424306,0.021672433529672467,0.03380619052418165,0.04698642075903281,0.04546163121234836,0.035935611261470705,0.06185530731956931,7.406951103501128,7.192263948896846,5.2985723276683245,10.196817797226643,1.003929417170869,1.0,0.9999999999999998,1.021743863145958,0.05263157894736843,0.05263157894736842,0.05263157894736842,0.05263157894736842,59395.0,61100.0,42155.0,74964.99999999999,60800.0,60800.0,60800.0,60800.0
20,0.95,60,1.0,1.0,1.0,1.0,1.0,1.0,0.018719857216629842,0.0180015596967548,0.014011768958696687,0.0246305140848276,0.03235062480236995,0.031695405750263764,0.023862311965091622,0.043963431870443714,4.97587493475741,4.845503646556889,3.7293834857079493,6.369183152042382,1.007419492797235,1.0,0.9999999999999998,1.0458913990855754,0.02564102564102563,0.02564102564102564,0.02564102564102564,0.02564102564102564,113838.33333333333,109200.0,69885.0,165604.99999999994,124800.0,124800.0,124800.0,124800.0
40,-0.05,60,0.0,0.9,0.9,0.9,0.9,0.9,0.12961685991077418,0.12493143349027605,0.10129688900218593,0.165350865122517,0.28061511089099794,0.24855194127039115,0.1940396963824177,0.4263079491820069,48.66325058624502,43.403317065104666,34.13293175586108,72.83249399801201,1.1809745702690186,1.1635419322678295,1.0751477224934318,1.331828050731139,1.0,1.0,1.0,1.0,37120.0,30450.0,23290.0,47735.0,11520.0,11520.0,11520.0,11520.0
40,-0.1,60,0.0,0.8250000000000003,0.8250000000000003,0.825,0.825,0.825,0.12904588351446286,0.12457647606411618,0.10567402999937896,0.16359271773105744,0.26376536686288243,0.25327702016886344,0.19136015687106506,0.39083773576104974,45.72777332124504,43.343465529236134,32.4743081240879,61.67865733305781,1.1449841829136183,1.1250368150632017,1.0428940220025922,1.2873693898178145,1.0,1.0,1.0,1.0,24088.333333333332,22450.0,15500.0,35260.0,10560.0,10560.0,10560.0,10560.0
40,-0.15,60,0.0,0.75,0.75,0.75,0.75,0.75,0.12325178904228808,0.11860445053055638,0.09813545892766797,0.15711870145007975,0.24994235232197756,0.23801112508511982,0.18318706628940612,0.359715877784668,42.50949479385543,43.75734390644847,29.47139427866639,57.347333812128916,1.117572396508975,1.112216395251202,1.0220550601937057,1.2322479334815797,1.0,1.0,1.0,1.0,20695.0,17950.0,11390.0,44855.0,9600.0,9600.0,9600.0,9600.0
40,-0.2,60,0.0,0.6749999999999997,0.6749999999999997,0.675,0.675,0.675,0.12204579111398489,0.11993443495322602,0.0909791023990125,0.1527017415909111,0.24448610056124803,0.24251867937559135,0.16981827287667248,0.34512545380072857,42.65132527008164,41.50125118001902,27.267606681889312,60.250135818495934,1.1009433588960382,1.0862382843693776,1.0200582660274822,1.2161846857156635,1.0,1.0,1.0,1.0,18261.666666666668,17100.0,13395.0,26169.999999999996,8640.0,8640.0,8640.0,8640.0
40,-0.25,60,0.0,0.6000000000000001,0.6000000000000001,0.6,0.6,0.6,0.1104587671931769,0.10651031880947705,0.08841564892658603,0.1429191850712702,0.21380071278874102,0.2074090614308373,0.15609851808337913,0.29025683441559574,35.74476370502435,35.28327195005258,24.738480096181295,48.899275842212305,1.0716448163619539,1.059112209985749,1.0,1.2008879864288438,1.0,1.0,1.0,1.0,15216.666666666666,14600.0,10185.0,20744.999999999993,7680.0,7680.0,7680.0,7680.0
40,-0.3,60,0.0,0.5499999999999999,0.5499999999999999,0.55,0.55,0.55,0.11384385936406966,0.11006885620088455,0.0907955180986086,0.1431664689178759,0.21619714142721289,0.20640342659031813,0.16490519268095616,0.30815956339537737,36.06708116639338,35.953244425514086,24.148811395845073,51.12320675273326,1.0526321629573363,1.0407531176169045,1.0,1.1499904551115043,1.0,1.0,1.0,1.0,15818.333333333334,12200.0,9160.0,22210.0,7040.0,7040.0,7040.0,7040.0
40,-0.35,60,0.0,0.47500000000000014,0.47500000000000014,0.475,0.475,0.475,0.11199125511560507,0.1110106627427566,0.08541979611361639,0.13984296752721312,0.21265668084575068,0.20532501346033538,0.13836040853933346,0.3042880869163091,35.1915941267025,32.21986134057085,23.167069863598282,57.49662466382825,1.0423751069444556,1.028754143628913,1.0,1.1479067570165669,1.0,1.0,1.0,1.0,10255.0,10050.0,6995.0,14110.0,6080.0,6080.0,6080.0,6080.0
40,-0.4,60,0.0,0.425,0.425,0.425,0.425,0.425,0.1114915212477042,0.11029191189310447,0.08503432402688478,0.14926243738647138,0.20981877629873338,0.20452768353228376,0.14388988225446148,0.2943643556816048,33.69809417836984,31.950587485637023,24.287912083770834,48.96475964548444,1.0339440827672335,1.0192091603458646,1.0,1.1162501397362676,1.0,1.0,1.0,1.0,8783.333333333334,8850.0,5600.0,12939.999999999998,5440.0,5440.0,5440.0,5440.0
40,-0.45,60,0.0,0.375,0.375,0.375,0.375,0.375,0.11100222755846449,0.11187798026008446,0.08172993581157714,0.14385574951579086,0.21298916872655924,0.2018431215012107,0.15402563364825797,0.29212318131338055,33.53042487554719,31.78696643695396,23.49731203251598,47.77671881424492,1.0235154040652727,1.0,1.0,1.0961310000534703,1.0,1.0,1.0,1.0,6551.666666666667,6200.0,5100.0,8705.0,4800.0,4800.0,4800.0,4800.0
40,-0.5,60,0.0,0.32499999999999996,0.32499999999999996,0.325,0.325,0.325,0.1106256113577096,0.11088169617678088,0.08498367300884448,0.1432384328486799,0.21117827788242566,0.2017855107794318,0.1423591198074414,0.3038351744419558,33.35270669771633,30.85631202953098,22.307341094064892,52.45985428613755,1.0153883169888391,1.0,1.0,1.0735836651093391,1.0,1.0,1.0,1.0,7805.0,7450.0,6500.0,9110.0,4160.0,4160.0,4160.0,4160.0
40,-0.55,60,0.0,0.30000000000000004,0.30000000000000004,0.3,0.3,0.3,0.11272945905995085,0.10491176231652079,0.0788376183762717,0.15231428467495448,0.21289969860947633,0.20012890460302185,0.15084273442808988,0.31805924299713584,33.90069622104446,32.958614989746394,22.1086354733154,51.05692530626561,1.0259412883523986,1.0,1.0,1.1236542515970716,1.0,1.0,1.0,1.0,7666.666666666667,7350.0,6195.0,10174.999999999996,3840.0,3840.0,3840.0,3840.0
40,-0.6,60,0.0,0.25,0.25,0.25,0.25,0.25,0.10543323479912423,0.10616817157775871,0.07628460347847126,0.1317292127353946,0.19298270365255413,0.1854034716453538,0.1298256043451695,0.2615524920438248,30.25734052740419,28.672473553933166,19.729587775187383,42.86396491304998,1.005708807661335,1.0,1.0,1.0452168049118138,1.0,1.0,1.0,1.0,6123.333333333333,6200.0,4100.0,8459.999999999996,3200.0,3200.0,3200.0,3200.0
40,-0.65,60,0.0,0.19999999999999993,0.19999999999999993,0.2,0.2,0.2,0.10916038750786507,0.10467098605242559,0.08162193892054827,0.14549907593253783,0.20066915599200877,0.18970770978152396,0.12481052513433609,0.2677137110153739,30.985213490993697,30.01227028030091,18.375750890521154,47.75331434300439,1.0113812780875517,1.0,1.0,1.1153535032645336,1.0,1.0,1.0,1.0,4465.0,4200.0,3500.0,5909.999999999999,2560.0,2560.0,2560.0,2560.0
40,-0.7,60,0.0,0.17500000000000007,0.17500000000000007,0.175,0.175,0.175,0.10672256626327827,0.10656754208275027,0.0703564265583032,0.14788031851415587,0.17938508605125295,0.17415497873841324,0.11407855682468203,0.2711613592145859,27.117307715006916,25.84777420786962,16.631922341566586,42.33447958575276,1.0008036658568622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5615.0,5500.0,3500.0,9779.999999999996,2240.0,2240.0,2240.0,2240.0
40,-0.75,60,0.0,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.10540323795778041,0.1019174654810718,0.06611442434284232,0.1483948139327902,0.1689923635779621,0.16323365794413022,0.09594942798110355,0.25866429831575655,25.446642997367483,24.028293102669878,14.727120416764683,38.460891191338256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5180.0,5400.0,3700.0,6800.0,1920.0,1920.0,1920.0,1920.0
40,-0.8,60,0.0,0.09999999999999996,0.09999999999999996,0.1,0.1,0.1,0.09829814258042581,0.10246842832855944,0.05197362824538561,0.1370436958739925,0.15406999012279635,0.15141865087927353,0.07309958751275081,0.23763205930557998,22.918153523076167,21.645228701012755,10.510408051795983,37.670278844441825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4586.666666666667,4700.0,3300.0,6509.999999999999,1280.0,1280.0,1280.0,1280.0
40,-0.85,60,0.0,0.07500000000000001,0.07500000000000001,0.075,0.075,0.075,0.10965547400625347,0.11107111272602424,0.04972959219855001,0.1599719394369705,0.158689527942185,0.15187485885388075,0.0833201217881687,0.24719186527072182,23.30421765271274,21.7132730942176,11.915503308859778,37.10785644308123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4871.666666666667,4550.0,4295.0,5644.999999999997,960.0,960.0,960.0,960.0
40,-0.9,60,0.0,0.04999999999999998,0.04999999999999998,0.05,0.05,0.05,0.11387718455358967,0.09831122313915686,0.05553547051504625,0.23448156172475307,0.14109769572215852,0.12763325826742933,0.06350398978433779,0.28142968646534877,20.381956558423756,18.429821062460526,9.035622370714798,41.17169569038045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4445.0,4300.0,3995.0,5000.0,640.0,640.0,640.0,640.0
40,-0.95,60,0.0,0.02499999999999999,0.02499999999999999,0.025,0.025,0.025,0.100789867252414,0.09760376435591978,0.0201480177417113,0.17688868848386163,0.100789867252414,0.09760376435591978,0.0201480177417113,0.17688868848386163,14.253839721814774,13.803256729080942,2.8493599945261865,25.015838228426666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4261.666666666667,3900.0,2700.0,7629.999999999998,320.0,320.0,320.0,320.0
40,0.0,60,1.0,1.0,1.0,1.0,1.0,1.0,0.1446384195281153,0.1430864927972269,0.1071786372375755,0.19771589813417395,0.30944501146459336,0.3016964126591689,0.21381365255332557,0.4502988100010745,55.476002059812835,52.334919340239324,35.09720680507516,76.20632685567563,1.2546301343607094,1.2507717103581433,1.1008167240702362,1.4101806550847027,1.0,1.0,1.0,1.0,46991.666666666664,46600.0,28260.0,67959.99999999999,12800.0,12800.0,12800.0,12800.0
40,0.05,60,1.0,1.0,1.0,1.0,1.0,1.0,0.12238336140341335,0.12167017559745952,0.09711472768485514,0.1564611988895887,0.24979377358448668,0.23750288531539818,0.1802011524407381,0.35167177472261,44.34976235606793,42.14245698143631,31.154048956820958,61.88085613886573,1.1949079264093279,1.182539771109138,1.0863084825943834,1.3339299914402325,0.9090909090909088,0.9090909090909091,0.9090909090909091,0.9090909090909091,53446.666666666664,50050.0,35725.0,76000.0,14080.0,14080.0,14080.0,14080.0
40,0.1,60,1.0,1.0,1.0,1.0,1.0,1.0,0.1074652741129015,0.10568464726406546,0.0813939511326132,0.13470961082691887,0.21940032197047168,0.20469859286376352,0.15917661525105067,0.301186612999519,38.69546137881407,37.35842151573212,26.63129722451737,56.10887205847772,1.1573270956175208,1.132976824735474,1.0613371438672055,1.3647341443258814,0.8163265306122448,0.8163265306122449,0.8163265306122449,0.8163265306122449,55326.666666666664,51200.0,38840.0,77069.99999999999,15680.0,15680.0,15680.0,15680.0
40,0.15,60,1.0,1.0,1.0,1.0,1.0,1.0,0.09712780286295392,0.0949874940691108,0.07520110768589312,0.12459238107014883,0.18942529905011354,0.18388808424339592,0.1315216685995602,0.2641933870477531,32.40025890301136,32.52897448634213,22.892098461528985,43.59819914936374,1.1220421178772957,1.1131657599841382,1.0542662744089049,1.2427520049288845,0.7407407407407406,0.7407407407407407,0.7407407407407407,0.7407407407407407,50470.0,47100.0,36010.0,70784.99999999999,17280.0,17280.0,17280.0,17280.0
40,0.2,60,1.0,1.0,1.0,1.0,1.0,1.0,0.08939736474082409,0.08677180534996069,0.07156327556725811,0.11019858494700661,0.17849312338171303,0.16368888512835658,0.12314784989528256,0.258043340486094,31.027024927504844,29.33764705646703,22.363233461654797,45.177371202898044,1.1295434523407761,1.118894452568076,1.0388392754863998,1.2549793264197564,0.6666666666666664,0.6666666666666666,0.6666666666666666,0.6666666666666666,49941.666666666664,47450.0,33600.0,75860.0,19200.0,19200.0,19200.0,19200.0
40,0.25,60,1.0,1.0,1.0,1.0,1.0,1.0,0.08244297337803003,0.07998746465291544,0.066349717025692,0.10254769893420712,0.16305359288922394,0.16068383740360653,0.11586249042066217,0.2227063735359048,28.342880551955464,27.37317329557377,20.866969747527303,36.582400330675576,1.1140231386291386,1.0921238730154454,1.0369840564588595,1.2450454746152975,0.597014925373134,0.5970149253731343,0.5970149253731343,0.5970149253731343,51558.333333333336,50650.0,39230.0,64339.999999999985,21440.0,21440.0,21440.0,21440.0
40,0.3,60,1.0,1.0,1.0,1.0,1.0,1.0,0.07513845485089489,0.0725290141620398,0.05975906734308182,0.09051293496773961,0.14656453999365635,0.1381318646992895,0.10501989141564878,0.2122309093811081,25.825175010818203,24.06377911415347,16.445342989797055,39.84485953627186,1.104394670268328,1.0799589797064906,1.0198706185853046,1.2463025712251423,0.5405405405405405,0.5405405405405406,0.5405405405405406,0.5405405405405406,49531.666666666664,46850.0,38800.0,67459.99999999999,23680.0,23680.0,23680.0,23680.0
40,0.35,60,1.0,1.0,1.0,1.0,1.0,1.0,0.07157396077394924,0.07116569345092286,0.05938900575201103,0.08623970687452095,0.13872976494251,0.13108670481050028,0.11003529888348443,0.18639100361699845,24.27497874675792,23.223044531832123,17.413286370444865,33.86428090812722,1.0767525117216044,1.0583759320165531,1.0233908053939869,1.200762075171687,0.4819277108433733,0.4819277108433735,0.4819277108433735,0.4819277108433735,47468.333333333336,42900.0,28990.0,81149.99999999999,26560.0,26560.0,26560.0,26560.0
40,0.4,60,1.0,1.0,1.0,1.0,1.0,1.0,0.06537648655368701,0.06553966684227183,0.053444498380059116,0.0777999608347834,0.1271411700847255,0.11999550539891671,0.09072735871156125,0.1730909672864435,21.577430786805447,20.24205324321912,15.137027728913852,29.9218452864123,1.0694625110043325,1.0594619738058584,1.0117109661637893,1.138805050108614,0.4301075268817204,0.43010752688172044,0.43010752688172044,0.43010752688172044,52368.333333333336,50150.0,36255.0,88030.0,29760.0,29760.0,29760.0,29760.0
40,0.45,60,1.0,1.0,1.0,1.0,1.0,1.0,0.05721784973254209,0.05742895024664969,0.04855964357986115,0.06953730773404973,0.10433834305800796,0.10095856760447786,0.08105538831165289,0.14320484593315763,17.657058553119438,17.031583439650404,12.835328370186707,23.779669252293598,1.0524358557865545,1.0469403315300445,1.0,1.136153459446286,0.3809523809523808,0.38095238095238093,0.38095238095238093,0.38095238095238093,50358.333333333336,48900.0,37785.0,62744.99999999999,33600.0,33600.0,33600.0,33600.0
40,0.5,60,1.0,1.0,1.0,1.0,1.0,1.0,0.05555301094119869,0.055028466186336056,0.046272362042514226,0.0674326810549436,0.10403196029255136,0.10057069656930523,0.08112485054870107,0.1286684494605169,17.463726241146812,16.936501509716265,12.90836212886167,22.824599112231315,1.0543743045914786,1.0493504870055708,1.002821893124855,1.131480782224234,0.3333333333333332,0.3333333333333333,0.3333333333333333,0.3333333333333333,53691.666666666664,53900.0,37090.0,68720.0,38400.0,38400.0,38400.0,38400.0
40,0.55,60,1.0,1.0,1.0,1.0,1.0,1.0,0.050888219383529144,0.050603251872911925,0.043865121261848904,0.06110303922529369,0.0932977514745472,0.09107748547239197,0.07025736155308414,0.12203188038980138,15.691824153646746,15.320193690346063,11.969098616861174,20.740092127373952,1.0461395302642036,1.035555079787474,1.0070442018941452,1.0967707263364497,0.28985507246376824,0.2898550724637681,0.2898550724637681,0.2898550724637681,58876.666666666664,54500.0,42945.0,79819.99999999997,44160.0,44160.0,44160.0,44160.0
40,0.6,60,1.0,1.0,1.0,1.0,1.0,1.0,0.046671589170232515,0.046424485728244966,0.03927666395500836,0.054503791112988094,0.08590334366921425,0.08496548272029242,0.06426374377941949,0.10800300669326184,14.168923525043086,13.735579679762333,10.785858650132239,18.408123608523194,1.0352586933816514,1.0308667641152174,1.0000000000000002,1.1002983293534074,0.25,0.25,0.25,0.25,62788.333333333336,58400.0,42670.0,95149.99999999996,51200.0,51200.0,51200.0,51200.0
