M,requested_delta,treatment,replicates,feasibility_rate,mean_coverage,coverage_mean,coverage_median,coverage_p05,coverage_p95,relative_cost_increase_mean,relative_cost_increase_median,relative_cost_increase_p05,relative_cost_increase_p95,assignment_churn_mean,assignment_churn_median,assignment_churn_p05,assignment_churn_p95,normalized_assignment_cost_p95_mean,normalized_assignment_cost_p95_median,normalized_assignment_cost_p95_p05,normalized_assignment_cost_p95_p95,greedy_to_hungarian_ratio_mean,greedy_to_hungarian_ratio_median,greedy_to_hungarian_ratio_p05,greedy_to_hungarian_ratio_p95,robot_utilization_mean,robot_utilization_median,robot_utilization_p05,robot_utilization_p95,solver_wall_ns_mean,solver_wall_ns_median,solver_wall_ns_p05,solver_wall_ns_p95,total_wall_ns_mean,total_wall_ns_median,total_wall_ns_p05,total_wall_ns_p95,logical_messages_mean,logical_messages_median,logical_messages_p05,logical_messages_p95,communication_bytes_mean,communication_bytes_median,communication_bytes_p05,communication_bytes_p95
40,0.33,random_assigned_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.017615198848189597,0.013096233046169217,0.0017641750593560075,0.044709079911269205,0.018162393162393157,0.01282051282051282,0.01282051282051282,0.038461538461538464,0.16351025526410223,0.15600482934726467,0.1212543760955019,0.24607440666311403,1.0897773016108028,1.07740989420051,1.0162876473059825,1.1839065717816848,0.5128205128205127,0.5128205128205128,0.5128205128205128,0.5128205128205128,47418.333333333336,40000.0,30490.0,78084.99999999997,1485896.6666666667,1203600.0,1014355.0,2664844.9999999995,159.0,159.0,159.0,159.0,16767.1,16766.0,16752.95,16782.0
640,0.0,critical_assigned_failure,60,0.0,0.9984375,0.9984375,0.9984375,0.9984375,0.9984375,nan,nan,nan,nan,0.032550860719874807,0.03286384976525822,0.006181533646322379,0.06885758998435054,0.12067192237745009,0.12025389941749523,0.09359047881151522,0.16435376451219214,1.4170930947344678,1.4064251824606662,1.3387241568512087,1.501012032787402,1.0,1.0,1.0,1.0,18989586.666666668,17986000.0,13141420.0,28013714.99999999,42340588.333333336,40636700.0,33062065.0,56199364.99999999,1281.0,1281.0,1281.0,1281.0,139037.4,139035.0,138990.9,139080.15
640,0.0,no_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12188406809638788,0.12086694557059179,0.09363537174168972,0.16869250108578282,1.4512975000051482,1.451232677187161,1.3523501068163344,1.538496941443669,1.0,1.0,1.0,1.0,19258380.0,18103450.0,13648890.0,26425734.999999993,42638026.666666664,40259000.0,34182415.0,56173524.999999985,1280.0,1280.0,1280.0,1280.0,138471.36666666667,138469.0,138423.95,138516.0
640,0.0,random_10_percent,60,0.0,0.9,0.9,0.9,0.9,0.9,nan,nan,nan,nan,0.39771412037037035,0.39322916666666663,0.30711805555555555,0.496875,0.09136034044356785,0.08960815236942762,0.0735025330847586,0.1171195967376251,1.2823990502669822,1.2828365376594792,1.2309570083475296,1.336752419657971,1.0,1.0,1.0,1.0,7658875.0,6920000.0,5038870.0,12746769.999999998,27977946.666666668,27051800.0,23671175.0,35594319.99999999,1344.0,1344.0,1344.0,1344.0,134381.53333333333,134383.0,134348.65,134422.05
640,0.0,random_20_percent,60,0.0,0.7999999999999997,0.7999999999999997,0.8,0.8,0.8,nan,nan,nan,nan,0.48707682291666665,0.4833984375,0.40009765625,0.60439453125,0.07782754522104457,0.0767609602835279,0.06405079282907673,0.10029440625413573,1.2116568126887381,1.206118086704227,1.1592335644401797,1.2664716539905072,1.0,1.0,1.0,1.0,3974841.6666666665,3657550.0,2693270.0,6155885.0,22214470.0,20810550.0,18335580.0,30474109.999999993,1408.0,1408.0,1408.0,1408.0,129657.06666666667,129654.0,129618.9,129696.25
640,0.0,random_30_percent,60,0.0,0.7000000000000003,0.7000000000000003,0.7,0.7,0.7,nan,nan,nan,nan,0.5380580357142858,0.53125,0.4440848214285714,0.6321428571428571,0.06897131354359003,0.06843892635645354,0.05963554732448225,0.07963407961143114,1.152572127807713,1.146705625441887,1.1149438324881253,1.2071129907307339,1.0,1.0,1.0,1.0,2568798.3333333335,2342100.0,1679300.0,3738640.0,18415711.666666668,17366050.0,15093395.0,25512535.0,1472.0,1472.0,1472.0,1472.0,124930.96666666666,124930.0,124890.9,124970.1
640,0.0,random_5_percent,60,0.0,0.9500000000000003,0.9500000000000003,0.95,0.95,0.95,nan,nan,nan,nan,0.2995888157894736,0.303453947368421,0.23667763157894736,0.36874999999999997,0.10295791928660296,0.09963277082113349,0.07755317218793557,0.14017120089806662,1.3295240932337973,1.3206546776550803,1.2627003103726218,1.4123520727905092,1.0,1.0,1.0,1.0,11679615.0,10654650.0,6830795.0,17542119.999999996,33461565.0,32080750.0,25731010.0,45132395.0,1312.0,1312.0,1312.0,1312.0,136748.48333333334,136750.5,136706.9,136796.0
640,0.0,random_assigned_failure,60,0.0,0.9984375,0.9984375,0.9984375,0.9984375,0.9984375,nan,nan,nan,nan,0.029681794470526865,0.028169014084507043,0.004694835680751174,0.05954616588419405,0.12068956103788449,0.12010053062429436,0.09322846585282572,0.16840635336225293,1.4178015269733282,1.4093731141856016,1.341129587248846,1.5050909407580382,1.0,1.0,1.0,1.0,18629935.0,17590050.0,12466705.0,25170074.999999993,41701025.0,41856950.0,33546585.0,52482409.99999999,1281.0,1281.0,1281.0,1281.0,139037.51666666666,139035.0,138990.9,139081.05
640,0.2,critical_assigned_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.0054660997761513275,0.005292644577160967,0.0020948558265738684,0.00872417531599865,0.005752519986096629,0.005213764337851929,0.0020855057351407717,0.010479666319082374,0.05194533759305391,0.050931803893991885,0.04543080137572352,0.060748383115830265,1.1463718481365057,1.148617375146526,1.1103678946152,1.1863418404778154,0.6673618352450468,0.6673618352450469,0.6673618352450469,0.6673618352450469,9924915.0,9400050.0,7982900.0,13771250.0,42944303.333333336,41341550.0,36594210.0,56047200.0,1921.0,1921.0,1921.0,1921.0,207270.21666666667,207272.0,207210.95,207317.1
640,0.2,idle_robot_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05152988663445042,0.050827112005252216,0.04549876584592952,0.06022232032211649,1.1454058896717656,1.1459013255805508,1.1117865949586991,1.1859537672975369,0.6673618352450468,0.6673618352450469,0.6673618352450469,0.6673618352450469,9763915.0,9306050.0,7393860.0,13713239.999999998,41915373.333333336,39932850.0,36272985.0,55321195.0,1921.0,1921.0,1921.0,1921.0,207270.05,207272.5,207211.9,207319.05
640,0.2,no_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05152988663445042,0.050827112005252216,0.04549876584592952,0.06022232032211649,1.1453722433513758,1.1459013255805508,1.1117865949586991,1.1859537672975369,0.6666666666666664,0.6666666666666666,0.6666666666666666,0.6666666666666666,10401303.333333334,9847000.0,8264265.0,13755690.0,42749048.333333336,41365350.0,36972830.0,52204154.99999999,1920.0,1920.0,1920.0,1920.0,207341.41666666666,207343.5,207283.9,207391.0
640,0.2,random_10_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.10602147287516202,0.10672690125950005,0.08057536911569148,0.1354631159784388,0.1390817901234568,0.1388888888888889,0.12141203703703704,0.16348379629629628,0.058658779450718776,0.05713134947554363,0.05081836286833959,0.07005872558270312,1.1788640980681167,1.1789266444087834,1.1318867578771934,1.2340799151428512,0.7407407407407406,0.7407407407407407,0.7407407407407407,0.7407407407407407,10923550.0,10670300.0,8681490.0,14752930.0,40302906.666666664,38423400.0,35365195.0,50140829.99999999,2016.0,2016.0,2016.0,2016.0,200494.21666666667,200493.5,200435.75,200541.1
640,0.2,random_20_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.28503206073397946,0.2729983952567678,0.21995289973598098,0.40559869789663777,0.2972222222222223,0.2936197916666667,0.25904947916666665,0.35611979166666663,0.07088199582153003,0.06926758913371796,0.05847037717389913,0.08443037578444472,1.2354223460982594,1.236038765334784,1.1763805987026779,1.320360489869603,0.8333333333333335,0.8333333333333334,0.8333333333333334,0.8333333333333334,13869258.333333334,13669500.0,9970600.0,19155129.999999996,40373405.0,38671900.0,34675340.0,53234755.0,2112.0,2112.0,2112.0,2112.0,193645.01666666666,193646.5,193597.6,193692.15
640,0.2,random_30_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.6560895702340646,0.6261653344048057,0.4620853685329743,0.9626514786872258,0.5224702380952382,0.515625,0.4490327380952381,0.6267113095238095,0.09460859954659266,0.091815056927026,0.07394384716292729,0.12623795395128257,1.3607096597436128,1.3575770582891347,1.2563887742603028,1.4667825833854087,0.9523809523809522,0.9523809523809523,0.9523809523809523,0.9523809523809523,19899111.666666668,19786850.0,12584605.0,29514710.0,43401315.0,43170400.0,34682335.0,56212610.0,2208.0,2208.0,2208.0,2208.0,186804.26666666666,186807.5,186753.85,186844.25
640,0.2,random_5_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.05002832387480314,0.049745564802109815,0.03450349495107641,0.06851358984449779,0.07130847953216375,0.0712719298245614,0.0537280701754386,0.08771929824561403,0.05508922939381265,0.053828752109158856,0.04893460890572626,0.06437529499980198,1.1593997681157142,1.160126648453922,1.114519254359627,1.2025001115272627,0.7017543859649121,0.7017543859649122,0.7017543859649122,0.7017543859649122,10091511.666666666,9797650.0,8150860.0,12985914.999999998,40074353.333333336,39071200.0,35523770.0,48380314.999999985,1968.0,1968.0,1968.0,1968.0,203916.56666666668,203916.0,203857.95,203961.15
640,0.2,random_assigned_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.0016898593518941333,0.0013687812726838398,0.00028283856100638175,0.003755398536478319,0.0021028849496002784,0.0020855057351407717,0.0010427528675703858,0.0042231491136600595,0.051658669922347904,0.050827112005252216,0.04549876584592952,0.06022232032211649,1.1454830741556312,1.146433432074248,1.1112408111326022,1.1846153641432875,0.6673618352450468,0.6673618352450469,0.6673618352450469,0.6673618352450469,9777983.333333334,9603600.0,7615295.0,13204785.0,42686126.666666664,40532800.0,36666335.0,55232730.0,1921.0,1921.0,1921.0,1921.0,207269.98333333334,207272.0,207211.85,207318.05
640,0.33,critical_assigned_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.004846931686209069,0.004660002678546996,0.002231276018056511,0.007375469148130042,0.002863146834778041,0.002364066193853428,0.0015366430260047284,0.005516154452324665,0.04025642080680909,0.040077022625366554,0.03526637250071163,0.044909214687051474,1.1007900048035306,1.0982568327356024,1.077357097542556,1.125962305649239,0.5043341213553979,0.5043341213553979,0.5043341213553979,0.5043341213553979,11457630.0,10866500.0,9033160.0,15331290.0,61382418.333333336,56886300.0,46621005.0,82968365.0,2541.0,2541.0,2541.0,2541.0,274513.2,274516.0,274448.95,274567.45
640,0.33,idle_robot_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03998345266532471,0.03962092335404546,0.0351862323284795,0.04465532101614116,1.1008932607824422,1.0978337590974825,1.0768320513652623,1.1256499014659285,0.5043341213553979,0.5043341213553979,0.5043341213553979,0.5043341213553979,10902025.0,10416050.0,8770115.0,14731495.0,59987946.666666664,56266600.0,46769585.0,78413360.0,2541.0,2541.0,2541.0,2541.0,274513.1666666667,274515.5,274449.95,274567.45
640,0.33,no_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03998345266532471,0.03962092335404546,0.0351862323284795,0.04465532101614116,1.1008643793477055,1.09764773922365,1.0768320513652623,1.1256499014659285,0.5039370078740156,0.5039370078740157,0.5039370078740157,0.5039370078740157,11192833.333333334,10767100.0,8556290.0,15773750.0,59528598.333333336,56499950.0,46509065.0,79819060.0,2540.0,2540.0,2540.0,2540.0,274584.25,274587.0,274520.95,274639.45
640,0.33,random_10_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.08490785614632193,0.08461380940439905,0.06341269192058538,0.11079336705742723,0.08350831146106735,0.0826771653543307,0.0688976377952756,0.0989938757655293,0.043756862038026555,0.04368417634570465,0.03855308926931894,0.049025919391722704,1.1178923412616981,1.1162887033784954,1.0913791001549755,1.1500988521427682,0.5599300087489065,0.5599300087489064,0.5599300087489064,0.5599300087489064,10882996.666666666,9883800.0,8324225.0,16031224.999999998,54353326.666666664,48802050.0,42834165.0,72680039.99999999,2667.0,2667.0,2667.0,2667.0,265560.11666666664,265562.0,265507.8,265612.1
640,0.33,random_20_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.19496472914483354,0.1882096022353799,0.16181726810562932,0.25286847774346294,0.17770669291338587,0.17568897637795275,0.15841535433070866,0.19901574803149605,0.049233645184080584,0.0488498219737297,0.0438843399037506,0.05713750716436018,1.139447417983611,1.1373975526107298,1.1074834369538507,1.1870362817478113,0.6299212598425196,0.6299212598425197,0.6299212598425197,0.6299212598425197,10976211.666666666,10644500.0,8269150.0,14606890.0,49938698.333333336,45236800.0,39184310.0,68394720.0,2794.0,2794.0,2794.0,2794.0,256531.96666666667,256531.0,256481.0,256582.45
640,0.33,random_30_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.358375740575679,0.3532427374328221,0.2838286505420641,0.4471076383538704,0.2958380202474691,0.29302587176602923,0.26991001124859393,0.33188976377952756,0.0578685670310941,0.057415216070533064,0.05089083377176026,0.06643391709706539,1.1765200244235918,1.1794928700886742,1.1309457957885471,1.2238037305670848,0.7199100112485938,0.7199100112485939,0.7199100112485939,0.7199100112485939,11100510.0,10673550.0,8107975.0,15390224.999999996,46181956.666666664,42590600.0,36678590.0,62234739.99999999,2921.0,2921.0,2921.0,2921.0,247505.26666666666,247509.0,247458.65,247548.35
640,0.33,random_5_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.039694028519231296,0.03936085531319666,0.02907136336536066,0.04935885064721097,0.042468214483139845,0.04145936981757877,0.03150912106135987,0.053109452736318404,0.041910341926684774,0.04212136876581937,0.03722488314342527,0.04628567011949197,1.1081610626720535,1.10658317542128,1.0845313019019072,1.1361066740473953,0.5306799336650084,0.5306799336650083,0.5306799336650083,0.5306799336650083,11168285.0,10734550.0,8821735.0,14504595.0,58922806.666666664,58111050.0,44642365.0,76061704.99999999,2604.0,2604.0,2604.0,2604.0,270035.56666666665,270035.5,269980.9,270086.3
640,0.33,random_assigned_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.0011293994225607998,0.0010181045836883235,4.0377233747419935e-05,0.0030610873121241374,0.0014053060152350934,0.0007880220646178094,0.0007880220646178094,0.0032308904649330137,0.040037730113323136,0.03971852104334315,0.03526637250071163,0.04465532101614116,1.101081294396065,1.0979230635014443,1.0769052414037796,1.1256201818306248,0.5043341213553979,0.5043341213553979,0.5043341213553979,0.5043341213553979,10954180.0,10296800.0,8577685.0,14363004.999999998,59421976.666666664,56258750.0,46430870.0,85846400.0,2541.0,2541.0,2541.0,2541.0,274513.05,274516.0,274450.75,274567.5
