study,seed,N,N_original,K,M,size_N_plus_M,matrix_elements,requested_delta,observed_delta,rho_M_over_N,quota_mode,spatial_mode,treatment,structurally_feasible,mission_feasible,coverage,assigned_slot_count,missing_slot_count,idle_robot_count,idle_fraction,quota_asymmetry_cv,cost_asymmetry_cv,total_cost,mean_cost_per_assigned_slot,normalized_cost_per_assigned_slot,assignment_cost_p50,assignment_cost_p95,assignment_cost_max,assignment_cost_std,assignment_cost_cv,assignment_cost_gini,assignment_cost_jain,normalized_assignment_cost_p95,normalized_assignment_cost_max,load_mean_cost_cv,served_load_fraction,robot_utilization,greedy_total_cost,greedy_to_hungarian_ratio,hungarian_saving_vs_greedy,assignment_cost_lower_bound,relative_gap_to_lower_bound,slots_wall_ns,matrix_wall_ns,solver_wall_ns,post_wall_ns,total_wall_ns,total_cpu_ns,matrix_bytes,solver_ns_per_matrix_element,matrix_build_ns_per_element,failure_count,failure_rate,failed_robot_was_assigned,recovery_feasible,base_total_cost,relative_cost_increase,assignment_churn,logical_messages,communication_bytes,logical_messages_per_assigned_slot,communication_bytes_per_assigned_slot,communication_rounds,retry_messages,nonresponding_count,metrics_wall_ns
balance,3046503931,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915891,0.5584067384491022,5.121321058273757,5.121321058273757,0.036213208489388395,5.121321058273757,5.121321058273757,5.121321058273757,0.0,0.0,0.0,1.0,0.036213208489388395,0.036213208489388395,0.0,0.14285714285714285,1.0,5.121321058273757,1.0,0.0,5.121321058273757,0.0,30300,19700,2700,12900,94800,0,160,135.0,985.0,0,0.0,False,False,nan,nan,nan,2,213,2.0,213.0,2,0,0,242900
balance,893463473,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915891,0.6696801551905053,5.723879639727798,5.723879639727798,0.04047394107947139,5.723879639727798,5.723879639727798,5.723879639727798,0.0,0.0,0.0,1.0,0.04047394107947139,0.04047394107947139,0.0,0.14285714285714285,1.0,5.723879639727798,1.0,0.0,5.723879639727798,0.0,26900,16700,2500,11100,82500,0,160,125.0,835.0,0,0.0,False,False,nan,nan,nan,2,212,2.0,212.0,2,0,0,224400
balance,4207334848,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915891,0.33242069422261067,36.15782621093417,36.15782621093417,0.25567444106716236,36.15782621093417,36.15782621093417,36.15782621093417,0.0,0.0,0.0,1.0,0.25567444106716236,0.25567444106716236,0.0,0.14285714285714285,1.0,36.15782621093417,1.0,0.0,36.15782621093417,0.0,69000,37600,5200,23000,200400,0,160,260.0,1880.0,0,0.0,False,False,nan,nan,nan,2,211,2.0,211.0,2,0,0,861100
balance,669712159,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915891,0.32286281170343184,38.732524979663694,38.732524979663694,0.2738803106559754,38.732524979663694,38.732524979663694,38.732524979663694,0.0,0.0,0.0,1.0,0.2738803106559754,0.2738803106559754,0.0,0.14285714285714285,1.0,38.732524979663694,1.0,0.0,38.732524979663694,0.0,73700,39800,6400,40400,225300,0,160,320.0,1990.0,0,0.0,False,False,nan,nan,nan,2,211,2.0,211.0,2,0,0,815700
balance,3000469680,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915891,0.1613779091665308,49.64794317956553,49.64794317956553,0.35106397294235187,49.64794317956553,49.64794317956553,49.64794317956553,0.0,0.0,0.0,1.0,0.35106397294235187,0.35106397294235187,0.0,0.14285714285714285,1.0,49.64794317956553,1.0,0.0,49.64794317956553,0.0,106900,48900,6800,31700,272300,0,160,340.0,2445.0,0,0.0,False,False,nan,nan,nan,2,214,2.0,214.0,2,0,0,554900
balance,1057981744,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915891,0.46342082910914373,17.231926093090348,17.231926093090348,0.12184811793329595,17.231926093090348,17.231926093090348,17.231926093090348,0.0,0.0,0.0,1.0,0.12184811793329595,0.12184811793329595,0.0,0.14285714285714285,1.0,17.231926093090348,1.0,0.0,17.231926093090348,0.0,56800,26200,3500,16000,147300,0,160,175.0,1310.0,0,0.0,False,False,nan,nan,nan,2,214,2.0,214.0,2,0,0,419100
balance,4277808541,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915893,0.2973380226870066,33.713793572323134,33.713793572323134,0.23839252054513124,33.713793572323134,33.713793572323134,33.713793572323134,0.0,0.0,0.0,1.0,0.23839252054513124,0.23839252054513124,0.0,0.14285714285714285,1.0,33.713793572323134,1.0,0.0,33.713793572323134,0.0,55100,24600,3400,15900,138000,0,160,170.0,1230.0,0,0.0,False,False,nan,nan,nan,2,212,2.0,212.0,2,0,0,416700
balance,4199464525,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915891,0.39142252210424905,22.700850296278215,22.700850296278215,0.16051925183198973,22.700850296278215,22.700850296278215,22.700850296278215,0.0,0.0,0.0,1.0,0.16051925183198973,0.16051925183198973,0.0,0.14285714285714285,1.0,22.700850296278215,1.0,0.0,22.700850296278215,0.0,60200,27300,3500,16000,149700,0,160,175.0,1365.0,0,0.0,False,False,nan,nan,nan,2,213,2.0,213.0,2,0,0,422500
balance,1224171744,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915891,0.6138826417599142,7.237490012703154,7.237490012703154,0.051176782667523124,7.237490012703154,7.237490012703154,7.237490012703154,0.0,0.0,0.0,1.0,0.051176782667523124,0.051176782667523124,0.0,0.14285714285714285,1.0,7.237490012703154,1.0,0.0,7.237490012703154,0.0,55300,24900,3300,16100,139600,0,160,165.0,1245.0,0,0.0,False,False,nan,nan,nan,2,211,2.0,211.0,2,0,0,394800
balance,3177213507,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915891,0.4497336911308708,20.544530856305908,20.544530856305908,0.14527177084790174,20.544530856305908,20.544530856305908,20.544530856305908,0.0,0.0,0.0,1.0,0.14527177084790174,0.14527177084790174,0.0,0.14285714285714285,1.0,20.544530856305908,1.0,0.0,20.544530856305908,0.0,53500,23900,3400,15700,134700,0,160,170.0,1195.0,0,0.0,False,False,nan,nan,nan,2,214,2.0,214.0,2,0,0,397700
balance,695742523,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915893,0.4969665907874423,4.356621788197772,4.356621788197772,0.03080596809499707,4.356621788197772,4.356621788197772,4.356621788197772,0.0,0.0,0.0,1.0,0.03080596809499707,0.03080596809499707,0.0,0.14285714285714285,1.0,4.356621788197772,1.0,0.0,4.356621788197772,0.0,52600,24000,3400,15700,134300,0,160,170.0,1200.0,0,0.0,False,False,nan,nan,nan,2,213,2.0,213.0,2,0,0,393800
balance,2243763537,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915891,0.5980744021253539,9.181559695846438,9.181559695846438,0.0649234312280211,9.181559695846438,9.181559695846438,9.181559695846438,0.0,0.0,0.0,1.0,0.0649234312280211,0.0649234312280211,0.0,0.14285714285714285,1.0,9.181559695846438,1.0,0.0,9.181559695846438,0.0,55300,23500,3300,15700,135800,0,160,165.0,1175.0,0,0.0,False,False,nan,nan,nan,2,212,2.0,212.0,2,0,0,394100
balance,16894031,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915891,0.40242485399164984,10.72606509392458,10.72606509392458,0.07584473363362393,10.72606509392458,10.72606509392458,10.72606509392458,0.0,0.0,0.0,1.0,0.07584473363362393,0.07584473363362393,0.0,0.14285714285714285,1.0,10.72606509392458,1.0,0.0,10.72606509392458,0.0,51800,23800,3400,15700,132800,0,160,170.0,1190.0,0,0.0,False,False,nan,nan,nan,2,211,2.0,211.0,2,0,0,491900
balance,473131237,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915891,0.47009457932058213,19.184106593655947,19.184106593655947,0.13565211863379678,19.184106593655947,19.184106593655947,19.184106593655947,0.0,0.0,0.0,1.0,0.13565211863379678,0.13565211863379678,0.0,0.14285714285714285,1.0,19.184106593655947,1.0,0.0,19.184106593655947,0.0,65200,33300,4800,17500,177200,0,160,240.0,1665.0,0,0.0,False,False,nan,nan,nan,2,212,2.0,212.0,2,0,0,435400
balance,1009470421,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915891,0.5262344504405206,8.38006996374427,8.38006996374427,0.05925604298181279,8.38006996374427,8.38006996374427,8.38006996374427,0.0,0.0,0.0,1.0,0.05925604298181279,0.05925604298181279,0.0,0.14285714285714285,1.0,8.38006996374427,1.0,0.0,8.38006996374427,0.0,54200,25500,3500,16400,139900,0,160,175.0,1275.0,0,0.0,False,False,nan,nan,nan,2,214,2.0,214.0,2,0,0,459300
balance,2637353195,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915893,0.4345789259265693,15.996890888387698,15.996890888387698,0.11311510025080236,15.996890888387698,15.996890888387698,15.996890888387698,0.0,0.0,0.0,1.0,0.11311510025080236,0.11311510025080236,0.0,0.14285714285714285,1.0,15.996890888387698,1.0,0.0,15.996890888387698,0.0,64900,32600,4600,20800,173100,0,160,230.0,1630.0,0,0.0,False,False,nan,nan,nan,2,212,2.0,212.0,2,0,0,547700
balance,3734065938,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915891,0.48632282208113486,12.73590744348374,12.73590744348374,0.09005646517851579,12.73590744348374,12.73590744348374,12.73590744348374,0.0,0.0,0.0,1.0,0.09005646517851579,0.09005646517851579,0.0,0.14285714285714285,1.0,12.73590744348374,1.0,0.0,12.73590744348374,0.0,66200,29700,4600,19900,173900,0,160,230.0,1485.0,0,0.0,False,False,nan,nan,nan,2,212,2.0,212.0,2,0,0,501600
balance,2033242461,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915893,0.3542533203715073,25.851795803895428,25.851795803895428,0.18279980118784392,25.851795803895428,25.851795803895428,25.851795803895428,0.0,0.0,0.0,1.0,0.18279980118784392,0.18279980118784392,0.0,0.14285714285714285,1.0,25.851795803895428,1.0,0.0,25.851795803895428,0.0,66300,30500,4700,19400,170700,0,160,235.0,1525.0,0,0.0,False,False,nan,nan,nan,2,213,2.0,213.0,2,0,0,454700
balance,1677108815,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915891,0.5716722907968144,12.961722122890938,12.961722122890938,0.09165321608951875,12.961722122890938,12.961722122890938,12.961722122890938,0.0,0.0,0.0,1.0,0.09165321608951875,0.09165321608951875,0.0,0.14285714285714285,1.0,12.961722122890938,1.0,0.0,12.961722122890938,0.0,61700,27700,4000,18300,158100,0,160,200.0,1385.0,0,0.0,False,False,nan,nan,nan,2,212,2.0,212.0,2,0,0,430200
balance,3381103455,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915891,0.3092354770940293,24.65417953114562,24.65417953114562,0.17433137531063644,24.65417953114562,24.65417953114562,24.65417953114562,0.0,0.0,0.0,1.0,0.17433137531063644,0.17433137531063644,0.0,0.14285714285714285,1.0,24.65417953114562,1.0,0.0,24.65417953114562,0.0,61600,27500,4200,18900,172200,0,160,210.0,1375.0,0,0.0,False,False,nan,nan,nan,2,213,2.0,213.0,2,0,0,456000
balance,3437223541,1,1,7,20,21,20,-0.95,-0.9047619047619048,20.0,symmetric,uniform,none,False,False,0.05,1,19,0,0.0,0.12247448713915891,0.21732069693466777,51.26784299285262,51.26784299285262,0.3625183943705331,51.26784299285262,51.26784299285262,51.26784299285262,0.0,0.0,0.0,1.0,0.3625183943705331,0.3625183943705331,0.0,0.14285714285714285,1.0,51.26784299285262,1.0,0.0,51.26784299285262,0.0,51900,23900,3600,15900,135500,0,160,180.0,1195.0,0,0.0,False,False,nan,nan,nan,2,212,2.0,212.0,2,0,0,411500
