scenario_generator,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_engine,method_payoff_signal,method_role,method_recommended_phase,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n,scalar_feasible_rate_mean,wrench_feasible_rate_mean,false_positive_rate_mean,false_positive_given_scalar_rate_mean,wrench_residual_norm_mean,max_wrench_residual_norm_mean,wrench_margin_mean,torque_error_nm_mean,force_error_n_mean,slot_coverage_ratio_mean,complementarity_gain_mean,scalar_wrench_success_gap_mean,slot_conflict_count_mean,assignment_valid_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,communication_messages_mean,runtime_ms_mean,score_value_mean,oracle_score_value_mean,signed_score_delta_vs_oracle_mean,oracle_dominance_violation_mean,optimality_gap_vs_wrench_oracle_mean,captured_reward_mean,oracle_reward_mean
one_sided_push,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,100,1.0,0.0,1.0,1.0,0.9000000002095476,0.9000000002095476,-0.8500000002095476,4.8789180479908955e-20,54.000000012572855,1.0,2.5313084961453567e-16,1.0,0.0,1.0,4.006331762881286,3.2695607579879864,23.60471366297877,15.0,39.475431992905214,-12.589878340333,0.0,-12.589878340333,0.0,0.2463772669341095,0.0,0.0
one_sided_push,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,100,0.93,0.0,0.93,0.93,0.9000000001412367,0.9000000001412367,-0.8500000001412366,5.441103713004932e-13,54.000000008474196,0.7900000000000001,0.0,0.93,0.0,1.0,2.3888541628936264,2.1975417175989254,14.159309779468833,15.0,36.65778199560009,-12.471245906426319,0.0,-12.471245906426319,0.0,0.2440556928850551,0.0,0.0
one_sided_push,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,residual_support_wrench_market,proposed_wrench_market,residual_support_market,current_residual_wrench_direction,main_proposal,A,model_based_tuning_optional,distributed_residual_support_wrench_market,current_residual_wrench_direction,0,5,False,False,100,1.0,0.0,1.0,1.0,0.9000000002075589,0.9000000002075589,-0.850000000207559,2.0501195421207535e-14,54.00000001245354,0.9933333333333333,2.5313084961453567e-16,1.0,0.0,1.0,3.922179097265712,3.23027934405555,23.1836246432339,15.0,10.703440997749567,-12.585657963813468,0.0,-12.585657963813468,0.0,0.24629467639556682,0.0,0.0
one_sided_push,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,100,0.0,0.0,0.0,0.0,0.9000000000000005,0.9000000000000005,-0.8499999999999995,0.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,159.72168099833652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
point_load_degenerate,bnn_wrench_deficit,BNN wrench deficit,model_based,decentralized,baseline,bnn_wrench_deficit,wrench_dynamics_baseline,bnn,positive_excess_wrench_deficit,engine_ablation,B,none,distributed_bnn_wrench_deficit_rule,positive_excess_wrench_scores,0,4,False,False,100,1.0,1.0,0.0,0.0,2.368475785867e-16,2.368475785867e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1747512885358092,0.0,0.0,1.0,3.699499845286858,4.100605329468066,21.63527120625307,8.0,14.314786997856572,39.694788366253434,39.70867515407911,-0.013886787825681566,0.0,0.00034967430247448596,2.0,2.0
point_load_degenerate,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,100,1.0,1.0,0.0,0.0,2.368475785867e-16,2.368475785867e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.17379091878971095,0.0,0.0,1.0,5.904952721904346,6.578307797743153,34.964790175107844,8.0,0.20434699836187065,39.66165817224959,39.70867515407911,-0.047016981829519085,0.0,0.001184006601337966,2.0,2.0
point_load_degenerate,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,100,1.0,1.0,0.0,0.0,2.368475785867e-16,2.368475785867e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.17417573880164852,0.0,0.0,1.0,3.8977296562627397,4.413440952545021,22.892536003624805,8.0,11.313727993983775,39.691780976123034,39.70867515407911,-0.016894177956077953,0.0,0.0004254154247513614,2.0,2.0
point_load_degenerate,hungarian_slots,Hungarian slots,classic,centralized,baseline,hungarian_robot_slot_cost,classic_centralized_baseline,hungarian,robot_slot_cost_only,classic_baseline,A,none,centralized_robot_slot_hungarian,centralized_robot_slot_cost_matrix,0,0,False,False,100,1.0,1.0,0.0,0.0,2.368475785867e-16,2.368475785867e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.18648778349243122,0.0,0.0,1.0,2.78044856356811,2.7296599407620916,15.938398857347972,8.0,0.06306100403890014,39.708665417808504,39.70867515407911,-9.736270604108199e-06,0.0,2.4525654483813743e-07,2.0,2.0
point_load_degenerate,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,100,1.0,1.0,0.0,0.0,2.368475785867e-16,2.368475785867e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.18648778349243122,0.0,0.0,1.0,2.78044856356811,2.7296599407620916,15.938398857347972,8.0,0.8692979882471263,39.708665417808504,39.70867515407911,-9.736270604108199e-06,0.0,2.4525654483813743e-07,2.0,2.0
point_load_degenerate,replicator_wrench_deficit,Replicator wrench deficit,model_based,decentralized,baseline,replicator_wrench_deficit,wrench_dynamics_baseline,replicator,wrench_deficit_minus_rho,engine_ablation,B,none,distributed_replicator_wrench_deficit_rule,local_wrench_deficit_scores,0,4,False,False,100,1.0,1.0,0.0,0.0,2.368475785867e-16,2.368475785867e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1749802830480482,0.0,0.0,1.0,3.6376885164423367,3.99877859385858,21.280847581600007,8.0,13.538068998605013,39.69570731401189,39.70867515407911,-0.012967840067220777,0.0,0.00032653512110967023,2.0,2.0
point_load_degenerate,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,100,1.0,1.0,0.0,0.0,2.368475785867e-16,2.368475785867e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1741996543459647,0.0,0.0,1.0,3.8871028511531023,4.3956350613236275,22.833646662970438,8.0,13.399534007767215,39.69193794245468,39.70867515407911,-0.01673721162443506,0.0,0.00042146581486551896,2.0,2.0
point_load_degenerate,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,100,1.0,1.0,0.0,0.0,2.368475785867e-16,2.368475785867e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.17428406021132709,0.0,0.0,1.0,3.848127609164254,4.33369923907149,22.612336053099984,8.0,13.083208000753075,39.69251630066348,39.70867515407911,-0.016158853415633702,0.0,0.00040690041102621575,2.0,2.0
point_load_degenerate,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,residual_support_wrench_market,proposed_wrench_market,residual_support_market,current_residual_wrench_direction,main_proposal,A,model_based_tuning_optional,distributed_residual_support_wrench_market,current_residual_wrench_direction,0,5,False,False,100,1.0,1.0,0.0,0.0,2.368475785867e-16,2.368475785867e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.17413795237708868,0.0,0.0,1.0,4.260859225018994,4.7425366722214175,25.041712829245824,8.0,4.062340996460989,39.68634883288515,39.70867515407911,-0.022326321193963564,0.0,0.0005622305999808104,2.0,2.0
point_load_degenerate,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,100,1.0,1.0,0.0,0.0,2.368475785867e-16,2.368475785867e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.18650888302476537,0.0,0.0,1.0,2.782471423648785,2.7405009858610088,15.870377674203356,8.0,11.851650002645329,39.70867515407911,39.70867515407911,0.0,0.0,0.0,2.0,2.0
slot_saturation,bnn_wrench_deficit,BNN wrench deficit,model_based,decentralized,baseline,bnn_wrench_deficit,wrench_dynamics_baseline,bnn,positive_excess_wrench_deficit,engine_ablation,B,none,distributed_bnn_wrench_deficit_rule,positive_excess_wrench_scores,0,4,False,False,100,1.0,0.0,1.0,1.0,1.0299543726423774,1.0299543726423774,-0.9799543726423772,61.75348912965458,1.9066639067290387,1.0,0.4139213438848745,1.0,0.0,1.0,4.165493022831405,5.286937426085535,23.810277407727014,12.0,20.19069000496529,-13.31710295083274,0.0,-13.31710295083274,0.0,0.22158241182749983,0.0,0.0
slot_saturation,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,100,1.0,0.0,1.0,1.0,1.0207228731466753,1.0207228731466753,-0.9707228731466752,61.23212482518806,0.9114189242380164,1.0,0.42315284338057646,1.0,0.0,1.0,6.66821242712012,7.662439649819511,37.95833587144756,12.0,0.23351400275714695,-13.236776075264562,0.0,-13.236776075264562,0.0,0.22024585815748018,0.0,0.0
slot_saturation,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,100,0.99,0.0,0.99,0.99,1.039769192328297,1.039769192328297,-0.9897691923282967,62.341815742891825,1.8469345477319836,1.0,0.404115566074085,0.99,0.0,1.0,2.8046241195254487,3.0304622948188054,16.412169073273194,12.0,14.701711988309398,-13.39991034563747,0.0,-13.39991034563747,0.0,0.22296023869613094,0.0,0.0
slot_saturation,hungarian_slots,Hungarian slots,classic,centralized,baseline,hungarian_robot_slot_cost,classic_centralized_baseline,hungarian,robot_slot_cost_only,classic_baseline,A,none,centralized_robot_slot_hungarian,centralized_robot_slot_cost_matrix,0,0,False,False,100,0.99,0.0,0.99,0.99,1.0414974337159124,1.0414974337159124,-0.9914974337159124,62.447810313556765,1.8639499109767745,1.0,0.40238804981303106,0.99,0.0,1.0,2.4944009580291047,2.5431958936661734,14.930462804920484,12.0,0.07235900033265352,-13.41412948141304,0.0,-13.41412948141304,0.0,0.2231968299735947,0.0,0.0
slot_saturation,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,100,1.0,0.0,1.0,1.0,1.0413029619170435,1.0413029619170435,-0.9913029619170431,62.435944994210146,1.8734291861800723,1.0,0.40257908460275216,1.0,0.0,1.0,2.494796187758512,2.5394108520423475,14.980430345597297,12.0,1.4367389969993383,-13.412285422262041,0.0,-13.412285422262041,0.0,0.2231661467930456,0.0,0.0
slot_saturation,replicator_wrench_deficit,Replicator wrench deficit,model_based,decentralized,baseline,replicator_wrench_deficit,wrench_dynamics_baseline,replicator,wrench_deficit_minus_rho,engine_ablation,B,none,distributed_replicator_wrench_deficit_rule,local_wrench_deficit_scores,0,4,False,False,100,1.0,0.0,1.0,1.0,1.0306629162619483,1.0306629162619483,-0.9806629162619481,61.795661461407136,1.9212305349033554,1.0,0.41321280026530344,1.0,0.0,1.0,3.9262087864883477,4.878236604793818,22.451504542246262,12.0,19.799951011082157,-13.321350645640607,0.0,-13.321350645640607,0.0,0.2216530889457671,0.0,0.0
slot_saturation,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,100,1.0,0.0,1.0,1.0,1.0293723938835289,1.0293723938835289,-0.9793723938835288,61.71748273193709,1.9257991259849205,1.0,0.41450332264372297,1.0,0.0,1.0,4.530976632772937,5.887661533970412,25.805153888790052,12.0,19.561855006031692,-13.316689045212028,0.0,-13.316689045212028,0.0,0.22157552487873589,0.0,0.0
slot_saturation,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,100,1.0,0.0,1.0,1.0,1.029694619359777,1.029694619359777,-0.9796946193597766,61.73677827348845,1.928017426743531,1.0,0.41418109716747503,1.0,0.0,1.0,4.30463058351443,5.523449469599781,24.54657461631562,12.0,19.48121299268678,-13.316803179177857,0.0,-13.316803179177857,0.0,0.22157742394638688,0.0,0.0
slot_saturation,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,residual_support_wrench_market,proposed_wrench_market,residual_support_market,current_residual_wrench_direction,main_proposal,A,model_based_tuning_optional,distributed_residual_support_wrench_market,current_residual_wrench_direction,0,5,False,False,100,1.0,0.0,1.0,1.0,1.0206186016341265,1.0206186016341265,-0.9706186016341263,61.22605638198608,0.8979334950698129,1.0,0.4232571148931254,1.0,0.0,1.0,6.818605978217895,7.847751747003985,38.651494012178,12.0,6.2074599985498935,-13.237554268807225,0.0,-13.237554268807225,0.0,0.2202588064693382,0.0,0.0
slot_saturation,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,100,0.0,0.0,0.0,0.0,1.5833333333333337,1.5833333333333337,-1.5333333333333332,95.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,44.35034999973141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALL_SCENARIOS,bnn_wrench_deficit,BNN wrench deficit,model_based,decentralized,baseline,bnn_wrench_deficit,wrench_dynamics_baseline,bnn,positive_excess_wrench_deficit,engine_ablation,B,none,distributed_bnn_wrench_deficit_rule,positive_excess_wrench_scores,0,4,False,False,600,1.0,0.5,0.5,0.5,0.35443584947750895,0.35443584947750895,-0.3044358494775089,11.387345654744237,10.951272216071304,1.0,0.326281609236099,0.5,0.0,1.0,5.263281458589025,4.798913164540287,30.37265164379536,16.833333333333332,33.46917049998107,34.84439690103108,39.96991446136733,-5.1255175603362595,0.0,0.09218505077305972,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,600,1.0,0.5,0.5,0.5,0.4025948755986218,0.4025948755986218,-0.3525948755986218,12.59751687313935,13.362105680302825,0.8888888888888887,0.32401531944009565,0.5,0.0,1.0,8.404671971694581,7.884912025392106,48.39900125399162,16.833333333333332,0.29571883225192624,34.305778397389005,39.96991446136733,-5.664136063978336,0.0,0.10144356633589122,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,600,0.665,0.5,0.165,0.165,0.3708149737600184,0.3708149737600184,-0.32081497376001833,11.379321868260268,11.980474260898397,0.7777777777777777,0.3097088743302693,0.165,0.0,1.0,4.177161921200693,4.195157323780394,24.02912368346557,16.833333333333332,29.797177495396074,34.77630705360311,39.96991446136733,-5.193607407764231,0.0,0.09325550320574388,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,hungarian_slots,Hungarian slots,classic,centralized,baseline,hungarian_robot_slot_cost,classic_centralized_baseline,hungarian,robot_slot_cost_only,classic_baseline,A,none,centralized_robot_slot_hungarian,centralized_robot_slot_cost_matrix,0,0,False,False,600,0.9983333333333333,0.5,0.49833333333333335,0.49833333333333335,0.3612602355365977,0.36126023553659775,-0.31126023553659765,11.666796716603372,11.188381278451635,1.0,0.330476599965936,0.49833333333333335,0.0,1.0,3.7042840222691895,2.898469866482347,21.57932528348371,16.833333333333332,0.09499766883285095,34.79172098098998,39.96991446136733,-5.178193480377351,0.0,0.09320331423849905,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,600,1.0,0.5,0.5,0.5,0.36122782357011957,0.36122782357011957,-0.31122782357011947,11.664819163378935,11.189961157652185,1.0,0.3305084390975562,0.5,0.0,1.0,3.704321377229303,2.89783902621171,21.593858426187236,16.833333333333332,23.07422883148926,34.79202556377213,39.96991446136733,-5.177888897595209,0.0,0.09319822106543393,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,replicator_wrench_deficit,Replicator wrench deficit,model_based,decentralized,baseline,replicator_wrench_deficit,wrench_dynamics_baseline,replicator,wrench_deficit_minus_rho,engine_ablation,B,none,distributed_replicator_wrench_deficit_rule,local_wrench_deficit_scores,0,4,False,False,600,1.0,0.5,0.5,0.5,0.3545894135514721,0.35458941355147217,-0.3045894135514721,11.395559572417703,10.955467876786226,1.0,0.32622799120716994,0.5,0.0,1.0,5.175102615675002,4.668077031992876,29.866765976575888,16.833333333333332,33.16323133651167,34.84400629684899,39.96991446136733,-5.125908164518347,0.0,0.09219374022739714,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,600,1.0,0.5,0.5,0.5,0.35430497040852593,0.35430497040852593,-0.3043049704085259,11.380212544640363,10.952772813603978,1.0,0.3262302135816781,0.5,0.0,1.0,5.4571458800611,5.095680994703018,31.535808650408494,16.833333333333332,32.99555500193188,34.842839059310315,39.96991446136733,-5.127075402057017,0.0,0.09220352665242082,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,600,0.9883333333333333,0.5,0.48833333333333334,0.48833333333333334,0.3543654903947136,0.3543654903947136,-0.30436549039471356,11.383656187689954,10.953482205937465,0.965,0.326200464048124,0.48833333333333334,0.0,1.0,5.129569303740621,4.810386443044175,29.61118861621857,16.833333333333332,30.260801833161775,34.862828464104226,39.96991446136733,-5.107085997263118,0.0,0.09181321490609709,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,residual_support_wrench_market,proposed_wrench_market,residual_support_market,current_residual_wrench_direction,main_proposal,A,model_based_tuning_optional,distributed_residual_support_wrench_market,current_residual_wrench_direction,0,5,False,False,600,0.9691666666666666,0.5,0.5,0.5,0.35284600503329405,0.35284600503329405,-0.30284600503329406,11.298308152981862,10.781461875098241,0.988611111111111,0.3298471024589612,0.4691666666666667,0.0,1.0,8.00529478960602,7.226213401870103,46.243582188032484,16.833333333333332,10.007911664627803,34.69577007984376,39.96991446136733,-5.27414438152357,0.0,0.09330072364510571,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,600,0.5,0.5,0.0,0.0,0.6039181264054121,0.6039181264054121,-0.5539181264054119,22.833333333333332,18.000000000000004,0.5,0.2475390522789178,0.0,0.0,1.0,2.024625393527659,1.490232187415973,11.580067820662316,16.833333333333332,148.4753636678215,39.96991446136733,39.96991446136733,0.0,0.0,0.0,2.0833333333333335,2.0833333333333335
