method,scenario,seed,n_robots,safe_docking_success,arrival_success,any_collision,timeout,docking_time_s,time_to_wrench_feasible_s,min_clearance_m,final_position_error_m,final_orientation_error_rad,energy_wh,path_length_m,guard_interventions,closure_interventions,guard_intervention_norm,raw_barrier_violations,exec_barrier_violations,max_exec_barrier_residual,torque_saturation_events,mean_kkt_residual,final_kkt_residual,max_simplex_error,max_capacity_violation,consensus_error,messages,runtime_s,steps
direct_hocbf,open_docking,884001,4,1,1,0,0,6.24,6.24,0.12271018271266504,0.033151348142949795,0.015443895358577597,0.01794016788609176,14.21422819006994,0,15,0.7394601371963005,0,0,0.0,0,nan,nan,1.1102230246251565e-16,0.0,0.0,0,0.10544910002499819,52
priority_hocbf,open_docking,884001,4,1,1,0,0,6.24,6.24,0.12271018271266504,0.033151348142949795,0.015443895358577597,0.01794016788609176,14.21422819006994,0,15,0.7394601371963005,0,0,0.0,0,nan,nan,1.1102230246251565e-16,0.0,0.0,0,0.09580880007706583,52
central_hocbf,open_docking,884001,4,1,1,0,0,6.24,6.24,0.12321131894353216,0.032050549669192185,0.0011507998954158882,0.017966298488752187,14.22464700968246,0,15,0.7428005790334069,0,0,0.0,0,nan,nan,1.1102230246251565e-16,0.0,0.0,0,0.10059110005386174,52
distributed_replicator_hocbf,open_docking,884001,4,1,1,0,0,6.24,6.24,0.12321131894353216,0.032050549669192185,0.0011507998954158882,0.017966298488752187,14.22464700968246,0,0,0.7428005790334069,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,208,0.11741030006669462,52
distributed_pd_hocbf,open_docking,884001,4,1,1,0,0,6.24,6.24,0.12321131894353216,0.032050549669192185,0.0011507998954158882,0.017966298488752187,14.22464700968246,0,0,0.7428005790334069,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,208,0.12124360003508627,52
direct_hocbf,crossing,884001,4,0,0,0,1,100.0,100.0,0.0049999999864275835,1.7092913027896133,2.2085784994673974,0.03223488572842669,17.77983445860844,30249,741,2414.773860917193,814,0,9.997280780993378e-11,0,nan,nan,1.1102230246251565e-16,0.0,0.0,0,16.840195799944922,834
priority_hocbf,crossing,884001,4,0,0,0,1,100.0,100.0,0.004999999983200443,1.7162818314921342,2.04062384139268,0.03539279776382167,17.87095553216665,30405,1537,1965.3221134501316,814,0,9.614960974497396e-11,0,nan,nan,1.1102230246251565e-16,0.0,0.0,1600,16.786673999857157,834
central_hocbf,crossing,884001,4,1,1,0,0,18.48,18.48,0.02618512835334663,0.07378248302086339,0.09287225690651357,0.08028749934677841,34.270607590659274,64,93,65.3936120703054,53,0,2.220446049250313e-16,0,nan,nan,1.1102230246251565e-16,0.0,0.0,0,0.6438159998506308,154
distributed_replicator_hocbf,crossing,884001,4,1,1,0,0,25.32,25.32,0.0025549936617678126,0.08049775904378621,0.08449736646387895,0.07774369851422296,33.86478701808938,153,103,130.6813235415054,119,0,1.10799147634566e-11,0,0.25018432932405943,0.0,0.0,2.220446049250313e-16,0.0,14234,2.733595500001684,211
distributed_pd_hocbf,crossing,884001,4,1,1,0,0,25.32,25.32,0.0025549936617678126,0.08049775904404385,0.08449736646506534,0.07774369851427575,33.864787018094646,153,103,130.68132354154142,119,0,1.10799147634566e-11,0,0.24889603991392165,0.0,0.0,2.220446049250313e-16,0.0,14234,2.73846249980852,211
direct_hocbf,symmetric_deadlock,884001,4,0,0,0,1,100.0,100.0,0.004999999986211701,1.7978408006873847,2.1980351808558707,0.032342402762186355,17.52635318612591,32606,735,2427.7841761466298,819,0,9.828124425403928e-11,0,nan,nan,1.1102230246251565e-16,0.0,0.0,0,17.211952399928123,834
priority_hocbf,symmetric_deadlock,884001,4,0,0,0,1,100.0,100.0,0.0049999999842673115,1.8045605274110055,2.0136365570433385,0.03258105945611821,17.58686748134016,30375,1526,1979.6786231246629,819,0,9.942041634403154e-11,0,nan,nan,1.1102230246251565e-16,0.0,0.0,1582,16.759026599815115,834
central_hocbf,symmetric_deadlock,884001,4,1,1,0,0,17.16,17.16,0.03465769858780127,0.07037381241204481,0.09351251906720315,0.09328843767879967,33.95067951878956,21,62,47.56293273225006,12,0,1.1102230246251565e-16,0,nan,nan,1.1102230246251565e-16,0.0,0.0,0,0.5298536000773311,143
distributed_replicator_hocbf,symmetric_deadlock,884001,4,1,1,0,0,23.279999999999998,23.279999999999998,0.0026049978255600625,0.08467919453886823,0.06364537129862069,0.09028936761423371,33.45303192651798,152,160,127.79603377255825,88,0,3.585456584409563e-16,0,0.2556738193852262,0.0,0.0,2.220446049250313e-16,0.0,21576,2.522077600006014,194
distributed_pd_hocbf,symmetric_deadlock,884001,4,1,1,0,0,23.279999999999998,23.279999999999998,0.002604997825580213,0.08467919453894589,0.06364537129887082,0.09028936761428406,33.45303192652023,152,160,127.7960339669744,88,0,4.0245584642661925e-16,0,0.2526451194544399,0.0,0.0,2.220446049250313e-16,0.0,21576,2.372549899853766,194
direct_hocbf,actuator_limited,884001,4,1,1,0,0,11.16,11.16,0.03406000156715572,0.07710510614725485,0.13829261459402376,0.031609132194694224,16.179872590464797,15,81,31.96963974998431,15,0,4.440892098500626e-16,0,nan,nan,1.1102230246251565e-16,0.0,0.0,0,0.5323201001156121,93
priority_hocbf,actuator_limited,884001,4,1,1,0,0,11.16,11.16,0.03406000156715572,0.07710510614725485,0.13829261459402376,0.031609132194694224,16.179872590464797,15,81,31.96963974998431,15,0,4.440892098500626e-16,0,nan,nan,1.1102230246251565e-16,0.0,0.0,0,0.567754799965769,93
central_hocbf,actuator_limited,884001,4,1,1,0,0,11.879999999999999,11.879999999999999,0.03406000156715572,0.087555309207923,0.10837281438303747,0.03289953963438294,16.383168138032254,12,84,44.17621045951708,12,0,1.3877787807814457e-16,0,nan,nan,1.1102230246251565e-16,0.0,0.0,0,0.5643123001791537,99
distributed_replicator_hocbf,actuator_limited,884001,4,1,1,0,0,11.879999999999999,11.879999999999999,0.03406000156715572,0.087555309207923,0.10837281438303747,0.03289953963438294,16.383168138032254,12,0,44.17621045951708,12,0,1.3877787807814457e-16,0,0.0,0.0,0.0,0.0,0.0,396,0.5419027998577803,99
distributed_pd_hocbf,actuator_limited,884001,4,1,1,0,0,11.879999999999999,11.879999999999999,0.03406000156715572,0.087555309207923,0.10837281438303747,0.03289953963438294,16.383168138032254,12,0,44.17621045951708,12,0,1.3877787807814457e-16,0,0.0,0.0,0.0,0.0,0.0,396,0.5287379000801593,99
direct_hocbf,cluttered_docking,884001,4,0,0,0,1,100.0,100.0,0.004999999984244496,0.8009402804720869,1.2150028511018056,0.03379866492734657,16.588188145281208,31885,1542,1924.023047107355,808,0,9.755873886518884e-11,0,nan,nan,1.1102230246251565e-16,0.0,0.0,0,23.533694799989462,834
priority_hocbf,cluttered_docking,884001,4,0,0,0,1,100.0,100.0,0.00499999998902434,0.7422486424669608,1.228720361716361,0.0346872930952468,16.58903858950006,33583,2334,1025.0653163095933,804,0,9.904451737929865e-11,0,nan,nan,1.1102230246251565e-16,0.0,0.0,1594,24.693641500081867,834
central_hocbf,cluttered_docking,884001,4,0,0,0,1,100.0,100.0,0.0049999999887549995,1.1647074828433706,1.2562292590661237,0.06876341624875099,26.00467461731058,26591,2216,1269.4630735960268,774,0,9.982762598330364e-11,0,nan,nan,1.1102230246251565e-16,0.0,0.0,0,11.939711200073361,834
distributed_replicator_hocbf,cluttered_docking,884001,4,1,1,0,0,45.12,45.12,0.044951386788719516,0.07516002366029681,0.10902535202919894,0.07099571852705286,24.280908231936404,46,0,65.17855892593028,46,0,1.6653345369377348e-16,0,0.0,0.0,0.0,0.0,0.0,1504,1.9447498999070376,376
distributed_pd_hocbf,cluttered_docking,884001,4,1,1,0,0,45.12,45.12,0.044951386788719516,0.07516002366029681,0.10902535202919894,0.07099571852705286,24.280908231936404,46,0,65.17855892593028,46,0,1.6653345369377348e-16,0,0.0,0.0,0.0,0.0,0.0,1504,1.8048400001134723,376
direct_hocbf,narrow_passage,884001,4,0,0,1,0,100.0,100.0,-0.0019517970673703644,1.2655780505577507,1.7622954396697723,0.023996142589824545,14.171281165697021,696,0,18.233224280199625,28,0,9.764658526201231e-11,0,nan,nan,1.1102230246251565e-16,0.0,0.0,0,5.135954600060359,47
priority_hocbf,narrow_passage,884001,4,0,0,0,1,100.0,100.0,0.00500000000000006,0.700188539675714,0.7804640184897601,0.041962772238638965,16.907779142613673,1547,1577,1345.7732912924714,791,0,2.220446049250313e-16,0,nan,nan,1.1102230246251565e-16,0.0,0.0,62,7.72040109988302,834
central_hocbf,narrow_passage,884001,4,0,0,0,1,100.0,100.0,0.0050000000000001155,0.7033235412487912,0.6579555398412432,0.10328284754047702,16.99523198588282,794,2339,1276.1655503600748,785,0,2.220446049250313e-16,0,nan,nan,1.1102230246251565e-16,0.0,0.0,0,6.751916600158438,834
distributed_replicator_hocbf,narrow_passage,884001,4,1,1,0,0,38.64,38.64,0.06099036277290054,0.06781395603073555,0.06132181450444574,0.04846947722416043,23.235322530547382,14,0,28.460241771074585,14,0,2.220446049250313e-16,0,0.0,0.0,0.0,0.0,0.0,1288,6.974350400036201,322
distributed_pd_hocbf,narrow_passage,884001,4,1,1,0,0,38.64,38.64,0.06099036277290054,0.06781395603073555,0.06132181450444574,0.04846947722416043,23.235322530547382,14,0,28.460241771074585,14,0,2.220446049250313e-16,0,0.0,0.0,0.0,0.0,0.0,1288,7.124062899965793,322
