method,label,n,safe_docking_success,any_collision,timeout,docking_time_s,min_clearance_m,final_position_error_m,energy_wh,path_length_m,exec_barrier_violations,max_exec_barrier_residual,torque_saturation_events,final_kkt_residual,max_capacity_violation,messages,runtime_s
direct_hocbf,Directo + HOCBF,6,0.3333333333333333,0.16666666666666666,0.5,69.56666666666666,0.02830306452822236,0.9473178147995066,0.028653566014761687,16.076626289374556,0.0,6.557663671339735e-11,0.0,nan,0.0,0.0,10.559927800010579
priority_hocbf,Prioridad local + HOCBF,6,0.3333333333333333,0.0,0.6666666666666666,69.56666666666666,0.02946169737271882,0.8455893325560031,0.03236220377243527,16.55812358769255,0.0,4.910253493368649e-11,0.0,nan,0.0,806.3333333333334,11.103884466613332
central_hocbf,Planificador central + HOCBF,6,0.6666666666666666,0.0,0.3333333333333333,42.29333333333333,0.038019024573431814,0.35529886306703085,0.06608133982299019,23.63816814339283,0.0,1.663805331211567e-11,0.0,nan,0.0,0.0,3.421700133398796
distributed_replicator_hocbf,Replicator distribuido + HOCBF,6,1.0,0.0,0.0,25.080000000000002,0.04472884359327264,0.07129279869180032,0.05639401666713418,24.24031080913431,0.0,1.8468001108419563e-12,0.0,0.0,7.401486830834377e-17,6534.333333333333,2.4723477499792352
distributed_pd_hocbf,Juego PD distribuido + HOCBF,6,1.0,0.0,0.0,25.080000000000002,0.044728843593275995,0.0712927986918562,0.056394016667151374,24.240310809135565,0.0,1.8468074292066206e-12,0.0,0.0,7.401486830834377e-17,6534.333333333333,2.4483161333094663
