experiment_id,world_seed,world_hash,replicate,n_robots,n_loads,quorum,geometry,graph,lambda2,method,robot,load
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,0,2
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,1,5
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,2,4
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,3,7
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,4,0
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,5,3
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,6,6
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,smith_qr,7,1
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,0,2
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,1,5
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,2,4
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,3,7
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,4,3
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,5,1
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,6,6
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,replicator_qr,7,0
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,bnn_qr,0,2
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,bnn_qr,1,5
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,bnn_qr,2,4
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,bnn_qr,3,7
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,bnn_qr,4,0
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,bnn_qr,5,3
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,bnn_qr,6,6
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,bnn_qr,7,1
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,uniform_qr,0,2
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,uniform_qr,1,5
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,uniform_qr,2,7
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,uniform_qr,3,3
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,uniform_qr,4,4
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,uniform_qr,5,0
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,uniform_qr,6,6
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,uniform_qr,7,1
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,random_qr,0,7
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,random_qr,1,0
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,random_qr,2,5
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,random_qr,3,3
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,random_qr,4,4
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,random_qr,5,2
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,random_qr,6,1
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,random_qr,7,6
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,greedy,0,2
SP1_HOMOGENEOUS_v1_1,330000,73057e71ed191ca70045,0,8,8,1,uniform,complete,7.999999999999991,greedy,1,5
