id,candidate,reference,metric,n_pairs,effect_mean_paired,ci95_low,ci95_high,p_value_raw,interpretation,p_value_holm,reject_holm_005
H-SP1-1,smith_qr,greedy,normalized_regret,900,-0.02115911110033996,-0.028352436082810756,-0.014086862203244626,8.831047133484278e-12,candidate_better,1.7662094266968556e-11,True
H-SP1-2,smith_qr,auction_proxy,normalized_regret,900,0.02988860636807672,0.023576223387123056,0.03579235120329187,1.6030638193121608e-18,reference_better,4.809191457936482e-18,True
H-SP1-3,smith_qr,uniform_qr,normalized_regret,900,0.015282990908949287,0.009216416095895354,0.021382243203406696,0.0029007302293123406,reference_better,0.0029007302293123406,True
H-SP1-4,smith_qr,random_qr,normalized_regret,900,-0.4063609856930304,-0.44397767235627644,-0.3708667641032656,6.436307551465989e-148,candidate_better,3.2181537757329943e-147,True
H-SP1-5,smith_qr,hungarian_exact,normalized_regret,900,0.05965136727176606,0.052978237576506,0.06693026602759382,5.937589187883317e-131,reference_better,2.3750356751533266e-130,True
