experiment_id,world_seed,world_hash,replicate,n_robots,n_loads,quorum,geometry,graph,lambda2,method,method_family,stage,raw_valid,raw_coverage,raw_normalized_regret,final_valid,final_coverage,distance_m,normalized_regret,unmet_quorum,overallocated,served_loads,optimal_distance_m,closure_delta_regret,iterations,continuous_converged,equilibrium_residual,potential_initial,potential_final,potential_gain,potential_violations,simplex_error,projection_corrections,switches,messages,runtime_s
SP1_HOMOGENEOUS_v1_1,330001,3e5ae3756504aee12839,1,8,8,1,uniform,complete,7.999999999999991,bnn_qr,population_game,closed,False,0.875,1.25,True,1.0,16.23831097640276,0.0,0,0,8,16.23831097640276,-1.25,300,False,0.053641578498449936,-2.4088770786756037,-1.7905271973324235,0.6183498813431803,0,2.220446049250313e-16,0,11,134400,0.057583500165492296
SP1_HOMOGENEOUS_v1_1,330001,3e5ae3756504aee12839,1,8,8,1,uniform,complete,7.999999999999991,uniform_qr,closure_control,closed,False,0.125,2.75,True,1.0,16.23831097640276,0.0,0,0,8,16.23831097640276,-2.75,0,True,0.0,,,,0,0.0,0,0,8,0.00018199998885393143
SP1_HOMOGENEOUS_v1_1,330001,3e5ae3756504aee12839,1,8,8,1,uniform,complete,7.999999999999991,random_qr,closure_control,closed,False,0.625,1.75,True,1.0,25.728950019583994,0.5844597419628722,0,0,8,16.23831097640276,-1.1655402580371277,0,True,0.0,,,,0,0.0,0,0,8,0.00037630018778145313
SP1_HOMOGENEOUS_v1_1,330001,3e5ae3756504aee12839,1,8,8,1,uniform,complete,7.999999999999991,greedy,classical,native,True,1.0,0.1466792065875405,True,1.0,18.62013354674327,0.1466792065875405,0,0,8,16.23831097640276,0.0,0,True,0.0,,,,0,0.0,0,0,8,0.00013519986532628536
SP1_HOMOGENEOUS_v1_1,330001,3e5ae3756504aee12839,1,8,8,1,uniform,complete,7.999999999999991,auction_proxy,classical,native,True,1.0,0.02120942416466249,True,1.0,16.582716201618982,0.02120942416466249,0,0,8,16.23831097640276,0.0,0,True,0.0,,,,0,0.0,0,0,64,0.00024409987963736057
SP1_HOMOGENEOUS_v1_1,330001,3e5ae3756504aee12839,1,8,8,1,uniform,complete,7.999999999999991,hungarian_exact,centralized_exact,native,True,1.0,0.0,True,1.0,16.23831097640276,0.0,0,0,8,16.23831097640276,0.0,0,True,0.0,,,,0,0.0,0,0,64,7.289997301995754e-05
SP1_HOMOGENEOUS_v1_1,330002,fe98b710d9a5b3cc7f92,2,8,8,1,uniform,complete,7.999999999999991,smith_qr,population_game,closed,False,0.75,1.5,True,1.0,18.38173028739527,0.03600088296226361,0,0,8,17.742967780911464,-1.4639991170377364,300,False,0.058109249242910124,-2.5329790517467514,-1.5015654639152827,1.0314135878314687,0,2.220446049250313e-16,0,13,134400,0.05499590002000332
SP1_HOMOGENEOUS_v1_1,330002,fe98b710d9a5b3cc7f92,2,8,8,1,uniform,complete,7.999999999999991,replicator_qr,population_game,closed,False,0.5,2.0,True,1.0,20.55061421102731,0.15823995538877178,0,0,8,17.742967780911464,-1.8417600446112283,300,False,0.06509874579410165,-2.550425312894344,-2.0981221910270973,0.45230312186724664,0,2.220446049250313e-16,0,11,134400,0.05002900003455579
SP1_HOMOGENEOUS_v1_1,330002,fe98b710d9a5b3cc7f92,2,8,8,1,uniform,complete,7.999999999999991,bnn_qr,population_game,closed,False,0.75,1.5,True,1.0,17.742967780911464,0.0,0,0,8,17.742967780911464,-1.5,300,False,0.05168035552439014,-2.5425561190414854,-1.8505334076582418,0.6920227113832436,0,1.1102230246251565e-16,0,8,134400,0.05254680011421442
SP1_HOMOGENEOUS_v1_1,330002,fe98b710d9a5b3cc7f92,2,8,8,1,uniform,complete,7.999999999999991,uniform_qr,closure_control,closed,False,0.125,2.75,True,1.0,19.710794864894797,0.11090743714816383,0,0,8,17.742967780911464,-2.639092562851836,0,True,0.0,,,,0,0.0,0,0,8,0.0001479999627918005
SP1_HOMOGENEOUS_v1_1,330002,fe98b710d9a5b3cc7f92,2,8,8,1,uniform,complete,7.999999999999991,random_qr,closure_control,closed,False,0.5,2.0,True,1.0,44.47714138783439,1.5067475710396394,0,0,8,17.742967780911464,-0.4932524289603606,0,True,0.0,,,,0,0.0,0,0,8,0.0003310998436063528
SP1_HOMOGENEOUS_v1_1,330002,fe98b710d9a5b3cc7f92,2,8,8,1,uniform,complete,7.999999999999991,greedy,classical,native,True,1.0,0.16453912208400417,True,1.0,20.662380122747408,0.16453912208400417,0,0,8,17.742967780911464,0.0,0,True,0.0,,,,0,0.0,0,0,8,0.0001224998850375414
SP1_HOMOGENEOUS_v1_1,330002,fe98b710d9a5b3cc7f92,2,8,8,1,uniform,complete,7.999999999999991,auction_proxy,classical,native,True,1.0,0.0,True,1.0,17.742967780911464,0.0,0,0,8,17.742967780911464,0.0,0,True,0.0,,,,0,0.0,0,0,64,0.00020289979875087738
SP1_HOMOGENEOUS_v1_1,330002,fe98b710d9a5b3cc7f92,2,8,8,1,uniform,complete,7.999999999999991,hungarian_exact,centralized_exact,native,True,1.0,0.0,True,1.0,17.742967780911464,0.0,0,0,8,17.742967780911464,0.0,0,True,0.0,,,,0,0.0,0,0,64,6.0399994254112244e-05
SP1_HOMOGENEOUS_v1_1,330003,f6fb1484d8641413ee1b,3,8,8,1,uniform,complete,7.999999999999991,smith_qr,population_game,closed,False,0.75,1.5,True,1.0,25.955727899580268,0.004077088583727412,0,0,8,25.850333798763785,-1.4959229114162726,300,False,0.09315519658242531,-3.021014247494066,-2.1648341820178687,0.8561800654761975,0,2.220446049250313e-16,0,13,134400,0.060077999951317906
SP1_HOMOGENEOUS_v1_1,330003,f6fb1484d8641413ee1b,3,8,8,1,uniform,complete,7.999999999999991,replicator_qr,population_game,closed,False,0.625,1.75,True,1.0,25.955727899580268,0.004077088583727412,0,0,8,25.850333798763785,-1.7459229114162726,300,False,0.06240486822932515,-3.025543889693389,-2.709509455545541,0.31603443414784804,0,0.0,0,8,134400,0.052890499820932746
SP1_HOMOGENEOUS_v1_1,330003,f6fb1484d8641413ee1b,3,8,8,1,uniform,complete,7.999999999999991,bnn_qr,population_game,closed,False,0.75,1.5,True,1.0,25.983014111176704,0.005132634396359874,0,0,8,25.850333798763785,-1.4948673656036402,300,False,0.07237507101722894,-3.025655469912008,-2.4701920584239807,0.5554634114880272,0,2.220446049250313e-16,0,8,134400,0.04663309990428388
SP1_HOMOGENEOUS_v1_1,330003,f6fb1484d8641413ee1b,3,8,8,1,uniform,complete,7.999999999999991,uniform_qr,closure_control,closed,False,0.125,2.75,True,1.0,26.982180171391356,0.043784594096100145,0,0,8,25.850333798763785,-2.7062154059038996,0,True,0.0,,,,0,0.0,0,0,8,0.00015449989587068558
SP1_HOMOGENEOUS_v1_1,330003,f6fb1484d8641413ee1b,3,8,8,1,uniform,complete,7.999999999999991,random_qr,closure_control,closed,False,0.75,1.5,True,1.0,41.39557715855058,0.6013556142369891,0,0,8,25.850333798763785,-0.8986443857630109,0,True,0.0,,,,0,0.0,0,0,8,0.00035879993811249733
SP1_HOMOGENEOUS_v1_1,330003,f6fb1484d8641413ee1b,3,8,8,1,uniform,complete,7.999999999999991,greedy,classical,native,True,1.0,0.045089820173232625,True,1.0,27.01592070116808,0.045089820173232625,0,0,8,25.850333798763785,0.0,0,True,0.0,,,,0,0.0,0,0,8,0.00012240000069141388
SP1_HOMOGENEOUS_v1_1,330003,f6fb1484d8641413ee1b,3,8,8,1,uniform,complete,7.999999999999991,auction_proxy,classical,native,True,1.0,0.0002496802645000129,True,1.0,25.856788116944074,0.0002496802645000129,0,0,8,25.850333798763785,0.0,0,True,0.0,,,,0,0.0,0,0,64,0.00021920003928244114
SP1_HOMOGENEOUS_v1_1,330003,f6fb1484d8641413ee1b,3,8,8,1,uniform,complete,7.999999999999991,hungarian_exact,centralized_exact,native,True,1.0,0.0,True,1.0,25.850333798763785,0.0,0,0,8,25.850333798763785,0.0,0,True,0.0,,,,0,0.0,0,0,64,7.120007649064064e-05
SP1_HOMOGENEOUS_v1_1,330004,83579046abd4183b3c0b,4,8,8,1,uniform,complete,7.999999999999991,smith_qr,population_game,closed,False,0.875,1.25,True,1.0,19.13583563312811,0.07906877027791022,0,0,8,17.73365716830054,-1.1709312297220897,300,False,0.06191691972168194,-2.697233245071189,-1.5280449911000098,1.169188253971179,0,2.220446049250313e-16,0,12,134400,0.056590900057926774
SP1_HOMOGENEOUS_v1_1,330004,83579046abd4183b3c0b,4,8,8,1,uniform,complete,7.999999999999991,replicator_qr,population_game,closed,False,0.875,1.25,True,1.0,19.13583563312811,0.07906877027791022,0,0,8,17.73365716830054,-1.1709312297220897,300,False,0.056069912280208016,-2.6648656067905243,-2.249468837773709,0.41539676901681544,0,2.220446049250313e-16,0,10,134400,0.04476669989526272
SP1_HOMOGENEOUS_v1_1,330004,83579046abd4183b3c0b,4,8,8,1,uniform,complete,7.999999999999991,bnn_qr,population_game,closed,False,0.875,1.25,True,1.0,19.13583563312811,0.07906877027791022,0,0,8,17.73365716830054,-1.1709312297220897,300,False,0.05338751691348327,-2.6839944072853785,-1.9004374591621274,0.7835569481232512,0,0.0,0,11,134400,0.05229869997128844
SP1_HOMOGENEOUS_v1_1,330004,83579046abd4183b3c0b,4,8,8,1,uniform,complete,7.999999999999991,uniform_qr,closure_control,closed,False,0.125,2.75,True,1.0,19.843068044430414,0.11894956895301394,0,0,8,17.73365716830054,-2.631050431046986,0,True,0.0,,,,0,0.0,0,0,8,0.00016300007700920105
SP1_HOMOGENEOUS_v1_1,330004,83579046abd4183b3c0b,4,8,8,1,uniform,complete,7.999999999999991,random_qr,closure_control,closed,False,0.375,2.25,True,1.0,42.28608924494584,1.3845103603634301,0,0,8,17.73365716830054,-0.8654896396365699,0,True,0.0,,,,0,0.0,0,0,8,0.0003474999684840441
SP1_HOMOGENEOUS_v1_1,330004,83579046abd4183b3c0b,4,8,8,1,uniform,complete,7.999999999999991,greedy,classical,native,True,1.0,0.14231467031237735,True,1.0,20.257416741639958,0.14231467031237735,0,0,8,17.73365716830054,0.0,0,True,0.0,,,,0,0.0,0,0,8,0.00011449982412159443
SP1_HOMOGENEOUS_v1_1,330004,83579046abd4183b3c0b,4,8,8,1,uniform,complete,7.999999999999991,auction_proxy,classical,native,True,1.0,0.2306555146109962,True,1.0,21.82402298838988,0.2306555146109962,0,0,8,17.73365716830054,0.0,0,True,0.0,,,,0,0.0,0,0,64,0.00021829991601407528
SP1_HOMOGENEOUS_v1_1,330004,83579046abd4183b3c0b,4,8,8,1,uniform,complete,7.999999999999991,hungarian_exact,centralized_exact,native,True,1.0,0.0,True,1.0,17.73365716830054,0.0,0,0,8,17.73365716830054,0.0,0,True,0.0,,,,0,0.0,0,0,64,6.449990905821323e-05
SP1_HOMOGENEOUS_v1_1,330005,725c37fd1180096d726b,5,8,8,1,uniform,complete,7.999999999999991,smith_qr,population_game,closed,False,0.875,1.25,True,1.0,24.539542118585832,0.1479405303658879,0,0,8,21.3770151584109,-1.1020594696341122,300,False,0.06807467122896087,-2.848699774371576,-1.835353240107653,1.013346534263923,0,2.220446049250313e-16,0,10,134400,0.05356170004233718
SP1_HOMOGENEOUS_v1_1,330005,725c37fd1180096d726b,5,8,8,1,uniform,complete,7.999999999999991,replicator_qr,population_game,closed,False,0.625,1.75,True,1.0,21.702796827790266,0.0152398109354938,0,0,8,21.3770151584109,-1.7347601890645061,300,False,0.0372669167363506,-2.826186489725768,-2.4055742593315794,0.4206122303941884,0,2.220446049250313e-16,0,13,134400,0.05109139997512102
SP1_HOMOGENEOUS_v1_1,330005,725c37fd1180096d726b,5,8,8,1,uniform,complete,7.999999999999991,bnn_qr,population_game,closed,False,0.875,1.25,True,1.0,21.3770151584109,0.0,0,0,8,21.3770151584109,-1.25,300,False,0.05437904448343631,-2.838674032862684,-2.186476785389491,0.6521972474731927,0,2.220446049250313e-16,0,13,134400,0.05417770007625222
SP1_HOMOGENEOUS_v1_1,330005,725c37fd1180096d726b,5,8,8,1,uniform,complete,7.999999999999991,uniform_qr,closure_control,closed,False,0.125,2.75,True,1.0,23.356769302950532,0.0926113458716751,0,0,8,21.3770151584109,-2.657388654128325,0,True,0.0,,,,0,0.0,0,0,8,0.00016680010594427586
SP1_HOMOGENEOUS_v1_1,330005,725c37fd1180096d726b,5,8,8,1,uniform,complete,7.999999999999991,random_qr,closure_control,closed,False,0.625,1.75,True,1.0,50.35016304458223,1.3553411302499683,0,0,8,21.3770151584109,-0.3946588697500317,0,True,0.0,,,,0,0.0,0,0,8,0.0004189000464975834
SP1_HOMOGENEOUS_v1_1,330005,725c37fd1180096d726b,5,8,8,1,uniform,complete,7.999999999999991,greedy,classical,native,True,1.0,0.12982382101421044,True,1.0,24.1522609481545,0.12982382101421044,0,0,8,21.3770151584109,0.0,0,True,0.0,,,,0,0.0,0,0,8,0.00013640010729432106
SP1_HOMOGENEOUS_v1_1,330005,725c37fd1180096d726b,5,8,8,1,uniform,complete,7.999999999999991,auction_proxy,classical,native,True,1.0,0.0926113458716751,True,1.0,23.356769302950532,0.0926113458716751,0,0,8,21.3770151584109,0.0,0,True,0.0,,,,0,0.0,0,0,64,0.00023490004241466522
SP1_HOMOGENEOUS_v1_1,330005,725c37fd1180096d726b,5,8,8,1,uniform,complete,7.999999999999991,hungarian_exact,centralized_exact,native,True,1.0,0.0,True,1.0,21.3770151584109,0.0,0,0,8,21.3770151584109,0.0,0,True,0.0,,,,0,0.0,0,0,64,6.789993494749069e-05
SP1_HOMOGENEOUS_v1_1,330006,c5bc0e26451f4168c365,6,8,8,1,uniform,complete,7.999999999999991,smith_qr,population_game,closed,False,0.75,1.5,True,1.0,17.736841702983565,0.02769378124115698,0,0,8,17.258878108187623,-1.472306218758843,300,False,0.07586317300812724,-2.3605060984332713,-1.5354671001920748,0.8250389982411965,0,2.220446049250313e-16,0,11,134400,0.05357329989783466
SP1_HOMOGENEOUS_v1_1,330006,c5bc0e26451f4168c365,6,8,8,1,uniform,complete,7.999999999999991,replicator_qr,population_game,closed,False,0.625,1.75,True,1.0,18.82789102520188,0.09091048138696307,0,0,8,17.258878108187623,-1.659089518613037,300,False,0.0869482087325815,-2.3728412572704562,-2.061513465562216,0.3113277917082402,0,2.220446049250313e-16,0,8,134400,0.0511096001137048
SP1_HOMOGENEOUS_v1_1,330006,c5bc0e26451f4168c365,6,8,8,1,uniform,complete,7.999999999999991,bnn_qr,population_game,closed,False,0.75,1.5,True,1.0,18.874958001250928,0.09363759816442732,0,0,8,17.258878108187623,-1.4063624018355727,300,False,0.06650309986789607,-2.3723160728737365,-1.828607515554152,0.5437085573195846,0,2.220446049250313e-16,0,11,134400,0.0525346000213176
SP1_HOMOGENEOUS_v1_1,330006,c5bc0e26451f4168c365,6,8,8,1,uniform,complete,7.999999999999991,uniform_qr,closure_control,closed,False,0.125,2.75,True,1.0,18.874958001250928,0.09363759816442732,0,0,8,17.258878108187623,-2.6563624018355725,0,True,0.0,,,,0,0.0,0,0,8,0.00017310003750026226
SP1_HOMOGENEOUS_v1_1,330006,c5bc0e26451f4168c365,6,8,8,1,uniform,complete,7.999999999999991,random_qr,closure_control,closed,False,0.625,1.75,True,1.0,32.53608637940432,0.8851796840704944,0,0,8,17.258878108187623,-0.8648203159295056,0,True,0.0,,,,0,0.0,0,0,8,0.00036530010402202606
SP1_HOMOGENEOUS_v1_1,330006,c5bc0e26451f4168c365,6,8,8,1,uniform,complete,7.999999999999991,greedy,classical,native,True,1.0,0.04885462882608928,True,1.0,18.102054192117848,0.04885462882608928,0,0,8,17.258878108187623,0.0,0,True,0.0,,,,0,0.0,0,0,8,0.00012769992463290691
SP1_HOMOGENEOUS_v1_1,330006,c5bc0e26451f4168c365,6,8,8,1,uniform,complete,7.999999999999991,auction_proxy,classical,native,True,1.0,0.02094622249992008,True,1.0,17.62038640914072,0.02094622249992008,0,0,8,17.258878108187623,0.0,0,True,0.0,,,,0,0.0,0,0,64,0.00022699986584484577
SP1_HOMOGENEOUS_v1_1,330006,c5bc0e26451f4168c365,6,8,8,1,uniform,complete,7.999999999999991,hungarian_exact,centralized_exact,native,True,1.0,0.0,True,1.0,17.258878108187623,0.0,0,0,8,17.258878108187623,0.0,0,True,0.0,,,,0,0.0,0,0,64,6.669992581009865e-05
SP1_HOMOGENEOUS_v1_1,330007,326e6a37f55c2c9d575e,7,8,8,1,uniform,complete,7.999999999999991,smith_qr,population_game,closed,False,0.875,1.25,True,1.0,17.8175643147206,0.0,0,0,8,17.8175643147206,-1.25,300,False,0.08731625357769734,-2.9216438326506045,-1.623084089653414,1.2985597429971905,0,2.220446049250313e-16,0,11,134400,0.0486351998988539
SP1_HOMOGENEOUS_v1_1,330007,326e6a37f55c2c9d575e,7,8,8,1,uniform,complete,7.999999999999991,replicator_qr,population_game,closed,False,0.625,1.75,True,1.0,17.8175643147206,0.0,0,0,8,17.8175643147206,-1.75,300,False,0.07060032778668424,-2.9266212469495305,-2.3788396251696757,0.5477816217798548,0,2.220446049250313e-16,0,6,134400,0.05679580010473728
SP1_HOMOGENEOUS_v1_1,330007,326e6a37f55c2c9d575e,7,8,8,1,uniform,complete,7.999999999999991,bnn_qr,population_game,closed,False,0.875,1.25,True,1.0,17.8175643147206,0.0,0,0,8,17.8175643147206,-1.25,300,False,0.07599485622504905,-2.9468356979956156,-2.0346731261501936,0.912162571845422,0,1.1102230246251565e-16,0,11,134400,0.056252499809488654
SP1_HOMOGENEOUS_v1_1,330007,326e6a37f55c2c9d575e,7,8,8,1,uniform,complete,7.999999999999991,uniform_qr,closure_control,closed,False,0.125,2.75,True,1.0,18.39113618801529,0.03219137381313205,0,0,8,17.8175643147206,-2.717808626186868,0,True,0.0,,,,0,0.0,0,0,8,0.00016000005416572094
SP1_HOMOGENEOUS_v1_1,330007,326e6a37f55c2c9d575e,7,8,8,1,uniform,complete,7.999999999999991,random_qr,closure_control,closed,False,0.625,1.75,True,1.0,41.32102262260404,1.3191173548039472,0,0,8,17.8175643147206,-0.4308826451960528,0,True,0.0,,,,0,0.0,0,0,8,0.0004010999109596014
SP1_HOMOGENEOUS_v1_1,330007,326e6a37f55c2c9d575e,7,8,8,1,uniform,complete,7.999999999999991,greedy,classical,native,True,1.0,0.1296878763844458,True,1.0,20.128286393039996,0.1296878763844458,0,0,8,17.8175643147206,0.0,0,True,0.0,,,,0,0.0,0,0,8,0.0001605998259037733
SP1_HOMOGENEOUS_v1_1,330007,326e6a37f55c2c9d575e,7,8,8,1,uniform,complete,7.999999999999991,auction_proxy,classical,native,True,1.0,0.2754755705864511,True,1.0,22.725868010779045,0.2754755705864511,0,0,8,17.8175643147206,0.0,0,True,0.0,,,,0,0.0,0,0,64,0.00021109986118972301
SP1_HOMOGENEOUS_v1_1,330007,326e6a37f55c2c9d575e,7,8,8,1,uniform,complete,7.999999999999991,hungarian_exact,centralized_exact,native,True,1.0,0.0,True,1.0,17.8175643147206,0.0,0,0,8,17.8175643147206,0.0,0,True,0.0,,,,0,0.0,0,0,64,5.989987403154373e-05
SP1_HOMOGENEOUS_v1_1,330008,07413a5156e16d9b7808,8,8,8,1,uniform,complete,7.999999999999991,smith_qr,population_game,closed,False,0.75,1.5,True,1.0,22.64607012721536,0.004842385485605652,0,0,8,22.536937587750437,-1.4951576145143943,300,False,0.06644954698583395,-2.5794540670073336,-1.8486988599839373,0.7307552070233962,0,1.1102230246251565e-16,0,8,134400,0.056286799954250455
SP1_HOMOGENEOUS_v1_1,330008,07413a5156e16d9b7808,8,8,8,1,uniform,complete,7.999999999999991,replicator_qr,population_game,closed,False,0.625,1.75,True,1.0,22.64607012721536,0.004842385485605652,0,0,8,22.536937587750437,-1.7451576145143943,300,False,0.043157192459337294,-2.560773198504719,-2.313114800909649,0.24765839759507013,0,2.220446049250313e-16,0,10,134400,0.04931410006247461
SP1_HOMOGENEOUS_v1_1,330008,07413a5156e16d9b7808,8,8,8,1,uniform,complete,7.999999999999991,bnn_qr,population_game,closed,False,0.75,1.5,True,1.0,22.64607012721536,0.004842385485605652,0,0,8,22.536937587750437,-1.4951576145143943,300,False,0.0543560521947932,-2.5723806203236737,-2.1166157007462982,0.4557649195773754,0,1.1102230246251565e-16,0,9,134400,0.052760599879547954
SP1_HOMOGENEOUS_v1_1,330008,07413a5156e16d9b7808,8,8,8,1,uniform,complete,7.999999999999991,uniform_qr,closure_control,closed,False,0.125,2.75,True,1.0,24.66831762484652,0.0945727443578917,0,0,8,22.536937587750437,-2.6554272556421084,0,True,0.0,,,,0,0.0,0,0,8,0.00015030009672045708
SP1_HOMOGENEOUS_v1_1,330008,07413a5156e16d9b7808,8,8,8,1,uniform,complete,7.999999999999991,random_qr,closure_control,closed,False,0.625,1.75,True,1.0,34.79816827474362,0.5440504345034687,0,0,8,22.536937587750437,-1.2059495654965313,0,True,0.0,,,,0,0.0,0,0,8,0.00034319981932640076
SP1_HOMOGENEOUS_v1_1,330008,07413a5156e16d9b7808,8,8,8,1,uniform,complete,7.999999999999991,greedy,classical,native,True,1.0,0.0044313434156554405,True,1.0,22.636806497738952,0.0044313434156554405,0,0,8,22.536937587750437,0.0,0,True,0.0,,,,0,0.0,0,0,8,0.00014210003428161144
SP1_HOMOGENEOUS_v1_1,330008,07413a5156e16d9b7808,8,8,8,1,uniform,complete,7.999999999999991,auction_proxy,classical,native,True,1.0,0.004842385485605652,True,1.0,22.64607012721536,0.004842385485605652,0,0,8,22.536937587750437,0.0,0,True,0.0,,,,0,0.0,0,0,64,0.00022689998149871826
SP1_HOMOGENEOUS_v1_1,330008,07413a5156e16d9b7808,8,8,8,1,uniform,complete,7.999999999999991,hungarian_exact,centralized_exact,native,True,1.0,0.0,True,1.0,22.536937587750437,0.0,0,0,8,22.536937587750437,0.0,0,True,0.0,,,,0,0.0,0,0,64,6.660004146397114e-05
SP1_HOMOGENEOUS_v1_1,330009,ba2ae2cff8c78179f1b9,9,8,8,1,uniform,complete,7.999999999999991,smith_qr,population_game,closed,False,0.875,1.25,True,1.0,12.904495489710332,0.0,0,0,8,12.904495489710332,-1.25,300,False,0.08736619029128202,-2.0390120387665305,-1.3062155708842809,0.7327964678822496,0,2.220446049250313e-16,0,11,134400,0.05324210016988218
SP1_HOMOGENEOUS_v1_1,330009,ba2ae2cff8c78179f1b9,9,8,8,1,uniform,complete,7.999999999999991,replicator_qr,population_game,closed,False,0.875,1.25,True,1.0,13.155455520188166,0.019447488720341122,0,0,8,12.904495489710332,-1.230552511279659,300,False,0.03886490890995477,-2.0449361569538804,-1.8094256889692297,0.2355104679846507,0,2.220446049250313e-16,0,9,134400,0.05251779989339411
SP1_HOMOGENEOUS_v1_1,330009,ba2ae2cff8c78179f1b9,9,8,8,1,uniform,complete,7.999999999999991,bnn_qr,population_game,closed,True,1.0,0.0,True,1.0,12.904495489710332,0.0,0,0,8,12.904495489710332,0.0,300,False,0.06540561817734297,-2.055267743847249,-1.5838550932546656,0.4714126505925833,0,2.220446049250313e-16,0,11,134400,0.05521299992688
SP1_HOMOGENEOUS_v1_1,330009,ba2ae2cff8c78179f1b9,9,8,8,1,uniform,complete,7.999999999999991,uniform_qr,closure_control,closed,False,0.125,2.75,True,1.0,13.44071419698047,0.04155286099310929,0,0,8,12.904495489710332,-2.7084471390068905,0,True,0.0,,,,0,0.0,0,0,8,0.00014119991101324558
SP1_HOMOGENEOUS_v1_1,330009,ba2ae2cff8c78179f1b9,9,8,8,1,uniform,complete,7.999999999999991,random_qr,closure_control,closed,False,0.625,1.75,True,1.0,32.441853815159654,1.5139962923019998,0,0,8,12.904495489710332,-0.23600370769800016,0,True,0.0,,,,0,0.0,0,0,8,0.0003815998788923025
