step,time_s,x_m,y_m,theta_rad,theta_deg,vx_m_s,vy_m_s,omega_rad_s,desired_fx_n,desired_fy_n,desired_tau_nm,achieved_fx_n,achieved_fy_n,achieved_tau_nm,residual_norm,hamiltonian,kinetic_energy,potential_energy,lambda_sum_n,lambda_max_n,payoff_sum
0,0.0,-4.420102783732712,-2.7709758882736066,-0.3141592653589793,-18.0,0.0,0.0,0.0,92.99323318451484,48.75713877875166,10.89085453244462,67.71764068466493,15.085450669335039,19.557282041612396,0.4279137652401371,672.952270319258,0.0,672.952270319258,95.01466076751291,35.273017950857984,44.03744158930758
1,0.04,-4.418167993998864,-2.77054487539734,-0.3135025215937648,-17.962371354031678,0.04836974334618924,0.010775321906667886,0.016418594130358805,92.85464423498172,49.02055736112121,9.758628281215064,66.65359139672317,15.471662093174462,19.02537535853682,0.43575544701435087,672.6770439027609,0.07518277126260274,672.6018611314984,93.90652184278242,35.27301795084019,44.249308497780866
2,0.08,-4.414350927822069,-2.76967674089414,-0.3122521060566794,-17.8907278211191,0.0954266544198922,0.02170336258000201,0.031260388427138484,92.71700370654466,49.28039390752255,8.719376296143995,65.68443382774771,15.86158888422193,18.546325967762236,0.4430431174723632,672.2013125035008,0.29144434945396347,671.9098681540469,92.90850227988778,35.27301795084794,44.41616703269694
3,0.12,-4.408700787149358,-2.7683653396742844,-0.31046497388491945,-17.788332690245205,0.14125351681777037,0.032785030496389075,0.044678304293994685,92.58016976533474,49.53697776632925,7.764066845075535,64.8004672630012,16.253433895264124,18.11506070794322,0.44980735056419846,671.5211195403429,0.6363225663339502,670.8847969740089,92.0100329898203,35.27301795090401,44.54690514323356
4,0.16,-4.401263777591106,-2.7666045420713625,-0.30819255480377095,-17.6581326676104,0.18592523895628243,0.044019940073047575,0.0568104770287105,92.44400205213141,49.79062647311765,6.8845410411673065,63.99294302876894,16.645898594612216,17.726972587499645,0.4560816375836989,670.6339220383805,1.0990547367920627,669.5348673015885,91.20151607243734,35.27301795065635,44.648339170131266
5,0.2,-4.392083392626985,-2.7643882707669136,-0.30548128820155407,-17.502788534168598,0.2295096241030456,0.05540678261122147,0.06778166505541713,92.30836351800377,50.04164290496538,6.07342985689804,63.253973960865125,17.038068251818274,17.377881290988196,0.46190062669151916,669.5383452064372,1.6703010448239328,667.8680441616132,90.47424253956616,35.2730179473233,44.72573635722382
6,0.24,-4.381200669949285,-2.7617105263273207,-0.30237310704196396,-17.324702871762007,0.27206806694248586,0.06694361098982056,0.07770452898974817,92.17312173109097,50.29031348426341,5.324078761533377,62.57645118153057,17.42932103835263,17.06399634486599,0.467298935495703,668.2339810330639,2.3419145824309058,665.8920664506329,89.82031557598097,35.2730179309546,44.78319644120896
7,0.28,-4.3686544226398585,-2.7585654040802274,-0.2989058753727547,-17.12604513052222,0.31365618273566503,0.07862805617733164,0.08668079173023227,92.03814976471884,50.53690718561224,4.630479335119425,61.95396803408539,17.819256427544232,16.78188292987928,0.47231036464439363,666.7212230465211,3.1067500574034375,663.6144729891176,89.23257928561391,35.27301795090575,44.82393243439377
8,0.32,-4.354481447641565,-2.754947104475171,-0.29511378377323627,-16.908774286342798,0.35432437495731844,0.09045749012640801,0.09480228998796299,91.90332675748307,50.78167514869214,3.9872072552053046,61.38075099988347,18.20763872090296,16.528430169197975,0.47696739310838276,665.0011307699001,3.958504559228901,661.0426262106712,88.70455270086123,35.27301795090571,44.85047878646976
9,0.36,-4.338716713757543,-2.7508499386164327,-0.2910277067009819,-16.674659315337447,0.39411834710058014,0.10242914646846546,0.10215192680636373,91.76853821583094,51.024850746764315,3.389366101819949,60.851596986996526,18.59435327923307,16.300822011994253,0.4813008693757504,663.075318548361,4.891584911977636,658.1837336363834,88.23036904002082,35.273017950904205,44.86484701948318
10,0.4,-4.321393531203994,-2.746268330273816,-0.2866755253383495,-16.42529769158312,0.4330795638387139,0.11454020856542091,0.10880453406580609,91.63367612134218,51.26664998309297,2.832536455474691,60.36181673663077,18.97937224278763,16.09651035826615,0.4853398407745527,660.9458643708839,5.900997087629115,655.0448672832548,87.80471976143765,35.27301795086703,44.86864294385259
11,0.44,-4.302543704544297,-2.741196815391035,-0.28208241921629806,-16.16213209593387,0.47124566649243627,0.12678787206952155,0.11482765305128535,91.4986388872128,51.50727212527788,2.312729817532867,59.90718372658356,19.362728183184416,15.913190444650787,0.48911147784396564,658.6152350882186,6.98225393421403,651.6329811540046,87.42280327506718,35.2730179501509,44.86315567171171
12,0.48,-4.282197670654236,-2.7356300398731093,-0.27727112959142497,-15.886465506413561,0.508650847251511,0.13916938794814446,0.12028224062182856,91.36333120277496,51.74690050169234,1.8263469117389644,59.483888136003316,19.744493904061358,15.748778299757856,0.49264106428359256,656.0862250705653,8.13129811938374,647.9549269511816,87.0802779783039,35.273017939030176,44.84942571130726
13,0.52,-4.2603846232047475,-2.729562756249558,-0.27226219727780077,-15.599474824976195,0.5453261862372104,0.1516820905887809,0.12522330784060673,91.22766379571482,51.98570340368613,1.3701399653350776,59.088495429014756,20.12476701733585,15.601390103805025,0.4959520312909895,653.3619058764374,9.344437723636991,644.0174681528003,86.77321930195292,35.27301779673769,44.828297444016506
14,0.56,-4.2371326249995676,-2.7229898196669238,-0.26707417738524697,-15.302223181102947,0.5812999551295099,0.1643234145658633,0.12970049731384747,91.09155313454883,52.22383505197283,0.941178603733416,58.71790882978596,20.503659221534367,15.469323654710045,0.4990660201449671,650.4455849383352,10.618292358154083,639.827292580181,86.49808079567848,35.27301795090475,44.80045980335214
15,0.6,-4.212468709378738,-2.7159061835246185,-0.2617238331761973,-14.99567103898214,0.6165978905207341,0.17709090355763513,0.13375860522623692,90.95492109812828,52.46143657996089,0.5368190046737418,58.36933624171502,20.881286226899093,15.351040671168095,0.5020029658098303,647.3407716281731,11.949748047695646,635.3910235804775,86.25165791334493,35.2730179508054,44.766478140164864
16,0.64,-4.186418971758098,-2.7083068950460283,-0.2562263110728944,-14.680686224683,0.6512434405160079,0.1899822119647615,0.13743805258256825,90.81769460378281,52.69863704930176,0.1546760539639429,58.04025956878914,21.257763306633475,15.24515179573143,0.504781187567397,644.0511493565539,13.335919414900161,630.7152299416538,86.03105609285632,35.27301794352302,44.72681913739871
17,0.68,-4.1590086522940135,-2.700187090912718,-0.2505952986161355,-14.358052976525123,0.6852579866021029,0.20299510333275958,0.14077531141897023,90.67980523622231,52.935554425365076,-0.20740184587361732,57.7284077959536,21.633200175772615,15.150402131889848,0.5074174879603179,640.5805526057428,14.774117959401966,625.8064346463408,85.8336609564693,35.27301795090565,44.68187058796343
18,0.72,-4.13026221054392,-2.6915419931073377,-0.24484316703485876,-14.028480113714053,0.7186610437523314,0.2161274451345085,0.14380328953191354,90.5411888618305,53.17229654139774,-0.5513555155044045,57.431732531352665,22.007698173177594,15.065658403662269,0.5099272521924593,636.9329479880074,16.26182542144897,620.6711225665584,85.65711152279454,35.27301795061614,44.631957083347956
19,0.76,-4.100203392912932,-2.6823669050433567,-0.23898109991714866,-13.692608408646846,0.7514704407746995,0.22937720159952668,0.14655167794275337,90.40178524271134,53.40896202820928,-0.8789355382665534,57.148386162800065,22.381347990378217,14.98989712106825,0.5123245467552852,633.1124185879636,17.79667139493605,615.3157471930275,85.49927572481258,35.27301749805848,44.57735259459292
20,0.8,-4.068855293593075,-2.672657208043239,-0.2330192093368466,-13.351017240476738,0.7837024829964172,0.2427424250029451,0.14904726450754627,90.26153764911386,53.6456412135935,-1.1917207985997216,56.87670137086748,22.754230735499245,14.922194737427585,0.5146222145877727,629.1231509794468,19.37641449302196,609.7467364864249,85.35822903970606,35.273017612651586,44.51829026714196
21,0.84,-4.036240409654849,-2.66240835813068,-0.22696664062985183,-13.004230598352983,0.8153720984556492,0.2562212478139823,0.1513142176748686,90.12039250050611,53.882416942400766,-1.4911352629455141,56.61702883156445,23.12105910997738,14.85980226620772,0.5168319644559882,624.9694244190589,20.99892649022063,603.9704979288383,85.23044482534233,35.26821739299118,44.455737194793045
22,0.88,-4.002380637852158,-2.6516160362425505,-0.22083173125683642,-12.65272618358395,0.8464942950672735,0.2698080472032349,0.15337273432538084,89.97823765333658,54.11946737357717,-1.7783522201327173,56.528735610686326,23.027257074111617,14.639089762874985,0.51893369748789,620.6556000297518,22.66217220034234,597.9934278294095,84.96222853629816,35.21856153793194,44.45735438754554
