step,time_s,x_m,y_m,theta_rad,theta_deg,vx_m_s,vy_m_s,omega_rad_s,desired_fx_n,desired_fy_n,desired_tau_nm,achieved_fx_n,achieved_fy_n,achieved_tau_nm,residual_norm,hamiltonian,kinetic_energy,potential_energy,lambda_sum_n,lambda_max_n,payoff_sum
0,0.0,-4.6088341915489215,-2.74080258648961,0.3141592653589793,18.0,0.0,0.0,0.0,58.21866941686358,87.38184325893998,-16.755160819145566,23.82920294504993,38.92247665806123,-2.3285929531351606,0.618171289623231,302.937600340766,0.0,302.937600340766,78.09088676247453,36.527053828263455,44.13917543881598
1,0.04,-4.608039884784087,-2.7395051706010083,0.31405760782214376,17.994175452183626,0.01985766912087494,0.03243539721505102,-0.002541438420884214,58.2607654389675,87.35378188988504,-16.579903225641385,23.789761453139967,39.05366596892069,-2.2232305099575456,0.6169678521324516,302.7892275853272,0.034831527881848914,302.7543960574453,77.9504035044821,36.52705382826338,44.147600959741595
2,0.08,-4.6064631767276785,-2.73692326472529,0.3138679903372834,17.983311170579242,0.03941770141021325,0.06454764689295092,-0.004740437121506359,58.306984405662305,87.32293839260022,-16.42582049436243,23.759082493891647,39.16648043296008,-2.1307162737669483,0.6159135411779535,302.5281507211431,0.13769548840384999,302.39045523273927,77.82705118901603,36.52705382826325,44.15479171534437
3,0.12,-4.604115522028892,-2.733070234913483,0.3136023237204264,17.968089594675817,0.05869136746965345,0.09632574529517832,-0.0066416654214282445,58.35709862743025,87.28945549027316,-16.290160971163175,23.736068504123423,39.26321349268381,-2.0494688867908675,0.6149883828349091,302.15455720728323,0.30616816699223093,301.848389040291,77.7187213414209,36.52705382826348,44.16097211581865
4,0.16,-4.601007967109286,-2.7279598050494105,0.31327096095853335,17.949103906931548,0.07768887299016092,0.12776074660181244,-0.008284069047331383,58.410920942821214,87.25344872617639,-16.170524818316327,23.71975718343633,39.34585845079495,-1.9781117065855778,0.6141751547211678,301.6688025246578,0.5378584323942642,301.1309440922635,77.62357843448052,36.52705382826348,44.16632568138846
5,0.2,-4.597151187682493,-2.7216059856351658,0.3128828967267485,17.92686946427029,0.09641948566982238,0.1588454853561174,-0.00970160579462132,58.468300683795974,87.21500911625948,-16.064818777937777,23.709306077831815,39.41614779697989,-1.9154464973270322,0.6134589873784901,301.0714061339191,0.8304113006017554,300.2409948333173,77.54002482213579,36.52705382826348,44.1710029838296
6,0.24,-4.592555521778796,-2.7140230122198785,0.3124459412612537,17.901833760262264,0.11489164759241792,0.18957433538218574,-0.010923886637369571,58.52912021023618,87.17420540168818,-15.97121674945902,23.703978803848937,39.47558678118598,-1.8604309001227097,0.6128270277365835,300.3630474960241,1.181511209789398,299.1815362862347,77.46667069253003,36.52705382826348,44.175128224079444
7,0.28,-4.587230998793687,-2.705225292224089,0.31196687186633554,17.874385105839565,0.13311307462772645,0.21994299989474492,-0.011976734872958554,58.59329194525948,87.13108595109779,-15.888125403960933,23.703132614158328,39.52548272132862,-1.8121586406935943,0.6122681539597878,299.5445620315737,1.5888849100649436,297.95567712150876,77.40230767995787,36.52705382826348,44.17880431408435
8,0.32,-4.581187365027907,-2.6952273590708655,0.31145156492135495,17.8448601927384,0.1510908441444887,0.24994832883058885,-0.012882673624512161,58.66075586544631,87.08568034582096,-15.814154202175754,23.70620730187445,39.566970371349,-1.7698423278700872,0.6117727332909494,298.6169369513384,2.050303923568751,296.5666330277696,77.34588592952653,36.52705382826348,44.18211692523013
9,0.36,-4.574434106135609,-2.68404383268064,0.31090511088373995,17.813550682685175,0.16883147230745757,0.2795881597556385,-0.013661350940375834,58.731477401344186,87.038000679332,-15.748089247794265,23.712715330105276,39.601033920334544,-1.7327984807570473,0.6113324158719933,297.5813069273245,2.563586563546041,295.01772036377844,77.29649413337582,36.52705382826348,44.18513769975023
