step,time_s,x_m,y_m,theta_rad,theta_deg,vx_m_s,vy_m_s,omega_rad_s,desired_fx_n,desired_fy_n,desired_tau_nm,achieved_fx_n,achieved_fy_n,achieved_tau_nm,residual_norm,hamiltonian,kinetic_energy,potential_energy,lambda_sum_n,lambda_max_n,payoff_sum
0,0.0,-4.6088341915489215,-2.74080258648961,0.3141592653589793,18.0,0.0,0.0,0.0,58.21866941686358,87.38184325893998,-16.755160819145566,32.96278047399349,10.710256618601939,15.596603313418312,0.9498339773491166,302.937600340766,0.0,302.937600340766,34.65911847426292,34.65911847426292,7.749999664950611
1,0.04,-4.607735432199789,-2.740445577935657,0.31484015390745057,18.039012040146194,0.027468983728327907,0.008925213848834948,0.017022213711779883,57.70324288641412,87.72306287625563,-17.92901267670991,31.771645689574793,10.347155563341232,15.036338396044485,0.9628482108855676,302.86613067714916,0.0253306825191271,302.84079999463,33.4140853245433,33.4140853245433,7.795704065003171
2,0.08,-4.605592268118992,-2.7397484243103114,0.3161165356890647,18.112143329280073,0.0535791020199292,0.017428840633634844,0.031909544540351276,57.19154884340018,88.05751950227177,-18.971984335811502,30.708961039285665,10.044439934372843,14.539464914355918,0.974406581865565,302.746010481894,0.09484649559382996,302.65116398630016,32.30992203190204,32.30992203190204,7.835495154195617
3,0.12,-4.6024540475246285,-2.7387257514021583,0.3179134252911231,18.215097519728957,0.0784555148590682,0.025566822703830414,0.04492224005145318,56.68256104814707,88.38601288112888,-19.899972981015832,29.759568339701683,9.793138340090715,14.098274253556342,0.9846859876172037,302.57276900240726,0.20039431584827366,302.372374686559,31.32949834123632,31.32949834123632,7.870318416942877
4,0.16,-4.598365684260201,-2.737390276188111,0.3201649790380907,18.34410204677707,0.1022090816106987,0.033386880351188274,0.05628884367419499,56.175307977049215,88.70927106950924,-20.7269393172895,28.90992222376421,9.58573553627972,13.70595347186788,0.9938421924305304,302.343395439636,0.33553467506279977,302.00786076457325,30.45767438192863,30.45767438192863,7.9009327640613
5,0.2,-4.59336816843184,-2.7357530827923746,0.3228133794225738,18.495844211268775,0.12493789570902622,0.04092983489340553,0.06621000961207646,55.66887888177625,89.02795024061895,-21.465140210293033,28.14795605222553,9.415904201592571,13.35648730299051,1.0020122118394106,302.05598989027425,0.4951660005035555,301.5608238897707,29.681082895534463,29.681082895534463,7.927952594836243
6,0.24,-4.587499020946116,-2.7338238551685285,0.32580785419788016,18.667414977752216,0.1467286871430938,0.04823069059615393,0.07486186938266336,55.1624264197696,89.3426365823368,-22.125334069300294,27.46294824663442,9.278290445610468,13.044569387222468,1.0093164792584701,301.70949433719073,0.6752309596146598,301.03426337757605,28.987931971605477,28.987931971605477,7.951879086936507
7,0.28,-4.580792697151981,-2.73161107423148,0.3291038142052889,18.856259575620644,0.16765809485338123,0.055319523426213935,0.0823990001852217,54.65516683269047,89.65384954641252,-22.71696200405207,26.845393025990113,9.1683418544436,12.76552223231246,1.0158607942098261,301.30348574327144,0.8724870072249319,300.4309987360465,28.36782718291658,28.36782718291658,7.973123791477851
8,0.32,-4.573280944574234,-2.7291221856451107,0.33266209581562833,19.060134094212106,0.18779381444366125,0.06222221465923408,0.08895704025848149,54.14637842117137,89.9620459075454,-23.248307487681885,26.286878009918432,9.08216921178298,12.515225327684192,1.0217380616998055,300.8380172698039,1.084327128356239,299.7536901414477,27.8116118392982,27.8116118392982,7.992026646881326
9,0.36,-4.564993119430527,-2.726363743266167,0.33644829548442257,19.277067355627846,0.2071956285926778,0.06896105947359678,0.0946549917198607,53.635398883076796,90.26762424398486,-23.726636979106733,25.779970087563303,9.016434897803238,12.290050796736015,1.0270298374820417,300.3134967413044,1.3086398232177074,299.00485691808666,27.311223992746694,27.311223992746694,8.008869887769578
10,0.4,-4.555956466285817,-2.7233415322890155,0.34043218536770903,19.505327431985027,0.22591632861774483,0.07555527442878485,0.09959724708216078,53.12162194010332,90.57092956601876,-24.158323700942013,25.31811021549177,8.96826245010912,12.08680596113836,1.0318076961099654,299.73059389952755,1.5436997717758885,298.18689412775166,26.859568802529687,26.859568802529687,8.023888895856917
11,0.44,-4.546196364842521,-2.7200606753765557,0.344587200236552,19.74339224778383,0.24400253608241804,0.08202142281149198,0.10387537172107066,52.604493566623674,90.87225790415383,-24.548956533240116,24.895517307225237,8.935162943425455,11.902682200287156,1.0361344391136589,299.090169877148,1.7880824854319008,297.3020873917161,26.450404889527018,26.450404889527018,8.037280745828689
12,0.48,-4.535736547508227,-2.716525724458148,0.3488899870767632,19.989923773872366,0.26149543335734016,0.0883737729601933,0.10756967100528278,52.08350804898501,91.17186073186899,-24.903435768731608,24.507101044525797,8.914974769356759,11.735209512012778,1.0400651600978956,298.39322379217634,2.040597715187496,296.3526260769888,26.078243360028395,26.078243360028395,8.049210994819509
13,0.52,-4.524599291036907,-2.712740740393007,0.35332000978009415,20.243745377920366,0.2784314117830138,0.09462460162852136,0.11075056758326869,51.55820403782986,91.46994914393198,-25.226057280914592,24.148383227789058,8.90581412480738,11.582216212483301,1.0436481825089061,297.6408525088159,2.3002375278519214,295.34061498096395,25.738258249962886,25.738258249962886,8.059819119986209
