step,time_s,x_m,y_m,theta_rad,theta_deg,vx_m_s,vy_m_s,omega_rad_s,desired_fx_n,desired_fy_n,desired_tau_nm,achieved_fx_n,achieved_fy_n,achieved_tau_nm,residual_norm,hamiltonian,kinetic_energy,potential_energy,lambda_sum_n,lambda_max_n,payoff_sum
0,0.0,-4.420102783732712,-2.7709758882736066,-0.3141592653589793,-18.0,0.0,0.0,0.0,92.99323318451484,48.75713877875166,10.89085453244462,68.22074236773892,14.92198302320881,19.221013998689095,0.42441523044204077,672.952270319258,0.0,672.952270319258,95.54365318215972,35.83333695616459,44.17589822306277
1,0.04,-4.418153619665062,-2.770549545901515,-0.31351381365061437,-17.96301834123118,0.04872910169124209,0.010658559302292007,0.016136292709127545,92.85172828205783,49.026080355611725,9.77809578722318,67.17068447368035,15.303321267336862,18.696025977539833,0.431984956229584,672.6759605612826,0.07587076482598656,672.6000897964567,94.44992813642088,35.83333695533362,44.419854287019284
2,0.08,-4.414307569344651,-2.7696908382631804,-0.31228497254892407,-17.89261093241212,0.09615125801025673,0.021467690958363574,0.030721027542253088,92.71093769565587,49.2918049131112,8.756841632130085,66.21394472400819,15.68864640210452,18.22296159005988,0.4390194863089771,672.1987655897332,0.2942499548775892,671.9045156348556,93.46437733076482,35.833336956135376,44.616171068985736
3,0.12,-4.408613646892931,-2.7683936973863665,-0.3105287883718759,-17.791988991019604,0.1423480612930025,0.03242852192034265,0.04390460442620031,92.57071656048959,49.5546409075628,7.818209983772518,65.34098096459968,16.07617485730561,17.7968321580799,0.4455475141099591,671.5167561907687,0.6427304262233126,670.8740257645453,92.57660768220151,35.83333695684357,44.77411391363839
4,0.16,-4.401117912670242,-2.766652061695079,-0.30829587310446405,-17.664052370186578,0.1873933555672251,0.0435408922821856,0.055822881685300474,92.43092098989605,49.81490585115656,6.954177163735812,64.54318626508122,16.464609726591963,17.413107475669662,0.4516007904331493,670.6273986191571,1.110576343565074,669.5168222755921,91.7771812606463,35.83333695691456,44.90082931294797
5,0.2,-4.3918637529453814,-2.764459912990932,-0.30563193062527194,-17.511419709263254,0.23135399312151483,0.054803717603669165,0.06659856197980868,92.29140981643734,50.07290359160742,6.157496284208654,63.812800047193114,16.853029280741488,17.067676874899426,0.45721236877741583,669.5293143997498,1.688452553926482,667.8408618458233,91.0575341757119,35.833336956918274,45.0018707803893
6,0.24,-4.380892132187457,-2.761811302292526,-0.3025782326192554,-17.336455701610994,0.2742905189481212,0.06621526746015687,0.07634245015041602,92.15204582079414,50.328922609591565,5.421623136462948,63.14282639999862,17.240798654515107,16.756812934399953,0.4624154147088929,668.222083029639,2.3681994413966647,665.8538835882423,90.40990096635588,35.83333695691829,45.08158516243272
7,0.28,-4.368241820626765,-2.758700367183401,-0.2991720488590346,-17.141295747904337,0.3162577890172845,0.07777337772812301,0.08515459400551537,92.01269655440329,50.583235096099756,4.7406489440709025,62.52695944440761,17.627500157386724,16.477137783821533,0.4672424117006985,666.7060799450729,3.1426455003892744,663.5634344446837,89.82724440289218,35.83333695691829,45.143398419709015
8,0.32,-4.353949599499784,-2.7551213427567407,-0.2954470361274848,-16.927868239754037,0.357305528174521,0.0894756106665064,0.09312531828874128,91.87323484216932,50.836096620763506,4.109239387254335,61.95951546808119,18.01287850294094,16.225591943494358,0.47172464588646407,664.9823434618536,4.005451197329738,660.9768922645238,89.30319057144376,35.83333695691829,45.190028582331955
9,0.36,-4.33805044617231,-2.7510685677948725,-0.29143358967514077,-16.69791469673297,0.39747883318687016,0.10131937404670414,0.10033616130859653,91.73353903504305,51.08774624218837,3.5225793470479214,61.43537143218272,18.39679794253588,15.999405591285717,0.47589188693279333,663.0524655100413,4.950978796943848,658.1014867130974,88.83196902581776,35.83333695691829,45.22364565074049
