step,time_s,x_m,y_m,theta_rad,theta_deg,vx_m_s,vy_m_s,omega_rad_s,desired_fx_n,desired_fy_n,desired_tau_nm,achieved_fx_n,achieved_fy_n,achieved_tau_nm,residual_norm,hamiltonian,kinetic_energy,potential_energy,lambda_sum_n,lambda_max_n,payoff_sum
0,0.0,-4.420102783732712,-2.7709758882736066,-0.3141592653589793,-18.0,0.0,0.0,0.0,92.99323318451484,48.75713877875166,10.89085453244462,67.71764068426121,15.085450669473186,19.55728204127014,0.4279137652392535,672.952270319258,0.0,672.952270319258,95.01466076709292,35.27301795086462,43.90886203053442
1,0.04,-4.418167993998876,-2.770544875397336,-0.31350252159377634,-17.96237135403234,0.04836974334590087,0.010775321906766562,0.016418594130071473,92.85464423498411,49.020557361116694,9.758628281234879,66.65359139782282,15.471662092815702,19.02537535923412,0.43575544701512325,672.6770439027619,0.07518277126165641,672.6018611315002,93.90652184393724,35.27301795083872,44.114556169999574
2,0.08,-4.41435092782206,-2.7696767408941425,-0.3122521060566781,-17.890727821119025,0.0954266544203926,0.021703362579843302,0.03126038842745632,92.71700370654061,49.28039390753015,8.719376296122363,65.68443383156206,15.861588882975965,18.5463259700882,0.4430431174752865,672.2013125035025,0.291444349456918,671.9098681540456,92.90850228388648,35.27301795083392,44.275835462258705
3,0.12,-4.40870078714922,-2.768365339674329,-0.3104649738848284,-17.78833269023999,0.14125351682098958,0.03278503049534221,0.044678304296243324,92.58016976530759,49.53697776638001,7.764066844920453,64.80046726384049,16.253433894997137,18.11506070844186,0.4498073505659493,671.5211195403521,0.6363225663622796,670.8847969739898,92.01003299070126,35.27301795090103,44.401494961215604
4,0.16,-4.401263777590818,-2.766604542071456,-0.30819255480357954,-17.658132667599435,0.18592523896006433,0.04401994007182197,0.05681047703122295,92.44400205209827,49.79062647317917,6.884541040991855,63.99294302859572,16.64589859475852,17.726972587455663,0.4560816375848617,670.6339220383836,1.0990547368352186,669.5348673015484,91.20151607231078,35.273017950732516,44.49827504651161
5,0.2,-4.392083392626551,-2.7643882707670513,-0.30548128820127074,-17.502788534152366,0.22950962410666054,0.05540678261011438,0.06778166505771971,92.3083635179713,50.041642905025256,6.0734298567346645,63.25397396086264,17.038068251242148,17.377881290678943,0.4619006266944086,669.5383452064275,1.6703010448743953,667.8680441615531,90.47424253918119,35.27301794675746,44.57138057192475
6,0.24,-4.381200669948709,-2.761710526327519,-0.3023731070416056,-17.324702871741472,0.27206806694605773,0.06694361098831461,0.07770452899163262,92.17312173105329,50.29031348433249,5.324078761396622,62.57645118194119,17.42932103615779,17.06399634397914,0.46729893550196583,668.233981033041,2.341914582486657,665.8920664505544,89.82031557504659,35.27301792896206,44.62485975363682
7,0.28,-4.368654422639129,-2.7585654040805476,-0.2989058753723559,-17.126045130499367,0.31365618273948936,0.07862805617427515,0.08668079173124246,92.03814976466202,50.53690718571571,4.630479335041161,61.95396803398148,17.819256427598773,16.781882929830658,0.4723103646451998,666.7212230464864,3.106750057461325,663.6144729890251,89.23257928551261,35.27301795090575,44.6618828426885
8,0.32,-4.354481447640688,-2.7549471044756104,-0.2951137837728015,-16.908774286317886,0.3543243749610248,0.09045749012342541,0.09480228998886281,91.90332675742536,50.78167514879655,3.987207255133672,61.38075099978531,18.20763872095708,16.528430169152713,0.4769673931091352,665.0011307698564,3.958504559291399,661.042626210565,88.70455270076692,35.27301795090571,44.68494862914522
9,0.36,-4.338716713756521,-2.7508499386169882,-0.29102770670051514,-16.674659315310706,0.39411834710417404,0.1024291464655556,0.1021519268071636,91.76853821577234,51.02485074686974,3.3893661017543453,60.85159698690353,18.594353279286757,16.30082201195202,0.4813008693764534,663.0753185483087,4.891584912044157,658.1837336362645,88.23036903993281,35.27301795090424,44.696038762109836
10,0.4,-4.321393531202833,-2.746268330274485,-0.28667552533785434,-16.425297691554746,0.4330795638422003,0.11454020856258265,0.10880453406651545,91.63367612128262,51.266649983199414,2.8325364554145605,60.36181673654191,18.979372242842402,16.09651035822717,0.4853398407752076,660.9458643708224,5.9009970876991416,655.0448672831233,87.80471976135578,35.27301795086843,44.69673392187751
