step,time_s,x_m,y_m,theta_rad,theta_deg,vx_m_s,vy_m_s,omega_rad_s,desired_fx_n,desired_fy_n,desired_tau_nm,achieved_fx_n,achieved_fy_n,achieved_tau_nm,residual_norm,hamiltonian,kinetic_energy,potential_energy,lambda_sum_n,lambda_max_n,payoff_sum
0,0.0,-4.3869893072433594,-2.7975709465812764,-0.5934119456780721,-34.0,0.0,0.0,0.0,101.90012017400909,-25.325195132960086,30.997047515419283,29.066373317341945,-19.605516356281594,33.3073621336529,0.6969296075957521,293.9741705928581,0.0,293.9741705928581,35.0603811933109,35.060381193300124,28.47850652599312
1,0.04,-4.386305392577069,-2.798032252848483,-0.5929287378855856,-33.97231423286269,0.01709786665725997,-0.011532656680165643,0.012080194812160182,101.96104228104964,-25.07879297258952,30.16399728117272,29.075843461907596,-19.591468969889924,33.307362133636445,0.6982157738790857,293.8928420023489,0.022508721752362276,293.8703332805965,35.06038119330094,35.060381193300145,27.707362434548312
2,0.08,-4.384943777261475,-2.7989501931501133,-0.5919766931183337,-33.91776608579164,0.034040382889843165,-0.022948507540758157,0.023801119181300588,102.02302114585736,-24.825453797905602,29.344125349657144,29.0944822375911,-19.563778590702015,33.30736213363524,0.6997074302819152,293.75253127144606,0.08854154012531651,293.6639897313207,35.0603811933002,35.060381193300145,26.948736666556044
3,0.12,-4.382910401096203,-2.800319818215745,-0.5905697547994349,-33.83715445808351,0.05083440413181588,-0.0342406266407875,0.0351734579724668,102.08597015558243,-24.565314925592443,28.53703979220426,29.121978462370322,-19.52282509927171,33.307362133635145,0.7013915579658905,293.5524422143956,0.19594525482217906,293.35649695957346,35.06038119330015,35.060381193300145,26.203253161583632
4,0.16,-4.380210939566313,-2.8021359132830947,-0.5887214516683152,-33.731254489409544,0.06748653824726368,-0.04540237668373992,0.04620757827799295,102.14980392888226,-24.298509363557876,27.74236033628162,29.158012796990903,-19.468965538775528,33.30736213363513,0.703255989015498,293.2919132461802,0.34267713659063376,292.94923610958955,35.060381193300145,35.060381193300145,25.47141345819914
5,0.2,-4.376850813843833,-2.8043930089977818,-0.5864449101135869,-33.60081826643746,0.08400314306198997,-0.05642739286717268,0.056913538868210226,102.21443829351286,-24.025166062727862,26.959718018833367,29.202259101791256,-19.40253572903052,33.307362155733664,0.70528936914441,292.9704094123542,0.5267986039431898,292.443610808411,35.06038120643199,35.060381192599706,24.753606779082137
6,0.24,-4.37283520085517,-2.8070853917111314,-0.5837528661388229,-33.44657550841986,0.10039032471657786,-0.06730956783373489,0.0673010993690976,102.27979026385201,-23.745410158227315,26.188754849378668,29.254385708510856,-19.32385174386069,33.30736213886805,0.7074811189732282,292.58751490151013,0.7464692328395743,291.8410456686706,35.060381196382004,35.06038119306274,24.050120057025058
7,0.28,-4.368169043383847,-2.810207113216446,-0.5806576769736704,-33.269234232462,0.11665393678307527,-0.07804303763286485,0.0773797291288082,102.34577801827095,-23.45936320181787,25.4291234857547,29.314056459841378,-19.233211465664024,33.307362134809146,0.7098213967853068,292.14292601337934,0.9999410845925841,291.14298492878675,35.06038119398304,35.06038119322508,23.361147360911243
8,0.32,-4.362857060183787,-2.813751999965609,-0.5771713323380068,-33.0694813989104,0.1327995800014942,-0.08862216872906378,0.08715861589158616,102.41232087743465,-23.167143382328412,24.680486914629867,29.380931777879084,-19.13089588287654,33.307362133879785,0.7123010592311128,291.6364445578312,1.2855533386938736,290.35089121913734,35.06038119344006,35.06038119327841,22.686799301185943
9,0.36,-4.356903756077895,-2.8177136618014353,-0.5733054653719867,-32.8479835375984,0.14883260264729137,-0.09904154589565879,0.09664667415050751,102.47933928268475,-22.86886573891207,23.942518145838736,29.45466954450021,-19.01717043735418,33.30736213368125,0.7149116238011086,291.06797165952327,1.6017272160822174,289.46624444344104,35.06038119332592,35.060381193294525,22.027111743634954
