step,time_s,x_m,y_m,theta_rad,theta_deg,vx_m_s,vy_m_s,omega_rad_s,desired_fx_n,desired_fy_n,desired_tau_nm,achieved_fx_n,achieved_fy_n,achieved_tau_nm,residual_norm,hamiltonian,kinetic_energy,potential_energy,lambda_sum_n,lambda_max_n,payoff_sum
10,0.4,-4.628448912392355,-2.679507581662728,0.29039833373579826,16.638598900692795,-0.08642813713870551,0.2734219981845488,-0.09485739113690418,65.56584991724972,82.01292169303984,-9.734595862879736,-10.458933896713752,34.997662248741264,-12.784468838742093,0.8529360984762812,299.9416296800238,2.1383928568036747,297.8032368232202,36.527053824977415,36.527053824977415,8.626048465007859
11,0.44,-4.63220857400132,-2.6675499380594196,0.2863854880105179,16.408679776797115,-0.09399154022411756,0.29894109008270586,-0.10032114313201027,66.35830266668634,81.37306475238873,-9.266752429805793,-10.318409844697102,35.039350442354625,-12.784468838801898,0.8553784119557479,299.3615548394727,2.541233318854337,296.8203215206184,36.52705382514828,36.52705382514828,8.280615315103503
12,0.48,-4.636262053783655,-2.654583751356077,0.28217365139401895,16.167359314673064,-0.10133699455837691,0.3241546675835653,-0.10529591541247636,67.16011452986909,80.71257037373337,-8.827383835938125,-10.17073873993607,35.082498979424855,-12.784468838859882,0.8578559316386756,298.73133878312433,2.9714639257078237,295.7598748574165,36.52705382531395,36.52705382531395,7.94355923123893
13,0.52,-4.640600511793557,-2.640621030509465,0.2777806326209018,15.915657879651713,-0.10846145024754528,0.34906802116530516,-0.10982546932793265,67.97098405672101,80.03090232129699,-8.413941719132286,-10.016523018643824,35.126840560832406,-12.78446883891632,0.8603658092809413,298.05156612840443,3.4277263079540736,294.62383982045037,36.5270538254752,36.5270538254752,7.613531252020953
14,0.56,-4.645215007797281,-2.62567358458878,0.2732226466290548,15.654504519239131,-0.11536240009311452,0.3736861480171281,-0.11394964979617368,68.79059793688546,79.32750869330116,-8.024105783487567,-9.856311878214493,35.17213069093255,-12.784468838971458,0.862906652993448,297.3228985764546,3.908737072072836,293.41416150438175,36.52705382563274,36.52705382563274,7.289279119574516
15,0.6,-4.650096520916897,-2.609753033590673,0.26851445719685074,15.38474513562574,-0.12203782799038507,0.3980137749526768,-0.11770473580510707,69.61862874187541,78.60182270215444,-7.6557633885072,-9.690606193561159,35.21814607263237,-12.784468839025527,0.8654782154639774,296.54606742765316,4.413278684831741,292.1327887428214,36.52705382578722,36.52705382578722,6.969643094357153
16,0.64,-4.655235967401369,-2.592870818403453,0.2636695068149928,15.107149926794984,-0.12848616211181424,0.42205537968050144,-0.12112375954645141,70.45473269039788,77.85326352520221,-7.3069909649311935,-9.519862954672274,35.2646830487291,-12.784468839078736,0.8680811401083115,295.72186742037786,4.94019193286158,290.7816754875163,36.52705382593925,36.52705382593925,6.653551226683181
17,0.68,-4.660624216697871,-2.5750382099837714,0.2587000349354529,14.822420161688404,-0.13470623241255028,0.44581521049203565,-0.12423679698849203,71.29854743048247,77.08123723905346,-6.976037093763473,-9.344499275900581,35.31155610415271,-12.784468839131277,0.8707167547603023,294.8511516280491,5.488369678092424,289.3627819499567,36.52705382608938,36.52705382608938,6.340014364904134
18,0.72,-4.666252105979616,-2.556266317806214,0.2536171856376943,14.531194349025801,-0.14069723204363344,0.46929730443893575,-0.12707123244396262,72.14968983384783,76.285137850564,-6.661307099645267,-9.164896021648651,35.35859643901701,-12.784468839183347,0.8733869042932191,293.9348271993193,6.056751678355604,287.87807552096365,36.52705382623813,36.52705382623813,6.028121102025254
19,0.76,-4.67211045327166,-2.536566097643057,0.24843110565927962,14.234053854045342,-0.14645868230109219,0.4925055040789308,-0.1296519994603647,73.00775379972484,75.46434843764811,-6.361349023047973,-8.981401087993897,35.40565061868346,-12.78446883923509,0.8760938150560894,292.9738517671868,6.644320282732526,286.32953148445426,36.52705382638597,36.52705382638597,5.717032803499443
20,0.8,-4.678190069302743,-2.515948358728119,0.24315103365320967,13.931528012572361,-0.15199040077707254,0.5154434728734479,-0.13200180015175372,73.65219689279459,74.39590864028384,-6.074840847887842,-8.794332375318499,35.452579304203894,-12.784468839296142,0.8760639861473075,291.9692303863512,7.250096844582721,284.7191335417685,36.527053826560405,36.527053826560405,5.358716314464471
21,0.84,-4.684481768199255,-2.4944237703552403,0.237785381457154,13.62409878740327,-0.15729247241281033,0.5381147093219719,-0.13414130490138793,74.00467638846891,73.01781153429083,-5.80057887220738,-8.603980483049291,35.499256064191215,-12.78446883936929,0.8724393795125474,290.92201288558834,7.873138722791579,283.0488741627968,36.52705382676941,36.52705382676941,4.935824685143864
22,0.88,-4.690976377126582,-2.4720028679585266,0.23234180808947702,13.312205007965563,-0.1623652231831806,0.5605225599178383,-0.13608933419192595,74.35331153199884,71.62821155412678,-5.537467119626546,-8.41061115421757,35.54556626769972,-12.784468839441978,0.868911136618077,289.83329154437206,8.512536764618787,281.32075477975326,36.52705382697708,36.52705382697708,4.50982907039195
23,0.92,-4.697664744973353,-2.448696058718179,0.22682728712296996,12.996246230548303,-0.16720919616925284,0.5826702310086835,-0.1378630241626807,74.69790333379208,70.22723663090633,-5.284507698419054,-8.214467494516873,35.59140605645553,-12.784468839514286,0.8654859006647894,288.70419902128464,9.167413182422932,279.5367858388617,36.52705382718368,36.52705382718368,4.080345142766205
24,0.96,-4.704537750165317,-2.424513626732488,0.22124816802895708,12.676586253060515,-0.17182512979909353,0.6045607996422807,-0.13947797735031997,75.03826093633315,68.81501665517304,-5.040792023403274,-8.015771987808566,35.636681393593186,-12.78446883958631,0.8621703865311302,287.53590647667534,9.83691975215726,277.6989867245181,36.52705382738946,36.52705382738946,3.647046037750644
25,1.0,-4.711586307687648,-2.399465737793486,0.21561023203139795,12.353556315235497,-0.17621393805827942,0.6261972234750446,-0.14094839993898034,75.37420103071817,67.39168321499196,-4.8054928234329495,-7.814728322609025,35.681307162214495,-12.784468831209205,0.8589713415130721,286.32962184414066,10.520236274428889,275.80938556971176,36.52705380345487,36.52705380345487,3.2096601189741403
26,1.04,-4.718801375387102,-2.373562443801597,0.20991874296268076,12.027458012453158,-0.18037669248634322,0.6475823497972227,-0.1422872267179302,75.70554732377148,65.95736935894386,-4.577856864815146,-7.611523083408263,35.72520647558929,-12.784468839891671,0.8558955118278851,285.08658821458494,11.216569248874665,273.87001896571024,36.52705382826192,36.52705382826192,2.7679688155491067
27,1.08,-4.726173959620009,-2.34681368684708,0.20417849356658468,11.698565948704333,-0.18431460582269887,0.6687189238629175,-0.14350623490240103,76.03213005214278,64.51220937753905,-4.357198322764825,-7.406327204483875,35.76830965369676,-12.784468824416223,0.8529496139621636,283.8080823090439,11.925150726275621,271.8829315827683,36.52705378404635,36.52705378404635,2.3218047868405707
28,1.12,-4.733695120303294,-2.319229302996834,0.19839384766026047,11.367130152294328,-0.1880290170821328,0.6896095962561593,-0.1446161476581111,76.35378553640011,63.05633861418996,-4.142892753624759,-7.199297440669379,35.81055397313127,-12.784468830927926,0.8501403095013458,282.49541300793146,12.645237294068579,269.8501757138629,36.52705380265122,36.52705380265122,1.8710498355189515
29,1.16,-4.741355975425492,-2.29081902579882,0.19256877851909993,11.033378275133932,-0.19152137805492883,0.7102569299503532,-0.14562672852901185,76.67035577629909,61.58989328105825,-3.934371595015655,-6.867604046205582,35.22120068226602,-12.559573159442946,0.8474432172649573,281.14991994063763,13.376109190006732,267.7738107506309,35.88449474126556,35.88449474126556,1.740745172294313
30,1.2,-4.7491436059476,-2.261613512274037,0.18671672192167454,10.69808013062977,-0.1946907630527011,0.7301378381195701,-0.1463014149356301,76.97769553874502,60.13348644603322,-3.748043561027405,-6.503311595731435,34.42412664769434,-12.261562329207484,0.844756640936621,279.75396765299104,14.096368346950069,265.657599306041,35.0330352263071,35.0330352263071,1.7265328644087337
31,1.24,-4.757044178449271,-2.231649934707995,0.18085310313906033,10.362119521712337,-0.19751431254177462,0.7490894391510544,-0.1465904695653554,77.27460415936994,58.69419974525182,-3.5876609954233434,-6.1544009221302804,33.65800743548172,-11.975617692485194,0.8420791079267244,278.3030869418444,14.797307028843234,263.50577991300116,34.2160505499577,34.2160505499577,1.709015298279657
32,1.28,-4.765044556681658,-2.2009639379283175,0.17499144018997947,10.026270973801797,-0.20000945580965954,0.7671499194919418,-0.14654157372702095,77.56142868112686,57.271437569585835,-3.4503060016521445,-5.820128621895258,32.919318684786795,-11.700450477700837,0.8394243859970308,276.80046570246105,15.478065734971384,261.3223999674897,33.42985850771668,33.42985850771668,1.6885064678765438
33,1.32,-4.773132267491675,-2.1695897771495427,0.16914357079365905,9.69121273824892,-0.20219277025044347,0.7843540194693716,-0.14619673490801427,77.83849968931706,55.86470191175291,-3.333406175832909,-5.499818447244881,32.20500197677606,-11.434935243428734,0.8368044545749085,275.24923353964937,16.13790457886492,259.1113289607845,32.671243552653536,32.671243552653536,1.6652871916859207
34,1.36,-4.781295469439135,-2.1375604384485922,0.16331985188111586,9.357538223489678,-0.20408004868647495,0.80073346752376,-0.1455929728135767,78.10613311662527,54.47357875686333,-3.2346927443536284,-5.192854028259047,31.512405540938467,-11.17808954616501,0.8342296892494218,273.65245682006923,16.776186828979593,256.87626999108966,31.937398703328604,31.937398703328604,1.639609474546879
35,1.4000000000000001,-4.789522923828236,-2.1049077440789565,0.15752933500838928,9.025766045483152,-0.20568635972753782,0.8163173592408919,-0.14476292181816247,78.3646318415241,53.097726206741065,-3.1521638070963576,-4.898671956107994,30.83923242973778,-10.929056105819308,0.8317090298721891,272.0131358714368,17.392366092072045,254.62076977936476,31.225874588055166,31.225874588055166,1.6117002326662926
36,1.44,-4.797803967890687,-2.071662444553258,0.1517799206069652,8.696348865609819,-0.20702610156126064,0.8311324881424614,-0.1437353600356031,78.61428708870439,51.736864119864656,-3.084052062676216,-4.616755360088257,30.18349520539128,-10.687087165192667,0.8292501329687568,270.33420367777285,17.985976289267416,252.34822738850542,30.53453475769333,30.53453475769333,1.5817644823025365
37,1.48,-4.806128489877641,-2.0378542991810558,0.1460784936481705,8.369681163668773,-0.20811304967385072,0.8452036343050546,-0.14253567396987127,78.85537964466971,50.39076507675327,-3.0287964681349084,-4.346628047567766,29.543476309598834,-10.451530775937416,0.82685950938163,268.61852558550447,18.556623763626444,250.06190182187802,29.86151650267833,29.86151650267833,1.5499880752100073
38,1.52,-4.814486905839688,-2.0035121465368295,0.14043104298360065,8.04610607558057,-0.2089603990511725,0.858553816105653,-0.14118626661424558,79.08818090409707,49.059246504869094,-2.9850173523677785,-4.087849231857966,28.917693396282882,-10.221818775600479,0.8245426481836063,266.8688996623705,19.103981005968503,247.764918656402,29.205196501715655,29.205196501715655,1.5165400498259411
39,1.56,-4.822870137896636,-1.9686639661479837,0.13484276634737524,7.725921409573289,-0.20958080142370517,0.8712045097211466,-0.13970691590563147,79.31295376362006,47.74216381814803,-2.951494561284127,-3.8400088432634,28.304869001477723,-9.997456248747806,0.8223041279491035,265.08805744832034,19.627781601610675,245.4602758467097,28.56416071070802,28.56416071070802,1.4815746556967984
40,1.6,-4.831269593820934,-1.9333369325309397,0.12931816276350538,7.4093849407346974,-0.20998639810744194,0.8831758404260961,-0.13811508959674856,79.5299533797852,46.439404444550895,-2.9271482642752886,-3.6027233992025867,27.703904005658792,-9.778012290242076,0.8201477164731883,263.2786649116649,20.127816091438852,243.1508488202261,27.937177972120217,27.937177972120217,1.4452330992609201
41,1.6400000000000001,-4.839677147779548,-1.8975574625619345,0.12386111388879506,7.09671907161718,-0.21018884896534487,0.8944867492251305,-0.13642622186775397,79.73942780739225,45.15088263093146,-2.9110220968538734,-3.3756323974331734,27.11385441392422,-9.563111910858545,0.8180764599984572,261.44332347984874,20.603928511739465,240.83939496810927,27.323176888167275,27.323176888167275,1.4076450514136434
42,1.68,-4.848085122098627,-1.8613512570453852,0.11847495563486721,6.788114935877561,-0.21019935797700126,0.9051551379137323,-0.1346539563481935,79.9416185334931,43.87653492836742,-2.902268354089717,-3.1583951898808666,26.533911040129958,-9.352428944903652,0.8160927629600343,259.58457105645283,21.056013432724765,238.5285576237281,26.72122555686758,26.72122555686758,1.368929950949251
43,1.72,-4.856486269933116,-1.8247433372343855,0.1131625412489079,6.483736012537511,-0.21002869586220863,0.9151979952749908,-0.13281035964898671,80.13676092115871,42.61631627317559,-2.9001349843727553,-2.950688291760004,25.963381733684805,-9.145679836644756,0.8141984591967415,257.7048829675658,21.48401335900407,236.22086960856174,26.130513818985026,26.130513818985026,1.3291981327428706
44,1.76,-4.864873758739536,-1.7877580769630763,0.10792629688879618,6.183721310203929,-0.20968722016051253,0.9246315067827282,-0.1309061090027961,80.32508457584834,41.37019658937016,-2.9039541636710364,-2.7522030804049855,25.401675833379183,-8.942618197437154,0.8123948755077037,255.80667280393823,21.887916388997763,233.91875641494047,25.5503377069633,25.5503377069633,1.288551805193095
45,1.8,-4.8732411544645515,-1.7504192309676054,0.10276827060195215,5.888188173350231,-0.20918489312537653,0.9334711498867745,-0.12895065717109935,80.50681364591354,40.1381578475251,-2.9131322573421574,-2.5626438396429774,24.848290572317257,-8.743030038685584,0.810682888362338,253.89229314229814,22.26775405651002,231.62453908578811,24.98008582481595,24.98008582481595,1.2470858978283055
46,1.84,-4.881582406374554,-1.7127499598996634,0.09769017550634818,5.59723475640604,-0.20853129775007398,0.9417317766985486,-0.12695237739009574,80.68216706749212,38.92019152304708,-2.927141000155908,-2.381726108006944,24.302799192574504,-8.546729597419109,0.8090629745005743,251.9640361413143,22.623599297983816,229.34043684333048,24.41922742119746,24.41922742119746,1.2048887969516104
47,1.8800000000000001,-4.889891832462691,-1.6747728524728749,0.09269342787480195,5.310942205826452,-0.2077356522034121,0.9494276856697134,-0.12491869078865646,80.85135876283424,37.71629640389988,-2.94550974589667,-2.2091752921676044,23.76484055830611,-8.35355568147907,0.8075352560912081,250.0241340161383,22.95556450462615,227.06856951151215,23.86730194708306,23.86730194708306,1.1620429846554428
48,1.92,-4.898164105379392,-1.6365099451265,0.08777918073823798,5.029376585417086,-0.2068068229175063,0.9565726836593723,-0.12285617841409628,81.01459779997063,36.526476703979846,-2.967818656089227,-2.044725510340211,23.234110082292748,-8.163368470292754,0.8060995410506752,248.07475940110572,23.263799630612645,224.81095977049307,23.323909915122155,23.323909915122155,1.1186255943890713
49,1.96,-4.906394238840881,-1.5979827395420003,0.08294835354861707,4.7525905758947635,-0.20575333653722305,0.9631801396124913,-0.12077067974052123,81.17208852059562,35.35074044373335,-2.993692713341428,-1.888118633879745,22.71035180383373,-7.976046715078435,0.8047553590629998,246.1180256137466,23.548490337745704,222.5695352760009,22.7887049002241,22.7887049002241,1.0747088944432561
50,2.0,-4.914577574477346,-1.5592122183051662,0.07820165837639959,4.480624975891578,-0.20458339091162653,0.9692630309208529,-0.11866737930543877,81.32403064209812,34.18909806433158,-3.022796458793815,-1.7391034986712441,22.193351475929436,-7.791485289235335,0.8035019937846339,244.1559868352695,23.809856163870787,220.3461306713987,22.26138654067239,22.26138654067239,1.030360709167789
51,2.04,-4.922709769088614,-1.520218858968959,0.07353962305962813,4.213510028299638,-0.20330486528169756,0.9748339834051827,-0.116550882919288,81.47061933883124,33.04156124585808,-3.054829365449553,-1.5974352611569926,21.68293053720894,-7.60959304573112,0.8023385116654752,242.19063822356304,24.0481487075391,218.14248951602394,21.741694416374628,21.741694416374628,0.9856447864154261
52,2.08,-4.930786782280437,-1.4810226467393275,0.06896261167098316,3.9512665929469692,-0.20192532979557243,0.9799053057407877,-0.11442528471612239,81.61204530696224,31.908141903593922,-3.0895217699373356,-1.4628748768625985,21.178940859382493,-7.430290943613558,0.8012637877695377,240.22391597481814,24.263649825229788,215.96026614958836,21.229402696038743,21.229402696038743,0.9406211185716662
53,2.12,-4.938804864458931,-1.441643085977445,0.06447084262462965,3.69390718404341,-0.2004520544623503,0.9844890190470627,-0.11229422615884165,81.74849481658366,30.788851339670302,-3.1266312947199424,-1.3351886820600776,20.68126017441539,-7.253510410433954,0.8002765289354153,238.2576973493582,24.456669840212527,213.80102750914568,20.72431545838273,20.72431545838273,0.8953462235538828
54,2.16,-4.946760545164447,-1.4020992106865737,0.06006440470557051,3.4414368885949123,-0.19889201763790235,0.9885968822717813,-0.11016094797647759,81.88014975418702,29.683699530150072,-3.1659397010632784,-1.2141480617259328,20.189788097368126,-7.079191911455819,0.7993752945775886,236.29380067635856,24.627545764084058,211.6662549122745,20.226262604159487,20.226262604159487,0.8498733913212344
55,2.2,-4.9546506217292805,-1.3624095941296686,0.055743271269899974,3.1938541800181253,-0.19725191412083526,0.9922404139226311,-0.1080283358917678,82.00718765809447,28.592694530052064,-3.2072501203674513,-1.099529189217663,19.704442671146264,-6.907283700106565,0.7985585153945445,234.3339853509761,24.77663953333686,209.55734581763923,19.735096286018756,19.735096286018756,0.8042529007064027
56,2.24,-4.962472148246223,-1.3225923577044838,0.05150731283419718,2.951151639459517,-0.19553816292357218,0.9954309106296179,-0.10589896089256629,82.1297817490051,27.515841980982124,-3.2503846178562874,-0.9911128251113488,19.225157368428082,-6.737740727271514,0.7978245102183102,232.3799518361064,24.9043362641641,207.47561557194228,19.250687792204328,19.250687792204328,0.7585322107469258
57,2.2800000000000002,-4.970222424837111,-1.2826651791860206,0.047356308245847245,2.713316595807626,-0.193756914772184,0.9981794629615797,-0.103775114708753,82.24810095743365,26.453144707924473,-3.2951820482351923,-0.8886841644315054,18.7518784939539,-6.570523689784928,0.7971715012120604,230.43334167961356,25.011042529188604,205.42229915042495,18.772924827956942,18.772924827956942,0.7127561301418982
58,2.32,-4.977898987212267,-1.2426453004313385,0.04328995460282137,2.4803316940545965,-0.19191405937891448,1.0004969688670535,-0.10165884107564761,82.36230994949315,25.40460239340409,-3.3414961678537374,-0.792032723078273,18.28456293730466,-6.4055982008887,0.796597627597629,228.49573755648885,25.09718466001599,203.39855289647286,18.301709145396284,18.301709145396284,0.6669669679780533
59,2.36,-4.985499596513191,-1.2025495346288086,0.039307876071056125,2.2521754004947963,-0.19001523252309419,1.0023941450632468,-0.09955196329413121,82.47256915219415,24.37021131868803,-3.3891939722344864,-0.7009522556359647,17.82317623238849,-6.242934067547386,0.7961009580727919,226.56866334403992,25.16320707952569,201.4054562645142,17.83695447870682,17.83695447870682,0.6212046684489838
60,2.4,-4.993022229431957,-1.1623942731625663,0.03540963172963485,2.028822452220602,-0.18806582296914956,1.0038815366560605,-0.0974561085355267,82.57903477919464,23.34996416297129,-3.4381542316254823,-0.6152406979487582,17.367690885201913,-6.0825046613661895,0.7956795020587588,224.65358423690853,25.209570667682453,199.4440135692261,17.37858474676054,17.37858474676054,0.5755069319224508
61,2.44,-5.000465068601738,-1.1221954921530337,0.0315947225582458,1.8102442574742597,-0.1860709792445182,1.0049695252383146,-0.09537272928472507,82.68185885773339,22.343849852616856,-3.488266200566657,-0.5347001288932279,16.91808493612585,-5.9242863714874,0.7953312199012255,222.7519069074907,25.236751164420255,197.51515574307047,16.926532489964,16.926532489964,0.5299093243882528
62,2.48,-5.0078264932535514,-1.0819687587257574,0.027862597667560163,1.5964092526222489,-0.18403561629533566,1.0056683356819087,-0.09330312226714246,82.78118925730799,21.35185345350564,-3.5394284803858183,-0.45913674668010557,16.47434072713748,-5.768258129269324,0.7950540321332974,220.8649797161921,25.245237612851593,195.6197421033405,16.480737512198072,16.480737512198072,0.484445377036699
63,2.52,-5.015105070134896,-1.0417292370532734,0.0242126598610386,1.3872832208233261,-0.18196442203363128,1.0059880418120979,-0.09124844516303729,82.8771697205155,20.373956100418845,-3.5915480161084528,-0.3883608557961058,16.036443847938916,-5.614400995804943,0.7948458278954049,218.9940929749069,25.235530845715452,193.75856212919143,16.04114570229984,16.04114570229984,0.4391466774693547
64,2.56,-5.0222995446863505,-1.001491694208158,0.02064427060600682,1.182829576850173,-0.17986186378634628,1.0059385711278857,-0.08920973137579133,82.96993989635357,19.410134958136126,-3.6445392115204154,-0.3221868613652075,15.604382238181959,-5.462697804436312,0.7947044725957939,217.1404792661568,25.20814201761473,191.93233724854207,15.607708012675177,15.607708012675177,0.3940429538269624
65,2.6,-5.029408832472497,-0.9612705058597046,0.017156754482473335,0.983009621987879,-0.177732194653666,1.0055297087113322,-0.08718790308833858,83.05963537617924,18.460363209602285,-3.698323148102398,-0.26043326828140917,15.178145425760789,-5.313132851384805,0.7946278148850788,215.30531381947088,25.163591185223677,190.1417226342472,15.180379575385158,15.180379575385158,0.34916215292947567
66,2.64,-5.036432010863772,-0.9210796618417054,0.013749403169935004,0.7877827724610711,-0.17557945978185163,1.0047711004499817,-0.08518378281345841,83.14638773244087,17.52461006710162,-3.75282689529333,-0.2029226829537556,14.757723883597885,-5.165691628462943,0.7946136930095463,213.489714945825,25.102405937279173,188.38730900854583,14.759118938465555,14.759118938465555,0.30453051335656156
67,2.68,-5.043368310965927,-0.8809327716144929,0.010421479025188862,0.5971067644274332,-0.1734075025538884,1.0036722556803135,-0.08319810361865279,83.23032456023,16.602840802895912,-3.8079829010662047,-0.14948181592030163,14.343108489504235,-5.020360592575493,0.7946599406002305,211.6947445302839,25.025120075813437,186.66962445447047,14.343887407358553,14.343887407358553,0.26017263425212056
68,2.72,-5.050217109793918,-0.8408430696406597,0.007172218297813782,0.41093783821123303,-0.17121997069977013,1.0022425493458296,-0.08123151818437827,83.31156952164528,15.695016796234299,-3.8637284531398706,-0.09994148394019815,13.934290075588411,-4.877126967368144,0.7947643919481099,209.92140858239821,24.932272349746114,184.9891362326521,13.934648478194699,13.934648478194699,0.21611154051027448
69,2.7600000000000002,-5.056977922687,-0.8008234206906246,0.0040008340244086504,0.22923090413095584,-0.1690203223270567,1.0004912237508756,-0.07928460683512766,83.39024239291616,14.801095594041712,-3.9200052023271894,-0.054136610471064515,13.531259055354816,-4.735978572953543,0.7949248868099829,208.17065784339567,24.824405241633936,183.34625260176173,13.53136735129584,13.53136735129584,0.17236874489017365
70,2.8000000000000003,-5.063650395961857,-0.7608863250914115,0.0009065186377714696,0.05193969199425386,-0.16681183187142182,0.9984273899803263,-0.07735788466593047,83.4664591141986,13.921030982941467,-3.976758740553306,-0.011906223689554444,13.1340051180937,-4.596903680145318,0.7951392747845436,206.44338844876606,24.7020638080792,181.74132464068686,13.13401051470091,13.13401051470091,0.1289643075122413
71,2.84,-5.070234299800505,-0.7210439239295848,-0.0021115536771074694,-0.12098311391358779,-0.16459759596621082,0.9960600290456667,-0.07545180787197578,83.54033184192814,13.054773070574697,-4.03393822698513,0.026906548576841657,12.742516981451708,-4.4598908860705695,0.7954054192938266,204.74044264446476,24.565794574024263,180.1746480704405,12.742545388773056,12.742545388773056,0.08591689310675762
72,2.88,-5.076729521369686,-0.6813080042172008,-0.005054224852147904,-0.2895857527382074,-0.16238053922951398,0.993397992809601,-0.07356677937600695,83.611969003594,12.202268374447982,-4.0914960565100404,0.06245448746331264,12.356782194202026,-4.32492900841727,0.7957212012013939,203.062609554647,24.416144480910347,178.64646507373664,12.356940024049342,12.356940024049342,0.04324382631505832
73,2.92,-5.083136058168362,-0.6416900040278418,-0.007922351005615003,-0.4539172764429632,-0.16016341996690103,0.9904500047339746,-0.07170315383667238,83.68147535478293,11.36345991677716,-4.149387565501581,0.09488629553758864,11.976786982226448,-4.192006995911617,0.7960845220953691,201.41062599858665,24.25365988845263,177.15696611013402,11.977162845461764,11.977162845461764,0.0009611452839666489
74,2.96,-5.089454011599871,-0.6022010176082667,-0.010716800690052875,-0.614027449422918,-0.1579488357877277,0.987224660489377,-0.0698612421109474,83.74895203833056,10.538287324002084,-4.20757077042437,0.12434661331714127,11.602516131595248,-4.061113852917817,0.7964933072615821,199.78517735422693,24.07888562958218,175.70629172464476,11.603182436908048,11.603182436908048,-0.008072627985622116
