method,label,n,safe_docking_success,safe_docking_success_ci_low,safe_docking_success_ci_high,arrival_success,arrival_success_ci_low,arrival_success_ci_high,any_collision,any_collision_ci_low,any_collision_ci_high,timeout,timeout_ci_low,timeout_ci_high,docking_time_s,docking_time_s_ci_low,docking_time_s_ci_high,time_to_wrench_feasible_s,time_to_wrench_feasible_s_ci_low,time_to_wrench_feasible_s_ci_high,min_clearance_m,min_clearance_m_ci_low,min_clearance_m_ci_high,energy_wh,energy_wh_ci_low,energy_wh_ci_high,guard_intervention_norm,guard_intervention_norm_ci_low,guard_intervention_norm_ci_high,closure_interventions,closure_interventions_ci_low,closure_interventions_ci_high,exec_barrier_violations,exec_barrier_violations_ci_low,exec_barrier_violations_ci_high,final_kkt_residual,final_kkt_residual_ci_low,final_kkt_residual_ci_high,messages,messages_ci_low,messages_ci_high,runtime_s,runtime_s_ci_low,runtime_s_ci_high
direct_to_slot,Directo al contacto,108,0.16666666666666666,0.10185185185185185,0.24074074074074073,0.16666666666666666,0.10185185185185185,0.24074074074074073,0.8333333333333334,0.7592592592592593,0.8981481481481481,0.0,0.0,0.0,30.12814814814815,27.971111111111114,32.02333333333334,30.10740740740741,27.947370370370372,32.016,-0.00690872504069834,-0.026216191426609012,0.013398901135292773,0.03264571142082145,0.029568499499907086,0.03564439067599178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.025193175014229147,0.021933914120395286,0.028691036843088946
apf_navigation,APF,108,0.1111111111111111,0.05555555555555555,0.17592592592592593,0.1111111111111111,0.05555555555555555,0.17592592592592593,0.7592592592592593,0.6759259259259259,0.8333333333333334,0.12962962962962962,0.07407407407407407,0.19444444444444445,31.75703703703704,29.864814814814817,33.37259259259259,31.743703703703705,30.107185185185184,33.37555555555556,0.012369022357150669,-0.006668019426339465,0.03263231404227371,0.12296013858436174,0.10547371854687021,0.14170260260217687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.1364773583287994,0.11161361498730171,0.16520285868275633
rvo_proxy,RVO proxy,108,0.16666666666666666,0.10185185185185185,0.24074074074074073,0.16666666666666666,0.10185185185185185,0.24074074074074073,0.8333333333333334,0.7592592592592593,0.9074074074074074,0.0,0.0,0.0,30.12814814814815,27.959222222222223,32.03074074074074,30.10740740740741,27.939962962962966,32.01444444444444,-0.00829167610655275,-0.028377359247882445,0.01314965036735096,0.03471085488509778,0.03141162132393714,0.03807668321478723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.028129539808206674,0.024705098617145,0.03169665212561894
cbf_qp,Proyeccion CBF,108,0.17592592592592593,0.10185185185185185,0.25,0.17592592592592593,0.1111111111111111,0.25,0.0,0.0,0.0,0.8240740740740741,0.75,0.8888888888888888,29.921111111111106,27.701666666666668,31.820777777777778,28.693703703703704,26.40937037037037,30.764851851851848,0.052091091779493996,0.03880601285267676,0.06668993938878745,0.22425910577404043,0.1934093117615764,0.25872873224777737,102.1797105595483,87.08311117785922,117.66852029294606,0.0,0.0,0.0,98.80555555555556,86.0738425925926,112.36111111111111,nan,nan,nan,0.0,0.0,0.0,1.5984198962946214,1.3721328490207303,1.8371120062044979
central_potential_reference,PD central (70 iter.),108,0.037037037037037035,0.009259259259259259,0.07407407407407407,0.037037037037037035,0.009259259259259259,0.07407407407407407,0.0,0.0,0.0,0.9629629629629629,0.9259259259259259,0.9907407407407407,33.94074074074074,32.86814814814815,34.74407407407408,33.40222222222222,32.06033333333333,34.47925925925926,0.09844706888323353,0.08444871660228569,0.11311439199417553,0.11801431280594252,0.09703292089627073,0.13976776682102693,16.685381536113887,13.625977461159032,19.93565526468376,1.6018518518518519,1.0,2.388888888888889,10.37037037037037,6.962731481481481,14.7611111111111,0.06610740701431556,0.026481431182044914,0.11521259367955755,22966308.703703705,17814291.508333333,28723307.852777775,2.939254493530219,2.59857846857857,3.316900925119451
nash_pd_exact_raw,Nash-PD RAW,108,0.027777777777777776,0.0,0.06481481481481481,0.027777777777777776,0.0,0.06481481481481481,0.0,0.0,0.0,0.9722222222222222,0.9351851851851852,1.0,34.21,33.15222222222222,35.0,33.94518518518518,32.87555555555556,34.73518518518519,0.10396445736160516,0.08912853551645636,0.11923385772223107,0.11804623271809529,0.09624529374280631,0.1413874547627211,15.940870839784804,13.109268545380239,19.00256232324152,0.0,0.0,0.0,8.666666666666666,6.073842592592593,11.694907407407404,0.05756435235209971,0.026930160335773258,0.1052842262251723,7364131.814814814,5955753.130555556,8975144.07037037,1.84282669721223,1.6046232494175827,2.1140415821766645
nash_pd_exact,Nash-PD exacto,108,0.027777777777777776,0.0,0.06481481481481481,0.027777777777777776,0.0,0.06481481481481481,0.0,0.0,0.0,0.9722222222222222,0.9351851851851852,1.0,34.21,33.17737037037037,35.0,33.94518518518518,32.87107407407407,34.74407407407408,0.10370363254453666,0.08893213572534521,0.11919826712823539,0.12028185592307601,0.09852406171628196,0.14504541872673726,17.371796835711127,13.972912454312965,20.762698400711056,6.2592592592592595,3.8055555555555554,9.24074074074074,8.657407407407407,5.990509259259259,11.815509259259256,0.08920392397010461,0.04587121923480343,0.14200892512247365,7423895.666666667,5988438.378703703,8820306.878703704,1.766697392585532,1.5681766313858572,1.9773405495401537
nash_pd_ring,Nash-PD anillo,108,0.009259259259259259,0.0,0.027777777777777776,0.009259259259259259,0.0,0.027777777777777776,0.0,0.0,0.0,0.9907407407407407,0.9722222222222222,1.0,34.7337037037037,34.20111111111111,35.0,34.7337037037037,34.20111111111111,35.0,0.22322718490405047,0.17364933677128502,0.2773888261441025,0.07981292574013388,0.06849449095858713,0.0924037812040066,14.70388941551025,12.655600932511057,16.968367009430615,2.1944444444444446,0.8240740740740741,4.102083333333332,2.509259259259259,1.7592592592592593,3.3425925925925926,0.42435047370944307,0.3675153661619472,0.48099600300086076,20746978.37037037,17747786.118518516,23905871.614814814,2.0380116648157127,1.8956867313709356,2.183149505691674
smith_primitives,Smith + CBF,108,0.009259259259259259,0.0,0.027777777777777776,0.009259259259259259,0.0,0.027777777777777776,0.0,0.0,0.0,0.9907407407407407,0.9722222222222222,1.0,34.788518518518515,34.36555555555555,35.0,34.714814814814815,34.218148148148146,35.0,0.10562818303919705,0.0892749115712879,0.12314588749798001,0.11544497737372111,0.09500928305963258,0.13762896445974304,16.05287214360194,13.088802025906947,18.991599272552907,6.4907407407407405,3.526851851851852,9.593749999999995,12.731481481481481,7.674768518518518,18.42777777777777,0.12859734323239957,0.07507842184322076,0.19285748402483593,9769884.444444444,8071974.62962963,11573031.814814815,2.164095663885948,1.975896478069707,2.364934277041822
replicator_primitives,Replicator + CBF,108,0.26851851851851855,0.18518518518518517,0.35185185185185186,0.26851851851851855,0.18518518518518517,0.35185185185185186,0.0,0.0,0.0,0.7314814814814815,0.6481481481481481,0.8148148148148148,28.78851851851852,26.609111111111112,30.72840740740741,27.97185185185185,25.57849074074074,30.022611111111107,0.05376701529870997,0.045463834832999636,0.06333581936638873,0.17783493684037915,0.14705256077681786,0.21071005501288012,44.64377702607033,36.26649298764138,53.5315994361356,22.666666666666668,15.95300925925926,30.80578703703704,48.638888888888886,37.75,60.466203703703684,1.703550897062172,1.4969518319060404,1.9733424284968153,7050450.37037037,5705086.907407408,8487081.277777776,2.2504522833235874,1.9570767894245498,2.55497829836887
