experiment_id,world_id,seed,replicate,n_robots,n_loads,total_demand,target_pressure,demand_pressure,regime,quota_mixture,geometry,min_quota,max_quota,method,stage,closed,completed_loads,completed_value,completed_value_ratio,deficit,normalized_deficit,excess,normalized_excess,partial_robots,partial_robot_fraction,idle_robots,social_cost,objective,objective_gap,iterations,evaluations,runtime_s,converged,residual
SP1_QUORUM_v1,39c3b9376f2f37d66ecf,2026071600,0,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,milp_q,ORACLE,True,2,2.5046695580005913,1.0,0,0.0,0,0.0,0,0.0,4,0.8121540248393118,2.3828464542746945,0.0,1,18,0.030601499980548397,True,
SP1_QUORUM_v1,39c3b9376f2f37d66ecf,2026071600,0,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,greedy_q,CLOSED,True,2,2.5046695580005913,1.0,0,0.0,0,0.0,0,0.0,4,0.8121540248393118,2.3828464542746945,0.0,2,22,0.00010369997471570969,True,
SP1_QUORUM_v1,39c3b9376f2f37d66ecf,2026071600,0,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,smith_raw,RAW,False,1,1.3334813012368605,0.5323980949811766,1,0.25,0,0.0,1,0.125,5,0.49131791173694217,1.2597836144763193,1.1230628397983753,250,18000,0.03853250000975095,False,0.005734241027331093
SP1_QUORUM_v1,39c3b9376f2f37d66ecf,2026071600,0,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,smith_qr,CLOSED,True,2,2.5046695580005913,1.0,0,0.0,0,0.0,0,0.0,4,0.8121540248393118,2.3828464542746945,0.0,252,18022,0.03860900001018308,False,0.005734241027331093
SP1_QUORUM_v1,39c3b9376f2f37d66ecf,2026071600,0,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,smith_linear_qr,CLOSED,True,2,2.5046695580005913,1.0,0,0.0,0,0.0,0,0.0,4,0.8121540248393118,2.3828464542746945,0.0,252,18022,0.03240400002687238,False,0.005721261537033066
SP1_QUORUM_v1,39c3b9376f2f37d66ecf,2026071600,0,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,smith_raw_no_excess,RAW,True,1,1.3334813012368605,0.5323980949811766,2,0.5,0,0.0,0,0.0,6,0.23955417873943194,1.2975481744259456,1.085298279848749,250,18000,0.04298160001053475,False,0.005869201651490103
SP1_QUORUM_v1,52c8e7196199e52fed2d,2026071601,1,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,milp_q,ORACLE,True,2,2.8591310172141213,1.0,0,0.0,0,0.0,0,0.0,4,0.3738417674170854,2.8030547521015583,0.0,1,18,0.002970200002891943,True,
SP1_QUORUM_v1,52c8e7196199e52fed2d,2026071601,1,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,greedy_q,CLOSED,True,2,2.8591310172141213,1.0,0,0.0,0,0.0,0,0.0,4,0.3738417674170854,2.8030547521015583,0.0,2,22,7.180002285167575e-05,True,
SP1_QUORUM_v1,52c8e7196199e52fed2d,2026071601,1,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,smith_raw,RAW,False,1,1.3882292614547371,0.4855423739228989,0,0.0,1,0.125,0,0.0,3,0.5540360602256552,1.3051238524208888,1.4979308996806695,250,18000,0.03975419999915175,False,0.0059779510648802145
SP1_QUORUM_v1,52c8e7196199e52fed2d,2026071601,1,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,smith_qr,CLOSED,True,2,2.8591310172141213,1.0,0,0.0,0,0.0,0,0.0,4,0.3738417674170854,2.8030547521015583,0.0,252,18022,0.03981359998579137,False,0.0059779510648802145
SP1_QUORUM_v1,52c8e7196199e52fed2d,2026071601,1,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,smith_linear_qr,CLOSED,True,2,2.8591310172141213,1.0,0,0.0,0,0.0,0,0.0,4,0.3738417674170854,2.8030547521015583,0.0,252,18022,0.03633970001828857,False,0.005885375199551596
SP1_QUORUM_v1,52c8e7196199e52fed2d,2026071601,1,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,smith_raw_no_excess,RAW,False,1,1.3882292614547371,0.4855423739228989,0,0.0,1,0.125,0,0.0,3,0.5540360602256552,1.3051238524208888,1.4979308996806695,250,18000,0.03789969999343157,False,0.006257363191309536
SP1_QUORUM_v1,1d43e1acc3574b6c65eb,2026071602,2,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,milp_q,ORACLE,True,2,2.597563317806517,1.0,0,0.0,0,0.0,0,0.0,4,0.7555918411601883,2.484224541632489,0.0,1,18,0.001425599999492988,True,
SP1_QUORUM_v1,1d43e1acc3574b6c65eb,2026071602,2,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,greedy_q,CLOSED,True,2,2.597563317806517,1.0,0,0.0,0,0.0,0,0.0,4,0.8213444598251374,2.4743616488327467,0.009862892799742173,2,21,7.280000136233866e-05,True,
SP1_QUORUM_v1,1d43e1acc3574b6c65eb,2026071602,2,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_raw,RAW,True,0,0.0,0.0,4,1.0,0,0.0,0,0.0,8,0.0,0.0,2.484224541632489,250,18000,0.03449190000537783,False,1.2034761907066596
SP1_QUORUM_v1,1d43e1acc3574b6c65eb,2026071602,2,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_qr,CLOSED,True,2,2.597563317806517,1.0,0,0.0,0,0.0,0,0.0,4,0.8213444598251374,2.4743616488327467,0.009862892799742173,252,18021,0.034541400033049285,False,1.2034761907066596
SP1_QUORUM_v1,1d43e1acc3574b6c65eb,2026071602,2,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_linear_qr,CLOSED,True,2,2.597563317806517,1.0,0,0.0,0,0.0,0,0.0,4,0.8213444598251374,2.4743616488327467,0.009862892799742173,252,18021,0.033813999994890764,False,0.00608691644078272
