experiment,world_id,world_seed,replicate,N,K,M,slot_to_robot_ratio,matrix_elements,matrix_bytes,expected_matrix_bytes,matrix_ms,solver_ms,post_ms,total_ms,mission_feasible
scaling,2462e7a75816b6ca151b,3044735385,1,128,21,64,0.5,8192,65536,65536,0.5048,0.2318,0.2897,5.8902,True
scaling,a3fbda0f0a551273e5ed,1014974679,2,128,21,64,0.5,8192,65536,65536,0.5098,0.2351,0.2749,6.0223,True
scaling,9aad35dd6aa1aa4f2ba5,4094436763,3,128,21,64,0.5,8192,65536,65536,0.8843,0.2386,0.2807,5.8776,True
scaling,aa59f778491069737db2,1965447590,4,128,21,64,0.5,8192,65536,65536,0.3866,0.176,0.2309,4.3132,True
scaling,0dbbcd96b9715d7748fe,3734429951,5,128,21,64,0.5,8192,65536,65536,0.4721,0.2133,0.2454,4.3496,True
scaling,084d0e58eeb0aae7c4bc,4135668673,6,128,21,64,0.5,8192,65536,65536,0.899,0.1636,0.1951,4.9603,True
scaling,258cc914a704a6679384,3572076904,7,128,21,64,0.5,8192,65536,65536,0.4022,0.1863,0.2475,4.1578,True
scaling,47fa73550cd0c64b7ba5,1328953001,8,128,21,64,0.5,8192,65536,65536,0.3715,0.1492,0.2419,6.3081,True
scaling,91fd24a025cda58fdc4f,3460209224,9,128,21,64,0.5,8192,65536,65536,0.4229,0.1861,0.3381,4.0642,True
scaling,2d47f0eccd0d23dc0206,1929623183,10,128,21,64,0.5,8192,65536,65536,0.5548,0.3787,0.3706,5.1454,True
scaling,926f9f15433c2717e7f9,475459527,11,128,21,64,0.5,8192,65536,65536,0.3723,0.1614,0.4189,7.9916,True
scaling,86933d39c1aa36c8d2ad,1754776484,12,128,21,64,0.5,8192,65536,65536,0.4612,0.3006,0.3239,5.4003,True
scaling,95b7ac76ff555063b88b,3624433740,13,128,21,64,0.5,8192,65536,65536,0.4628,0.1428,0.2888,4.9154,True
scaling,ef06e95d08017eab0670,3752994059,14,128,21,64,0.5,8192,65536,65536,0.3757,0.1635,0.1893,4.1045,True
scaling,6459207993017e85955e,2131843666,15,128,21,64,0.5,8192,65536,65536,0.5461,0.2525,0.4008,23.0149,True
scaling,656e711b47c709814455,3273789846,16,128,21,64,0.5,8192,65536,65536,0.6122,0.2739,3.4573,33.7661,True
scaling,d0f8195c23ee5ef4f189,2572259904,17,128,21,64,0.5,8192,65536,65536,0.4552,0.1871,0.2507,9.5089,True
scaling,f2f5e4604a5a070d1ebe,3946948114,18,128,21,64,0.5,8192,65536,65536,0.466,0.2611,0.557,10.4162,True
scaling,65d8f87191a885980245,45967122,19,128,21,64,0.5,8192,65536,65536,0.4033,0.1489,0.2205,4.8181,True
scaling,52aa75b4bf6b5b766ed3,1222198888,20,128,21,64,0.5,8192,65536,65536,0.4702,0.1791,0.3036,5.893,True
scaling,5d435788cb8fa1695fa8,3949384953,21,128,21,64,0.5,8192,65536,65536,0.7093,0.172,0.2736,5.6197,True
scaling,fc9c3fcba9b3dac7bb3a,635459679,22,128,21,64,0.5,8192,65536,65536,0.5328,0.1736,0.2409,4.6219,True
scaling,4e4719ff2a406b9378c0,2266319581,23,128,21,64,0.5,8192,65536,65536,0.4392,0.2202,0.2595,7.2865,True
scaling,17d8a6830b0a9a35dc0c,2276113590,24,128,21,64,0.5,8192,65536,65536,0.419,0.254,0.2053,4.0962,True
scaling,74b7cc391d31e8c9a770,3569860017,25,128,21,64,0.5,8192,65536,65536,0.4154,0.1882,0.2416,5.8463,True
scaling,2ae3a86d7064ebf0e513,3804535307,26,128,21,64,0.5,8192,65536,65536,0.5446,0.1626,0.2489,6.7609,True
scaling,51203fcffc9e37716aea,384362553,27,128,21,64,0.5,8192,65536,65536,0.5286,0.1742,0.2588,4.5103,True
scaling,4c3ed35534125853a430,813817012,28,128,21,64,0.5,8192,65536,65536,0.4315,0.1878,0.2405,4.9493,True
scaling,b6e5141cbd757d88af45,3939973527,29,128,21,64,0.5,8192,65536,65536,0.3988,0.2913,0.235,4.3356,True
scaling,55c6ea75d9519513c30e,3391353567,0,128,43,128,1.0,16384,131072,131072,0.7405,0.9806,0.4771,5.8299,True
scaling,2d8cb9ac7a98a388466f,2226472444,1,128,43,128,1.0,16384,131072,131072,0.6947,0.8633,0.469,5.6695,True
scaling,e76e43899d0b8ebcc6ae,631162120,2,128,43,128,1.0,16384,131072,131072,0.7832,0.4641,0.463,5.3474,True
scaling,2d0f54986827ae97deb4,2221692800,3,128,43,128,1.0,16384,131072,131072,0.6824,0.7731,0.479,5.6218,True
scaling,3562f6abe345ad5a5f7d,2746110001,4,128,43,128,1.0,16384,131072,131072,1.0272,0.789,0.4361,7.4779,True
scaling,aeb39d8c209cd0ba0c62,2774632835,5,128,43,128,1.0,16384,131072,131072,0.6404,0.6791,0.5812,7.3607,True
scaling,b0d54a1ce667b039bd7f,128615301,6,128,43,128,1.0,16384,131072,131072,0.6947,0.7131,0.6356,6.5223,True
scaling,4ef7f8a504a441ed5e0f,2378165443,7,128,43,128,1.0,16384,131072,131072,0.9608,0.4696,0.5239,7.3602,True
scaling,337fd9f64ad3646a7c75,3887468934,8,128,43,128,1.0,16384,131072,131072,0.8089,0.6325,0.4438,6.5866,True
scaling,52525302e7b72dc0bf7d,1891568807,9,128,43,128,1.0,16384,131072,131072,0.7498,0.7427,0.4559,7.3355,True
scaling,dfb0d0782980bc5a624c,1354258431,10,128,43,128,1.0,16384,131072,131072,0.6821,0.692,0.4251,5.7988,True
scaling,6554dd8a0e72711be773,2291919441,11,128,43,128,1.0,16384,131072,131072,0.7647,0.648,0.5001,6.7455,True
scaling,210ba0e63db03c6ddfed,815196616,12,128,43,128,1.0,16384,131072,131072,0.8843,0.7598,0.7215,7.4595,True
scaling,e63a17c55244b717ba92,1465229417,13,128,43,128,1.0,16384,131072,131072,0.6422,0.6002,0.4076,6.6456,True
scaling,7bf4c69dc262338bd409,1581598767,14,128,43,128,1.0,16384,131072,131072,0.7515,0.6314,0.6148,8.4733,True
scaling,bdc988df8f090180cef1,1609297336,15,128,43,128,1.0,16384,131072,131072,0.7733,0.746,0.6004,7.7645,True
scaling,178a3a78060d9e07df4b,2316421565,16,128,43,128,1.0,16384,131072,131072,0.6366,0.2956,0.3816,6.2423,True
scaling,d04db1f357f1e1989229,3804991259,17,128,43,128,1.0,16384,131072,131072,0.6962,0.7063,0.3893,6.8716,True
scaling,7d0708d123b602784a73,3294701106,18,128,43,128,1.0,16384,131072,131072,1.1115,1.2826,0.6845,8.2617,True
scaling,366a45cdee88ac543257,3903029552,19,128,43,128,1.0,16384,131072,131072,0.8367,0.5348,0.3945,6.9588,True
scaling,6e053fbb76bb51d6b143,1565164707,20,128,43,128,1.0,16384,131072,131072,0.7703,0.6065,0.4503,6.4886,True
scaling,5de62d836b1f69a197fc,3140965693,21,128,43,128,1.0,16384,131072,131072,0.8906,0.4745,0.5112,7.2724,True
scaling,0e64f5e431b4e544c8d1,1290331042,22,128,43,128,1.0,16384,131072,131072,0.7377,0.6072,0.4838,6.8696,True
scaling,165149e7d429df518749,3863646503,23,128,43,128,1.0,16384,131072,131072,0.6691,0.7995,0.4018,5.4421,True
scaling,55d6feed077b2b5513ab,1625475950,24,128,43,128,1.0,16384,131072,131072,0.673,0.717,2.1333,11.086,True
scaling,9038faab8dff43ece30f,3476114931,25,128,43,128,1.0,16384,131072,131072,1.0962,0.7,0.4558,6.9627,True
scaling,2172d58d577c7679045c,79455022,26,128,43,128,1.0,16384,131072,131072,0.7937,1.0563,0.7896,6.495,True
scaling,23558e0a0855938adcd3,2575049992,27,128,43,128,1.0,16384,131072,131072,0.8179,0.5168,0.4051,9.6806,True
scaling,6a4a783c06bbe8c339fe,516640010,28,128,43,128,1.0,16384,131072,131072,0.6816,0.7624,0.5698,7.7857,True
scaling,b140c9c170ccba6848a9,1341692781,29,128,43,128,1.0,16384,131072,131072,0.7925,0.7115,0.5791,8.3579,True
scaling,56e31ff52f74e0dd679a,3419764834,0,256,21,64,0.25,16384,131072,131072,1.0764,0.3153,0.3713,10.1414,True
scaling,82b05193c337f7c0b890,2594086426,1,256,21,64,0.25,16384,131072,131072,1.0369,0.2713,0.3114,9.9185,True
scaling,3c15f0b1a991ed68a30b,2312755252,2,256,21,64,0.25,16384,131072,131072,0.7131,0.2655,0.7187,12.0215,True
scaling,f26c64091f49a555b732,1323801139,3,256,21,64,0.25,16384,131072,131072,0.7376,0.3482,0.3668,19.2605,True
scaling,8cbbd26887ded6ae4c1f,2804248490,4,256,21,64,0.25,16384,131072,131072,1.3577,0.3064,0.3338,18.2408,True
scaling,7b74203f9d14d7be9b6b,639914217,5,256,21,64,0.25,16384,131072,131072,0.9121,0.3126,0.3404,11.646,True
scaling,3571b40406118f1737c2,1485053257,6,256,21,64,0.25,16384,131072,131072,0.8868,0.2816,0.3197,20.06,True
scaling,00426d751168613c558b,3688576162,7,256,21,64,0.25,16384,131072,131072,0.9376,0.3052,0.3269,12.1167,True
scaling,7fc7714d779ba4da53a4,745210295,8,256,21,64,0.25,16384,131072,131072,0.567,0.2135,0.2446,9.8205,True
scaling,e4a04d6067eefff7381d,4294167754,9,256,21,64,0.25,16384,131072,131072,1.045,0.3422,0.3398,11.677,True
scaling,ab108478c4a3cb5b1718,1441568960,10,256,21,64,0.25,16384,131072,131072,1.0116,0.2526,0.3187,9.1828,True
scaling,076b26b1941c306e74ae,333053513,11,256,21,64,0.25,16384,131072,131072,0.7086,0.2392,0.6979,14.9847,True
scaling,d7b1e382f6ce83022a65,402143143,12,256,21,64,0.25,16384,131072,131072,0.8466,0.31,0.4092,9.5986,True
scaling,521be39a39d59894b709,4031674982,13,256,21,64,0.25,16384,131072,131072,0.8351,0.3987,0.2843,9.1347,True
scaling,d0560e78ed280bfd80c9,3028460263,14,256,21,64,0.25,16384,131072,131072,0.9927,0.3941,0.4114,11.3096,True
scaling,ab413e9aa8bc8c3eef5a,3950155536,15,256,21,64,0.25,16384,131072,131072,0.9294,0.4261,0.3388,10.0891,True
scaling,85c40de7c57dffc9a790,1865981237,16,256,21,64,0.25,16384,131072,131072,0.7987,0.3357,0.2838,9.0537,True
scaling,677750938adf2e75a695,1214177929,17,256,21,64,0.25,16384,131072,131072,0.7481,0.3827,0.2562,8.3529,True
scaling,3dac3a743516e36ff6d2,3271764138,18,256,21,64,0.25,16384,131072,131072,0.6953,0.23,0.2091,6.6253,True
scaling,de2f97637c2474c54139,3064480859,19,256,21,64,0.25,16384,131072,131072,1.1887,0.2924,0.4335,15.48,True
scaling,eb13cb554215cc9339bc,2477970231,20,256,21,64,0.25,16384,131072,131072,1.0025,0.2579,0.3304,12.0995,True
scaling,f0ef248cf76a1a50d14d,3217344399,21,256,21,64,0.25,16384,131072,131072,0.811,0.2813,0.2938,10.141,True
scaling,f5ee362d1db2f6a6df04,2926766037,22,256,21,64,0.25,16384,131072,131072,1.1242,0.3945,0.9617,13.4307,True
scaling,0279e1c21b07df9e211b,835476718,23,256,21,64,0.25,16384,131072,131072,0.7949,0.3475,0.3638,10.9666,True
scaling,b378d3efe45e3ff352d0,598616965,24,256,21,64,0.25,16384,131072,131072,1.182,0.3933,0.3425,12.2641,True
scaling,9b5532bc61ffde026303,318131009,25,256,21,64,0.25,16384,131072,131072,0.8098,0.2619,0.2863,14.8963,True
scaling,605f5d5d7536fb93c495,1473566179,26,256,21,64,0.25,16384,131072,131072,0.5726,0.2232,0.2137,11.0837,True
scaling,50c07f1e139bf6ee2f99,3159524345,27,256,21,64,0.25,16384,131072,131072,0.9754,0.3801,0.3451,11.1358,True
scaling,45812e9f8731fa2865ee,3364995616,28,256,21,64,0.25,16384,131072,131072,0.8188,0.3598,0.3009,16.5057,True
scaling,12691677ec308c40d8ab,319815284,29,256,21,64,0.25,16384,131072,131072,0.9594,0.2301,0.3094,11.2656,True
scaling,8e4cb3e444b9ee1425c2,1056198950,0,256,43,128,0.5,32768,262144,262144,1.571,0.737,0.5757,9.4442,True
scaling,d46358b7ae659b758a34,942331069,1,256,43,128,0.5,32768,262144,262144,1.8103,0.6766,0.519,14.6992,True
scaling,f2bf485b77b2013d37f5,2752386418,2,256,43,128,0.5,32768,262144,262144,2.1823,1.636,0.5305,15.3859,True
scaling,d5b18d7e9eb5cd6b0168,3393720541,3,256,43,128,0.5,32768,262144,262144,0.9469,0.6413,0.6072,18.0998,True
scaling,289ece8d32b7aba4571f,3197264391,4,256,43,128,0.5,32768,262144,262144,1.2674,0.6142,0.3167,13.9647,True
scaling,053be7c5150f4ba35372,2220205617,5,256,43,128,0.5,32768,262144,262144,1.5249,0.9883,0.5846,13.7469,True
scaling,11f27b6a2013d55e8734,2663122547,6,256,43,128,0.5,32768,262144,262144,1.6084,0.8767,0.5912,13.5939,True
scaling,fef37998b484fc4b59a1,1557761982,7,256,43,128,0.5,32768,262144,262144,1.6016,0.958,0.7529,12.421,True
scaling,5fcd842c05c710ef1977,3709981236,8,256,43,128,0.5,32768,262144,262144,1.7349,0.9457,0.616,18.0848,True
scaling,ff4d7a6ea7929f5fa0fd,4071101882,9,256,43,128,0.5,32768,262144,262144,1.3263,0.7178,0.5014,16.0379,True
scaling,2cade0c61d8d4381e523,3588105954,10,256,43,128,0.5,32768,262144,262144,1.4137,0.5748,0.4844,13.4427,True
scaling,c1a1eac614f775bfdd75,2711654853,11,256,43,128,0.5,32768,262144,262144,1.2278,0.6312,0.5267,11.6979,True
scaling,a3e968b677a50d9f2c6c,3313375393,12,256,43,128,0.5,32768,262144,262144,1.5661,1.0328,0.6541,13.558,True
scaling,c186804caf9f301ab29c,3489338207,13,256,43,128,0.5,32768,262144,262144,1.6011,1.0349,0.5343,17.1148,True
scaling,f33be43f2cacedc932c4,2391512927,14,256,43,128,0.5,32768,262144,262144,1.744,1.1753,0.8275,13.9753,True
scaling,d63c9962568050f3d67d,1146641620,15,256,43,128,0.5,32768,262144,262144,2.1829,0.5036,0.4726,14.3773,True
scaling,3da5581c477d15d761a4,3395277309,16,256,43,128,0.5,32768,262144,262144,1.2538,0.762,0.5939,17.6013,True
scaling,20a0159221cc38ab2a2e,1371696191,17,256,43,128,0.5,32768,262144,262144,1.3602,0.6635,0.4509,11.5011,True
scaling,6b7c516bc2ca014e6499,4121789312,18,256,43,128,0.5,32768,262144,262144,1.315,0.6238,0.7111,10.5983,True
scaling,e99455919c1f6ffe7ffb,1268989049,19,256,43,128,0.5,32768,262144,262144,1.9272,1.0278,0.6769,26.4818,True
scaling,6f15d561faab0fa068e9,1674998181,20,256,43,128,0.5,32768,262144,262144,1.4174,0.8166,0.71,25.12,True
scaling,6a4f267314ca7776f122,2347693599,21,256,43,128,0.5,32768,262144,262144,1.6924,0.9202,1.0159,17.1362,True
scaling,2af8793a5c9cf58f5424,1998364731,22,256,43,128,0.5,32768,262144,262144,1.217,0.6436,0.4764,30.2767,True
scaling,d2536c45955c64c4a3d3,2195742430,23,256,43,128,0.5,32768,262144,262144,1.2947,0.5425,0.4779,8.8357,True
scaling,a9b0231513afe6185792,985121724,24,256,43,128,0.5,32768,262144,262144,1.9022,0.5618,1.2312,12.8891,True
scaling,b1bb995e674ee0f9c03c,235064647,25,256,43,128,0.5,32768,262144,262144,1.1694,0.6727,0.4325,9.6692,True
scaling,10e2c0ca07dc34097ab6,4278164504,26,256,43,128,0.5,32768,262144,262144,1.5502,1.2871,0.4797,15.3326,True
scaling,aa8a1372622cba4ed3b4,1441821907,27,256,43,128,0.5,32768,262144,262144,1.1471,0.5993,0.5605,9.3082,True
scaling,11a7d624254e6935a29d,1965935525,28,256,43,128,0.5,32768,262144,262144,1.191,0.6048,0.4341,10.1436,True
scaling,e9ff25f47220af822463,3817393489,29,256,43,128,0.5,32768,262144,262144,1.7032,1.1615,0.7651,10.9831,True
scaling,db16ce727f094c9bf4c9,1527038988,0,256,85,256,1.0,65536,524288,524288,4.3637,6.1551,0.7246,18.0093,True
scaling,e475fd9ebacd77eee235,3679705402,1,256,85,256,1.0,65536,524288,524288,3.2423,2.9596,0.7673,12.6078,True
scaling,202da6bea1313f8061f4,2897764471,2,256,85,256,1.0,65536,524288,524288,4.74,4.8585,1.6303,19.7102,True
scaling,f124f5a82f961b9ee8d6,807173121,3,256,85,256,1.0,65536,524288,524288,4.0753,2.3971,0.8234,16.8528,True
scaling,459c1590dfa78af29281,1401129437,4,256,85,256,1.0,65536,524288,524288,3.3439,2.2538,0.7978,16.1869,True
scaling,24b2f0bfebacd712bfa1,1398538372,5,256,85,256,1.0,65536,524288,524288,3.4759,4.55,0.9665,17.5399,True
scaling,12347a8844a03d2d899c,2022274928,6,256,85,256,1.0,65536,524288,524288,4.0972,1.9315,0.9196,13.6479,True
scaling,81e44329db6caeea6f0e,560423335,7,256,85,256,1.0,65536,524288,524288,4.9582,4.5244,0.821,18.7388,True
scaling,9e6f9ee2cc7010df2dd5,1254169449,8,256,85,256,1.0,65536,524288,524288,3.4919,3.4822,1.0316,16.488,True
scaling,7d383b01ae4fbcd27532,2288915896,9,256,85,256,1.0,65536,524288,524288,3.8702,5.1406,1.0857,19.6208,True
scaling,fafde98e0f4e21d54b8f,2988351956,10,256,85,256,1.0,65536,524288,524288,3.8068,5.681,1.3368,21.1056,True
scaling,f5ddfbb70efac8bd42db,4134333694,11,256,85,256,1.0,65536,524288,524288,3.0488,3.688,1.0489,18.949,True
scaling,acdd7c6cd4226b682223,3075694279,12,256,85,256,1.0,65536,524288,524288,3.613,3.5742,1.058,16.26,True
scaling,8e5020100175fdafe2b0,3550023086,13,256,85,256,1.0,65536,524288,524288,3.7068,3.6291,1.1132,20.3145,True
scaling,34c4b7c3207c49e93699,2515831021,14,256,85,256,1.0,65536,524288,524288,3.1256,3.1158,1.3212,17.2478,True
scaling,88f050ae78f3d6238a15,2862382955,15,256,85,256,1.0,65536,524288,524288,3.4478,3.2893,1.476,20.9139,True
scaling,05ab1ba1919698083bdc,323746788,16,256,85,256,1.0,65536,524288,524288,2.2861,1.9735,0.7781,13.5501,True
scaling,a4c5fbb08e3c3a8c00cd,622585390,17,256,85,256,1.0,65536,524288,524288,3.6374,3.811,0.8998,19.3509,True
scaling,1910fd004bbed213bea7,2790787269,18,256,85,256,1.0,65536,524288,524288,3.7839,4.9706,0.9366,17.4238,True
scaling,2191fb1644e24a47378d,424059930,19,256,85,256,1.0,65536,524288,524288,3.2641,3.1179,0.8613,16.3672,True
scaling,c6078d1556d14916f9ab,1259957219,20,256,85,256,1.0,65536,524288,524288,3.1087,6.9494,1.97,29.1749,True
scaling,8714f103bfef99bbd219,3793824726,21,256,85,256,1.0,65536,524288,524288,3.0575,2.2465,0.9149,15.7402,True
scaling,8401954c61c36b7b9947,1689823215,22,256,85,256,1.0,65536,524288,524288,2.8591,2.05,0.8952,14.7646,True
scaling,5e0e337b81c051e8882f,2777534802,23,256,85,256,1.0,65536,524288,524288,3.2329,3.0225,0.9688,16.1453,True
scaling,85d45d247deeb6b978bb,4245218479,24,256,85,256,1.0,65536,524288,524288,3.2456,2.937,0.9585,14.9549,True
scaling,8914d04433fdccc098b1,1574417649,25,256,85,256,1.0,65536,524288,524288,3.5679,3.8391,1.158,17.1044,True
scaling,075118796232d963a34f,3631825478,26,256,85,256,1.0,65536,524288,524288,4.3296,4.256,1.1831,20.4963,True
scaling,9e132fe962a9d7b3f612,905574930,27,256,85,256,1.0,65536,524288,524288,3.6447,4.6071,1.0077,23.3114,True
scaling,571b6683d5dda549b0b8,487674667,28,256,85,256,1.0,65536,524288,524288,3.1252,3.2873,1.3605,17.9457,True
scaling,069902270bbb666f288f,736589508,29,256,85,256,1.0,65536,524288,524288,5.7737,5.0163,1.1201,22.8931,True
scaling,6806e008f2253ab26290,3601565553,0,512,43,128,0.25,65536,524288,524288,2.8733,1.0538,0.6108,19.9752,True
scaling,0f45565117306950b740,1520273848,1,512,43,128,0.25,65536,524288,524288,3.9007,1.0397,0.6173,26.3743,True
scaling,8135af620bc98ba13cd8,2173934914,2,512,43,128,0.25,65536,524288,524288,3.6283,1.0087,0.6026,26.9427,True
scaling,43cd0ad8e0bfb3886c0c,2485646509,3,512,43,128,0.25,65536,524288,524288,3.2313,1.0791,0.6368,22.4472,True
scaling,69f0a22f2073ba3616d9,1268666656,4,512,43,128,0.25,65536,524288,524288,3.7707,1.1975,0.6175,20.2437,True
scaling,00ab52a7f450d0bb1b75,3611657076,5,512,43,128,0.25,65536,524288,524288,2.7596,1.0787,0.5435,22.7831,True
scaling,8cba5b326b3c8a539c6a,1030533547,6,512,43,128,0.25,65536,524288,524288,2.8372,0.9598,0.5854,19.961,True
scaling,aafa39dac568b2c01bb4,1600802567,7,512,43,128,0.25,65536,524288,524288,3.9987,1.3601,0.721,22.1289,True
scaling,e6b3c15d2ecb9d54791e,1425941368,8,512,43,128,0.25,65536,524288,524288,3.0355,0.9747,0.5309,18.6474,True
scaling,ccdd4db72c7a20dd8251,114399167,9,512,43,128,0.25,65536,524288,524288,2.5982,0.8881,0.5328,16.4574,True
scaling,579c4295026609721de4,1128628122,10,512,43,128,0.25,65536,524288,524288,3.7142,1.1411,0.6938,24.7376,True
scaling,2c7ab42a35b8493e72ef,1263865418,11,512,43,128,0.25,65536,524288,524288,3.1972,1.0878,0.5981,24.5779,True
scaling,5110b81fd68ef527fc8a,2752481669,12,512,43,128,0.25,65536,524288,524288,3.1037,0.8555,0.7965,18.3356,True
scaling,2c815edb085c7c6e12f5,3861228888,13,512,43,128,0.25,65536,524288,524288,2.6647,0.8897,0.4913,17.3677,True
scaling,c23f700784d4d242af36,1402945517,14,512,43,128,0.25,65536,524288,524288,2.9986,0.9765,0.6055,21.3868,True
scaling,5ef8af9fca6be82a42c0,830716417,15,512,43,128,0.25,65536,524288,524288,3.1507,0.9754,0.5363,17.1943,True
scaling,450c7199ab0c05b14ec3,952019825,16,512,43,128,0.25,65536,524288,524288,2.9451,0.9991,0.5416,17.175,True
scaling,74f36f7b8cf503e23d40,2683809458,17,512,43,128,0.25,65536,524288,524288,2.5783,0.9575,0.5696,18.0762,True
scaling,9f2956880c5546ec6522,2240104596,18,512,43,128,0.25,65536,524288,524288,3.1181,1.0153,0.5811,17.5292,True
scaling,eb1ededacc0b5f3ecb00,1058002861,19,512,43,128,0.25,65536,524288,524288,3.782,1.0733,0.8752,25.8879,True
scaling,b41e89f261a957f605f2,1557459515,20,512,43,128,0.25,65536,524288,524288,3.0099,1.4551,0.663,25.1325,True
scaling,ae87f5d252db8efb0203,3503228951,21,512,43,128,0.25,65536,524288,524288,3.8982,1.3611,0.6511,23.1053,True
scaling,b91f563038629ccb521a,2032590423,22,512,43,128,0.25,65536,524288,524288,3.6225,0.8489,0.5408,24.4596,True
scaling,56ecfac19c5ad527dc02,308498198,23,512,43,128,0.25,65536,524288,524288,4.3783,1.0766,0.6489,20.4271,True
scaling,bc12b9abb2fb248913a0,1942688791,24,512,43,128,0.25,65536,524288,524288,2.8256,0.9302,0.6285,18.2954,True
scaling,9c61a5055cc03e27dbf1,2751593006,25,512,43,128,0.25,65536,524288,524288,3.1379,0.9938,0.5442,26.2192,True
scaling,73417d290688fea7d763,2283443493,26,512,43,128,0.25,65536,524288,524288,3.0185,1.3424,0.5562,22.5001,True
scaling,fb33fead29896c08409c,3578218650,27,512,43,128,0.25,65536,524288,524288,3.4199,0.8979,0.5903,22.1169,True
scaling,79d73e6db90dce85b6c8,3570166836,28,512,43,128,0.25,65536,524288,524288,3.443,0.9303,0.6973,20.4421,True
scaling,a02e718d894d833d6191,78312762,29,512,43,128,0.25,65536,524288,524288,2.9545,1.0559,0.5601,19.7861,True
scaling,65a2cef0ac9f622749eb,1070004699,0,512,85,256,0.5,131072,1048576,1048576,7.5268,3.4232,1.7874,34.332,True
scaling,adfc386e470af79eb9b8,2828408452,1,512,85,256,0.5,131072,1048576,1048576,6.4864,3.1833,1.6075,27.0279,True
scaling,36ac3718ba71ea858f86,2472669692,2,512,85,256,0.5,131072,1048576,1048576,7.6855,4.2715,1.0704,31.7331,True
scaling,1f33c1fd3bf903ee9068,2316067670,3,512,85,256,0.5,131072,1048576,1048576,6.618,3.5848,0.8979,25.0358,True
scaling,e369f172c783f7067685,2787957018,4,512,85,256,0.5,131072,1048576,1048576,5.6475,2.5659,1.0542,25.0641,True
scaling,5f9845566e5271c87acd,285193000,5,512,85,256,0.5,131072,1048576,1048576,7.7692,3.2761,1.0034,26.6945,True
scaling,608e648b629d450bab23,609665280,6,512,85,256,0.5,131072,1048576,1048576,5.5868,3.2124,1.0532,26.1895,True
scaling,5b0e3bace8020f34a0c1,1814703329,7,512,85,256,0.5,131072,1048576,1048576,5.6626,2.4631,0.8428,23.0686,True
scaling,2ce9f94f43874cd2fdf0,3318402461,8,512,85,256,0.5,131072,1048576,1048576,5.7732,2.9239,0.8938,30.5639,True
scaling,fd7cf92429dd47020d0c,1518960648,9,512,85,256,0.5,131072,1048576,1048576,6.9375,3.0399,0.8854,26.5999,True
scaling,a914c5db4337e66b7a9f,2510310408,10,512,85,256,0.5,131072,1048576,1048576,6.0268,3.5099,1.0159,25.8443,True
scaling,feccad6184a8c3e236ec,2069107306,11,512,85,256,0.5,131072,1048576,1048576,6.6703,2.8405,0.8517,37.2544,True
scaling,91f7353ea3b0f022f312,3705039833,12,512,85,256,0.5,131072,1048576,1048576,5.9799,3.1312,0.9698,23.5695,True
scaling,27c56bc4ea4a38839002,3799299961,13,512,85,256,0.5,131072,1048576,1048576,7.0365,3.8774,1.4676,29.8487,True
scaling,6526f77e2e969ed7d50f,1045574536,14,512,85,256,0.5,131072,1048576,1048576,6.2604,3.7891,1.112,31.6251,True
scaling,b2af0d2017166c631b5c,1190815324,15,512,85,256,0.5,131072,1048576,1048576,5.5581,3.224,1.3045,28.5088,True
scaling,4d3e31b235d6369eda1c,1816766294,16,512,85,256,0.5,131072,1048576,1048576,6.3968,3.1018,0.9468,28.6884,True
scaling,0ad5a4583e27e5a03616,1806079061,17,512,85,256,0.5,131072,1048576,1048576,5.6137,2.8066,1.0323,23.4337,True
scaling,d2422fbbb8f27941f73e,87974232,18,512,85,256,0.5,131072,1048576,1048576,6.0793,2.7049,1.5004,29.5365,True
scaling,4c1d31165e8b3fae1a1d,2383295061,19,512,85,256,0.5,131072,1048576,1048576,5.3328,2.7078,1.7277,26.5886,True
scaling,6f594c5e1eba43a5fce8,2471771853,20,512,85,256,0.5,131072,1048576,1048576,5.6073,2.9983,0.9646,24.9513,True
scaling,41980774aa15dc30a51b,2595342205,21,512,85,256,0.5,131072,1048576,1048576,5.9001,2.8214,1.0017,24.7306,True
scaling,debc8a5d1de45fa2cb5a,1059775926,22,512,85,256,0.5,131072,1048576,1048576,8.4206,2.8619,0.9996,26.5012,True
scaling,a6e82e17651b7a99c638,1888177055,23,512,85,256,0.5,131072,1048576,1048576,6.4227,3.9554,1.2043,29.1298,True
scaling,b389944e7e510ba2c552,3422434922,24,512,85,256,0.5,131072,1048576,1048576,6.5338,4.5968,1.4281,36.28,True
scaling,2bbdcae40996299e772a,1291294541,25,512,85,256,0.5,131072,1048576,1048576,6.7713,3.1951,0.8857,30.5407,True
scaling,68b008571ae276b6becc,948243357,26,512,85,256,0.5,131072,1048576,1048576,7.0437,3.2844,0.8754,26.4976,True
scaling,3dda88a0838631372e9c,1137880287,27,512,85,256,0.5,131072,1048576,1048576,5.8521,3.2801,0.8525,23.6983,True
scaling,c782716e0d56983855a6,3466408421,28,512,85,256,0.5,131072,1048576,1048576,5.4749,3.1903,1.228,25.9102,True
scaling,40a5bfec2f8fb6bbc665,2424497378,29,512,85,256,0.5,131072,1048576,1048576,5.8416,2.6694,0.9191,25.4358,True
scaling,d936f1458d322e6572e9,830200541,0,512,171,512,1.0,262144,2097152,2097152,10.7623,25.567,2.0774,53.1992,True
