experiment,world_id,world_seed,treatment_seed,replicate,N_original,N_active,K,M,reserve_delta,failure_fraction_nominal,failure_fraction_realized,failure_count,recovery_feasible,theoretical_recoverable,theory_agreement,assignment_churn,relative_cost_increase,solver_ms,total_ms
failure,4e73fad95990f6f9ab68,3657268033,3836739087,8,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.02666666666666667,0.015746190455323654,0.0443,1.3256
failure,4e73fad95990f6f9ab68,3657268033,3888208463,8,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.09859154929577464,0.17481310796954747,0.0616,2.3592
failure,4e73fad95990f6f9ab68,3657268033,3225343970,8,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.1746031746031746,0.2791345371424057,0.0514,2.0247
failure,4e73fad95990f6f9ab68,3657268033,252427732,8,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.23636363636363636,0.31831323743862927,0.0588,1.9014
failure,f5cef31b28bbfec438bd,2236030310,2833395254,9,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.075,2.9236
failure,f5cef31b28bbfec438bd,2236030310,3838081584,9,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.06666666666666667,0.027042191522309664,0.0677,2.5062
failure,f5cef31b28bbfec438bd,2236030310,3423547636,9,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.16901408450704225,0.23874562174231,0.0743,2.2681
failure,f5cef31b28bbfec438bd,2236030310,2565290968,9,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.1746031746031746,0.15183809510945248,0.0623,1.9862
failure,f5cef31b28bbfec438bd,2236030310,3045032568,9,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.3090909090909091,0.36154362319593175,0.0661,1.8217
failure,6a27f11230da70293b99,3908015357,1131109119,10,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0619,2.8118
failure,6a27f11230da70293b99,3908015357,2090359515,10,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.05333333333333334,0.04454834122803884,0.0426,1.6969
failure,6a27f11230da70293b99,3908015357,1575928244,10,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.07042253521126761,0.09905682102900075,0.0481,1.9129
failure,6a27f11230da70293b99,3908015357,2935184412,10,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.15873015873015872,0.1569564506862224,0.0552,1.3514
failure,6a27f11230da70293b99,3908015357,3078195588,10,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.2909090909090909,0.29673946557732334,0.0552,1.8192
failure,ab1f06808547cd1ca987,3861838738,311676740,11,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0588,2.9188
failure,ab1f06808547cd1ca987,3861838738,2452957246,11,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.04,0.05033141095290227,0.0563,2.6891
failure,ab1f06808547cd1ca987,3861838738,931349761,11,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.04225352112676056,0.040150082649920746,0.0515,2.4063
failure,ab1f06808547cd1ca987,3861838738,37901581,11,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.19047619047619047,0.16151423794256023,0.053,2.2772
failure,ab1f06808547cd1ca987,3861838738,168199282,11,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.16363636363636364,0.1653742279030254,0.0438,1.8648
failure,4e51b02559d327b25554,786734369,3004713558,12,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0572,2.5257
failure,4e51b02559d327b25554,786734369,667689641,12,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.013333333333333334,0.012441477298512344,0.0671,2.5884
failure,4e51b02559d327b25554,786734369,3923998563,12,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.07042253521126761,0.034939444796200626,0.0541,2.4762
failure,4e51b02559d327b25554,786734369,969179205,12,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.1746031746031746,0.14578421240463962,0.0619,2.1068
failure,4e51b02559d327b25554,786734369,1000451682,12,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.3090909090909091,0.37879152404039196,0.0661,1.8523
failure,b492f3b0b48186bac03f,3383525038,447919020,13,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0653,2.834
failure,b492f3b0b48186bac03f,3383525038,2342691816,13,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.02666666666666667,0.02715097928902554,0.0589,2.6486
failure,b492f3b0b48186bac03f,3383525038,515414193,13,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.04225352112676056,0.019630954278694938,0.0597,2.397
failure,b492f3b0b48186bac03f,3383525038,212455029,13,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.07936507936507936,0.040770275176490706,0.0524,2.2664
failure,b492f3b0b48186bac03f,3383525038,2136955078,13,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.2545454545454545,0.21799659275118094,0.051,1.8879
failure,c04ccfdeae71eabadf3d,2699689088,4247790785,14,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0655,2.4274
failure,c04ccfdeae71eabadf3d,2699689088,1533518150,14,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.06666666666666667,0.06979531015055081,0.0693,2.6342
failure,c04ccfdeae71eabadf3d,2699689088,3514418740,14,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.14084507042253522,0.1280631922187945,0.0735,2.2368
failure,c04ccfdeae71eabadf3d,2699689088,1210693634,14,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.19047619047619047,0.2806928878238035,0.0754,1.9807
failure,c04ccfdeae71eabadf3d,2699689088,4162341192,14,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.3090909090909091,0.35771440433552354,0.0749,1.8361
failure,0ce61d2e7cab80d36346,1198007494,2199826908,15,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0566,2.0626
failure,0ce61d2e7cab80d36346,1198007494,2836053210,15,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.04,0.02106848724909097,0.0566,2.7706
failure,0ce61d2e7cab80d36346,1198007494,4154804338,15,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.09859154929577464,0.14164928001505472,0.0563,2.4529
failure,0ce61d2e7cab80d36346,1198007494,4016400178,15,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.15873015873015872,0.1774313016468221,0.0523,2.1098
failure,0ce61d2e7cab80d36346,1198007494,1651894924,15,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.2909090909090909,0.42247341562003493,0.0515,1.8623
failure,9f36d6e4b2cb1f49dc7b,1205300809,1131975838,16,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0543,2.5317
failure,9f36d6e4b2cb1f49dc7b,1205300809,2936083284,16,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.02666666666666667,0.019889699837152826,0.0453,2.4412
failure,9f36d6e4b2cb1f49dc7b,1205300809,1978895814,16,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.056338028169014086,0.02547389859111952,0.0441,2.3027
failure,9f36d6e4b2cb1f49dc7b,1205300809,3782874264,16,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.1111111111111111,0.11813985539772774,0.0432,2.0068
failure,9f36d6e4b2cb1f49dc7b,1205300809,4138149891,16,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.3090909090909091,0.42943079836478315,0.0518,1.9759
failure,2d0ecfa19515d1ca3047,2722089045,3544338460,17,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0575,2.9778
failure,2d0ecfa19515d1ca3047,2722089045,3783955323,17,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.06666666666666667,0.15489722943446557,0.0616,2.5968
failure,2d0ecfa19515d1ca3047,2722089045,1901415090,17,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.11267605633802817,0.046412195317100564,0.038,2.3983
failure,2d0ecfa19515d1ca3047,2722089045,3786986404,17,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.14285714285714285,0.11085497304503046,0.0719,1.0694
failure,2d0ecfa19515d1ca3047,2722089045,2576825842,17,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.2545454545454545,0.360031059859845,0.1188,1.9999
failure,44b43059e184836c99b2,447945342,1893034754,18,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0399,1.0241
failure,44b43059e184836c99b2,447945342,3260024910,18,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.05333333333333334,0.04453081812004159,0.0419,1.0216
failure,44b43059e184836c99b2,447945342,2182179633,18,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.07042253521126761,0.06707775896295806,0.0443,1.0385
failure,44b43059e184836c99b2,447945342,645472004,18,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.14285714285714285,0.10056582428279605,0.0475,1.0095
failure,44b43059e184836c99b2,447945342,3373283501,18,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.2727272727272727,0.36029894172305205,0.0437,0.9106
failure,a28a4319d227e1dea946,2759869066,1547826704,19,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0376,1.6151
failure,a28a4319d227e1dea946,2759869066,2478855392,19,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.013333333333333334,0.0012292460919489843,0.0332,1.219
failure,a28a4319d227e1dea946,2759869066,2642452223,19,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.08450704225352113,0.08611632282075715,0.0457,1.2324
failure,a28a4319d227e1dea946,2759869066,1872366072,19,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.12698412698412698,0.10967917393052082,0.0424,1.1401
failure,a28a4319d227e1dea946,2759869066,1396155426,19,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.2909090909090909,0.30103711369316455,0.0644,1.3052
failure,c28181fbd31c945f8c8c,36158071,4061354820,20,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0371,1.1862
failure,c28181fbd31c945f8c8c,36158071,2190642294,20,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.05333333333333334,0.06873106175517697,0.0402,1.152
failure,c28181fbd31c945f8c8c,36158071,775096326,20,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.09859154929577464,0.14503852294990058,0.0506,1.2519
failure,c28181fbd31c945f8c8c,36158071,1872438442,20,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.1746031746031746,0.2113752174353351,0.0486,1.0796
failure,c28181fbd31c945f8c8c,36158071,4014203935,20,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.3090909090909091,0.45509674866005456,0.0525,0.9885
failure,156b33e00651ded5a684,617617653,4183627798,21,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.059,2.6408
failure,156b33e00651ded5a684,617617653,1106882414,21,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.013333333333333334,0.023871799695369678,0.0665,2.6292
failure,156b33e00651ded5a684,617617653,1888275840,21,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.14084507042253522,0.11077635410271056,0.0692,2.2787
failure,156b33e00651ded5a684,617617653,2488503052,21,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.20634920634920634,0.16522932340207758,0.0659,2.0553
failure,156b33e00651ded5a684,617617653,1873925018,21,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.34545454545454546,0.2659427354412761,0.0653,1.8284
failure,4719834cf0e757a24574,661332675,544081208,22,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0527,2.6678
failure,4719834cf0e757a24574,661332675,852745222,22,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.02666666666666667,0.03568619888401653,0.049,2.414
failure,4719834cf0e757a24574,661332675,2899930338,22,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.09859154929577464,0.10137225300867038,0.048,2.3182
failure,4719834cf0e757a24574,661332675,1073608239,22,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.1746031746031746,0.15418191308314774,0.0441,2.0139
failure,4719834cf0e757a24574,661332675,4125441213,22,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.2545454545454545,0.2381371783938898,0.048,1.7624
failure,23bc9fb756b852e53a54,3055847182,2904004780,23,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0565,2.489
failure,23bc9fb756b852e53a54,3055847182,560765482,23,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.04,0.04318185902700965,0.0663,2.6504
failure,23bc9fb756b852e53a54,3055847182,1571917113,23,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.056338028169014086,0.03254594848281098,0.0561,2.2213
failure,23bc9fb756b852e53a54,3055847182,3338486207,23,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.2222222222222222,0.17063646760717435,0.0544,1.9843
failure,23bc9fb756b852e53a54,3055847182,821750046,23,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.32727272727272727,0.3706037749918535,0.0581,1.8076
failure,bf71e8e69d5591470e57,3161797456,2237650512,24,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0431,2.4034
failure,bf71e8e69d5591470e57,3161797456,518246551,24,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.02666666666666667,0.03132935135747629,0.0518,2.558
failure,bf71e8e69d5591470e57,3161797456,546795887,24,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.08450704225352113,0.07046946684125562,0.0513,2.1671
failure,bf71e8e69d5591470e57,3161797456,1777161116,24,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.15873015873015872,0.1330043768405391,0.0468,1.9654
failure,bf71e8e69d5591470e57,3161797456,1886870962,24,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.18181818181818182,0.15815434951047808,0.0486,1.7058
failure,01ddd703f22a24e63c27,3514777762,4017277522,25,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0461,2.3573
failure,01ddd703f22a24e63c27,3514777762,3617872068,25,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.02666666666666667,0.027758193112117382,0.0628,2.3281
failure,01ddd703f22a24e63c27,3514777762,65893504,25,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.08450704225352113,0.02821052303301397,0.063,2.2104
failure,01ddd703f22a24e63c27,3514777762,3656819283,25,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.14285714285714285,0.08646316530503598,0.0619,1.9948
failure,01ddd703f22a24e63c27,3514777762,1741844743,25,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.2727272727272727,0.1784266763994503,0.0518,1.7497
failure,518468fddf7ae9307f3c,3203994851,3169128150,26,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.1024,2.4527
failure,518468fddf7ae9307f3c,3203994851,2975747242,26,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.12,0.1409482681467631,0.101,2.1217
failure,518468fddf7ae9307f3c,3203994851,2646534555,26,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.08450704225352113,0.08572282978538787,0.1052,2.2903
failure,518468fddf7ae9307f3c,3203994851,138327347,26,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.30158730158730157,0.5748805314949316,0.0959,2.0899
failure,518468fddf7ae9307f3c,3203994851,3098005095,26,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.4,0.9840803474421204,0.0795,1.7914
failure,ae677fa0277e19d500ea,1827748503,4082032265,27,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0479,2.2132
failure,ae677fa0277e19d500ea,1827748503,4025638526,27,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.02666666666666667,0.04442560189248994,0.0506,2.1827
failure,ae677fa0277e19d500ea,1827748503,2939094868,27,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.09859154929577464,0.08252906587825821,0.0525,2.215
failure,ae677fa0277e19d500ea,1827748503,4240069243,27,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.1746031746031746,0.20102061747789468,0.0403,1.6375
failure,ae677fa0277e19d500ea,1827748503,4589431,27,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.2909090909090909,0.14429275827397475,0.061,0.9845
failure,7f98546139dc409a45fd,3564673275,534664308,28,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0553,2.1612
failure,7f98546139dc409a45fd,3564673275,2830568070,28,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.06666666666666667,0.10304268778294247,0.082,2.3587
failure,7f98546139dc409a45fd,3564673275,1267851966,28,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.11267605633802817,0.18775611487700195,0.0792,2.2146
failure,7f98546139dc409a45fd,3564673275,3649802175,28,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.19047619047619047,0.20934752625055567,0.0713,2.1516
failure,7f98546139dc409a45fd,3564673275,3120515296,28,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.32727272727272727,0.42173029637506265,0.0754,1.8768
failure,b6902e21eb599aa8a43c,2772506217,573238674,29,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0748,2.4496
failure,b6902e21eb599aa8a43c,2772506217,3680469232,29,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.09333333333333334,0.1319573864560753,0.0868,2.339
failure,b6902e21eb599aa8a43c,2772506217,2608802453,29,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.04225352112676056,0.03918579597483681,0.0746,2.1774
failure,b6902e21eb599aa8a43c,2772506217,4917006,29,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.19047619047619047,0.2591451940869141,0.0774,2.0695
failure,b6902e21eb599aa8a43c,2772506217,1360745913,29,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.4,0.48491356576223577,0.097,1.8627
failure,4eec429ed16730279f7f,1928241497,4285924192,30,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0738,3.0651
failure,4eec429ed16730279f7f,1928241497,1179870986,30,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.08,0.054942166997834906,0.0649,2.4242
failure,4eec429ed16730279f7f,1928241497,853550587,30,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.14084507042253522,0.10755560437634085,0.0746,2.2838
failure,4eec429ed16730279f7f,1928241497,111033084,30,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.14285714285714285,0.13280954283896496,0.0591,2.0464
failure,4eec429ed16730279f7f,1928241497,2038132800,30,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.2545454545454545,0.25102890199580213,0.0651,1.8585
failure,11289b34df96cef9f1bd,2172091694,688242700,31,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0741,4.0003
failure,11289b34df96cef9f1bd,2172091694,1066038071,31,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.013333333333333334,0.020968376171823837,0.0972,3.6079
failure,11289b34df96cef9f1bd,2172091694,3039080087,31,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.1267605633802817,0.12653144377811013,0.0888,4.201
failure,11289b34df96cef9f1bd,2172091694,3641419829,31,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.20634920634920634,0.2446640171910144,0.0665,2.4586
failure,11289b34df96cef9f1bd,2172091694,779477071,31,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.4,0.47701137472228,0.0831,2.3589
failure,b8c0e48f55fb0a180cb1,1849513271,246420142,32,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0565,2.6174
failure,b8c0e48f55fb0a180cb1,1849513271,3628444177,32,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.04,0.05739061657571155,0.059,3.3474
failure,b8c0e48f55fb0a180cb1,1849513271,2649276202,32,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.07042253521126761,0.08919156663549829,0.054,2.5483
failure,b8c0e48f55fb0a180cb1,1849513271,3602816917,32,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.14285714285714285,0.08190012309642872,0.0654,2.445
failure,b8c0e48f55fb0a180cb1,1849513271,865909432,32,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.2545454545454545,0.2888897416728399,0.0811,3.642
failure,c7d4ac534c4d3335d68d,3449058345,383095463,33,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0856,3.9248
failure,c7d4ac534c4d3335d68d,3449058345,3484565309,33,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.0,0.0,0.0855,2.8656
failure,c7d4ac534c4d3335d68d,3449058345,3908830365,33,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.1267605633802817,0.17952740722628135,0.088,2.5628
failure,c7d4ac534c4d3335d68d,3449058345,2296744212,33,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.19047619047619047,0.313447383933196,0.0784,2.4865
failure,c7d4ac534c4d3335d68d,3449058345,1801967893,33,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.2909090909090909,0.500030387737277,0.0599,1.8871
failure,b5da50eee6277d3eddc9,1278812426,2359710946,34,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0649,2.6412
failure,b5da50eee6277d3eddc9,1278812426,2153614207,34,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.02666666666666667,0.04793059530228549,0.0569,3.4828
failure,b5da50eee6277d3eddc9,1278812426,2377737690,34,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.07042253521126761,0.06498847580595372,0.0605,2.9573
failure,b5da50eee6277d3eddc9,1278812426,2222487359,34,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.15873015873015872,0.1664150881781626,0.0604,2.5032
failure,b5da50eee6277d3eddc9,1278812426,349082239,34,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.2545454545454545,0.28399125616158855,0.0452,2.0215
failure,c6c6e23a12d6d71b20b1,729651111,1462168864,35,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0729,2.9505
failure,c6c6e23a12d6d71b20b1,729651111,2367999413,35,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.02666666666666667,0.013309438117913155,0.0691,2.3628
failure,c6c6e23a12d6d71b20b1,729651111,1059229491,35,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.07042253521126761,0.08531010910906343,0.0717,2.8218
failure,c6c6e23a12d6d71b20b1,729651111,1678845912,35,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.1746031746031746,0.1926123692851114,0.0728,2.0984
failure,c6c6e23a12d6d71b20b1,729651111,2680621580,35,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.2727272727272727,0.31067841824757214,0.0625,1.947
failure,f2d8c11b28fa2f7afe05,3910305968,2696385369,36,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0664,2.4376
failure,f2d8c11b28fa2f7afe05,3910305968,3978296285,36,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.05333333333333334,0.01989313215265977,0.0741,2.8332
failure,f2d8c11b28fa2f7afe05,3910305968,924968264,36,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.11267605633802817,0.0822257576312858,0.087,2.7675
failure,f2d8c11b28fa2f7afe05,3910305968,3494850391,36,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.15873015873015872,0.16856119403874845,0.0553,2.5361
failure,f2d8c11b28fa2f7afe05,3910305968,1758277351,36,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.2727272727272727,0.2429510294762652,0.0529,1.5207
failure,c92f8c7223177d94b4a5,4140604544,3903401096,37,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0582,1.8108
failure,c92f8c7223177d94b4a5,4140604544,932376324,37,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.04,0.039972016069794364,0.0509,2.2465
failure,c92f8c7223177d94b4a5,4140604544,1172703704,37,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.09859154929577464,0.17005630055556892,0.0978,2.2805
failure,c92f8c7223177d94b4a5,4140604544,2145315252,37,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.1111111111111111,0.07369601596864575,0.0472,2.2466
failure,c92f8c7223177d94b4a5,4140604544,3313522318,37,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.2909090909090909,0.3219002232876527,0.047,1.3993
failure,1f5e746f7fffb217958b,4092789998,3048416041,38,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0711,2.8555
failure,1f5e746f7fffb217958b,4092789998,2310661278,38,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.04,0.07256078628664434,0.0749,2.529
failure,1f5e746f7fffb217958b,4092789998,3113138156,38,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.08450704225352113,0.11271972876055464,0.0795,2.7156
failure,1f5e746f7fffb217958b,4092789998,1536848043,38,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.1746031746031746,0.1591012754618133,0.0584,2.4048
failure,1f5e746f7fffb217958b,4092789998,854719506,38,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.23636363636363636,0.2570222915143161,0.0473,1.5926
failure,66e046932487f5836f3c,2270064614,3359902110,39,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0687,2.0923
failure,66e046932487f5836f3c,2270064614,3145989973,39,79,75,13,40,0.33,0.05,0.05063291139240506,4,True,True,True,0.05333333333333334,0.07747398187967043,0.0741,1.9643
failure,66e046932487f5836f3c,2270064614,2651203659,39,79,71,13,40,0.33,0.1,0.10126582278481013,8,True,True,True,0.1267605633802817,0.24674545926479047,0.0664,1.7581
failure,66e046932487f5836f3c,2270064614,2079608217,39,79,63,13,40,0.33,0.2,0.20253164556962025,16,True,True,True,0.15873015873015872,0.30077784770039107,0.0776,1.2825
failure,66e046932487f5836f3c,2270064614,3558502988,39,79,55,13,40,0.33,0.3,0.3037974683544304,24,True,True,True,0.2909090909090909,0.5733479618564781,0.12,1.5306
failure,9f9d860b59d2153adbc1,1511531230,3471734259,40,79,79,13,40,0.33,0.0,0.0,0,True,True,True,0.0,0.0,0.0692,2.5535
