experiment,world_id,world_seed,replicate,N,K,binary_variables,constraints,time_limit_s,milp_status,optimal_certified,incumbent_exists,proven_infeasible,milp_objective,best_bound,mip_gap,node_count,runtime_s,timeout
certification,d72b0faf5f15d90a27b3,3398796397,4,80,24,1920,104,1.0,FEASIBLE_TIME_LIMIT,False,True,False,985.2954568614751,934.2807304009131,0.051776069914158104,0,1.013550799980294,True
certification,a2f346cd6f27adb8d117,3051266465,5,80,24,1920,104,1.0,FEASIBLE_TIME_LIMIT,False,True,False,942.4968300908365,914.7641070536142,0.029424738791481605,0,1.0153004000312649,True
certification,858b7c3ace33ed4ea0f1,3914293497,6,80,24,1920,104,1.0,FEASIBLE_TIME_LIMIT,False,True,False,893.6963780573981,889.0451460550134,0.0052044879184750415,0,1.010051499994006,True
certification,5fadffc4904ed168d46c,1303254679,7,80,24,1920,104,1.0,FEASIBLE_TIME_LIMIT,False,True,False,913.3108729585718,893.3796542402393,0.021823038910910447,0,1.009245400025975,True
certification,5e802db0c42b8e9e7a1e,1900081504,8,80,24,1920,104,1.0,FEASIBLE_TIME_LIMIT,False,True,False,994.0509801509099,898.1510656370444,0.09647383929877182,0,1.008218900009524,True
certification,dddfeac4661d0d8f0ebd,3367495386,9,80,24,1920,104,1.0,FEASIBLE_TIME_LIMIT,False,True,False,1131.6399436933737,1004.9525096351507,0.11195030253593617,0,1.010839099995792,True
certification,de4565d9fece32d4e2c7,3558749655,10,80,24,1920,104,1.0,FEASIBLE_TIME_LIMIT,False,True,False,657.9077991489338,653.2604846655837,0.0070637777654586915,0,1.0085109999636188,True
certification,079da2673387802c3fd4,3954884075,11,80,24,1920,104,1.0,FEASIBLE_TIME_LIMIT,False,True,False,710.5326580119184,701.606596190096,0.01256249339305212,0,1.0091547999763861,True
certification,1e7b0daab02261e3e5aa,1621117247,12,80,24,1920,104,1.0,FEASIBLE_TIME_LIMIT,False,True,False,889.8597595085762,863.4942395703756,0.0296288484297356,0,1.0141293999622576,True
certification,b4deee02349824478b68,2993507040,13,80,24,1920,104,1.0,FEASIBLE_TIME_LIMIT,False,True,False,836.6805118428101,820.7080859865457,0.01909023292664572,0,1.022987199947238,True
certification,256b2f165880a1416ac8,4090549285,14,80,24,1920,104,1.0,FEASIBLE_TIME_LIMIT,False,True,False,940.3681891422076,902.1860205469648,0.04060342431412121,0,1.0075628000195138,True
certification,0f961b9be9b59f7791e6,3463604917,0,80,24,1920,104,5.0,FEASIBLE_TIME_LIMIT,False,True,False,1199.4739184367131,1161.947990309677,0.031285322298582476,3,5.009694600012153,True
certification,b9bbd714cb53682f7c86,2072330410,1,80,24,1920,104,5.0,FEASIBLE_TIME_LIMIT,False,True,False,1007.1432264482202,930.2449246102079,0.0763528958132409,0,5.009773900033906,True
certification,78cca4c8c8ca4ec43e4b,971390560,2,80,24,1920,104,5.0,FEASIBLE_TIME_LIMIT,False,True,False,796.8618871744156,765.6242980879687,0.039200756855384336,0,5.01905570004601,True
certification,8ae2d60994f1b0d2dafb,152433685,3,80,24,1920,104,5.0,FEASIBLE_TIME_LIMIT,False,True,False,934.6145478007028,914.3384938288941,0.02169456276870658,0,5.01898449996952,True
certification,d72b0faf5f15d90a27b3,3398796397,4,80,24,1920,104,5.0,FEASIBLE_TIME_LIMIT,False,True,False,983.5482133950869,935.1714611025238,0.049185949029964184,16,5.010165999992751,True
certification,a2f346cd6f27adb8d117,3051266465,5,80,24,1920,104,5.0,FEASIBLE_TIME_LIMIT,False,True,False,938.6475247993105,914.8062174657609,0.025399637993662245,1,5.009256500052288,True
certification,858b7c3ace33ed4ea0f1,3914293497,6,80,24,1920,104,5.0,OPTIMAL,True,True,False,893.6963780573973,893.6963780573973,0.0,1,2.9332193000009283,False
certification,5fadffc4904ed168d46c,1303254679,7,80,24,1920,104,5.0,FEASIBLE_TIME_LIMIT,False,True,False,910.3069550566339,896.7675807389169,0.014873416315790637,17,5.009177000029013,True
certification,5e802db0c42b8e9e7a1e,1900081504,8,80,24,1920,104,5.0,FEASIBLE_TIME_LIMIT,False,True,False,927.2103488609854,898.1637874564763,0.03132683046537482,0,5.010197099996731,True
certification,dddfeac4661d0d8f0ebd,3367495386,9,80,24,1920,104,5.0,FEASIBLE_TIME_LIMIT,False,True,False,1061.1069188157237,1005.097465432737,0.05278398659910499,0,5.016192300012335,True
certification,de4565d9fece32d4e2c7,3558749655,10,80,24,1920,104,5.0,OPTIMAL,True,True,False,657.9077991412681,657.9077991412681,0.0,7,2.4598281999933533,False
certification,079da2673387802c3fd4,3954884075,11,80,24,1920,104,5.0,OPTIMAL,True,True,False,703.265930493017,703.265930493017,0.0,1,1.599439000012353,False
certification,1e7b0daab02261e3e5aa,1621117247,12,80,24,1920,104,5.0,FEASIBLE_TIME_LIMIT,False,True,False,878.7202508117111,866.1009361256981,0.014361014980997669,92,5.009560100035742,True
certification,b4deee02349824478b68,2993507040,13,80,24,1920,104,5.0,OPTIMAL,True,True,False,825.4159059121928,825.4159059121929,0.0,48,3.3571904999553226,False
certification,256b2f165880a1416ac8,4090549285,14,80,24,1920,104,5.0,FEASIBLE_TIME_LIMIT,False,True,False,923.1471774047204,904.4295631124627,0.020275872309851277,10,5.009652799984906,True
