experiment,world_id,world_seed,replicate,N,K,binary_variables,constraints,time_limit_s,milp_status,optimal_certified,incumbent_exists,proven_infeasible,milp_objective,best_bound,mip_gap,node_count,runtime_s,timeout
certification,8b0dd582da5fd42a610b,1629395940,7,20,6,120,26,5.0,OPTIMAL,True,True,False,433.5455802578131,433.5455802578131,0.0,1,0.18472890002885833,False
certification,96d026790209e08aa21c,4118091891,8,20,6,120,26,5.0,OPTIMAL,True,True,False,458.8008787398267,458.8008787398267,0.0,1,0.12159640004392713,False
certification,6b362fabb0c5c00133d3,1653037131,9,20,6,120,26,5.0,OPTIMAL,True,True,False,515.9911389589398,515.9911389589398,0.0,5,0.30853889998979867,False
certification,2d875e172a92b5ecadae,773660282,10,20,6,120,26,5.0,OPTIMAL,True,True,False,378.9143069236874,378.9143069236874,0.0,48,0.5237668000045232,False
certification,8f96d0a5727aee57cf2c,576685639,11,20,6,120,26,5.0,OPTIMAL,True,True,False,316.61751090148505,316.61751090148505,0.0,1,0.01689640001859516,False
certification,b0f321047641231bc25a,2391912620,12,20,6,120,26,5.0,OPTIMAL,True,True,False,352.6753838287041,352.6753838287041,0.0,1,0.10907489998498932,False
certification,a90f46f2b80383e12810,742831704,13,20,6,120,26,5.0,OPTIMAL,True,True,False,419.02306176052457,419.02306176052457,0.0,1,0.23185280000325292,False
certification,f1ab2b816cdae3c83055,1889661962,14,20,6,120,26,5.0,OPTIMAL,True,True,False,526.9686964392744,526.9686964392744,0.0,1,0.08599289995618165,False
certification,331bc984cb5d56045e51,3630728269,0,30,9,270,39,1.0,OPTIMAL,True,True,False,487.45889208991935,487.45889208991935,0.0,1,0.29395110002951697,False
certification,aef0bedf6014425d5557,3035103785,1,30,9,270,39,1.0,OPTIMAL,True,True,False,516.4420047304397,516.4420047304397,0.0,1,0.4581150999874808,False
certification,ff115e3efc1bbaefc06c,1800973977,2,30,9,270,39,1.0,OPTIMAL,True,True,False,466.70009705367,466.70009705367,0.0,1,0.3528729000245221,False
certification,fd3ff7557ee8a899d99d,442201133,3,30,9,270,39,1.0,OPTIMAL,True,True,False,602.5628847023473,602.5628847023473,0.0,5,0.725389199971687,False
certification,52f111d0ebe89315a832,3116072350,4,30,9,270,39,1.0,OPTIMAL,True,True,False,505.75316321130697,505.75316321130697,0.0,1,0.32346389995655045,False
certification,7c071f32a7b9c3d63d27,809656039,5,30,9,270,39,1.0,FEASIBLE_TIME_LIMIT,False,True,False,596.4400486243353,579.7447361978304,0.027991601947273542,0,1.0045702999923378,True
certification,dae80d9f936334e5a69d,345191338,6,30,9,270,39,1.0,OPTIMAL,True,True,False,663.4946042143658,663.4946042143658,0.0,5,0.7106577000231482,False
certification,fc361321d1e8d7a38124,3564208894,7,30,9,270,39,1.0,OPTIMAL,True,True,False,535.4849010713938,535.4849010713938,0.0,29,0.6911052000359632,False
certification,347c24200b9dae349496,4269165416,8,30,9,270,39,1.0,FEASIBLE_TIME_LIMIT,False,True,False,669.4963959302913,661.4139719772691,0.012072393521687937,20,1.0044674999662675,True
certification,20f542632ef9d43de98c,4081500111,9,30,9,270,39,1.0,OPTIMAL,True,True,False,492.68248473353304,492.68248473353304,0.0,11,0.6770576999988407,False
certification,1018960ccbdf0726a5d4,3075791627,10,30,9,270,39,1.0,OPTIMAL,True,True,False,545.9452628109879,545.9452628109879,0.0,1,0.711185000021942,False
certification,2d9b03321534172a48c6,1514524791,11,30,9,270,39,1.0,FEASIBLE_TIME_LIMIT,False,True,False,514.2011228743021,490.7779941445111,0.04555246514993864,0,1.0066607000189833,True
certification,ba5e149b51bb709052a2,3122662529,12,30,9,270,39,1.0,FEASIBLE_TIME_LIMIT,False,True,False,744.6824753806079,706.7322551800561,0.050961613110548136,1,1.0060445999843068,True
certification,2e776cae59cca6d135e0,3916452049,13,30,9,270,39,1.0,FEASIBLE_TIME_LIMIT,False,True,False,624.6559303013051,611.4420748868138,0.021153814081485825,0,1.0079262999934144,True
certification,629c15e87d43b9cf1893,1250617963,14,30,9,270,39,1.0,OPTIMAL,True,True,False,634.6348730609627,634.6348730609626,0.0,19,0.8349768999614753,False
certification,331bc984cb5d56045e51,3630728269,0,30,9,270,39,5.0,OPTIMAL,True,True,False,487.45889208991935,487.45889208991935,0.0,1,0.2790389000438154,False
certification,aef0bedf6014425d5557,3035103785,1,30,9,270,39,5.0,OPTIMAL,True,True,False,516.4420047304397,516.4420047304397,0.0,1,0.458969299972523,False
certification,ff115e3efc1bbaefc06c,1800973977,2,30,9,270,39,5.0,OPTIMAL,True,True,False,466.70009705367,466.70009705367,0.0,1,0.33769800001755357,False
certification,fd3ff7557ee8a899d99d,442201133,3,30,9,270,39,5.0,OPTIMAL,True,True,False,602.5628847023473,602.5628847023473,0.0,5,0.643892899970524,False
certification,52f111d0ebe89315a832,3116072350,4,30,9,270,39,5.0,OPTIMAL,True,True,False,505.75316321130697,505.75316321130697,0.0,1,0.30906529998173937,False
certification,7c071f32a7b9c3d63d27,809656039,5,30,9,270,39,5.0,OPTIMAL,True,True,False,587.0831568927962,587.0831568927962,0.0,264,1.7204583000275306,False
certification,dae80d9f936334e5a69d,345191338,6,30,9,270,39,5.0,OPTIMAL,True,True,False,663.4946042143658,663.4946042143658,0.0,5,0.6393629999947734,False
certification,fc361321d1e8d7a38124,3564208894,7,30,9,270,39,5.0,OPTIMAL,True,True,False,535.4849010713938,535.4849010713938,0.0,29,0.6475382000207901,False
certification,347c24200b9dae349496,4269165416,8,30,9,270,39,5.0,OPTIMAL,True,True,False,668.9943490433733,668.9943490433733,0.0,49,1.259945300000254,False
certification,20f542632ef9d43de98c,4081500111,9,30,9,270,39,5.0,OPTIMAL,True,True,False,492.68248473353304,492.68248473353304,0.0,11,0.702690200007055,False
certification,1018960ccbdf0726a5d4,3075791627,10,30,9,270,39,5.0,OPTIMAL,True,True,False,545.9452628109879,545.9452628109879,0.0,1,0.6731165000237525,False
certification,2d9b03321534172a48c6,1514524791,11,30,9,270,39,5.0,OPTIMAL,True,True,False,514.2011228743021,514.2011228743021,0.0,216,2.9327457000035793,False
certification,ba5e149b51bb709052a2,3122662529,12,30,9,270,39,5.0,OPTIMAL,True,True,False,723.2741665047647,723.2741665047647,0.0,860,3.0153255999903195,False
certification,2e776cae59cca6d135e0,3916452049,13,30,9,270,39,5.0,OPTIMAL,True,True,False,624.6559303013026,624.6559303013026,0.0,787,3.066557099984493,False
certification,629c15e87d43b9cf1893,1250617963,14,30,9,270,39,5.0,OPTIMAL,True,True,False,634.6348730609627,634.6348730609626,0.0,19,0.900419499957934,False
certification,21d21fce56eabb11cf11,3466602207,0,40,12,480,52,1.0,FEASIBLE_TIME_LIMIT,False,True,False,563.5562436869368,558.0097952962822,0.009841871956502997,16,1.00493200001074,True
certification,10f9775200835622e810,3447073476,1,40,12,480,52,1.0,OPTIMAL,True,True,False,622.1277890491505,622.1277890491504,0.0,3,0.7574593999888748,False
certification,adb23a4e91985094be2f,3745505682,2,40,12,480,52,1.0,OPTIMAL,True,True,False,844.0344554136498,844.0344554136498,0.0,1,0.2761041999910958,False
certification,007daec6fc24ef0ceeda,1375321,3,40,12,480,52,1.0,FEASIBLE_TIME_LIMIT,False,True,False,801.0720995064585,780.8166847013911,0.02528538294811015,0,1.0043813999509439,True
certification,d258f23169d9b98ec9d2,737053741,4,40,12,480,52,1.0,FEASIBLE_TIME_LIMIT,False,True,False,724.7945796393419,684.9432817468594,0.05498288620247761,0,1.0109667999786325,True
certification,f0f7b0acb54a095b3e4b,3141418409,5,40,12,480,52,1.0,OPTIMAL,True,True,False,535.0430217987816,535.0430217987816,0.0,9,0.6800679999869317,False
certification,8a8cb188bb128ea133a0,1391629024,6,40,12,480,52,1.0,FEASIBLE_TIME_LIMIT,False,True,False,681.5602428558938,670.6954283765858,0.01594109191842217,0,1.00787400000263,True
certification,d32ea1865666bb160a8a,2579867698,7,40,12,480,52,1.0,OPTIMAL,True,True,False,638.9672219874205,638.9672219874205,0.0,35,0.7879406999563798,False
certification,1107e5b6e7f69f73db46,3734012098,8,40,12,480,52,1.0,FEASIBLE_TIME_LIMIT,False,True,False,634.2879051869738,626.8182817321239,0.011776392697647433,24,1.0027977999998257,True
certification,6f7b40da9a4dd51c7d47,2504191707,9,40,12,480,52,1.0,OPTIMAL,True,True,False,614.9883564395178,614.9883564395179,0.0,1,0.6281821000156924,False
certification,b5b12c16b0c45823fae4,1716354706,10,40,12,480,52,1.0,OPTIMAL,True,True,False,640.6898552842675,640.6898552842677,0.0,18,0.7122598999994807,False
certification,86008ef6e9086c609959,1053934551,11,40,12,480,52,1.0,FEASIBLE_TIME_LIMIT,False,True,False,1001.638659608046,982.476200138932,0.01913111009174965,0,1.0038552999612875,True
certification,c87b99af626423343611,3650246293,12,40,12,480,52,1.0,FEASIBLE_TIME_LIMIT,False,True,False,621.6897855887913,615.9011353075167,0.009311155523960049,1,1.0028281999984756,True
certification,f8080955ce5c427c085e,275511629,13,40,12,480,52,1.0,FEASIBLE_TIME_LIMIT,False,True,False,724.5610892985418,705.8468697257383,0.02582835298390227,0,1.0037887999787927,True
certification,dfe185ad25c108ba20ad,1379937573,14,40,12,480,52,1.0,OPTIMAL,True,True,False,562.0723549519413,562.0723549519413,0.0,7,0.705507899983786,False
certification,21d21fce56eabb11cf11,3466602207,0,40,12,480,52,5.0,OPTIMAL,True,True,False,563.5562436869368,563.5562436869368,0.0,34,1.1580491000204347,False
certification,10f9775200835622e810,3447073476,1,40,12,480,52,5.0,OPTIMAL,True,True,False,622.1277890491505,622.1277890491504,0.0,3,0.7210192999918945,False
certification,adb23a4e91985094be2f,3745505682,2,40,12,480,52,5.0,OPTIMAL,True,True,False,844.0344554136498,844.0344554136498,0.0,1,0.2814061000244692,False
certification,007daec6fc24ef0ceeda,1375321,3,40,12,480,52,5.0,OPTIMAL,True,True,False,800.8604683081644,800.8604683081644,0.0,119,3.839432400010992,False
certification,d258f23169d9b98ec9d2,737053741,4,40,12,480,52,5.0,FEASIBLE_TIME_LIMIT,False,True,False,701.7386088702209,687.9377117444827,0.01966672055846724,424,5.006009600008838,True
certification,f0f7b0acb54a095b3e4b,3141418409,5,40,12,480,52,5.0,OPTIMAL,True,True,False,535.0430217987816,535.0430217987816,0.0,9,0.707087499962654,False
certification,8a8cb188bb128ea133a0,1391629024,6,40,12,480,52,5.0,OPTIMAL,True,True,False,681.5602428558658,681.5602428558658,0.0,45,2.507266500033438,False
certification,d32ea1865666bb160a8a,2579867698,7,40,12,480,52,5.0,OPTIMAL,True,True,False,638.9672219874205,638.9672219874205,0.0,35,0.765082799945958,False
certification,1107e5b6e7f69f73db46,3734012098,8,40,12,480,52,5.0,OPTIMAL,True,True,False,634.2879051869738,634.2879051869738,0.0,62,1.3306769999908283,False
certification,6f7b40da9a4dd51c7d47,2504191707,9,40,12,480,52,5.0,OPTIMAL,True,True,False,614.9883564395178,614.9883564395179,0.0,1,0.6409846000024118,False
certification,b5b12c16b0c45823fae4,1716354706,10,40,12,480,52,5.0,OPTIMAL,True,True,False,640.6898552842675,640.6898552842677,0.0,18,0.6509362999931909,False
certification,86008ef6e9086c609959,1053934551,11,40,12,480,52,5.0,OPTIMAL,True,True,False,1001.4574129934396,1001.4574129934396,0.0,396,4.765391700027976,True
certification,c87b99af626423343611,3650246293,12,40,12,480,52,5.0,OPTIMAL,True,True,False,621.6897855887913,621.6897855887913,0.0,140,1.6076355999684893,False
certification,f8080955ce5c427c085e,275511629,13,40,12,480,52,5.0,OPTIMAL,True,True,False,714.4310897073641,714.4310897073641,0.0,26,2.71527560002869,False
certification,dfe185ad25c108ba20ad,1379937573,14,40,12,480,52,5.0,OPTIMAL,True,True,False,562.0723549519413,562.0723549519413,0.0,7,0.7037038000416942,False
certification,253e7fa3c687f3a16b2e,1940890763,0,50,15,750,65,1.0,FEASIBLE_TIME_LIMIT,False,True,False,924.23911243068,918.5456625720051,0.006160148150083822,0,1.008784800011199,True
certification,0d983816fb53af6f6210,31714198,1,50,15,750,65,1.0,FEASIBLE_TIME_LIMIT,False,True,False,638.7389873800313,609.9223019627251,0.045114962428559405,0,1.0050434000440873,True
certification,c90b09f02c4b2406d276,2695282539,2,50,15,750,65,1.0,FEASIBLE_TIME_LIMIT,False,True,False,742.0559466640392,736.5349006517714,0.007440201829913244,0,1.0033895000233315,True
certification,ef9248afd0a8db9c84e4,3258662310,3,50,15,750,65,1.0,FEASIBLE_TIME_LIMIT,False,True,False,967.5581542809106,943.1700144038797,0.025205864649196358,0,1.0071591999731027,True
certification,a03a44391b7fd0f3de28,802506328,4,50,15,750,65,1.0,FEASIBLE_TIME_LIMIT,False,True,False,773.6867526504411,767.4772870170142,0.008025813563635392,1,1.006671700044535,True
certification,05dd4616250895e9f4ca,3270522708,5,50,15,750,65,1.0,FEASIBLE_TIME_LIMIT,False,True,False,616.8532846407801,604.7537613556506,0.01961491263222435,0,1.0042876999941655,True
certification,fe333760f233a1db3c2d,3940932928,6,50,15,750,65,1.0,FEASIBLE_TIME_LIMIT,False,True,False,681.7454217902063,645.5633754866108,0.05307266487919269,0,1.0068749000201933,True
certification,bb1dbb776238b1f35b82,2959618763,7,50,15,750,65,1.0,FEASIBLE_TIME_LIMIT,False,True,False,683.2119913865567,648.8763929180662,0.050256141433945724,0,1.0041043999954127,True
certification,2ab3b50842bd4f07d294,882505719,8,50,15,750,65,1.0,FEASIBLE_TIME_LIMIT,False,True,False,601.2536303072861,580.6805016110517,0.03421705526454788,0,1.0032738000154495,True
certification,f03d17414d6a1bc3a719,3176630415,9,50,15,750,65,1.0,FEASIBLE_TIME_LIMIT,False,True,False,707.429864133813,671.4082872157619,0.05091893733120303,0,1.0049927000072785,True
certification,53659fa67cc02dc3f615,1221739434,10,50,15,750,65,1.0,FEASIBLE_TIME_LIMIT,False,True,False,686.5826625198508,679.4934368699718,0.010325378190967752,0,1.0045423000119627,True
certification,e130279b79ee22e8fcca,1250184317,11,50,15,750,65,1.0,FEASIBLE_TIME_LIMIT,False,True,False,757.2133876902204,748.6478555175324,0.01131191327561709,0,1.010101800027769,True
certification,220383dca1e739b2d705,2221225506,12,50,15,750,65,1.0,FEASIBLE_TIME_LIMIT,False,True,False,794.4555887821059,791.4132183174733,0.003829503508555568,0,1.0040584999951534,True
certification,df8babe0390a575d0c35,2048417440,13,50,15,750,65,1.0,FEASIBLE_TIME_LIMIT,False,True,False,694.6277312253521,689.9802486532092,0.006690609031609796,0,1.0043002999736927,True
certification,b78b47acd63507ed58b6,2025700208,14,50,15,750,65,1.0,FEASIBLE_TIME_LIMIT,False,True,False,680.5212011246368,647.8250914407864,0.048045688554326386,0,1.0173327999655157,True
certification,253e7fa3c687f3a16b2e,1940890763,0,50,15,750,65,5.0,OPTIMAL,True,True,False,924.23911243068,924.23911243068,0.0,36,1.6406775999930687,False
certification,0d983816fb53af6f6210,31714198,1,50,15,750,65,5.0,FEASIBLE_TIME_LIMIT,False,True,False,629.6580037712025,614.2928924759597,0.02440231237150452,495,5.005238999961875,True
certification,c90b09f02c4b2406d276,2695282539,2,50,15,750,65,5.0,OPTIMAL,True,True,False,742.0559466640373,742.0559466640373,0.0,26,1.996820000000298,False
certification,ef9248afd0a8db9c84e4,3258662310,3,50,15,750,65,5.0,FEASIBLE_TIME_LIMIT,False,True,False,959.3828964132598,946.5301966131773,0.013396840665112444,225,5.01055050001014,True
certification,a03a44391b7fd0f3de28,802506328,4,50,15,750,65,5.0,OPTIMAL,True,True,False,773.1820941711023,773.1820941711023,0.0,47,1.9567525999736972,False
certification,05dd4616250895e9f4ca,3270522708,5,50,15,750,65,5.0,OPTIMAL,True,True,False,615.2449526553213,615.2449526553213,0.0,119,2.829225299996324,False
certification,fe333760f233a1db3c2d,3940932928,6,50,15,750,65,5.0,FEASIBLE_TIME_LIMIT,False,True,False,666.0714762632473,646.3738278059998,0.029572874922904717,246,5.005462699977215,True
certification,bb1dbb776238b1f35b82,2959618763,7,50,15,750,65,5.0,OPTIMAL,True,True,False,660.3873192871217,660.3873192871217,0.0,633,4.588736200006679,False
certification,2ab3b50842bd4f07d294,882505719,8,50,15,750,65,5.0,FEASIBLE_TIME_LIMIT,False,True,False,592.9896737472721,588.160406635618,0.008143931210701635,421,5.012767800013535,True
certification,f03d17414d6a1bc3a719,3176630415,9,50,15,750,65,5.0,FEASIBLE_TIME_LIMIT,False,True,False,686.6470478200094,677.5248655603526,0.013285111016814594,311,5.008002899994608,True
certification,53659fa67cc02dc3f615,1221739434,10,50,15,750,65,5.0,OPTIMAL,True,True,False,685.3848045583853,685.3848045583853,0.0,19,1.5565533000044525,False
certification,e130279b79ee22e8fcca,1250184317,11,50,15,750,65,5.0,OPTIMAL,True,True,False,757.2133876901758,757.2133876901758,0.0,49,2.2364905999857,False
certification,220383dca1e739b2d705,2221225506,12,50,15,750,65,5.0,OPTIMAL,True,True,False,794.4555887810443,794.4555887810443,0.0,12,1.5630481999833137,False
certification,df8babe0390a575d0c35,2048417440,13,50,15,750,65,5.0,OPTIMAL,True,True,False,694.6277312253521,694.6277312253521,0.0,9,1.3289540000259876,False
certification,b78b47acd63507ed58b6,2025700208,14,50,15,750,65,5.0,OPTIMAL,True,True,False,663.282538578889,663.282538578889,0.0,165,3.5890468999859877,False
certification,5aff7008a60683f3675e,2165793988,0,60,18,1080,78,1.0,FEASIBLE_TIME_LIMIT,False,True,False,724.9079538201502,696.5090238083917,0.03917591173072471,0,1.0089076000149362,True
certification,45e9e58160e85f44347b,3910122835,1,60,18,1080,78,1.0,FEASIBLE_TIME_LIMIT,False,True,False,799.2155912827444,729.4154494248006,0.08733581103681208,0,1.0086010999511927,True
certification,494ebd54e7ed7e4dab4b,3236510141,2,60,18,1080,78,1.0,FEASIBLE_TIME_LIMIT,False,True,False,860.039627275222,836.6414331843959,0.027205948829307183,0,1.0119780999957584,True
certification,80b9627f4bbee1bb9746,281753635,3,60,18,1080,78,1.0,FEASIBLE_TIME_LIMIT,False,True,False,824.202811318073,814.3763498109529,0.01192238290403981,0,1.0071394999977201,True
certification,60998d4a14d479b025f8,461117214,4,60,18,1080,78,1.0,FEASIBLE_TIME_LIMIT,False,True,False,805.606827946981,790.5055703419787,0.01874519564771629,0,1.0295167999574915,True
certification,7867814f5cd717f69613,2671648364,5,60,18,1080,78,1.0,FEASIBLE_TIME_LIMIT,False,True,False,669.3773945560595,633.9473694683634,0.05292982012216559,0,1.0081237999838777,True
certification,c597c02a342f2c0f9305,666436821,6,60,18,1080,78,1.0,FEASIBLE_TIME_LIMIT,False,True,False,897.0631486877033,840.4070820395217,0.06315727798100138,0,1.0112816999899223,True
certification,ee4e6635e10efc2ba3d9,699655269,7,60,18,1080,78,1.0,FEASIBLE_TIME_LIMIT,False,True,False,869.9097838289463,858.2812057238821,0.013367567903283611,0,1.0087530000018887,True
certification,bb44601f3df8bc285775,3571094440,8,60,18,1080,78,1.0,FEASIBLE_TIME_LIMIT,False,True,False,826.5452536854069,729.583743212871,0.11730937905723021,0,1.0133826999808662,True
certification,d07bafe4cc4565c745cf,4120860776,9,60,18,1080,78,1.0,FEASIBLE_TIME_LIMIT,False,True,False,855.276144716829,829.2569665831925,0.030421961718868143,0,1.0073016000096686,True
certification,d4cb98cb2308e78bfc23,1089124362,10,60,18,1080,78,1.0,FEASIBLE_TIME_LIMIT,False,True,False,868.9458811581773,844.7685958182132,0.027823695196919893,0,1.0053210000041872,True
certification,392e7450a5a208a3e78d,4114326190,11,60,18,1080,78,1.0,FEASIBLE_TIME_LIMIT,False,True,False,751.2996804290317,692.8087153901877,0.0778530412863248,0,1.0078891000011936,True
certification,fb8ae16d080290e8814e,532616628,12,60,18,1080,78,1.0,FEASIBLE_TIME_LIMIT,False,True,False,631.0833454118349,625.7439590601649,0.008460667502143616,0,1.0064794999780133,True
certification,e140358bf76592d9e7f3,2306514374,13,60,18,1080,78,1.0,FEASIBLE_TIME_LIMIT,False,True,False,947.9973499923904,903.0900575124198,0.04737069410619244,0,1.0062547999550588,True
certification,9f5ef91a3098b1d36995,3387775171,14,60,18,1080,78,1.0,FEASIBLE_TIME_LIMIT,False,True,False,679.6187319257532,673.1242026449437,0.009556136368411655,3,1.004357700003311,True
certification,5aff7008a60683f3675e,2165793988,0,60,18,1080,78,5.0,FEASIBLE_TIME_LIMIT,False,True,False,724.9079538201502,698.8206275355341,0.035987087942876084,265,5.007146599993575,True
certification,45e9e58160e85f44347b,3910122835,1,60,18,1080,78,5.0,FEASIBLE_TIME_LIMIT,False,True,False,755.7611585633779,730.5173856697044,0.033401786540154105,82,5.008169399981853,True
certification,494ebd54e7ed7e4dab4b,3236510141,2,60,18,1080,78,5.0,FEASIBLE_TIME_LIMIT,False,True,False,857.6560468009292,839.5116275895089,0.02115582263903961,134,5.006569800025318,True
certification,80b9627f4bbee1bb9746,281753635,3,60,18,1080,78,5.0,OPTIMAL,True,True,False,823.6892218363029,823.6892218363029,0.0,305,4.627455500012729,False
certification,60998d4a14d479b025f8,461117214,4,60,18,1080,78,5.0,OPTIMAL,True,True,False,804.9978909342362,804.9978909342362,0.0,40,4.397791000024881,False
certification,7867814f5cd717f69613,2671648364,5,60,18,1080,78,5.0,FEASIBLE_TIME_LIMIT,False,True,False,658.5398709400758,637.9733679279539,0.031230459869898208,103,5.00828010000987,True
certification,c597c02a342f2c0f9305,666436821,6,60,18,1080,78,5.0,FEASIBLE_TIME_LIMIT,False,True,False,876.5311951955724,842.2073446016007,0.03915873249247381,50,5.007046099985018,True
certification,ee4e6635e10efc2ba3d9,699655269,7,60,18,1080,78,5.0,OPTIMAL,True,True,False,869.8879571670083,869.8879571670083,0.0,132,4.308713699982036,False
certification,bb44601f3df8bc285775,3571094440,8,60,18,1080,78,5.0,FEASIBLE_TIME_LIMIT,False,True,False,770.8211108031354,730.5811597440033,0.052204007512463145,19,5.007883300015237,True
certification,d07bafe4cc4565c745cf,4120860776,9,60,18,1080,78,5.0,FEASIBLE_TIME_LIMIT,False,True,False,855.276144716829,832.4941910354568,0.026636956756130536,107,5.0057912999764085,True
certification,d4cb98cb2308e78bfc23,1089124362,10,60,18,1080,78,5.0,FEASIBLE_TIME_LIMIT,False,True,False,868.9458811581773,847.557509599845,0.0246141583982476,364,5.008156700001564,True
certification,392e7450a5a208a3e78d,4114326190,11,60,18,1080,78,5.0,FEASIBLE_TIME_LIMIT,False,True,False,720.2388319595894,697.8902256887326,0.031029438124089898,31,5.0108675000374205,True
certification,fb8ae16d080290e8814e,532616628,12,60,18,1080,78,5.0,OPTIMAL,True,True,False,631.0833454118322,631.0833454118322,0.0,14,2.0520277000032365,False
certification,e140358bf76592d9e7f3,2306514374,13,60,18,1080,78,5.0,FEASIBLE_TIME_LIMIT,False,True,False,944.4536613097326,905.0942875693466,0.04167422431906707,12,5.007715600018855,True
certification,9f5ef91a3098b1d36995,3387775171,14,60,18,1080,78,5.0,OPTIMAL,True,True,False,679.6187319257532,679.6187319257532,0.0,9,1.1296414999524131,False
certification,0f961b9be9b59f7791e6,3463604917,0,80,24,1920,104,1.0,FEASIBLE_TIME_LIMIT,False,True,False,1214.0968299049596,1161.1380928937126,0.04361986268870549,0,1.0103767000255175,True
certification,b9bbd714cb53682f7c86,2072330410,1,80,24,1920,104,1.0,FEASIBLE_TIME_LIMIT,False,True,False,1022.6993139898024,930.1432372716649,0.09050174909871929,0,1.0161992000066675,True
certification,78cca4c8c8ca4ec43e4b,971390560,2,80,24,1920,104,1.0,FEASIBLE_TIME_LIMIT,False,True,False,837.4643337079495,764.0074515325048,0.08771344547917372,0,1.010183100006543,True
certification,8ae2d60994f1b0d2dafb,152433685,3,80,24,1920,104,1.0,FEASIBLE_TIME_LIMIT,False,True,False,977.8739264905424,912.7311793467002,0.06661671344242788,0,1.0124483000254259,True
