experiment,world_id,world_seed,replicate,scenario,scenario_label,pressure,capacity_cv,realized_cv,N,K,supply,demand,realized_pressure,milp_status,certified_feasible,proven_infeasible,censored,milp_objective,excess_capacity,coalition_size,milp_runtime_s
phase_diagram,bc0c7808d0bd41a375d6,400439319,2,uniform,Aleatorio,0.6,0.0,0.0,24,8,120.0,72.00000000000001,0.6000000000000001,OPTIMAL,True,False,False,307.555542171447,17.999999999999993,18.0,0.002291699987836182
phase_diagram,bc0c7808d0bd41a375d6,400439319,2,uniform,Aleatorio,0.6,0.15,0.14021572139164729,24,8,119.99999999999999,72.00000000000001,0.6000000000000002,OPTIMAL,True,False,False,270.5672436787921,9.502465206398176,16.0,0.011239100014790893
phase_diagram,bc0c7808d0bd41a375d6,400439319,2,uniform,Aleatorio,0.6,0.35,0.4835675161262105,24,8,119.99999999999999,72.00000000000001,0.6000000000000002,OPTIMAL,True,False,False,262.3673096402677,10.751398264850518,14.0,0.011925099999643862
phase_diagram,bc0c7808d0bd41a375d6,400439319,2,uniform,Aleatorio,0.6,0.65,0.5403520443436302,24,8,120.00000000000001,72.00000000000001,0.6000000000000001,OPTIMAL,True,False,False,236.86321872396425,12.352671689865007,13.999999999999998,0.017394500027876347
phase_diagram,bc0c7808d0bd41a375d6,400439319,2,uniform,Aleatorio,0.6,1.0,0.9778692752873404,24,8,120.0,72.00000000000001,0.6000000000000001,OPTIMAL,True,False,False,245.446568582183,21.590518206609623,13.0,0.03805159998591989
phase_diagram,dea0751bba2986f8a9c1,265932544,3,uniform,Aleatorio,0.6,0.0,0.0,24,8,120.0,71.99999999999999,0.5999999999999999,OPTIMAL,True,False,False,426.66127798997115,13.00000000000001,17.0,0.002187900012359023
phase_diagram,dea0751bba2986f8a9c1,265932544,3,uniform,Aleatorio,0.6,0.15,0.1418124610496338,24,8,120.0,71.99999999999999,0.5999999999999999,OPTIMAL,True,False,False,426.0540674483639,8.221245332223457,16.0,0.03665250004269183
phase_diagram,dea0751bba2986f8a9c1,265932544,3,uniform,Aleatorio,0.6,0.35,0.25814830426893,24,8,120.0,71.99999999999999,0.5999999999999999,OPTIMAL,True,False,False,396.29111901724,13.16315113481669,16.0,0.07940630003577098
phase_diagram,dea0751bba2986f8a9c1,265932544,3,uniform,Aleatorio,0.6,0.65,0.504847489498631,24,8,120.0,71.99999999999999,0.5999999999999999,OPTIMAL,True,False,False,406.9315301716108,10.83711872265318,12.999999999999662,0.2187926000333391
phase_diagram,dea0751bba2986f8a9c1,265932544,3,uniform,Aleatorio,0.6,1.0,1.2781015578642059,24,8,120.00000000000001,71.99999999999999,0.5999999999999998,OPTIMAL,True,False,False,334.3007118782373,24.66270061551873,11.999999999999996,0.0874142000102438
phase_diagram,f28cf7424cc1dcd5c340,4036208270,4,uniform,Aleatorio,0.6,0.0,0.0,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,319.33849081189584,23.000000000000014,19.0,0.002608400012832135
phase_diagram,f28cf7424cc1dcd5c340,4036208270,4,uniform,Aleatorio,0.6,0.15,0.13182083488498725,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,275.11392590317456,13.607265521765418,17.0,0.015324100037105381
phase_diagram,f28cf7424cc1dcd5c340,4036208270,4,uniform,Aleatorio,0.6,0.35,0.29811820441179243,24,8,119.99999999999999,72.0,0.6000000000000001,OPTIMAL,True,False,False,284.87303028222243,14.093589226960027,16.0,0.06243480002740398
phase_diagram,f28cf7424cc1dcd5c340,4036208270,4,uniform,Aleatorio,0.6,0.65,0.5006429416944018,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,272.9368349567207,19.6202793822375,15.999999999999975,0.025954500015359372
phase_diagram,f28cf7424cc1dcd5c340,4036208270,4,uniform,Aleatorio,0.6,1.0,0.9616623382225805,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,259.1506284291792,16.596273351408037,13.0,0.04158099996857345
phase_diagram,83981900c91405436d6b,4219504439,5,uniform,Aleatorio,0.6,0.0,0.0,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,389.4780225355044,22.999999999999996,19.0,0.004080799990333617
phase_diagram,83981900c91405436d6b,4219504439,5,uniform,Aleatorio,0.6,0.15,0.21136496901082852,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,357.0161306327523,18.1054711214311,17.999999999999993,0.13599330000579357
phase_diagram,83981900c91405436d6b,4219504439,5,uniform,Aleatorio,0.6,0.35,0.2800482023398281,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,315.2888215749448,5.6756817015366305,15.000000000000016,0.09740759996930137
phase_diagram,83981900c91405436d6b,4219504439,5,uniform,Aleatorio,0.6,0.65,0.7199594982656892,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,286.11258171643203,14.208591404039282,13.999999999999998,0.039079800015315413
phase_diagram,83981900c91405436d6b,4219504439,5,uniform,Aleatorio,0.6,1.0,0.6681963308432117,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,213.99604084738485,9.046265383708139,11.0,0.009903699974529445
phase_diagram,bae6cb90b96d5061c75d,2392326628,6,uniform,Aleatorio,0.6,0.0,0.0,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,374.90771083308175,17.999999999999993,18.0,0.002712800051085651
phase_diagram,bae6cb90b96d5061c75d,2392326628,6,uniform,Aleatorio,0.6,0.15,0.16247087332255827,24,8,120.00000000000003,72.0,0.5999999999999999,OPTIMAL,True,False,False,325.1548708307567,12.210359454770167,16.0,0.026002399972639978
phase_diagram,bae6cb90b96d5061c75d,2392326628,6,uniform,Aleatorio,0.6,0.35,0.24297079870850075,24,8,119.99999999999997,72.0,0.6000000000000001,OPTIMAL,True,False,False,323.8488381660404,9.06622221718531,15.000000000000002,0.03259190003154799
phase_diagram,bae6cb90b96d5061c75d,2392326628,6,uniform,Aleatorio,0.6,0.65,0.5335324212533429,24,8,120.00000000000003,72.0,0.5999999999999999,OPTIMAL,True,False,False,292.1566015833803,12.321902292325978,15.0,0.0316216999781318
phase_diagram,bae6cb90b96d5061c75d,2392326628,6,uniform,Aleatorio,0.6,1.0,0.8448546897569151,24,8,119.99999999999997,72.0,0.6000000000000001,OPTIMAL,True,False,False,313.3432379164693,15.340436587056686,14.0,0.019586000009439886
phase_diagram,1f0e2ae1e065a09e710f,942800228,7,uniform,Aleatorio,0.6,0.0,0.0,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,380.1790380108025,18.000000000000004,18.0,0.0025579999783076346
phase_diagram,1f0e2ae1e065a09e710f,942800228,7,uniform,Aleatorio,0.6,0.15,0.15570681208351014,24,8,120.00000000000001,72.0,0.6,OPTIMAL,True,False,False,314.81025098889535,10.386380617240974,16.0,0.02754869998898357
phase_diagram,1f0e2ae1e065a09e710f,942800228,7,uniform,Aleatorio,0.6,0.35,0.32195691772213153,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,336.0374349222081,11.445705683827551,16.000000000000014,0.08179910003673285
phase_diagram,1f0e2ae1e065a09e710f,942800228,7,uniform,Aleatorio,0.6,0.65,0.5058032226337504,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,296.0763167785991,11.714972284794854,14.999999999999995,0.053386100044008344
phase_diagram,1f0e2ae1e065a09e710f,942800228,7,uniform,Aleatorio,0.6,1.0,0.6444964739672575,24,8,120.00000000000001,72.0,0.6,OPTIMAL,True,False,False,278.0555312696257,14.540625311713939,11.999999999999979,0.056515100004617125
phase_diagram,8d9e80a04ffba166af1e,2017849251,8,uniform,Aleatorio,0.6,0.0,0.0,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,430.2541622968112,18.0,18.0,0.002921600011177361
phase_diagram,8d9e80a04ffba166af1e,2017849251,8,uniform,Aleatorio,0.6,0.15,0.1467140593984076,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,435.4631028395247,16.992530053572562,18.0,0.0766614000312984
phase_diagram,8d9e80a04ffba166af1e,2017849251,8,uniform,Aleatorio,0.6,0.35,0.3090149325237535,24,8,120.00000000000003,72.0,0.5999999999999999,OPTIMAL,True,False,False,373.792958062617,12.272028858927081,16.0,0.06526010000379756
phase_diagram,8d9e80a04ffba166af1e,2017849251,8,uniform,Aleatorio,0.6,0.65,0.569782531336652,24,8,120.00000000000001,72.0,0.6,OPTIMAL,True,False,False,362.319456720856,11.384594694234659,14.0,0.1025734999566339
phase_diagram,8d9e80a04ffba166af1e,2017849251,8,uniform,Aleatorio,0.6,1.0,0.9879495892795284,24,8,120.00000000000001,72.0,0.6,OPTIMAL,True,False,False,282.5941597315874,11.04337332186692,13.0,0.02400480001233518
phase_diagram,a0cfd56ba8e8bf264bc1,274416000,9,uniform,Aleatorio,0.6,0.0,0.0,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,651.3581758257033,27.999999999999993,20.0,0.002883100009057671
phase_diagram,a0cfd56ba8e8bf264bc1,274416000,9,uniform,Aleatorio,0.6,0.15,0.16177371202508248,24,8,120.00000000000001,72.0,0.6,OPTIMAL,True,False,False,508.3486129651135,10.244950258666602,17.000000000000046,0.14076350000686944
phase_diagram,a0cfd56ba8e8bf264bc1,274416000,9,uniform,Aleatorio,0.6,0.35,0.32722702076850774,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,316.42934142972456,6.061064635299122,12.999999999999996,0.05852520000189543
phase_diagram,a0cfd56ba8e8bf264bc1,274416000,9,uniform,Aleatorio,0.6,0.65,0.6910807679730315,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,315.72051312028316,11.497550590596212,13.000000000000005,0.04061989998444915
phase_diagram,a0cfd56ba8e8bf264bc1,274416000,9,uniform,Aleatorio,0.6,1.0,0.7383406315206642,24,8,119.99999999999999,72.0,0.6000000000000001,OPTIMAL,True,False,False,305.04371919349063,12.851453224276852,12.0,0.06680580001557246
phase_diagram,a101046e0509b7b1ce43,2720754986,10,uniform,Aleatorio,0.6,0.0,0.0,24,8,120.0,72.00000000000001,0.6000000000000001,OPTIMAL,True,False,False,347.368144445504,17.999999999999993,18.0,0.004130900022573769
phase_diagram,a101046e0509b7b1ce43,2720754986,10,uniform,Aleatorio,0.6,0.15,0.13527852845983726,24,8,120.0,72.00000000000001,0.6000000000000001,OPTIMAL,True,False,False,289.093806578684,14.287328536712373,17.0,0.035611399973277
phase_diagram,a101046e0509b7b1ce43,2720754986,10,uniform,Aleatorio,0.6,0.35,0.31863429140775773,24,8,120.0,72.00000000000001,0.6000000000000001,OPTIMAL,True,False,False,282.52605135061447,9.48633502407337,14.999999999999998,0.09007910004584119
phase_diagram,a101046e0509b7b1ce43,2720754986,10,uniform,Aleatorio,0.6,0.65,0.6924168030060003,24,8,120.0,72.00000000000001,0.6000000000000001,OPTIMAL,True,False,False,291.136951867955,11.322754743186502,14.0,0.04476700001396239
phase_diagram,a101046e0509b7b1ce43,2720754986,10,uniform,Aleatorio,0.6,1.0,0.8836341246529186,24,8,120.0,72.00000000000001,0.6000000000000001,OPTIMAL,True,False,False,341.4881908781151,20.154805028715277,14.99999999999996,0.06847679999191314
phase_diagram,beed3000012f6ae0f8a0,1779912509,11,uniform,Aleatorio,0.6,0.0,0.0,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,401.24218197062106,22.999999999999993,19.0,0.002561699948273599
phase_diagram,beed3000012f6ae0f8a0,1779912509,11,uniform,Aleatorio,0.6,0.15,0.17990371413029854,24,8,120.0,72.0,0.6,OPTIMAL,True,False,False,346.36394294657765,11.473507072497574,15.999999999999993,0.09211899997899309
phase_diagram,beed3000012f6ae0f8a0,1779912509,11,uniform,Aleatorio,0.6,0.35,0.4009410626412444,24,8,119.99999999999997,72.0,0.6000000000000001,OPTIMAL,True,False,False,298.10205591003495,5.326450133958363,14.0,0.041318100003991276
phase_diagram,beed3000012f6ae0f8a0,1779912509,11,uniform,Aleatorio,0.6,0.65,0.6056603742293054,24,8,119.99999999999999,72.0,0.6000000000000001,OPTIMAL,True,False,False,305.92287365901524,9.789049775901578,13.000000000000021,0.04494310001609847
phase_diagram,beed3000012f6ae0f8a0,1779912509,11,uniform,Aleatorio,0.6,1.0,1.212092911765347,24,8,119.99999999999999,72.0,0.6000000000000001,OPTIMAL,True,False,False,291.9194023544299,27.827849171499885,13.0,0.04096339998068288
phase_diagram,93d6d0194bd46a3f8143,1087279400,0,uniform,Aleatorio,0.75,0.0,0.0,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,405.62243122477196,14.999999999999995,21.0,0.002454300003591925
phase_diagram,93d6d0194bd46a3f8143,1087279400,0,uniform,Aleatorio,0.75,0.15,0.17463647965753076,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,400.0098940149965,12.186079774102733,19.999999999999996,0.05041050002910197
phase_diagram,93d6d0194bd46a3f8143,1087279400,0,uniform,Aleatorio,0.75,0.35,0.3969170212078057,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,408.1627385492085,11.381687126431547,19.0,0.08831540000392124
phase_diagram,93d6d0194bd46a3f8143,1087279400,0,uniform,Aleatorio,0.75,0.65,0.6490720218335895,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,431.3316185231409,13.75616918918072,18.99999999999997,0.1552382000372745
phase_diagram,93d6d0194bd46a3f8143,1087279400,0,uniform,Aleatorio,0.75,1.0,0.9846115743936628,24,8,120.00000000000001,90.0,0.7499999999999999,OPTIMAL,True,False,False,337.60809711591185,13.561343744835114,12.0,0.03043949999846518
phase_diagram,4b9e4454ab2c4346cce2,3956338004,1,uniform,Aleatorio,0.75,0.0,0.0,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,446.11847244061505,24.999999999999996,23.0,0.0024813999771140516
phase_diagram,4b9e4454ab2c4346cce2,3956338004,1,uniform,Aleatorio,0.75,0.15,0.16139063114174124,24,8,120.00000000000001,90.0,0.7499999999999999,OPTIMAL,True,False,False,388.0727000524061,7.443682819729109,18.999999999999986,0.07372179999947548
phase_diagram,4b9e4454ab2c4346cce2,3956338004,1,uniform,Aleatorio,0.75,0.35,0.3950238538818157,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,360.4419579027881,11.10130606428056,17.999999999999993,0.044102400017436594
phase_diagram,4b9e4454ab2c4346cce2,3956338004,1,uniform,Aleatorio,0.75,0.65,0.3976496699086938,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,319.24935434455597,6.956147511339045,17.0,0.01772309996886179
phase_diagram,4b9e4454ab2c4346cce2,3956338004,1,uniform,Aleatorio,0.75,1.0,0.7679123953133674,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,381.8202389244208,15.126410785037612,16.000000000000007,0.17999370000325143
phase_diagram,6ac493c87a2059dc82cd,1846819321,2,uniform,Aleatorio,0.75,0.0,0.0,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,583.4873051713311,25.0,23.0,0.002565200033131987
phase_diagram,6ac493c87a2059dc82cd,1846819321,2,uniform,Aleatorio,0.75,0.15,0.1371503699487274,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,502.67243343384484,16.71340408201102,21.0,0.029486500017810613
phase_diagram,6ac493c87a2059dc82cd,1846819321,2,uniform,Aleatorio,0.75,0.35,0.30098019165803275,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,482.05395753522794,12.296270125100673,20.0,0.02792829996906221
phase_diagram,6ac493c87a2059dc82cd,1846819321,2,uniform,Aleatorio,0.75,0.65,0.8380789435726141,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,400.131874379218,12.13608473999229,15.999999999999991,0.07919309998396784
phase_diagram,6ac493c87a2059dc82cd,1846819321,2,uniform,Aleatorio,0.75,1.0,1.2459047996146864,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,436.5116448701654,16.425540749383476,15.000000000000021,0.09880459995474666
phase_diagram,fe6bc606fc4f53d7d645,1625442857,3,uniform,Aleatorio,0.75,0.0,0.0,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,510.1034718138737,20.0,22.0,0.0025467000086791813
phase_diagram,fe6bc606fc4f53d7d645,1625442857,3,uniform,Aleatorio,0.75,0.15,0.11427581456626423,24,8,119.99999999999997,90.0,0.7500000000000002,OPTIMAL,True,False,False,470.31072441020666,15.214650501478996,20.99999999999997,0.31809620000422
phase_diagram,fe6bc606fc4f53d7d645,1625442857,3,uniform,Aleatorio,0.75,0.35,0.24185231052656664,24,8,120.00000000000001,90.0,0.7499999999999999,OPTIMAL,True,False,False,421.4520603577794,7.38407180139694,19.0,0.553698500036262
phase_diagram,fe6bc606fc4f53d7d645,1625442857,3,uniform,Aleatorio,0.75,0.65,0.6902245256534708,24,8,119.99999999999999,90.0,0.7500000000000001,OPTIMAL,True,False,False,351.44242241016246,9.325284737893636,16.999999999999943,0.29340140003478155
phase_diagram,fe6bc606fc4f53d7d645,1625442857,3,uniform,Aleatorio,0.75,1.0,0.6326004944413576,24,8,119.99999999999999,90.0,0.7500000000000001,OPTIMAL,True,False,False,288.70019507445926,4.076705905989748,13.999999999999993,0.03411579999374226
phase_diagram,232ac6056b5d19960493,417605005,4,uniform,Aleatorio,0.75,0.0,0.0,24,8,120.0,90.00000000000001,0.7500000000000001,OPTIMAL,True,False,False,397.8658202081512,9.999999999999993,20.0,0.002643299987539649
phase_diagram,232ac6056b5d19960493,417605005,4,uniform,Aleatorio,0.75,0.15,0.1349054646091044,24,8,120.0,90.00000000000001,0.7500000000000001,OPTIMAL,True,False,False,398.8748294233115,10.454787018296255,19.99999999999993,0.04508229997009039
phase_diagram,232ac6056b5d19960493,417605005,4,uniform,Aleatorio,0.75,0.35,0.35525638228890655,24,8,120.0,90.00000000000001,0.7500000000000001,OPTIMAL,True,False,False,387.14288780564056,4.247748462195338,18.0,0.023311099968850613
phase_diagram,232ac6056b5d19960493,417605005,4,uniform,Aleatorio,0.75,0.65,0.6896049245050061,24,8,120.0,90.00000000000001,0.7500000000000001,OPTIMAL,True,False,False,347.32396926531095,11.458131930739208,15.999999999999998,0.12751940003363416
phase_diagram,232ac6056b5d19960493,417605005,4,uniform,Aleatorio,0.75,1.0,0.7009275801197897,24,8,120.00000000000001,90.00000000000001,0.75,OPTIMAL,True,False,False,373.30050621116595,7.999723596431293,16.0,0.3921015000087209
phase_diagram,0f13ea34d1c4bbb29a0d,4131293536,5,uniform,Aleatorio,0.75,0.0,0.0,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,532.8208709197265,20.000000000000004,22.0,0.0024072000524029136
phase_diagram,0f13ea34d1c4bbb29a0d,4131293536,5,uniform,Aleatorio,0.75,0.15,0.14718190681900417,24,8,120.00000000000001,90.0,0.7499999999999999,OPTIMAL,True,False,False,422.78793978776827,12.868740022785945,20.0,0.038864799949806184
phase_diagram,0f13ea34d1c4bbb29a0d,4131293536,5,uniform,Aleatorio,0.75,0.35,0.39952988733397593,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,444.3777002186417,7.648418808089456,19.000000000000004,0.08625630004098639
phase_diagram,0f13ea34d1c4bbb29a0d,4131293536,5,uniform,Aleatorio,0.75,0.65,0.5166708498790719,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,399.45366062059134,8.605995073851727,16.99999999999953,0.11863569996785372
phase_diagram,0f13ea34d1c4bbb29a0d,4131293536,5,uniform,Aleatorio,0.75,1.0,1.3127428755865098,24,8,119.99999999999999,90.0,0.7500000000000001,OPTIMAL,True,False,False,407.97153097968675,11.676052347581743,14.0,0.05769029998918995
phase_diagram,5122586d499b3f0d50aa,2626549425,6,uniform,Aleatorio,0.75,0.0,0.0,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,393.96869177021705,24.999999999999986,23.0,0.00333510001655668
phase_diagram,5122586d499b3f0d50aa,2626549425,6,uniform,Aleatorio,0.75,0.15,0.17162413334544316,24,8,119.99999999999999,90.0,0.7500000000000001,OPTIMAL,True,False,False,366.9823416630462,19.646565391335052,21.999999999999993,0.47845090000191703
phase_diagram,5122586d499b3f0d50aa,2626549425,6,uniform,Aleatorio,0.75,0.35,0.33496206318171434,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,341.568989683193,13.290619069886013,20.0,0.03945070004556328
phase_diagram,5122586d499b3f0d50aa,2626549425,6,uniform,Aleatorio,0.75,0.65,0.5467291122115392,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,233.51172332300305,8.560381245034348,16.999999999999993,0.06367819994920865
phase_diagram,5122586d499b3f0d50aa,2626549425,6,uniform,Aleatorio,0.75,1.0,0.7302321347946419,24,8,119.99999999999999,90.0,0.7500000000000001,OPTIMAL,True,False,False,267.3196514604575,17.668436572959727,18.999999999999964,0.14990730001591146
phase_diagram,9c489b848a70584d5ad5,1525211390,7,uniform,Aleatorio,0.75,0.0,0.0,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,653.3402092634594,25.0,23.0,0.0044377000303938985
phase_diagram,9c489b848a70584d5ad5,1525211390,7,uniform,Aleatorio,0.75,0.15,0.17330483626124646,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,474.51811495024884,8.836983028067888,19.000000000000007,0.11576610000338405
phase_diagram,9c489b848a70584d5ad5,1525211390,7,uniform,Aleatorio,0.75,0.35,0.2768387837043577,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,521.4532574932754,6.4185736442697925,19.000000000000085,0.3813120999839157
phase_diagram,9c489b848a70584d5ad5,1525211390,7,uniform,Aleatorio,0.75,0.65,0.559085870019381,24,8,119.99999999999999,90.0,0.7500000000000001,OPTIMAL,True,False,False,465.86898930151335,5.516263037813402,16.0,0.0407499999855645
phase_diagram,9c489b848a70584d5ad5,1525211390,7,uniform,Aleatorio,0.75,1.0,0.8927566510890944,24,8,119.99999999999997,90.0,0.7500000000000002,OPTIMAL,True,False,False,381.1443209379678,6.608337105242962,12.0,0.0291966000222601
phase_diagram,c80b364fddd6521d79e7,1645612216,8,uniform,Aleatorio,0.75,0.0,0.0,24,8,120.0,89.99999999999997,0.7499999999999998,OPTIMAL,True,False,False,646.7038695881025,25.000000000000018,23.0,0.0024031000211834908
phase_diagram,c80b364fddd6521d79e7,1645612216,8,uniform,Aleatorio,0.75,0.15,0.17893404154320505,24,8,120.0,89.99999999999997,0.7499999999999998,OPTIMAL,True,False,False,458.139719243825,7.209918656137065,19.0,0.027323299960698932
phase_diagram,c80b364fddd6521d79e7,1645612216,8,uniform,Aleatorio,0.75,0.35,0.31573477678847633,24,8,120.0,89.99999999999997,0.7499999999999998,OPTIMAL,True,False,False,477.48975752919415,3.8812599720512653,16.999999999999567,0.34466210001846775
phase_diagram,c80b364fddd6521d79e7,1645612216,8,uniform,Aleatorio,0.75,0.65,0.541644439441074,24,8,120.0,89.99999999999997,0.7499999999999998,OPTIMAL,True,False,False,450.63109904392337,8.8076116820761,17.000000000000004,0.0738802999840118
phase_diagram,c80b364fddd6521d79e7,1645612216,8,uniform,Aleatorio,0.75,1.0,0.5525178513407618,24,8,119.99999999999999,89.99999999999997,0.7499999999999999,OPTIMAL,True,False,False,424.52798003718107,11.102309645210747,17.0,0.030247699993196875
phase_diagram,679d75b55678b5b06aa3,1090183003,9,uniform,Aleatorio,0.75,0.0,0.0,24,8,120.0,90.00000000000003,0.7500000000000002,OPTIMAL,True,False,False,556.1036802201753,24.99999999999998,23.0,0.0024098000139929354
phase_diagram,679d75b55678b5b06aa3,1090183003,9,uniform,Aleatorio,0.75,0.15,0.1502414278107038,24,8,119.99999999999997,90.00000000000003,0.7500000000000004,OPTIMAL,True,False,False,447.5562106827824,15.152847453943027,20.999999999999954,0.07953129999805242
phase_diagram,679d75b55678b5b06aa3,1090183003,9,uniform,Aleatorio,0.75,0.35,0.3359801766662321,24,8,119.99999999999999,90.00000000000003,0.7500000000000003,OPTIMAL,True,False,False,434.0556528729405,10.140180778302783,19.0,0.0847527000005357
phase_diagram,679d75b55678b5b06aa3,1090183003,9,uniform,Aleatorio,0.75,0.65,0.781478385781133,24,8,120.00000000000001,90.00000000000003,0.7500000000000001,OPTIMAL,True,False,False,409.6265246192661,9.158012667799639,16.0,0.043470799981150776
phase_diagram,679d75b55678b5b06aa3,1090183003,9,uniform,Aleatorio,0.75,1.0,0.7948067960328145,24,8,120.0,90.00000000000003,0.7500000000000002,OPTIMAL,True,False,False,326.9975227075877,12.805316778463734,16.999999999999993,0.019545899995137006
phase_diagram,cd8fc2159110567e9558,134612594,10,uniform,Aleatorio,0.75,0.0,0.0,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,407.1184987508236,20.0,22.0,0.002704799990169704
phase_diagram,cd8fc2159110567e9558,134612594,10,uniform,Aleatorio,0.75,0.15,0.12617460175816742,24,8,120.00000000000003,90.0,0.7499999999999998,OPTIMAL,True,False,False,374.52705200879575,12.730116557500773,20.0,0.014093399979174137
phase_diagram,cd8fc2159110567e9558,134612594,10,uniform,Aleatorio,0.75,0.35,0.4226722161238796,24,8,120.00000000000001,90.0,0.7499999999999999,OPTIMAL,True,False,False,323.7111251127615,8.042216461329984,18.0,0.12699610000709072
phase_diagram,cd8fc2159110567e9558,134612594,10,uniform,Aleatorio,0.75,0.65,0.5207757786531333,24,8,120.0,90.0,0.75,OPTIMAL,True,False,False,288.0785217560456,4.771969996442385,17.0,0.021573400008492172
