campaign_id,experiment,block,world_key,world_id,world_seed,scenario,N,K,robots_per_load,capacity_cv,realized_cv,pressure,graph_regime,graph_edges,graph_connected,br_status,br_phase,br_feasible,br_distance,br_deficit,br_rounds,br_bytes_per_agent,hstar_order,hstar_category,searched_through,phase,witness_robots,witness_old_actions,witness_new_actions,witness_delta_deficit,witness_delta_distance,search_runtime_ms,br_assignment,gap_br,gap_2br,gap_c3
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r19,clustered-p0.7-r19,1249738459,clustered,16,5,3.2,0.0,0.0,0.7,medium,88,True,LOCAL_MINIMUM,G,True,585.1979560348499,0.0,30,488.25,2.0,2,3,G,6;12,3;2,2;3,0.0,-69.46538682205005,12.323000002652407,1;1;2;4;4;0;3;3;3;4;-1;0;2;3;-1;0,0.827909853422072,0.0097633117228018,0.0
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r2,clustered-p0.7-r2,1118387564,clustered,16,5,3.2,0.0,0.0,0.7,medium,69,True,LOCAL_MINIMUM,G,True,471.4390554488262,0.0,30,525.0,2.0,2,3,G,1;14,2;4,4;2,0.0,-49.01231000091269,8.020200009923428,3;2;0;3;-1;4;3;1;0;0;-1;2;2;2;4;1,0.3567088034271496,1.63584170411877e-16,1.63584170411877e-16
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r20,clustered-p0.7-r20,1402622875,clustered,16,5,3.2,0.0,0.0,0.7,medium,86,True,LOCAL_MINIMUM,G,True,577.4650857820388,0.0,31,549.75,2.0,2,3,G,8;12,1;2,2;1,0.0,-52.98708322657586,10.02760001574643,4;2;3;4;0;-1;4;0;1;1;1;4;2;2;4;3,0.4463301957755404,1.4237112364665952e-16,0.0
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r21,clustered-p0.7-r21,2884050580,clustered,16,5,3.2,0.0,0.0,0.7,medium,61,True,LOCAL_MINIMUM,G,True,426.6478395435137,0.0,29,468.75,2.0,2,3,G,7;8,0;2,2;0,0.0,-35.58777150927686,7.04060000134632,0;-1;0;4;1;2;3;0;2;-1;1;1;3;4;-1;4,0.5503191007069591,0.0029001103439584,0.0029001103439584
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r22,clustered-p0.7-r22,2668705582,clustered,16,5,3.2,0.0,0.0,0.7,medium,53,True,LOCAL_MINIMUM,G,True,670.856174001658,0.0,30,540.75,2.0,2,3,G,12;15,-1;4,4;-1,0.0,-45.76273114841011,9.43500001449138,1;2;2;0;3;4;4;3;0;-1;0;1;-1;4;2;4,0.6900257785136142,0.0974294123306045,-1.4320035640511986e-16
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r23,clustered-p0.7-r23,1897494695,clustered,16,5,3.2,0.0,0.0,0.7,medium,62,True,LOCAL_MINIMUM,G,True,455.73580686224886,0.0,28,459.75,2.0,2,3,G,9;14,3;4,4;3,0.0,-64.18495202529614,6.7300999944563955,1;1;-1;4;1;0;4;4;2;3;4;-1;-1;-1;4;2,0.3401923128939281,0.0145880667404567,0.0
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r24,clustered-p0.7-r24,1705526903,clustered,16,5,3.2,0.0,0.0,0.7,medium,44,True,LOCAL_MINIMUM,G,True,490.4734238561104,0.0,30,546.0,2.0,2,3,G,2;7,3;-1,-1;3,0.0,-34.557794377843685,8.921800006646663,2;1;3;4;0;1;4;-1;2;-1;0;2;0;1;4;1,0.6479787038065734,0.1193776211774045,0.0477631094521016
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r25,clustered-p0.7-r25,2117271888,clustered,16,5,3.2,0.0,0.0,0.7,medium,58,True,LOCAL_MINIMUM,G,True,537.7501301945537,0.0,29,510.75,2.0,2,3,G,5;9,0;2,2;0,0.0,-39.29703707141802,7.195899990620092,2;-1;4;1;1;0;2;0;4;2;-1;-1;2;3;0;0,1.0310461509086142,0.0065202625492711,-2.1469377801909742e-16
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r26,clustered-p0.7-r26,1988816673,clustered,16,5,3.2,0.0,0.0,0.7,medium,79,True,LOCAL_MINIMUM,G,True,456.51836455869875,0.0,30,514.5,2.0,2,3,G,8;11,4;2,2;4,0.0,-72.08664628626738,15.664300008211285,2;2;-1;4;0;3;0;3;4;0;3;2;-1;4;4;1,0.4180988167300571,0.0617522846363285,0.0
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r27,clustered-p0.7-r27,1591029825,clustered,16,5,3.2,0.0,0.0,0.7,medium,61,True,LOCAL_MINIMUM,G,True,589.3555718150716,0.0,30,509.25,2.0,2,3,G,10;13,2;1,1;2,0.0,-66.40919444435205,9.233100019628182,2;3;1;-1;2;3;0;4;4;2;2;2;2;1;-1;1,0.3235862316685639,-1.2766005814354568e-16,-1.2766005814354568e-16
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r28,clustered-p0.7-r28,4252403446,clustered,16,5,3.2,0.0,0.0,0.7,medium,59,True,LOCAL_MINIMUM,G,True,628.234620155312,0.0,29,484.5,2.0,2,3,G,7;12,3;-1,-1;3,0.0,-49.43802546274724,9.16069999220781,-1;1;4;0;4;3;1;3;0;-1;0;2;-1;1;2;0,1.1771435134629795,-1.969905457061128e-16,-1.969905457061128e-16
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r29,clustered-p0.7-r29,1585106483,clustered,16,5,3.2,0.0,0.0,0.7,medium,79,True,LOCAL_MINIMUM,G,True,472.0218602327597,0.0,29,453.0,2.0,2,3,G,6;9,2;1,1;2,0.0,-63.47068540446118,8.820499991998076,2;-1;1;3;4;1;2;3;-1;1;0;1;3;1;-1;0,0.7999037501405639,0.0,0.0
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r3,clustered-p0.7-r3,2411643392,clustered,16,5,3.2,0.0,0.0,0.7,medium,48,True,LOCAL_MINIMUM,G,True,498.4347725194276,0.0,29,537.0,2.0,2,3,G,2;5,4;3,3;4,0.0,-67.69829482334151,5.7631999952718616,2;0;4;0;-1;3;-1;0;1;-1;4;0;1;4;2;1,0.9419321134124696,0.0162083365681162,2.2146540853077542e-16
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r4,clustered-p0.7-r4,630155675,clustered,16,5,3.2,0.0,0.0,0.7,medium,63,True,LOCAL_MINIMUM,G,True,514.6110617547761,0.0,30,509.25,2.0,2,3,G,3;10,-1;3,3;-1,0.0,-28.891816307523428,7.031200017081574,2;1;-1;-1;2;4;3;4;4;0;3;3;0;1;2;1,0.3804901617668146,0.0,0.0
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r5,clustered-p0.7-r5,2073823809,clustered,16,5,3.2,0.0,0.0,0.7,medium,45,True,LOCAL_MINIMUM,G,True,612.0108846796219,0.0,29,505.5,2.0,2,3,G,7;14,3;4,4;3,0.0,-41.718664392513446,10.498100018594414,0;0;3;2;3;-1;0;3;1;4;1;0;-1;-1;4;1,0.4647415622911305,0.0536678464441246,-1.36044832261006e-16
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r6,clustered-p0.7-r6,836220195,clustered,16,5,3.2,0.0,0.0,0.7,medium,86,True,LOCAL_MINIMUM,G,True,556.5245708123699,0.0,28,449.25,2.0,2,3,G,6;13,3;0,0;3,0.0,-83.92173584799336,8.921100001316518,4;3;-1;1;2;1;3;1;-1;1;-1;1;3;0;-1;3,0.3757900424550574,-2.810463859076154e-16,-2.810463859076154e-16
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r7,clustered-p0.7-r7,1305592889,clustered,16,5,3.2,0.0,0.0,0.7,medium,62,True,LOCAL_MINIMUM,G,True,608.0336949678826,0.0,30,509.25,2.0,2,3,G,4;6,2;3,3;2,0.0,-31.12051895940573,8.678500016685575,1;3;4;-1;2;3;3;-1;4;3;3;4;1;0;2;1,0.1571970433993983,0.0160202320566098,2.1636641780490527e-16
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r8,clustered-p0.7-r8,2033991165,clustered,16,5,3.2,0.0,0.0,0.7,medium,54,True,LOCAL_MINIMUM,G,True,703.4370724664859,0.0,29,484.5,2.0,2,3,G,3;14,0;-1,-1;0,0.0,-55.074221995534955,12.308800010941923,1;3;4;0;2;-1;3;3;2;4;2;-1;3;0;-1;2,0.738072998813599,0.0196295492816052,2.809007808923211e-16
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.0:r9,clustered-p0.7-r9,3241760457,clustered,16,5,3.2,0.0,0.0,0.7,medium,42,True,LOCAL_MINIMUM,G,True,484.02074313898106,0.0,29,510.75,2.0,2,3,G,1;8,0;4,4;0,0.0,-43.48550949693736,5.66419999813661,0;0;1;0;1;2;3;4;4;-1;2;0;-1;-1;2;2,0.5886707082921183,0.0159240888435691,0.0159240888435691
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r0,clustered-p0.7-r0,2740995697,clustered,16,5,3.2,0.35,0.38307485414838266,0.7,medium,52,True,LOCAL_MINIMUM,G,True,556.1542323113716,0.0,30,514.5,2.0,2,3,G,10;12,4;2,2;4,0.0,-40.952243098918316,6.095599994296208,1;1;-1;4;3;0;1;2;3;-1;4;0;2;0;4;0,0.55014025509955,0.0652772940401904,0.0652772940401904
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r1,clustered-p0.7-r1,1963205955,clustered,16,5,3.2,0.35,0.2579828830793224,0.7,medium,43,True,LOCAL_MINIMUM,G,True,745.9659649827493,0.0,29,484.5,2.0,2,3,G,2;6,2;1,1;2,0.0,-70.31986352982307,4.793400003109127,0;0;2;-1;4;4;1;3;3;3;-1;4;2;0;1;-1,1.295195375959984,0.2119573718774852,0.159518137573208
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r10,clustered-p0.7-r10,3379527504,clustered,16,5,3.2,0.35,0.24831238948664563,0.7,medium,43,True,LOCAL_MINIMUM,G,True,480.6496556640994,0.0,39,551.25,2.0,2,3,G,9;10,3;1,1;3,0.0,-44.55577380791848,9.13399999262765,3;-1;2;-1;3;4;0;0;2;3;1;1;1;-1;0;-1,0.7128103400402822,0.0760451757456599,0.0512892954158151
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r11,clustered-p0.7-r11,1563327330,clustered,16,5,3.2,0.35,0.2798337057334391,0.7,medium,70,True,LOCAL_MINIMUM,G,True,517.6652983536582,0.0,43,651.75,2.0,2,3,G,5;6,0;4,4;0,0.0,-94.86147805475397,10.139500023797154,2;3;-1;2;-1;0;4;4;1;0;4;-1;3;0;1;4,1.116304828145958,1.5105069126310808e-15,1.5105069126310808e-15
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r12,clustered-p0.7-r12,2441075953,clustered,16,5,3.2,0.35,0.266860292174767,0.7,medium,53,True,LOCAL_MINIMUM,G,True,472.86530949184595,0.0,34,642.75,2.0,2,3,G,1;3,3;-1,-1;3,0.0,-30.367582862722237,5.428500007838011,0;3;4;-1;-1;3;1;1;2;0;-1;4;3;-1;1;3,0.820615601586701,0.1759562859791838,8.75429118170906e-16
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r13,clustered-p0.7-r13,3167094121,clustered,16,5,3.2,0.35,0.2400563397245869,0.7,medium,88,True,LOCAL_MINIMUM,G,True,532.6204979978705,0.0,39,539.25,2.0,2,3,G,5;14,3;1,1;3,0.0,-53.51065636773939,14.915499981725588,2;-1;1;0;0;3;4;-1;4;2;3;2;-1;4;1;2,0.6708804947680123,0.0341170691146172,0.0
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r14,clustered-p0.7-r14,2732908252,clustered,16,5,3.2,0.35,0.2825311080273366,0.7,medium,60,True,LOCAL_MINIMUM,G,True,552.7538817597214,0.0,39,600.75,2.0,2,3,G,0;6,1;3,3;1,0.0,-54.151505252445276,9.867199987638742,1;0;-1;-1;0;2;3;2;4;2;0;4;0;3;-1;-1,0.5542482761121793,0.0242167704491461,0.0160994474357517
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r15,clustered-p0.7-r15,3846953599,clustered,16,5,3.2,0.35,0.31906572405226524,0.7,medium,65,True,LOCAL_MINIMUM,G,True,495.4814802179612,0.0,43,611.25,2.0,2,3,G,4;14,1;-1,-1;1,0.0,-34.028009683331064,6.626299989875406,-1;3;3;4;1;-1;0;4;4;3;-1;3;2;4;-1;2,0.4788311739383345,0.210659210155054,0.0043641214664645
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r16,clustered-p0.7-r16,2552720052,clustered,16,5,3.2,0.35,0.28992044081022844,0.7,medium,87,True,LOCAL_MINIMUM,G,True,751.2816420716144,0.0,38,599.25,2.0,2,3,G,2;7,2;3,3;2,0.0,-79.4144708705343,8.282599999802187,3;1;2;-1;1;-1;3;3;3;-1;1;2;2;0;3;4,1.3785967468470837,0.1567777709289602,0.1119130489313177
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r17,clustered-p0.7-r17,3231926979,clustered,16,5,3.2,0.35,0.22778637031831356,0.7,medium,97,True,LOCAL_MINIMUM,G,True,563.3292214074777,0.0,30,504.0,2.0,2,3,G,0;10,4;1,1;4,0.0,-33.72741819457515,13.039400015259162,4;3;0;4;-1;0;1;0;3;1;1;2;-1;1;2;2,0.9923791676901452,0.0131051978099235,-2.0104343828568806e-16
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r18,clustered-p0.7-r18,2146648384,clustered,16,5,3.2,0.35,0.33075955517503464,0.7,medium,64,True,LOCAL_MINIMUM,G,True,556.5458720118324,0.0,33,576.0,2.0,2,3,G,7;15,3;-1,-1;3,0.0,-50.402408273850035,12.397899990901351,4;2;0;4;1;-1;0;3;1;0;2;0;0;-1;3;-1,0.9278149220798834,0.2712906602872412,0.0643781240238817
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r19,clustered-p0.7-r19,1249738459,clustered,16,5,3.2,0.35,0.3742466808535029,0.7,medium,88,True,LOCAL_MINIMUM,G,True,421.89443283246146,0.0,40,539.25,2.0,2,3,G,2;5,-1;2,2;-1,0.0,-26.45949468917784,13.590000016847625,0;3;-1;-1;2;2;1;-1;0;1;4;0;2;4;3;4,0.764437345545766,0.1338333150201222,-3.5659388918627556e-16
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r2,clustered-p0.7-r2,1118387564,clustered,16,5,3.2,0.35,0.29176874316101636,0.7,medium,69,True,LOCAL_MINIMUM,G,True,626.2433998667558,0.0,30,525.0,2.0,2,3,G,9;12,2;4,4;2,0.0,-69.63473380385727,12.951100012287498,3;2;3;3;0;-1;1;1;-1;2;2;2;4;2;4;0,1.262625722996452,0.0037965834784246,0.0037965834784246
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r20,clustered-p0.7-r20,1402622875,clustered,16,5,3.2,0.35,0.47291656402319415,0.7,medium,86,True,LOCAL_MINIMUM,G,True,535.4929457375054,0.0,36,579.75,2.0,2,3,G,2;11,3;1,1;3,0.0,-66.95669003170053,18.320500006666407,0;2;3;2;3;4;2;-1;-1;4;1;1;1;4;4;0,0.9899171864828472,0.2828307394032099,0.0534189187063571
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r21,clustered-p0.7-r21,2884050580,clustered,16,5,3.2,0.35,0.3085393430050342,0.7,medium,61,True,LOCAL_MINIMUM,G,True,450.49873871171104,0.0,42,621.75,2.0,2,3,G,10;12,0;1,1;0,0.0,-57.97252616840236,6.767299986677244,3;4;4;2;2;-1;1;-1;0;4;0;-1;1;1;0;-1,1.0493936640038233,0.027366282022956,0.0266832637505391
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r22,clustered-p0.7-r22,2668705582,clustered,16,5,3.2,0.35,0.32605436384565045,0.7,medium,53,True,LOCAL_MINIMUM,G,True,523.1461670951413,0.0,38,621.75,2.0,2,3,G,6;12,2;-1,-1;2,0.0,-46.14224329665637,10.31039998633787,-1;3;1;0;0;1;2;3;-1;4;2;-1;-1;4;4;2,0.863726362160658,0.1735597532624175,0.092211062686879
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r23,clustered-p0.7-r23,1897494695,clustered,16,5,3.2,0.35,0.3059054436883372,0.7,medium,62,True,LOCAL_MINIMUM,G,True,661.5857495217828,0.0,28,454.5,2.0,2,3,G,2;6,1;-1,-1;1,0.0,-43.21435329146932,11.370499996701255,4;0;1;4;1;-1;-1;4;-1;2;2;4;-1;3;4;1,1.1435441297253408,0.4087728700798059,3.6834643702854414e-16
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r24,clustered-p0.7-r24,1705526903,clustered,16,5,3.2,0.35,0.32451635292307823,0.7,medium,44,True,LOCAL_MINIMUM,G,True,426.031246439558,0.0,35,627.0,2.0,2,3,G,1;12,0;1,1;0,0.0,-20.022903058069033,4.37670000246726,2;0;1;2;4;4;0;1;2;-1;3;-1;1;0;0;4,0.9229865964262448,0.2643324249388561,0.2643324249388561
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r25,clustered-p0.7-r25,2117271888,clustered,16,5,3.2,0.35,0.3427781666744242,0.7,medium,58,True,LOCAL_MINIMUM,G,True,437.22457332026056,0.0,38,627.0,2.0,2,3,G,2;14,-1;1,1;-1,0.0,-32.60692757565655,10.814800014486536,0;4;-1;-1;1;3;0;4;-1;2;2;0;2;-1;1;2,0.849782095991698,0.072574055848558,0.0322716265045573
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r26,clustered-p0.7-r26,1988816673,clustered,16,5,3.2,0.35,0.3695634023224433,0.7,medium,79,True,LOCAL_MINIMUM,G,True,534.0906082157016,0.0,37,585.0,2.0,2,3,G,8;11,4;1,1;4,0.0,-70.81321943212514,14.304300013463944,2;3;2;4;3;-1;2;0;4;3;4;1;-1;0;-1;-1,1.1116246853588545,0.4667001045901551,0.0609333810323191
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r27,clustered-p0.7-r27,1591029825,clustered,16,5,3.2,0.35,0.35927585299581033,0.7,medium,61,True,LOCAL_MINIMUM,G,True,724.6766849705267,0.0,30,530.25,2.0,2,3,G,2;4,2;-1,-1;2,0.0,-39.905905329950535,7.012799993390217,-1;3;2;2;-1;1;2;4;3;4;2;2;0;2;2;1,1.0220409208546024,0.536370225909224,3.172165502261379e-16
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r28,clustered-p0.7-r28,4252403446,clustered,16,5,3.2,0.35,0.2143130473363876,0.7,medium,59,True,LOCAL_MINIMUM,G,True,627.7608590762396,0.0,37,672.75,2.0,2,3,G,7;12,3;0,0;3,0.0,-94.58854060805525,12.186400010250509,0;4;3;1;2;0;-1;3;2;0;-1;4;0;1;-1;1,1.3182143727106503,0.6740519194648286,0.0
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r29,clustered-p0.7-r29,1585106483,clustered,16,5,3.2,0.35,0.24966303145489682,0.7,medium,79,True,LOCAL_MINIMUM,G,True,524.9879070774952,0.0,29,479.25,2.0,2,3,G,8;9,3;1,1;3,0.0,-48.63865292346437,10.926599992671981,3;0;1;2;4;1;-1;1;3;1;3;-1;0;2;-1;4,1.2076685225235044,0.125348591998866,0.1253485919988659
SP1_N4_HSTAR_v4,E9_HSTAR_BARRIERS,frozen_main,E3:clustered:p0.7:cv0.35:r3,clustered-p0.7-r3,2411643392,clustered,16,5,3.2,0.35,0.3090464991095175,0.7,medium,48,True,LOCAL_MINIMUM,G,True,428.2973705242431,0.0,43,591.75,2.0,2,3,G,0;15,2;1,1;2,0.0,-48.561563085480984,5.4256000148598105,2;0;0;4;3;0;-1;-1;0;4;4;2;-1;1;1;1,0.7377381377106141,0.1534061370438027,1.1531588054273812e-16
