experiment_id,scenario_generator,scenario_variant_id,seed,method,method_family,method_scope,method_ownership,robot_id,robot_index,final_active,assigned_load_label,start_x,start_y,final_x,final_y,path_length_m,initial_battery_fraction,final_battery_fraction,battery_reserve_fraction,max_speed_mps,force_limit_n,torque_limit_nm,payload_kg,method_variant,method_comparison_group
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,classic_centralized_replan,classic,centralized,baseline,amr-01,1,True,0,0.04355879859036163,-7.384492404245692,4.890074551244239,-3.9594166432501776,22.52995491856589,0.7984090881909142,0.48198675893052706,0.15,0.771662211822946,89.97092604148595,30.997092604148598,32.395595126358145,periodic_global_replan,baseline_classic_centralized
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,classic_centralized_replan,classic,centralized,baseline,amr-02,2,True,0,0.4708169062828495,-1.5813194548419072,3.5981712045678966,-0.9602371576493536,11.205446302506171,0.7857790477057197,0.6202724070207073,0.15,0.7671827667757968,86.26378402478844,30.626378402478842,41.660941232063216,periodic_global_replan,baseline_classic_centralized
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,classic_centralized_replan,classic,centralized,baseline,amr-03,3,True,0,-0.40430677066554144,3.86876692251754,5.11168411741156,1.9811546542233258,19.794168850059172,0.8612037612686279,0.5460379509773705,0.15,0.7496104552482887,101.68830158607086,32.168830158607086,29.67313905064093,periodic_global_replan,baseline_classic_centralized
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,classic_centralized_replan,classic,centralized,baseline,amr-04,4,True,0,0.8677669224648266,-6.542328733675866,4.422627513234831,-2.5190012735460816,22.443915635172672,0.9714501240248257,0.7192701749072984,0.15,0.7420081345710112,102.12346221638313,32.21234622163831,37.62976347655325,periodic_global_replan,baseline_classic_centralized
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,classic_centralized_replan,classic,centralized,baseline,amr-05,5,True,0,0.5732558422246241,-0.8427397332892721,5.876693016772663,-2.6043874272868086,11.534623151354054,0.8218303221996768,0.6584901204050566,0.15,0.7749379055586667,95.8678491383389,31.58678491383389,30.959125641226546,periodic_global_replan,baseline_classic_centralized
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,classic_centralized_replan,classic,centralized,baseline,amr-06,6,True,0,0.8292536660562606,4.8053399663342224,7.174642653257728,-2.8850727862355643,13.96186979105472,0.8358333999875195,0.6258443933648593,0.15,0.71448467179497,88.27796498768348,30.82779649876835,28.95598982734691,periodic_global_replan,baseline_classic_centralized
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,classic_centralized_replan,classic,centralized,baseline,amr-07,7,True,0,1.088304055028524,-5.323875827156067,4.575944663954031,3.2146963582068877,26.703023609727158,0.929871614235483,0.5074086537579493,0.15,0.7959260587347163,105.306103298805,32.5306103298805,35.440008851856064,periodic_global_replan,baseline_classic_centralized
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,classic_centralized_replan,classic,centralized,baseline,amr-08,8,True,0,0.9739585519039761,0.6486438111670056,6.455242758402593,3.0102702647418114,19.76187577851779,0.8130546814095404,0.6028036831461633,0.15,0.8022752750755842,104.60540082474114,32.46054008247411,32.8038880444289,periodic_global_replan,baseline_classic_centralized
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,classic_decentralized_greedy_recovery,classic,decentralized,baseline,amr-01,1,True,0,0.04355879859036163,-7.384492404245692,4.998018290791076,-3.997043669822872,22.5083268244709,0.7984090881909142,0.482290515060343,0.15,0.771662211822946,89.97092604148595,30.997092604148598,32.395595126358145,local_greedy_recovery,baseline_classic_decentralized
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,classic_decentralized_greedy_recovery,classic,decentralized,baseline,amr-02,2,True,0,0.4708169062828495,-1.5813194548419072,4.647188647402607,-0.7521659221142932,12.14448822779363,0.7857790477057197,0.6064025735200143,0.15,0.7671827667757968,86.26378402478844,30.626378402478842,41.660941232063216,local_greedy_recovery,baseline_classic_decentralized
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,classic_decentralized_greedy_recovery,classic,decentralized,baseline,amr-03,3,True,0,-0.40430677066554144,3.86876692251754,5.140287558181461,1.9163176189109354,19.495666051230614,0.8612037612686279,0.5507907585935785,0.15,0.7496104552482887,101.68830158607086,32.168830158607086,29.67313905064093,local_greedy_recovery,baseline_classic_decentralized
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,classic_decentralized_greedy_recovery,classic,decentralized,baseline,amr-04,4,True,0,0.8677669224648266,-6.542328733675866,4.526479138216778,-2.4627851745892304,22.370783672902594,0.9714501240248257,0.7200918860036994,0.15,0.7420081345710112,102.12346221638313,32.21234622163831,37.62976347655325,local_greedy_recovery,baseline_classic_decentralized
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,classic_decentralized_greedy_recovery,classic,decentralized,baseline,amr-05,5,True,0,0.5732558422246241,-0.8427397332892721,6.139519109684076,-2.1301319646209866,12.174915673224236,0.8218303221996768,0.6494230266337614,0.15,0.7749379055586667,95.8678491383389,31.58678491383389,30.959125641226546,local_greedy_recovery,baseline_classic_decentralized
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,classic_decentralized_greedy_recovery,classic,decentralized,baseline,amr-06,6,True,0,0.8292536660562606,4.8053399663342224,6.920451679149054,-3.5127538261282196,13.839358216544179,0.8358333999875195,0.6276869892503866,0.15,0.71448467179497,88.27796498768348,30.82779649876835,28.95598982734691,local_greedy_recovery,baseline_classic_decentralized
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,classic_decentralized_greedy_recovery,classic,decentralized,baseline,amr-07,7,True,0,1.088304055028524,-5.323875827156067,4.55121622205077,3.274283839533301,26.60678559899514,0.929871614235483,0.5089312152295821,0.15,0.7959260587347163,105.306103298805,32.5306103298805,35.440008851856064,local_greedy_recovery,baseline_classic_decentralized
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,classic_decentralized_greedy_recovery,classic,decentralized,baseline,amr-08,8,True,0,0.9739585519039761,0.6486438111670056,6.459021260840665,3.008249449393033,19.51515781239809,0.8130546814095404,0.605428570542867,0.15,0.8022752750755842,104.60540082474114,32.46054008247411,32.8038880444289,local_greedy_recovery,baseline_classic_decentralized
