experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,event_kind,event_time_s,event_observation_delay_s,event_observed_time_s,n_robots,n_loads,world_size_m,obstacle_count_initial,obstacle_count_post_event,robot_radius_m,target_tolerance_m,safety_margin_m,dt_s,horizon_s,communication_radius_initial,communication_radius_post_event,feasible_load_count,completed_load_count,task_completion_rate,recovery_success,recovery_time_s,load_target_reached_rate,mean_final_pose_error_m,max_final_pose_error_m,mean_final_orientation_error_deg,max_final_orientation_error_deg,lost_load_rate,infeasible_load_count,infeasible_load_detection_rate,post_event_wrench_feasible_rate,mean_wrench_residual_norm,min_wrench_margin,unsupported_time_s,load_pause_time_s,degraded_speed_time_s,replacement_arrival_time_s,final_assigned_loads,final_idle_robots,reassignment_count,final_active_robot_rate,failed_robot_count,battery_margin_final,min_battery_fraction,communication_coverage_ratio,communication_messages,collision_count,collision_rate,safety_violation_count,min_robot_clearance_m,min_obstacle_clearance_m,min_load_clearance_m,travel_distance_m,mean_path_length_m,path_efficiency_ratio,energy_proxy_wh,mean_speed_mps,max_speed_mps,max_speed_violation_mps,runtime_ms,score_value,reference_score_value,signed_score_delta_vs_reference,performance_gap_vs_reference,optimality_gap_vs_reference
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,classic_centralized_replan,Classic centralized replanning,classic,centralized,baseline,periodic_global_replan,baseline_classic_centralized,none,centralized_periodic_replan,global_state,0,2,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,3,3,1.0,True,40.32000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.989159891598916,0.2113832713088062,-0.04224875579318199,0.0,6.16,5.74,0.10000000000000142,0,8,12,1.0,0,0.3319867589305271,0.48198675893052706,1.0,20832,0,0.0,19,0.11499999975188546,inf,0.06595425017496348,147.93487803695763,18.491859754619703,0.3452352499327421,1276.0597967597066,0.35770056220447105,0.722047747568026,0.0,284.9968000082299,320.56164585529115,318.4004366708984,2.16120918439276,0.0,0.0
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,classic_decentralized_greedy_recovery,Classic decentralized greedy recovery,classic,decentralized,baseline,local_greedy_recovery,baseline_classic_decentralized,none,local_greedy_recovery,local_load_robot_state,0,2,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,3,3,1.0,True,41.02,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.29974036055557707,-0.025913473082803562,0.0,8.120000000000001,3.9200000000000004,0.10000000000000142,0,8,12,1.0,0,0.332290515060343,0.482290515060343,0.6478494623655914,13496,0,0.0,11,0.11499999975149588,inf,0.06232174419408598,148.65548207755938,18.581935259694923,0.35573053370440694,1283.4593727683352,0.3611165746377172,0.6899567365650024,0.0,288.25940005481243,326.3403652151461,318.4004366708984,7.939928544247721,0.0,0.0
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,cbba_recovery,CBBA recovery,sota,decentralized,baseline,cbba_recovery_auction,baseline_sota_decentralized,none,distributed_auction_recovery,local_bids_plus_neighbors,0,4,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,3,3,1.0,True,40.74,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.9959349593495935,0.28889333329365935,-0.03378493893957113,0.0,7.840000000000001,4.48,0.10000000000000142,0,8,12,1.0,0,0.33489688242913196,0.4848968824291319,0.662826420890937,13808,0,0.0,14,0.11499999979985787,inf,0.06625414288059295,148.0574780491964,18.50718475614955,0.35242121565518175,1279.965620493633,0.35752313502774175,0.7060022420665142,0.0,273.2764999382198,326.19546401742866,318.4004366708984,7.795027346530276,0.0,0.0
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,cbf_recovery,CBF recovery,sota,centralized,baseline,centralized_cbf_recovery,baseline_sota_centralized,none,centralized_cbf_recovery,global_state_and_obstacles,0,5,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,3,3,1.0,True,40.88,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.2855030707103391,-0.022460378701977257,0.0,7.700000000000001,3.3600000000000003,0.10000000000000142,0,8,12,1.0,0,0.32751654356810145,0.4775165435681014,1.0,20832,0,0.0,19,0.1149999999999991,inf,0.06312005438902202,152.81383534641859,19.101729418302323,0.342188638253369,1322.70065257063,0.36966258652503475,0.7060022420665142,0.0,277.68769999966025,319.3379168671897,318.4004366708984,0.9374801962912898,0.0,0.0
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,replicator_repair_recovery,Replicator repair recovery,model_based,decentralized,proposed,replicator_integer_repair,proposed_model_based_decentralized,model_based_tuning_optional,distributed_replicator_repair,local_payoff_and_repair,0,5,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,3,3,1.0,True,40.46000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.28559199341429153,-0.028761412349775806,0.0,7.5600000000000005,5.32,0.10000000000000142,0,8,12,1.0,0,0.32894908036573245,0.47894908036573247,0.6482334869431644,13504,0,0.0,15,0.11499999968973962,inf,0.06586097801612256,151.23266145552054,18.904082681940068,0.3478102499758323,1308.6649947804651,0.3654685909790511,0.7220477475680259,0.0,314.0038000419736,325.9929208443063,318.4004366708984,7.592484173407911,0.0,0.0
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,smith_qr_recovery,Smith-QR recovery,model_based,decentralized,proposed,smith_qr_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_smith_qr_recovery,local_deficit_prices,0,5,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,3,3,1.0,True,40.46000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.28722333969430225,-0.006822901307763751,0.0,7.5600000000000005,6.0200000000000005,0.10000000000000142,0,8,12,1.0,0,0.3377428903773416,0.48774289037734164,0.6491935483870969,13524,0,0.0,17,0.11499999962299157,inf,0.06617017680691428,148.80489453475815,18.60061181684477,0.34663146604181316,1289.668771082969,0.3593740214600095,0.7220477475680259,0.0,275.5601000972092,326.53304056679065,318.4004366708984,8.13260389589226,0.0,0.0
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,primal_dual_recovery,Primal-dual recovery,model_based,decentralized,proposed,primal_dual_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_primal_dual_recovery,local_dual_prices,0,6,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,3,3,1.0,True,40.46000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.20896740843413866,-0.014390008627883533,0.0,6.16,2.8000000000000003,0.10000000000000142,0,8,12,1.0,0,0.3349303633109748,0.4849303633109748,0.6507296466973886,13556,0,0.0,25,0.11499999979974118,inf,0.07826898830694606,148.06552495871406,18.508190619839258,0.33845568151223177,1281.0345391658461,0.35803887112316685,0.722047747568026,0.0,290.4016999527812,326.5779567862027,318.4004366708984,8.177520115304333,0.0,0.0
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,tensor_flow_recovery,Tensor-flow recovery,model_based,decentralized,proposed,tensor_flow_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_tensor_flow_recovery,local_tensor_field,0,7,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,3,3,1.0,True,41.160000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.9850948509485095,0.24441801624698925,-0.0781937357303778,0.0,7.000000000000001,4.48,1.6400000000000006,0,8,11,1.0,0,0.33334454358120513,0.48334454358120515,0.6461213517665132,13460,0,0.0,13,0.11499999984127196,inf,0.0628166196486224,150.29867439825955,18.787334299782444,0.3312454521552079,1308.452900630473,0.36423648401032777,0.7220477475680259,0.0,298.50739997345954,325.36103232537823,318.4004366708984,6.960595654479846,0.0,0.0
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,ours_guarded_wrench_market_recovery,Ours guarded wrench-market recovery,model_based,decentralized,proposed,guarded_wrench_market_recovery,proposed_model_based_decentralized,model_based_tuning_optional,guarded_wrench_market_recovery,local_wrench_prices_and_repair,0,8,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,3,3,1.0,True,40.88,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.9878048780487805,0.23800434039182747,-0.07827455670297345,0.0,6.720000000000001,4.0600000000000005,1.360000000000003,0,8,11,1.0,0,0.33245682767890816,0.4824568276789082,0.6396889400921659,13326,0,0.0,20,0.11499999990999943,inf,0.0651841835167386,152.0797690934968,19.0099711366871,0.333927517599152,1323.6870618094824,0.3685789390401151,0.7380932530695375,0.0,283.18409994244576,325.22420940645674,318.4004366708984,6.82377273555835,0.0,0.0
SP6_DEBUG_smoke,communication_radius_decay,communication_radius_decay_v00,7100,reference_resilient_oracle,Reference centralized resilient recovery,model_based_reference,centralized,reference,centralized_resilient_recovery,reference_model_based_reference_centralized,none,centralized_resilient_recovery,global_state_and_event_observation,0,10,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,3,3,1.0,True,41.02,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.981029810298103,0.24503065477107147,-0.0835482118765728,0.0,7.000000000000001,4.9,2.0600000000000023,0,8,11,1.0,0,0.33026017442567024,0.48026017442567026,1.0,20832,0,0.0,15,0.11499999980712361,inf,0.06212079041846219,154.0399454532635,19.254993181657937,0.33996542853718814,1340.7760812105605,0.3731348800748304,0.7380932530695375,0.0,277.49030000995845,318.4004366708984,318.4004366708984,0.0,0.0,0.0
