scenario_generator,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n,feasible_load_count_mean,completed_load_count_mean,task_completion_rate_mean,recovery_success_mean,recovery_time_s_mean,load_target_reached_rate_mean,mean_final_pose_error_m_mean,max_final_pose_error_m_mean,mean_final_orientation_error_deg_mean,max_final_orientation_error_deg_mean,lost_load_rate_mean,infeasible_load_count_mean,infeasible_load_detection_rate_mean,post_event_wrench_feasible_rate_mean,mean_wrench_residual_norm_mean,min_wrench_margin_mean,unsupported_time_s_mean,load_pause_time_s_mean,degraded_speed_time_s_mean,replacement_arrival_time_s_mean,final_assigned_loads_mean,final_idle_robots_mean,reassignment_count_mean,final_active_robot_rate_mean,failed_robot_count_mean,battery_margin_final_mean,min_battery_fraction_mean,communication_coverage_ratio_mean,communication_messages_mean,collision_count_mean,collision_rate_mean,safety_violation_count_mean,min_robot_clearance_m_mean,min_obstacle_clearance_m_mean,min_load_clearance_m_mean,travel_distance_m_mean,mean_path_length_m_mean,path_efficiency_ratio_mean,energy_proxy_wh_mean,mean_speed_mps_mean,max_speed_mps_mean,max_speed_violation_mps_mean,runtime_ms_mean,score_value_mean,reference_score_value_mean,signed_score_delta_vs_reference_mean,performance_gap_vs_reference_mean,optimality_gap_vs_reference_mean
battery_depletion_reallocation,cbba_recovery,CBBA recovery,sota,decentralized,baseline,cbba_recovery_auction,baseline_sota_decentralized,none,distributed_auction_recovery,local_bids_plus_neighbors,0,4,False,False,1,2.0,1.0,0.5,0.0,54.0,0.5,1.3562727053620889,2.7125454107241778,0.0008444687270748068,0.0016889374541496137,0.5,1.0,1.0,0.21176470588235294,0.46756437875874973,-0.5334554431076038,0.0,4.48,63.42000000000001,24.62,1.0,2.0,7.0,1.0,0.0,0.0341603711584523,0.1841603711584523,1.0,21616.0,0.0,0.0,36.0,0.11499999968555885,0.11500000000000005,0.07999999999999874,152.04500995903774,19.005626244879718,0.27792702820461174,1264.1446275090098,0.3642134190463075,0.7060022420665143,0.0,597.03109995462,-31.83787525925789,-45.142401197002286,13.304525937744398,0.0,0.0
battery_depletion_reallocation,cbf_recovery,CBF recovery,sota,centralized,baseline,centralized_cbf_recovery,baseline_sota_centralized,none,centralized_cbf_recovery,global_state_and_obstacles,0,5,False,False,1,2.0,1.0,0.5,0.0,54.0,0.5,1.6072557775269993,3.2145115550539987,0.0013147238987795062,0.0026294477975590124,0.5,1.0,1.0,0.2647058823529412,0.5347599106867177,-0.5310338466366344,0.0,6.720000000000001,53.480000000000004,22.66,1.0,3.0,8.0,1.0,0.0,0.02636229542728788,0.17636229542728787,1.0,21616.0,0.0,0.0,32.0,0.11499999952978834,0.11500000000000005,0.07999999999999874,154.12048946254004,19.265061182817504,0.2695442720313152,1282.6109111150913,0.37073902461590913,0.7060022420665142,0.0,643.229499924928,-30.26643964687975,-45.142401197002286,14.875961550122536,0.0,0.0
battery_depletion_reallocation,classic_centralized_replan,Classic centralized replanning,classic,centralized,baseline,periodic_global_replan,baseline_classic_centralized,none,centralized_periodic_replan,global_state,0,2,False,False,1,2.0,1.0,0.5,0.0,54.0,0.5,1.0163090640176307,2.0326181280352613,0.00026288261740238495,0.0005257652348047699,0.5,1.0,1.0,0.23529411764705882,0.4534592677748951,-0.5310970910407198,0.0,4.48,62.86000000000001,24.34,1.0,2.0,7.0,1.0,0.0,0.03320075628135816,0.18320075628135815,1.0,21616.0,0.0,0.0,64.0,0.11499999959563201,0.11500000000000005,0.07999999999999874,151.81935522794467,18.977419403493084,0.27330657317838564,1262.0739978361612,0.36735587390375773,0.7220477475680259,0.0,667.9724999703467,-31.224355964107982,-45.142401197002286,13.918045232894304,0.0,0.0
battery_depletion_reallocation,classic_decentralized_greedy_recovery,Classic decentralized greedy recovery,classic,decentralized,baseline,local_greedy_recovery,baseline_classic_decentralized,none,local_greedy_recovery,local_load_robot_state,0,2,False,False,1,2.0,1.0,0.5,0.0,54.0,0.5,1.5414846661318113,3.0829693322636227,0.0009681325909616482,0.0019362651819232965,0.5,1.0,1.0,0.1843137254901961,0.48690164761694715,-0.53344838771342,0.0,5.040000000000001,63.7,25.180000000000003,1.0,2.0,7.0,1.0,0.0,0.03923606581522626,0.18923606581522626,1.0,21616.0,0.0,0.0,72.0,0.11499999973408903,0.11500000000000005,0.07999999999999874,149.9769405209883,18.74711756512354,0.2887020512215298,1246.6193360766306,0.35846538019273483,0.6899567365650024,0.0,614.9538999889046,-33.200655464008996,-45.142401197002286,11.94174573299329,0.0,0.0
battery_depletion_reallocation,ours_guarded_wrench_market_recovery,Ours guarded wrench-market recovery,model_based,decentralized,proposed,guarded_wrench_market_recovery,proposed_model_based_decentralized,model_based_tuning_optional,guarded_wrench_market_recovery,local_wrench_prices_and_repair,0,8,False,False,1,2.0,1.0,0.5,0.0,54.0,0.5,2.3454617123209003,4.690923424641801,1.0389972683477391e-07,2.0779945366954783e-07,0.5,1.0,0.0,0.7431372549019608,0.11206961491314872,-0.16661378059529852,0.0,0.0,22.540000000000003,15.379999999999999,2.0,3.0,4.0,1.0,0.0,0.012341982112614502,0.1623419821126145,1.0,21616.0,0.0,0.0,94.0,0.11499999970719399,0.11500000000000005,0.07999999999999852,114.3694592709686,14.296182408871076,0.39685011878119625,979.0108333516451,0.27990834068536735,0.7380932530695377,0.0,479.34359998907894,-43.8471724202768,-45.142401197002286,1.2952287767254873,0.0,0.0
battery_depletion_reallocation,primal_dual_recovery,Primal-dual recovery,model_based,decentralized,proposed,primal_dual_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_primal_dual_recovery,local_dual_prices,0,6,False,False,1,2.0,1.0,0.5,0.0,54.0,0.5,1.2739945619496444,2.547989123899289,0.000350018015931117,0.000700036031862234,0.5,1.0,1.0,0.2411764705882353,0.47274599459095007,-0.533593960127515,0.0,4.62,61.32000000000001,23.640000000000004,1.0,3.0,8.0,1.0,0.0,0.02858530821729388,0.17858530821729388,1.0,21616.0,0.0,0.0,38.0,0.11499999968151109,0.11500000000000005,0.07999999999999874,155.10675986394511,19.38834498299314,0.27434744167195946,1290.5301492511062,0.37089653726079114,0.722047747568026,0.0,610.7540000230074,-31.676234594134446,-45.142401197002286,13.46616660286784,0.0,0.0
battery_depletion_reallocation,reference_resilient_oracle,Reference centralized resilient recovery,model_based_reference,centralized,reference,centralized_resilient_recovery,reference_model_based_reference_centralized,none,centralized_resilient_recovery,global_state_and_event_observation,0,10,False,False,1,2.0,1.0,0.5,0.0,54.0,0.5,2.3454617123205774,4.690923424641155,1.0359918986181306e-07,2.0719837972362612e-07,0.5,1.0,0.0,0.7235294117647059,0.11859987922521578,-0.33333333333333337,0.0,0.0,24.500000000000004,16.779999999999998,2.0,3.0,4.0,1.0,0.0,0.00995044919325011,0.1599504491932501,1.0,21616.0,0.0,0.0,98.0,0.11499999984993259,0.11500000000000005,0.07999999999999874,115.74086690072957,14.467608362591196,0.3940598431996887,990.2745576087179,0.2813172291355813,0.7380932530695375,0.0,504.3184000533074,-45.142401197002286,-45.142401197002286,0.0,0.0,0.0
battery_depletion_reallocation,replicator_repair_recovery,Replicator repair recovery,model_based,decentralized,proposed,replicator_integer_repair,proposed_model_based_decentralized,model_based_tuning_optional,distributed_replicator_repair,local_payoff_and_repair,0,5,False,False,1,2.0,1.0,0.5,0.0,54.0,0.5,1.2315799020682123,2.4631598041364247,0.0002858912386030688,0.0005717824772061376,0.5,1.0,1.0,0.2647058823529412,0.4881698730294047,-0.5296966042628596,0.0,5.32,57.120000000000005,22.66,1.0,3.0,8.0,1.0,0.0,0.0238470834118589,0.1738470834118589,1.0,21616.0,0.0,0.0,45.0,0.11499999959883589,0.11500000000000005,0.07999999999999896,155.06475204171133,19.383094005213916,0.2697504013963912,1291.0476814796627,0.37316498417857524,0.7220477475680259,0.0,697.5725999800488,-30.743320278130305,-45.142401197002286,14.39908091887198,0.0,0.0
battery_depletion_reallocation,smith_qr_recovery,Smith-QR recovery,model_based,decentralized,proposed,smith_qr_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_smith_qr_recovery,local_deficit_prices,0,5,False,False,1,2.0,1.0,0.5,0.0,54.0,0.5,1.6519148991727848,3.3038297983455696,0.000662114837625713,0.001324229675251426,0.5,1.0,1.0,0.2901960784313726,0.5453616606505516,-0.5291050650799993,0.0,7.000000000000001,52.78000000000001,22.38,1.0,3.0,8.0,1.0,0.0,0.03307298177188048,0.18307298177188047,1.0,21616.0,0.0,0.0,40.0,0.11499999948555695,0.11500000000000005,0.07999999999999918,152.69719041250517,19.087148801563146,0.2632043623753146,1268.8587853045349,0.37353965381658755,0.7220477475680259,0.0,726.1551000410691,-28.88486045611842,-45.142401197002286,16.257540740883865,0.0,0.0
battery_depletion_reallocation,tensor_flow_recovery,Tensor-flow recovery,model_based,decentralized,proposed,tensor_flow_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_tensor_flow_recovery,local_tensor_field,0,7,False,False,1,2.0,1.0,0.5,0.0,54.0,0.5,2.3454617123240538,4.6909234246481075,1.0683579863898269e-07,2.1367159727796538e-07,0.5,1.0,0.0,0.7235294117647059,0.11891521704061608,-0.33333333333333337,0.0,0.0,24.500000000000004,16.779999999999998,2.0,3.0,4.0,1.0,0.0,0.010845728558630946,0.16084572855863094,1.0,21616.0,0.0,0.0,97.0,0.11499999979781095,0.11500000000000005,0.07999999999999874,115.19158699297974,14.398948374122467,0.3949563432592589,985.7075193080891,0.28008804518338926,0.7220477475680259,0.0,521.14139997866,-44.98720475123226,-45.142401197002286,0.15519644577002367,0.0,0.0
