actual,bound,kind,label,method,oracle_method,scenario,scenario_case,seed
0.7121938232161874,0.6916932907348242,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,nominal_flow,rho0.7,2038
0.9382716049382716,0.8726700556765915,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,nominal_flow,rho0.7,2039
0.897119341563786,0.8726700556765915,method_capture_gt_oracle_policy,Classic auction/CBBA-lite,classic_auction_cbba,oracle_clairvoyant,nominal_flow,rho0.7,2039
0.9099491648511256,0.8726700556765915,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,nominal_flow,rho0.7,2039
0.8804163640764947,0.8726700556765915,method_capture_gt_oracle_policy,Proxy PIBT priority,proxy_pibt_priority,oracle_clairvoyant,nominal_flow,rho0.7,2039
0.6874756903928433,0.6631660832360949,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,nominal_flow,rho0.7,2040
0.6812524309607156,0.6631660832360949,method_capture_gt_oracle_policy,Classic auction/CBBA-lite,classic_auction_cbba,oracle_clairvoyant,nominal_flow,rho0.7,2040
0.6874756903928433,0.6631660832360949,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,nominal_flow,rho0.7,2040
0.6812524309607156,0.6631660832360949,method_capture_gt_oracle_policy,Proxy PIBT priority,proxy_pibt_priority,oracle_clairvoyant,nominal_flow,rho0.7,2040
0.9780361757105943,0.9403100775193798,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,nominal_flow,rho0.7,2041
0.9560723514211885,0.9403100775193798,method_capture_gt_oracle_policy,Classic auction/CBBA-lite,classic_auction_cbba,oracle_clairvoyant,nominal_flow,rho0.7,2041
0.9780361757105943,0.9403100775193798,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,nominal_flow,rho0.7,2041
0.9560723514211885,0.9403100775193798,method_capture_gt_oracle_policy,Proxy PIBT priority,proxy_pibt_priority,oracle_clairvoyant,nominal_flow,rho0.7,2041
0.9082036402004748,0.8528092851490372,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,nominal_flow,rho0.7,2042
0.8752308098127144,0.8528092851490372,method_capture_gt_oracle_policy,Classic auction/CBBA-lite,classic_auction_cbba,oracle_clairvoyant,nominal_flow,rho0.7,2042
0.9082036402004748,0.8528092851490372,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,nominal_flow,rho0.7,2042
0.6502359727320399,0.6121307463730118,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,nominal_flow,rho0.7,2045
0.6325817164831322,0.6121307463730118,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,nominal_flow,rho0.7,2045
0.8159552134359692,0.7788663400979707,method_capture_gt_oracle_policy,Classic centralized min-cost,classic_centralized_mincost,oracle_clairvoyant,nominal_flow_big,rho0.7_L30,2026
0.8251028806584362,0.8031550068587107,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,nominal_flow_big,rho0.7_L30,2031
0.5736925515055468,0.5368462757527734,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,nominal_flow_big,rho0.7_L30,2035
0.5946909667194928,0.5368462757527734,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,nominal_flow_big,rho0.7_L30,2035
0.80737444373808,0.729815638906548,method_capture_gt_oracle_policy,Smith main raw,smith,oracle_clairvoyant,load_sweep,rho0.5,2026
0.80737444373808,0.729815638906548,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho0.5,2026
0.80737444373808,0.729815638906548,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,load_sweep,rho0.5,2026
0.9596560846560845,0.8472222222222222,method_capture_gt_oracle_policy,Smith main raw,smith,oracle_clairvoyant,load_sweep,rho0.5,2027
0.9596560846560845,0.8472222222222222,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho0.5,2027
0.9596560846560845,0.8472222222222222,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,load_sweep,rho0.5,2027
1.0,0.8472222222222222,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho0.5,2027
1.0,0.8472222222222222,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho0.5,2027
0.8683862433862434,0.8472222222222222,method_capture_gt_oracle_policy,Proxy PIBT priority,proxy_pibt_priority,oracle_clairvoyant,load_sweep,rho0.5,2027
1.0,0.9640434192672999,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho0.5,2029
1.0,0.9640434192672999,method_capture_gt_oracle_policy,Classic auction/CBBA-lite,classic_auction_cbba,oracle_clairvoyant,load_sweep,rho0.5,2029
1.0,0.9640434192672999,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho0.5,2029
1.0,0.9640434192672999,method_capture_gt_oracle_policy,Proxy PIBT priority,proxy_pibt_priority,oracle_clairvoyant,load_sweep,rho0.5,2029
0.6443661971830986,0.610475352112676,method_capture_gt_oracle_policy,Smith main raw,smith,oracle_clairvoyant,load_sweep,rho0.5,2030
0.6817781690140845,0.610475352112676,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho0.5,2030
0.6619718309859155,0.610475352112676,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho0.5,2030
0.6619718309859155,0.610475352112676,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho0.5,2030
0.9134558387670421,0.8755186721991701,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho0.5,2031
0.9134558387670421,0.8755186721991701,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho0.5,2031
0.9134558387670421,0.8755186721991701,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho0.5,2031
1.0,0.9305364511691885,method_capture_gt_oracle_policy,Smith main raw,smith,oracle_clairvoyant,load_sweep,rho0.5,2036
1.0,0.9305364511691885,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,load_sweep,rho0.5,2036
1.0,0.9305364511691885,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho0.5,2036
1.0,0.9305364511691885,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho0.5,2036
0.8831562974203339,0.8649468892261002,method_capture_gt_oracle_policy,Smith main raw,smith,oracle_clairvoyant,load_sweep,rho0.5,2038
0.9355083459787558,0.8649468892261002,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho0.5,2038
0.8831562974203339,0.8649468892261002,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,load_sweep,rho0.5,2038
0.9355083459787558,0.8649468892261002,method_capture_gt_oracle_policy,Proxy PIBT priority,proxy_pibt_priority,oracle_clairvoyant,load_sweep,rho0.5,2038
0.8575518969219756,0.82319255547602,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho0.5,2039
0.8575518969219756,0.82319255547602,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho0.5,2039
0.7658582089552239,0.7434701492537312,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho0.5,2040
0.7658582089552239,0.7434701492537312,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho0.5,2040
0.8036688150718889,0.6470004957858205,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho0.5,2042
0.6891422905304908,0.6470004957858205,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,load_sweep,rho0.5,2042
0.6891422905304908,0.6470004957858205,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho0.5,2042
0.6891422905304908,0.6470004957858205,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho0.5,2042
0.8880813953488371,0.8250968992248062,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho0.5,2044
0.8842054263565892,0.8250968992248062,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho0.5,2044
0.8842054263565892,0.8250968992248062,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho0.5,2044
0.5075359270942867,0.49456712232737465,method_capture_gt_oracle_policy,Smith main raw,smith,oracle_clairvoyant,load_sweep,rho1.0,2026
0.5159481247809323,0.49456712232737465,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.0,2026
0.5159481247809323,0.49456712232737465,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.0,2026
0.5408899579073962,0.46903187011425135,method_capture_gt_oracle_policy,Smith main raw,smith,oracle_clairvoyant,load_sweep,rho1.0,2027
0.521647624774504,0.46903187011425135,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho1.0,2027
0.5042092603728202,0.46903187011425135,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,load_sweep,rho1.0,2027
0.5057125676488274,0.46903187011425135,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.0,2027
0.5057125676488274,0.46903187011425135,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.0,2027
0.48333816285134745,0.46798029556650245,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.0,2029
0.5018835120254999,0.46798029556650245,method_capture_gt_oracle_policy,Classic auction/CBBA-lite,classic_auction_cbba,oracle_clairvoyant,load_sweep,rho1.0,2029
0.48333816285134745,0.46798029556650245,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.0,2029
0.4205897568546301,0.35876875323331603,method_capture_gt_oracle_policy,Smith main raw,smith,oracle_clairvoyant,load_sweep,rho1.0,2030
0.4467149508535954,0.35876875323331603,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho1.0,2030
0.4205897568546301,0.35876875323331603,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,load_sweep,rho1.0,2030
0.3890325918261769,0.35876875323331603,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.0,2030
0.3890325918261769,0.35876875323331603,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.0,2030
0.5081570996978851,0.49214501510574016,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho1.0,2032
0.5154078549848942,0.49214501510574016,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.0,2032
0.5154078549848942,0.49214501510574016,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.0,2032
0.4867021276595744,0.468676122931442,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho1.0,2033
0.5189125295508273,0.468676122931442,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.0,2033
0.47104018912529544,0.468676122931442,method_capture_gt_oracle_policy,Classic auction/CBBA-lite,classic_auction_cbba,oracle_clairvoyant,load_sweep,rho1.0,2033
0.5189125295508273,0.468676122931442,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.0,2033
0.5017279296261389,0.4458058435438265,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,load_sweep,rho1.0,2035
0.47753691486019473,0.4458058435438265,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.0,2035
0.47753691486019473,0.4458058435438265,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.0,2035
0.5161519346822862,0.5019524316648917,method_capture_gt_oracle_policy,Smith main raw,smith,oracle_clairvoyant,load_sweep,rho1.0,2036
0.5161519346822862,0.5019524316648917,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,load_sweep,rho1.0,2036
0.6009939652112175,0.5019524316648917,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.0,2036
0.6009939652112175,0.5019524316648917,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.0,2036
0.5481569560047562,0.525267538644471,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho1.0,2037
0.6331227436823105,0.601985559566787,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho1.0,2038
0.5207080828323313,0.4896459585838343,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.0,2039
0.5207080828323313,0.4896459585838343,method_capture_gt_oracle_policy,Classic centralized min-cost,classic_centralized_mincost,oracle_clairvoyant,load_sweep,rho1.0,2039
0.5207080828323313,0.4896459585838343,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.0,2039
0.48798674399337205,0.4871582435791218,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.0,2040
0.48798674399337205,0.4871582435791218,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.0,2040
0.543230563002681,0.3954423592493298,method_capture_gt_oracle_policy,Smith main raw,smith,oracle_clairvoyant,load_sweep,rho1.0,2042
0.4550938337801609,0.3954423592493298,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho1.0,2042
0.543230563002681,0.3954423592493298,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,load_sweep,rho1.0,2042
0.4658176943699732,0.3954423592493298,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.0,2042
0.42928954423592497,0.3954423592493298,method_capture_gt_oracle_policy,Classic auction/CBBA-lite,classic_auction_cbba,oracle_clairvoyant,load_sweep,rho1.0,2042
0.4658176943699732,0.3954423592493298,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.0,2042
0.42928954423592497,0.3954423592493298,method_capture_gt_oracle_policy,Proxy PIBT priority,proxy_pibt_priority,oracle_clairvoyant,load_sweep,rho1.0,2042
0.47682458386683746,0.43533930857874525,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.0,2045
0.4571062740076825,0.43533930857874525,method_capture_gt_oracle_policy,Classic centralized min-cost,classic_centralized_mincost,oracle_clairvoyant,load_sweep,rho1.0,2045
0.47682458386683746,0.43533930857874525,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.0,2045
0.39543238388503976,0.36207338978701564,method_capture_gt_oracle_policy,Smith main raw,smith,oracle_clairvoyant,load_sweep,rho1.7,2026
0.39543238388503976,0.36207338978701564,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho1.7,2026
0.37772645624839624,0.36207338978701564,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.7,2026
0.37772645624839624,0.36207338978701564,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.7,2026
0.4597495527728085,0.41426015844620495,method_capture_gt_oracle_policy,Smith main raw,smith,oracle_clairvoyant,load_sweep,rho1.7,2027
0.44339381548683876,0.41426015844620495,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho1.7,2027
0.4732941477127523,0.41426015844620495,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,load_sweep,rho1.7,2027
0.42984922054689495,0.41426015844620495,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.7,2027
0.42984922054689495,0.41426015844620495,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.7,2027
0.41630462560695114,0.41426015844620495,method_capture_gt_oracle_policy,Proxy PIBT priority,proxy_pibt_priority,oracle_clairvoyant,load_sweep,rho1.7,2027
0.35525357922834266,0.33656879398204315,method_capture_gt_oracle_policy,Smith main raw,smith,oracle_clairvoyant,load_sweep,rho1.7,2030
0.39456442611016745,0.33656879398204315,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho1.7,2030
0.37393836447464207,0.33656879398204315,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,load_sweep,rho1.7,2030
0.3649599611744722,0.33656879398204315,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.7,2030
0.3649599611744722,0.33656879398204315,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.7,2030
0.4351875808538163,0.42147477360931435,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho1.7,2032
0.4351875808538163,0.42147477360931435,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,load_sweep,rho1.7,2032
0.4413971539456662,0.42147477360931435,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.7,2032
0.4413971539456662,0.42147477360931435,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.7,2032
0.4706032069228811,0.4448969203359634,method_capture_gt_oracle_policy,Proxy PIBT priority,proxy_pibt_priority,oracle_clairvoyant,load_sweep,rho1.7,2034
0.39003223406893134,0.35184726010414086,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho1.7,2035
0.39399950409124723,0.35184726010414086,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,load_sweep,rho1.7,2035
0.401934044135879,0.35184726010414086,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.7,2035
0.401934044135879,0.35184726010414086,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.7,2035
0.3984466933396093,0.33278418451400327,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.7,2036
0.3984466933396093,0.33278418451400327,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.7,2036
0.48694550063371356,0.46742712294043093,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho1.7,2037
0.4543584469015171,0.45358704037027514,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.7,2040
0.4543584469015171,0.45358704037027514,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.7,2040
0.32387312186978295,0.31123300739327453,method_capture_gt_oracle_policy,Smith main raw,smith,oracle_clairvoyant,load_sweep,rho1.7,2042
0.3536847126162652,0.31123300739327453,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho1.7,2042
0.3536847126162652,0.31123300739327453,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,load_sweep,rho1.7,2042
0.33150488910088244,0.31123300739327453,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.7,2042
0.33150488910088244,0.31123300739327453,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.7,2042
0.48977076657628793,0.46881932462410647,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,load_sweep,rho1.7,2044
0.5088348271446863,0.46734955185659416,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,load_sweep,rho1.7,2045
0.47682458386683746,0.46734955185659416,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,load_sweep,rho1.7,2045
0.33630676552363303,0.2959916589434662,method_capture_gt_oracle_policy,Smith main raw,smith,oracle_clairvoyant,scarcity_extreme,rho2.2_heavy,2026
0.3498609823911029,0.2959916589434662,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,scarcity_extreme,rho2.2_heavy,2026
0.33630676552363303,0.2959916589434662,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,scarcity_extreme,rho2.2_heavy,2026
0.33202038924930494,0.2959916589434662,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,scarcity_extreme,rho2.2_heavy,2026
0.33202038924930494,0.2959916589434662,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,scarcity_extreme,rho2.2_heavy,2026
0.388268156424581,0.3341480446927374,method_capture_gt_oracle_policy,Smith main raw,smith,oracle_clairvoyant,scarcity_extreme,rho2.2_heavy,2027
0.388268156424581,0.3341480446927374,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,scarcity_extreme,rho2.2_heavy,2027
0.388268156424581,0.3341480446927374,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,scarcity_extreme,rho2.2_heavy,2027
0.34918981481481476,0.31875,method_capture_gt_oracle_policy,Smith main raw,smith,oracle_clairvoyant,scarcity_extreme,rho2.2_heavy,2028
0.3618055555555555,0.31875,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,scarcity_extreme,rho2.2_heavy,2028
0.36273148148148143,0.31875,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,scarcity_extreme,rho2.2_heavy,2028
0.32337962962962963,0.31875,method_capture_gt_oracle_policy,Classic greedy nearest,classic_greedy_nearest,oracle_clairvoyant,scarcity_extreme,rho2.2_heavy,2028
0.32337962962962963,0.31875,method_capture_gt_oracle_policy,Proxy token passing,proxy_token_passing,oracle_clairvoyant,scarcity_extreme,rho2.2_heavy,2028
0.32660924750679965,0.3224161378059837,method_capture_gt_oracle_policy,Smith main raw,smith,oracle_clairvoyant,scarcity_extreme,rho2.2_heavy,2029
0.34950135992747056,0.3224161378059837,method_capture_gt_oracle_policy,Smith no prices,smith_no_prices,oracle_clairvoyant,scarcity_extreme,rho2.2_heavy,2029
0.32660924750679965,0.3224161378059837,method_capture_gt_oracle_policy,Smith effective occupancy,smith_effective_occupancy,oracle_clairvoyant,scarcity_extreme,rho2.2_heavy,2029
