video_id,SP,path_local,sha256,bytes,used_in_doc,caption
sp2_heavy-capacity_baseline_classic_decentralized_nearest-capacity-greedy_greedy-capacity-nearest_seed3102,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_heavy-capacity_baseline_classic_decentralized_nearest-capacity-greedy_greedy-capacity-nearest_seed3102.mp4,cb45a89d9b170ceb7e60e26e9266b1f5b9b55673dae8b5d17b390be2c03624ab,131879,false,
sp2_heavy-capacity_baseline_data-driven_decentralized_oracle-capacity-imitation-linear_imitation-capacity_seed3109,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_heavy-capacity_baseline_data-driven_decentralized_oracle-capacity-imitation-linear_imitation-capacity_seed3109.mp4,1f9a15b6cdac20c9de40f8ca78b3af296c8cfed48bef14483a8d6772141dbbf0,110463,false,
sp2_heavy-capacity_baseline_model-based_decentralized_bnn-capacity-utility_bnn-capacity_seed3109,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_heavy-capacity_baseline_model-based_decentralized_bnn-capacity-utility_bnn-capacity_seed3109.mp4,e21f241bd5218fdf558d3cc845654f15bd27d46862e97a457825e5e335ec7841,105111,false,
sp2_heavy-capacity_baseline_sota_decentralized_cbba-payload-capacity-proxy_cbba-capacity_seed3101,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_heavy-capacity_baseline_sota_decentralized_cbba-payload-capacity-proxy_cbba-capacity_seed3101.mp4,a5bd0494d1d07d7d9054139e7b9a1d6ae83b5eb3c89227a637c8c06af249d19f,118486,false,
sp2_heavy-capacity_proposed_data-driven_decentralized_oracle-capacity-neural-scorer_neural-capacity-scorer_seed3100,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_heavy-capacity_proposed_data-driven_decentralized_oracle-capacity-neural-scorer_neural-capacity-scorer_seed3100.mp4,80f3e1380b1fac2253d82b7579814fa4311462fd96a16f0a44b6199b3c42cdae,115236,false,
sp2_heavy-capacity_proposed_data-driven_decentralized_oracle-capacity-neural-scorer_neural-capacity-scorer_seed3106,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_heavy-capacity_proposed_data-driven_decentralized_oracle-capacity-neural-scorer_neural-capacity-scorer_seed3106.mp4,d9d61634f9fcae157c2dee2093ca3ff82a6307f7a81b3b70e090ca3b8f2eab60,127054,false,
sp2_heavy-capacity_proposed_model-based_decentralized-local_local-primal-dual-effective-capacity_local-primal-dual-capacity_seed3134,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_heavy-capacity_proposed_model-based_decentralized-local_local-primal-dual-effective-capacity_local-primal-dual-capacity_seed3134.mp4,0424173a7c606b554ef29a3447b03b41475e7079c96fa5b1ef8b1ae3365f109d,117174,false,
sp2_heavy-capacity_reference_model-based-oracle_centralized_exact-effective-capacity-milp_centralized-capacity-milp_seed3104,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_heavy-capacity_reference_model-based-oracle_centralized_exact-effective-capacity-milp_centralized-capacity-milp_seed3104.mp4,268516eb0345e2393be9914c7082f1904336ea09204f91667476c6164c3c7ad8,117081,false,
sp2_light-mixed_baseline_classic_centralized_hungarian-capacity-expanded_hungarian-capacity_seed3102,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_light-mixed_baseline_classic_centralized_hungarian-capacity-expanded_hungarian-capacity_seed3102.mp4,117ed8a02328012cd28a48c96a92101c1533cb24e986334ee105466d0e4e3f5a,56899,false,
sp2_light-mixed_baseline_classic_decentralized_nearest-capacity-greedy_greedy-capacity-nearest_seed3138,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_light-mixed_baseline_classic_decentralized_nearest-capacity-greedy_greedy-capacity-nearest_seed3138.mp4,f132a57c153b3175f0ef51e2a5d5fb3941c95b8069f37b8e811fc11fc0f0d63f,114901,false,
sp2_light-mixed_baseline_data-driven_decentralized_oracle-capacity-imitation-linear_imitation-capacity_seed3115,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_light-mixed_baseline_data-driven_decentralized_oracle-capacity-imitation-linear_imitation-capacity_seed3115.mp4,5d6f03980175e7580152ca5d07303fc747d781ecd4852b77abfa00978c45a7d0,100592,false,
sp2_light-mixed_baseline_data-driven_decentralized_oracle-capacity-imitation-linear_imitation-capacity_seed3137,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_light-mixed_baseline_data-driven_decentralized_oracle-capacity-imitation-linear_imitation-capacity_seed3137.mp4,30b84c228da83ab2cb9a80cfb20290cc9c5c8a04d5d5f11b5e732c89f544c6f4,100850,false,
sp2_light-mixed_baseline_model-based_decentralized_bnn-capacity-utility_bnn-capacity_seed3104,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_light-mixed_baseline_model-based_decentralized_bnn-capacity-utility_bnn-capacity_seed3104.mp4,2fbe3576d862fd403c787658d1faad0bd225dad68b4cb80376b70bbd69c77361,92925,false,
sp2_light-mixed_baseline_sota_decentralized_cbba-payload-capacity-proxy_cbba-capacity_seed3134,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_light-mixed_baseline_sota_decentralized_cbba-payload-capacity-proxy_cbba-capacity_seed3134.mp4,8512f11144b3af201bd84c71fd8e4f40508039e4b21e7c0db9b9589f99d3c781,113858,false,
sp2_light-mixed_proposed_data-driven_decentralized_oracle-capacity-neural-scorer_neural-capacity-scorer_seed3113,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_light-mixed_proposed_data-driven_decentralized_oracle-capacity-neural-scorer_neural-capacity-scorer_seed3113.mp4,345e85b97563f698292168222b6a582d22e28a6123e2f92ab0c74a06016a9288,108794,false,
sp2_light-mixed_proposed_data-driven_decentralized_oracle-capacity-neural-scorer_neural-capacity-scorer_seed3125,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_light-mixed_proposed_data-driven_decentralized_oracle-capacity-neural-scorer_neural-capacity-scorer_seed3125.mp4,533d57e028d70c0463c13695ee6c91cc48e2da0731e31da0727b2263e1079457,73934,false,
sp2_light-mixed_proposed_model-based_decentralized-local_local-primal-dual-effective-capacity_local-primal-dual-capacity_seed3120,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_light-mixed_proposed_model-based_decentralized-local_local-primal-dual-effective-capacity_local-primal-dual-capacity_seed3120.mp4,1475a70920d646f590780ff8d3e3a7735eb090ae004b05ed7ee8f2cf643db057,110908,false,
sp2_light-mixed_reference_model-based-oracle_centralized_exact-effective-capacity-milp_centralized-capacity-milp_seed3100,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_light-mixed_reference_model-based-oracle_centralized_exact-effective-capacity-milp_centralized-capacity-milp_seed3100.mp4,98d62f61c73236af926a8bc84ee453c211e6ddeec1ba14577eb2ccbf7ee06f6b,105134,false,
sp2_monte-carlo_baseline_classic_centralized_hungarian-capacity-expanded_hungarian-capacity_seed3108,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_monte-carlo_baseline_classic_centralized_hungarian-capacity-expanded_hungarian-capacity_seed3108.mp4,b525494063bf683d01411980e5eff10255ce6801a1888390add4946513b264ee,98528,false,
sp2_monte-carlo_baseline_classic_centralized_hungarian-capacity-expanded_hungarian-capacity_seed3127,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_monte-carlo_baseline_classic_centralized_hungarian-capacity-expanded_hungarian-capacity_seed3127.mp4,71940404ab8cd9a9d7a948a0f7a8a4a383756304759c93829006ed22e0d976c9,90588,false,
sp2_monte-carlo_baseline_classic_decentralized_nearest-capacity-greedy_greedy-capacity-nearest_seed3117,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_monte-carlo_baseline_classic_decentralized_nearest-capacity-greedy_greedy-capacity-nearest_seed3117.mp4,6e9be62d1ac58ac5d8ac1d358daee081b49647a16265152aa74a4bb16625efa0,121322,false,
sp2_monte-carlo_baseline_classic_decentralized_nearest-capacity-greedy_greedy-capacity-nearest_seed3127,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_monte-carlo_baseline_classic_decentralized_nearest-capacity-greedy_greedy-capacity-nearest_seed3127.mp4,0774498b2cc6b7d25d2d6295df52c2d3d503b07b46d9df50735ce0b8fea3ee8c,120432,false,
sp2_monte-carlo_baseline_data-driven_decentralized_oracle-capacity-imitation-linear_imitation-capacity_seed3108,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_monte-carlo_baseline_data-driven_decentralized_oracle-capacity-imitation-linear_imitation-capacity_seed3108.mp4,c664047f1f7a0c6f558efd3b8bdb817ce1ee9b0e900416fc38535b3dc1ace7cc,106130,false,
sp2_monte-carlo_baseline_data-driven_decentralized_oracle-capacity-imitation-linear_imitation-capacity_seed3136,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_monte-carlo_baseline_data-driven_decentralized_oracle-capacity-imitation-linear_imitation-capacity_seed3136.mp4,382e2237bf0a6e658117ed0b2902ed8d089a6cf07abde00baa3df5d0bb3f63ab,165006,false,
sp2_monte-carlo_baseline_model-based_decentralized_bnn-capacity-utility_bnn-capacity_seed3129,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_monte-carlo_baseline_model-based_decentralized_bnn-capacity-utility_bnn-capacity_seed3129.mp4,089be73304e5e0543353a6ba974a8bf96fdb83bd822383787223d64b658520c8,85124,false,
sp2_monte-carlo_baseline_model-based_decentralized_bnn-capacity-utility_bnn-capacity_seed3133,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_monte-carlo_baseline_model-based_decentralized_bnn-capacity-utility_bnn-capacity_seed3133.mp4,e9ca14b17d2a1ca40d54a327919d5d8ebab59379be672d4dabf9eeab4231fe81,152544,false,
sp2_monte-carlo_baseline_sota_decentralized_cbba-payload-capacity-proxy_cbba-capacity_seed3117,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_monte-carlo_baseline_sota_decentralized_cbba-payload-capacity-proxy_cbba-capacity_seed3117.mp4,f524bfaa6665fd4659293b44b00bc3aa2e00f2104a970e82e4be25e7d5b472e1,119020,false,
sp2_monte-carlo_baseline_sota_decentralized_cbba-payload-capacity-proxy_cbba-capacity_seed3129,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_monte-carlo_baseline_sota_decentralized_cbba-payload-capacity-proxy_cbba-capacity_seed3129.mp4,be92043e65090fdec56bf11722411c11f7d05c93721cf6c86b16447725bc216a,84041,false,
sp2_monte-carlo_proposed_data-driven_decentralized_oracle-capacity-neural-scorer_neural-capacity-scorer_seed3117,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_monte-carlo_proposed_data-driven_decentralized_oracle-capacity-neural-scorer_neural-capacity-scorer_seed3117.mp4,6864971cedbfce6ac0dfbb7d054fb8b2f3eeb5f95cc8a1a164d7a5db1b398e07,121254,false,
sp2_monte-carlo_proposed_data-driven_decentralized_oracle-capacity-neural-scorer_neural-capacity-scorer_seed3129,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_monte-carlo_proposed_data-driven_decentralized_oracle-capacity-neural-scorer_neural-capacity-scorer_seed3129.mp4,edba2c6ee514646ae97e25a43976d4f4f0004ee31f047b3e879b5b8e1ee899e1,83465,false,
sp2_monte-carlo_proposed_model-based_decentralized-local_local-primal-dual-effective-capacity_local-primal-dual-capacity_seed3126,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_monte-carlo_proposed_model-based_decentralized-local_local-primal-dual-effective-capacity_local-primal-dual-capacity_seed3126.mp4,0641c64f949826212298a18c09c83e2b76e13f46474c3bdf50139b4ba64e0b16,130278,false,
sp2_monte-carlo_reference_model-based-oracle_centralized_exact-effective-capacity-milp_centralized-capacity-milp_seed3107,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_monte-carlo_reference_model-based-oracle_centralized_exact-effective-capacity-milp_centralized-capacity-milp_seed3107.mp4,ecb63645ac0c17714d75503a9ebb637120b6f7ac6ea649c036bc57cea8168d12,157872,false,
sp2_monte-carlo_reference_model-based-oracle_centralized_exact-effective-capacity-milp_centralized-capacity-milp_seed3129,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_monte-carlo_reference_model-based-oracle_centralized_exact-effective-capacity-milp_centralized-capacity-milp_seed3129.mp4,38a06f7dbc7505429660d9a14fea6c23a5455170dd92a33cd506024ceccc50d8,78079,false,
sp2_balanced-capacity_baseline_model-based_decentralized_population-game-marginal-capacity-payoff_replicator-capacity-marginal_seed3100,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_balanced-capacity_baseline_model-based_decentralized_population-game-marginal-capacity-payoff_replicator-capacity-marginal_seed3100.mp4,14b96dbd69cb23ad4ac06d89fd6405ef49027bc48263ef909f1f8500d63c8c55,113309,false,
sp2_balanced-capacity_baseline_model-based_decentralized_population-game-plain-payoff_replicator-capacity-plain_seed3100,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_balanced-capacity_baseline_model-based_decentralized_population-game-plain-payoff_replicator-capacity-plain_seed3100.mp4,73e5b88c1b909bcd2bea79a2683c10842d5adcef2029141e1c37a70511ef6a7b,119827,false,
sp2_balanced-capacity_proposed_model-based_decentralized_smith-qr-marginal-capacity-payoff_smith-capacity-marginal_seed3100,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_balanced-capacity_proposed_model-based_decentralized_smith-qr-marginal-capacity-payoff_smith-capacity-marginal_seed3100.mp4,a11a4e827b931ae12a4b26aa248bead89a8f43b08b2dd5154142d6a92e41e0cf,117285,false,
sp2_balanced-capacity_proposed_model-based_decentralized_smith-qr-plain-payoff_smith-capacity-plain_seed3100,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_balanced-capacity_proposed_model-based_decentralized_smith-qr-plain-payoff_smith-capacity-plain_seed3100.mp4,b8ab018b2a138be2a679b06f2b779fdd9cf74fe37786791ea05658ea3f0a6197,119854,false,
sp2_battery-constrained_baseline_model-based_decentralized_population-game-marginal-capacity-payoff_replicator-capacity-marginal_seed3100,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_battery-constrained_baseline_model-based_decentralized_population-game-marginal-capacity-payoff_replicator-capacity-marginal_seed3100.mp4,8768198a086866a4dbbc3359cf699657ce9ab1e8e7d884cde9e87db9ae13be28,114815,false,
sp2_battery-constrained_baseline_model-based_decentralized_population-game-plain-payoff_replicator-capacity-plain_seed3100,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_battery-constrained_baseline_model-based_decentralized_population-game-plain-payoff_replicator-capacity-plain_seed3100.mp4,1f2cbc218f4331b467f315c1efd493783f85fa9042842a47f6f8bd63b8459101,125573,false,
sp2_battery-constrained_proposed_model-based_decentralized_smith-qr-marginal-capacity-payoff_smith-capacity-marginal_seed3100,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_battery-constrained_proposed_model-based_decentralized_smith-qr-marginal-capacity-payoff_smith-capacity-marginal_seed3100.mp4,b9e47529aff0c0bb4f4af1f8a6b8380d07d7066989cc09f2461244e53d94a750,115383,false,
sp2_battery-constrained_proposed_model-based_decentralized_smith-qr-plain-payoff_smith-capacity-plain_seed3100,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_battery-constrained_proposed_model-based_decentralized_smith-qr-plain-payoff_smith-capacity-plain_seed3100.mp4,4de486dbeec6fe3561509789fb69b8f46de9049263fc1e9c2f0fb2208c00bebd,125289,false,
sp2_heavy-capacity_baseline_model-based_decentralized_population-game-marginal-capacity-payoff_replicator-capacity-marginal_seed3100,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_heavy-capacity_baseline_model-based_decentralized_population-game-marginal-capacity-payoff_replicator-capacity-marginal_seed3100.mp4,7be39d19cd3602122e95d9b5e822dd72ee96b678c678534d591d1c31c39d3440,114255,false,
sp2_heavy-capacity_baseline_model-based_decentralized_population-game-plain-payoff_replicator-capacity-plain_seed3100,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_heavy-capacity_baseline_model-based_decentralized_population-game-plain-payoff_replicator-capacity-plain_seed3100.mp4,5982058c42352798c06fa03d0c3ef07104a66c0aa200cd4fb83fddd412474036,121433,false,
sp2_heavy-capacity_proposed_model-based_decentralized_smith-qr-marginal-capacity-payoff_smith-capacity-marginal_seed3100,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_heavy-capacity_proposed_model-based_decentralized_smith-qr-marginal-capacity-payoff_smith-capacity-marginal_seed3100.mp4,fc87fbe8e4ee69541ae46f4890c522d5edc7ac0c1d47dddb9877d8158ab35aa5,115051,false,
sp2_heavy-capacity_proposed_model-based_decentralized_smith-qr-plain-payoff_smith-capacity-plain_seed3100,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_heavy-capacity_proposed_model-based_decentralized_smith-qr-plain-payoff_smith-capacity-plain_seed3100.mp4,81cddb371664cad65cef2c03f7d6b95be5bd25242e3494b4189733c147ebc63e,121274,false,
sp2_light-mixed_baseline_model-based_decentralized_population-game-marginal-capacity-payoff_replicator-capacity-marginal_seed3100,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_light-mixed_baseline_model-based_decentralized_population-game-marginal-capacity-payoff_replicator-capacity-marginal_seed3100.mp4,dd7c6e96b4ee69b4b60c6762eda04631f02e65ae24572111bc4364c763f358d6,93430,false,
sp2_light-mixed_baseline_model-based_decentralized_population-game-plain-payoff_replicator-capacity-plain_seed3100,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_light-mixed_baseline_model-based_decentralized_population-game-plain-payoff_replicator-capacity-plain_seed3100.mp4,909837571fdb2d47f7d5e3e5e49eef4ce5266be8d029ed0dbf9b8fb09e463036,79866,false,
sp2_light-mixed_proposed_model-based_decentralized_smith-qr-marginal-capacity-payoff_smith-capacity-marginal_seed3100,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_light-mixed_proposed_model-based_decentralized_smith-qr-marginal-capacity-payoff_smith-capacity-marginal_seed3100.mp4,499e752f966ba91a093dd5bbcaed51c539c7bec81fa0db3f73a87023f7db7d92,95414,false,
sp2_light-mixed_proposed_model-based_decentralized_smith-qr-plain-payoff_smith-capacity-plain_seed3100,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_light-mixed_proposed_model-based_decentralized_smith-qr-plain-payoff_smith-capacity-plain_seed3100.mp4,57c24508703963388a384baeeee556f3ef01e73d3b13b2eea1af81e2cd0937df,79411,false,
sp2_monte-carlo_baseline_model-based_decentralized_population-game-marginal-capacity-payoff_replicator-capacity-marginal_seed3102,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_monte-carlo_baseline_model-based_decentralized_population-game-marginal-capacity-payoff_replicator-capacity-marginal_seed3102.mp4,bbbf24d8eed2d9b0597b6ecd13f662d6fcc9f2172bae530bc9d61271bac30158,156304,false,
sp2_monte-carlo_baseline_model-based_decentralized_population-game-plain-payoff_replicator-capacity-plain_seed3100,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_monte-carlo_baseline_model-based_decentralized_population-game-plain-payoff_replicator-capacity-plain_seed3100.mp4,88a67b8093863f54cab638289880613fd98985a183df05f4b0dc898ccd5daba3,149154,false,
sp2_monte-carlo_proposed_model-based_decentralized_smith-qr-marginal-capacity-payoff_smith-capacity-marginal_seed3102,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_monte-carlo_proposed_model-based_decentralized_smith-qr-marginal-capacity-payoff_smith-capacity-marginal_seed3102.mp4,3d80569a8d78bd07a36beb11fe3042643b3f3407d08119507be22490ecbe3fff,149031,false,
sp2_monte-carlo_proposed_model-based_decentralized_smith-qr-plain-payoff_smith-capacity-plain_seed3100,SP2,results\sp2\SP2_MC_marginal_payoff_ablation\videos\sp2_monte-carlo_proposed_model-based_decentralized_smith-qr-plain-payoff_smith-capacity-plain_seed3100.mp4,6794a0a08919ec79839fb03508bff6421d2c2b0925e49de409de1dade65170a2,148767,false,
sp3_bar-torque-pure_baseline_classic_centralized_hungarian-robot-slot-cost_hungarian-slots_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_bar-torque-pure_baseline_classic_centralized_hungarian-robot-slot-cost_hungarian-slots_seed4100.mp4,a5175a0e7a358e218254fee0434ebf5b077439bfc693cb0baef73acb80907bfd,40161,false,
sp3_bar-torque-pure_baseline_model-based_decentralized_replicator-wrench-deficit_replicator-wrench-deficit_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_bar-torque-pure_baseline_model-based_decentralized_replicator-wrench-deficit_replicator-wrench-deficit_seed4100.mp4,fea1137dff657f1dbf101c902fa316fe6286bba3f08c5a8fe0bd9bc6edc2fb5e,40704,false,
sp3_bar-torque-pure_baseline_sota_decentralized_cbba-slot-wrench-proxy_cbba-slots_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_bar-torque-pure_baseline_sota_decentralized_cbba-slot-wrench-proxy_cbba-slots_seed4100.mp4,878a55e27b20485d2dc62c316683ecd0bd57a61ab2f362a732e1ca40dc48f661,42923,false,
sp3_bar-torque-pure_proposed_model-based_decentralized_smith-qr-delta-rho-wrench-marginal_smith-wrench-marginal_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_bar-torque-pure_proposed_model-based_decentralized_smith-qr-delta-rho-wrench-marginal_smith-wrench-marginal_seed4100.mp4,4501bcdb845c72d82f21428392338d892d9215bbfef1407afa57fdb1ebd161fa,40309,false,
sp3_bar-torque-pure_proposed_model-based_decentralized_smith-qr-wrench-deficit_smith-wrench-deficit_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_bar-torque-pure_proposed_model-based_decentralized_smith-qr-wrench-deficit_smith-wrench-deficit_seed4100.mp4,110cf50c3bbc0e5dd01e5f38654b85fd6523af4b959be76a0faa7f9927e0b48b,40280,false,
sp3_bar-torque-pure_reference_model-based-oracle_centralized_exact-scalar-capacity-reference_oracle-scalar-assignment_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_bar-torque-pure_reference_model-based-oracle_centralized_exact-scalar-capacity-reference_oracle-scalar-assignment_seed4100.mp4,5c3c03f0dd95e8aab237510e40572b06388b44f9965db37b6b8e55902f032507,40433,false,
sp3_long-payload-slots_baseline_classic_centralized_hungarian-robot-slot-cost_hungarian-slots_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_long-payload-slots_baseline_classic_centralized_hungarian-robot-slot-cost_hungarian-slots_seed4100.mp4,46dce9a7e05f51621a6adbff31a4630225e0325d6291467f7b1bb4da2ff85d66,79071,false,
sp3_long-payload-slots_baseline_classic_decentralized_capacity-greedy-slots_capacity-greedy-slots_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_long-payload-slots_baseline_classic_decentralized_capacity-greedy-slots_capacity-greedy-slots_seed4100.mp4,77d46f79b59518f53572efeb99e4495b40972628504d05fae1d3a08515053f78,78349,false,
sp3_long-payload-slots_reference_model-based-oracle_centralized_exact-role-slot-wrench_wrench-oracle_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_long-payload-slots_reference_model-based-oracle_centralized_exact-role-slot-wrench_wrench-oracle_seed4100.mp4,df0edb26162443a2258a5673c8fdf72b8db0c89fb2e52aef4e0bd6b0292823ee,79403,false,
sp3_long-payload-slots_reference_model-based-oracle_centralized_exact-scalar-capacity-reference_oracle-scalar-assignment_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_long-payload-slots_reference_model-based-oracle_centralized_exact-scalar-capacity-reference_oracle-scalar-assignment_seed4100.mp4,67fbeb582bb9740decf0cd8d2f5bb4b15b8e32736bdefcab9978897303defd34,79345,false,
sp3_off-center-com_baseline_model-based_decentralized_bnn-wrench-deficit_bnn-wrench-deficit_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_off-center-com_baseline_model-based_decentralized_bnn-wrench-deficit_bnn-wrench-deficit_seed4100.mp4,6798318df9138a71d7b3a06f0f0fe27f8fc6e23d2c8d59d853fdc64c09a1a0a8,57373,false,
sp3_off-center-com_baseline_model-based_decentralized_replicator-wrench-deficit_replicator-wrench-deficit_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_off-center-com_baseline_model-based_decentralized_replicator-wrench-deficit_replicator-wrench-deficit_seed4100.mp4,5631932a71c0d65b5fa917eb9f13be27e613fa9d55f1b41ffe96cc89aa4666f8,57949,false,
sp3_off-center-com_proposed_model-based_decentralized_smith-qr-delta-rho-wrench-marginal_smith-wrench-marginal_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_off-center-com_proposed_model-based_decentralized_smith-qr-delta-rho-wrench-marginal_smith-wrench-marginal_seed4100.mp4,7da945164293472e94a5bcd3a3143729afe3503d2a94afd933372845c50edecd,58124,false,
sp3_off-center-com_proposed_model-based_decentralized_smith-qr-wrench-deficit_smith-wrench-deficit_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_off-center-com_proposed_model-based_decentralized_smith-qr-wrench-deficit_smith-wrench-deficit_seed4100.mp4,3583b978104c67dbd727b25189bfcc44aec74ae00354d248d689497f6b60a22e,58275,false,
sp3_off-center-com_reference_model-based-oracle_centralized_exact-role-slot-wrench_wrench-oracle_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_off-center-com_reference_model-based-oracle_centralized_exact-role-slot-wrench_wrench-oracle_seed4100.mp4,9687bc9e357de93e66de0656f442c696e5a4f7bcd23addcfbcec5cd687f6ae9e,27465,false,
sp3_one-sided-push_baseline_classic_decentralized_capacity-greedy-slots_capacity-greedy-slots_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_one-sided-push_baseline_classic_decentralized_capacity-greedy-slots_capacity-greedy-slots_seed4100.mp4,dee622c3d9c3edda0a8d614a97fa65a744700aa88725f98b0d0e7d6479da2df5,48415,false,
sp3_one-sided-push_baseline_sota_decentralized_cbba-slot-wrench-proxy_cbba-slots_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_one-sided-push_baseline_sota_decentralized_cbba-slot-wrench-proxy_cbba-slots_seed4100.mp4,c1eccd33042cd96a8f484ef9fbc4c80b1603a2b28b3baa8a4a52f548aba61d3e,38802,false,
sp3_one-sided-push_proposed_model-based_decentralized_smith-qr-delta-rho-wrench-marginal_smith-wrench-marginal_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_one-sided-push_proposed_model-based_decentralized_smith-qr-delta-rho-wrench-marginal_smith-wrench-marginal_seed4100.mp4,9eb6dc99698bfe568748dd80e5a0c33efdbfb2afebcb6660c9cfd87410a53173,48273,false,
sp3_one-sided-push_reference_model-based-oracle_centralized_exact-role-slot-wrench_wrench-oracle_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_one-sided-push_reference_model-based-oracle_centralized_exact-role-slot-wrench_wrench-oracle_seed4100.mp4,f09e4e985b8344aa0cafc80c1893898fecbbaec5a76eac4261b0e0ad480c1c42,26453,false,
sp3_point-load-degenerate_baseline_classic_centralized_hungarian-robot-slot-cost_hungarian-slots_seed4100,SP3,results\sp3\SP3_MC_wrench_comparison_methodology_v3\videos\sp3_point-load-degenerate_baseline_classic_centralized_hungarian-robot-slot-cost_hungarian-slots_seed4100.mp4,67decf9f84ea70fddf02583b1182a933ed39f113675aaaff5535ac3af78e3844,40527,false,
